locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	locus_tag	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_001301	Protein Homology	CDS	1586817	1587209		+	0	ID=cds-pgaptmp_001301;Parent=gene-pgaptmp_001301;Name=extdb:pgaptmp_001301;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010538505.1;locus_tag=pgaptmp_001301;product=L-rhamnose mutarotase;protein_id=extdb:pgaptmp_001301;transl_table=11	pgaptmp_001301	L-rhamnose mutarotase	226186.BT_1276	2.48E-92	269	COG3254@1|root,COG3254@2|Bacteria,4NQRF@976|Bacteroidetes,2FSQ6@200643|Bacteroidia,4AR65@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96			5.1.3.32	ko:K03534			R10819	RC00563	ko00000,ko01000				rhaM						K03534	rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
pgaptmp_001302	Protein Homology	CDS	1587227	1588543		+	0	ID=cds-pgaptmp_001302;Parent=gene-pgaptmp_001302;Name=extdb:pgaptmp_001302;Ontology_term=GO:0015756,GO:0015150,GO:0015535;gbkey=CDS;gene=fucP;go_function=fucose transmembrane transporter activity|0015150||IEA,fucose:proton symporter activity|0015535||IEA;go_process=fucose transmembrane transport|0015756||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004300178.1;locus_tag=pgaptmp_001302;product=L-fucose:H+ symporter permease;protein_id=extdb:pgaptmp_001302;transl_table=11	pgaptmp_001302	L-fucose:H+ symporter permease	226186.BT_1277	1.2E-306	857	COG0738@1|root,COG0738@2|Bacteria,4NEYR@976|Bacteroidetes,2FP5F@200643|Bacteroidia,4AMM2@815|Bacteroidaceae	976|Bacteroidetes	G	L-fucose H symporter permease	fucP			ko:K02429					ko00000,ko02000	2.A.1.7			MFS_1	bb11818	MFS		multidrug efflux	2.A.1	K02429	fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein
pgaptmp_001303	Protein Homology	CDS	1588730	1589281		+	0	ID=cds-pgaptmp_001303;Parent=gene-pgaptmp_001303;Name=extdb:pgaptmp_001303;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010538507.1;locus_tag=pgaptmp_001303;product=RNA polymerase sigma-70 factor;protein_id=extdb:pgaptmp_001303;transl_table=11	pgaptmp_001303	RNA polymerase sigma-70 factor	226186.BT_1278	1.33E-124	355	COG1595@1|root,COG1595@2|Bacteria,4NRYN@976|Bacteroidetes,2FSYU@200643|Bacteroidia,4AR6Y@815|Bacteroidaceae	976|Bacteroidetes	K	RNA polymerase sigma-70 factor	rpoE3			ko:K03088					ko00000,ko03021				Sigma70_r2,Sigma70_r4_2						K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
pgaptmp_001304	Protein Homology	CDS	1589341	1590327		+	0	ID=cds-pgaptmp_001304;Parent=gene-pgaptmp_001304;Name=extdb:pgaptmp_001304;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016267257.1;locus_tag=pgaptmp_001304;product=FecR family protein;protein_id=extdb:pgaptmp_001304;transl_table=11	pgaptmp_001304	FecR family protein	226186.BT_1279	2.33E-238	655	COG3712@1|root,COG3712@2|Bacteria,4NPUZ@976|Bacteroidetes,2FQ9G@200643|Bacteroidia,4AN7B@815|Bacteroidaceae	976|Bacteroidetes	PT	Sigma factor regulatory protein, FecR PupR family													DUF4974,FecR							
pgaptmp_001305	Protein Homology	CDS	1590525	1593857		+	0	ID=cds-pgaptmp_001305;Parent=gene-pgaptmp_001305;Name=extdb:pgaptmp_001305;Ontology_term=GO:0006810,GO:0055085,GO:0015267,GO:0009279,GO:0016020;gbkey=CDS;go_component=cell outer membrane|0009279||IEA,membrane|0016020||IEA;go_function=channel activity|0015267||IEA;go_process=transport|0006810||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004313562.1;locus_tag=pgaptmp_001305;product=TonB-dependent receptor;protein_id=extdb:pgaptmp_001305;transl_table=11	pgaptmp_001305	TonB-dependent receptor	226186.BT_1280	0	2204	COG1629@1|root,COG1629@2|Bacteria,4PKAS@976|Bacteroidetes,2FWM7@200643|Bacteroidia,4AWEP@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family													CarbopepD_reg_2,Plug,STN,TonB_dep_Rec							
pgaptmp_001306	Protein Homology	CDS	1593871	1595466		+	0	ID=cds-pgaptmp_001306;Parent=gene-pgaptmp_001306;Name=extdb:pgaptmp_001306;Ontology_term=GO:0009279,GO:0016020;gbkey=CDS;go_component=cell outer membrane|0009279||IEA,membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008763016.1;locus_tag=pgaptmp_001306;product=RagB/SusD family nutrient uptake outer membrane protein;protein_id=extdb:pgaptmp_001306;transl_table=11	pgaptmp_001306	RagB/SusD family nutrient uptake outer membrane protein	226186.BT_1281	0	1085	COG4198@1|root,COG4198@2|Bacteria,4NJ5W@976|Bacteroidetes,2G2WE@200643|Bacteroidia,4AW65@815|Bacteroidaceae	976|Bacteroidetes	S	Susd and RagB outer membrane lipoprotein													SusD-like							
pgaptmp_001307	Protein Homology	CDS	1595490	1596473		+	0	ID=cds-pgaptmp_001307;Parent=gene-pgaptmp_001307;Name=extdb:pgaptmp_001307;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011107687.1;locus_tag=pgaptmp_001307;product=glycoside hydrolase family 18;protein_id=extdb:pgaptmp_001307;transl_table=11	pgaptmp_001307	glycoside hydrolase family 18	226186.BT_1282	8.42E-236	648	COG3325@1|root,COG3325@2|Bacteria,4P15R@976|Bacteroidetes,2FU91@200643|Bacteroidia,4APYE@815|Bacteroidaceae	976|Bacteroidetes	G	Putative glycoside hydrolase Family 18, chitinase_18													DUF4849							
pgaptmp_001308	Protein Homology	CDS	1596492	1597814		+	0	ID=cds-pgaptmp_001308;Parent=gene-pgaptmp_001308;Name=extdb:pgaptmp_001308;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011107688.1;locus_tag=pgaptmp_001308;product=DUF1735 and LamG domain-containing protein;protein_id=extdb:pgaptmp_001308;transl_table=11	pgaptmp_001308	DUF1735 and LamG domain-containing protein	226186.BT_1283	0	872	2DM9J@1|root,328Y8@2|Bacteria,4P18W@976|Bacteroidetes,2G05E@200643|Bacteroidia,4AWEQ@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function (DUF4973)													DUF1735,Laminin_G_3							
pgaptmp_001309	Protein Homology	CDS	1597842	1599368		+	0	ID=cds-pgaptmp_001309;Parent=gene-pgaptmp_001309;Name=extdb:pgaptmp_001309;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008763011.1;locus_tag=pgaptmp_001309;product=BT_3987 domain-containing protein;protein_id=extdb:pgaptmp_001309;transl_table=11	pgaptmp_001309	BT_3987 domain-containing protein	226186.BT_1284	0	1028	COG3325@1|root,COG3325@2|Bacteria,4P19F@976|Bacteroidetes,2FPXT@200643|Bacteroidia,4ANZH@815|Bacteroidaceae	976|Bacteroidetes	G	Glycosyl hydrolases family 18													DUF1735,Glyco_hydro_18							
pgaptmp_001310	Protein Homology	CDS	1599565	1600485		+	0	ID=cds-pgaptmp_001310;Parent=gene-pgaptmp_001310;Name=extdb:pgaptmp_001310;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008763002.1;locus_tag=pgaptmp_001310;product=endo-beta-N-acetylglucosaminidase family protein;protein_id=extdb:pgaptmp_001310;transl_table=11	pgaptmp_001310	endo-beta-N-acetylglucosaminidase family protein	226186.BT_1285	6.07E-223	614	COG3325@1|root,COG3325@2|Bacteria,4P304@976|Bacteroidetes,2FSWR@200643|Bacteroidia,4AQZC@815|Bacteroidaceae	976|Bacteroidetes	G	Glycosyl hydrolases family 18													Glyco_hydro_18							
pgaptmp_001311	Protein Homology	CDS	1601915	1603615		+	0	ID=cds-pgaptmp_001311;Parent=gene-pgaptmp_001311;Name=extdb:pgaptmp_001311;Ontology_term=GO:0000160,GO:0006355,GO:0007165,GO:0000155,GO:0000156,GO:0003677,GO:0003700,GO:0004673,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA,signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016267248.1;locus_tag=pgaptmp_001311;product=hybrid sensor histidine kinase/response regulator transcription factor;protein_id=extdb:pgaptmp_001311;transl_table=11	pgaptmp_001311	hybrid sensor histidine kinase/response regulator transcription factor	226186.BT_1286	0	1113	COG0642@1|root,COG2199@1|root,COG2207@1|root,COG0642@2|Bacteria,COG2207@2|Bacteria,COG3706@2|Bacteria,4PKVG@976|Bacteroidetes,2FRJQ@200643|Bacteroidia,4AP2D@815|Bacteroidaceae	976|Bacteroidetes	T	helix_turn_helix, arabinose operon control protein													HTH_18,Response_reg							
pgaptmp_001312	Protein Homology	CDS	1603793	1604449		+	0	ID=cds-pgaptmp_001312;Parent=gene-pgaptmp_001312;Name=extdb:pgaptmp_001312;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008764977.1;locus_tag=pgaptmp_001312;product=DUF4840 domain-containing protein;protein_id=extdb:pgaptmp_001312;transl_table=11	pgaptmp_001312	DUF4840 domain-containing protein	226186.BT_1287	1.64E-143	405	2CF7P@1|root,333X4@2|Bacteria,4NV9D@976|Bacteroidetes,2FSA4@200643|Bacteroidia,4AR4R@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function (DUF4840)													DUF4840							
pgaptmp_001313	Protein Homology	CDS	1604650	1605999		-	0	ID=cds-pgaptmp_001313;Parent=gene-pgaptmp_001313;Name=extdb:pgaptmp_001313;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011107690.1;locus_tag=pgaptmp_001313;product=ABC transporter substrate-binding protein;protein_id=extdb:pgaptmp_001313;transl_table=11	pgaptmp_001313	ABC transporter substrate-binding protein	226186.BT_1288	0	885	COG0687@1|root,COG0687@2|Bacteria,4NHNY@976|Bacteroidetes,2FNDI@200643|Bacteroidia,4ANH5@815|Bacteroidaceae	976|Bacteroidetes	P	Psort location Periplasmic, score 9.44	potD			ko:K11069	ko02010,map02010	M00299			ko00000,ko00001,ko00002,ko02000	3.A.1.11.1			SBP_bac_8	bb11818	ABC	binding protein	spermidine/putrescine	3.A.1	K11069	potD; spermidine/putrescine transport system substrate-binding protein
pgaptmp_001314	Protein Homology	CDS	1606023	1606820		-	0	ID=cds-pgaptmp_001314;Parent=gene-pgaptmp_001314;Name=extdb:pgaptmp_001314;Ontology_term=GO:0042626,GO:0140359,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008762999.1;locus_tag=pgaptmp_001314;product=ABC transporter permease;protein_id=extdb:pgaptmp_001314;transl_table=11	pgaptmp_001314	ABC transporter permease	226186.BT_1289	7.28E-174	486	COG1177@1|root,COG1177@2|Bacteria,4PKVT@976|Bacteroidetes,2FNE3@200643|Bacteroidia,4AMFP@815|Bacteroidaceae	976|Bacteroidetes	P	ABC transporter, permease protein	ydcV			ko:K11070	ko02010,map02010	M00299			ko00000,ko00001,ko00002,ko02000	3.A.1.11.1			BPD_transp_1	bb11818	ABC	membrane	spermidine/putrescine	3.A.1	K11070	potC; spermidine/putrescine transport system permease protein
pgaptmp_001315	Protein Homology	CDS	1606814	1607614		-	0	ID=cds-pgaptmp_001315;Parent=gene-pgaptmp_001315;Name=extdb:pgaptmp_001315;Ontology_term=GO:0055085,GO:0042626,GO:0140359,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008022957.1;locus_tag=pgaptmp_001315;product=ABC transporter permease;protein_id=extdb:pgaptmp_001315;transl_table=11	pgaptmp_001315	ABC transporter permease	226186.BT_1290	2.14E-176	493	COG1176@1|root,COG1176@2|Bacteria,4P0H6@976|Bacteroidetes,2FN37@200643|Bacteroidia,4AM62@815|Bacteroidaceae	976|Bacteroidetes	P	Psort location CytoplasmicMembrane, score 10.00				ko:K11071	ko02010,map02010	M00299			ko00000,ko00001,ko00002,ko02000	3.A.1.11.1			BPD_transp_1	bb11818	ABC	membrane	spermidine/putrescine	3.A.1	K11071	potB; spermidine/putrescine transport system permease protein
pgaptmp_001316	Protein Homology	CDS	1607626	1609017		-	0	ID=cds-pgaptmp_001316;Parent=gene-pgaptmp_001316;Name=extdb:pgaptmp_001316;Ontology_term=GO:0015846,GO:0005524,GO:0015417,GO:0043190;gbkey=CDS;gene=potA;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ATP binding|0005524||IEA,ABC-type polyamine transporter activity|0015417||IEA;go_process=polyamine transport|0015846||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004316768.1;locus_tag=pgaptmp_001316;product=polyamine ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_001316;transl_table=11	pgaptmp_001316	polyamine ABC transporter ATP-binding protein	226186.BT_1291	0	926	COG3842@1|root,COG3842@2|Bacteria,4NEFE@976|Bacteroidetes,2G2S9@200643|Bacteroidia,4AMA4@815|Bacteroidaceae	976|Bacteroidetes	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	potA		3.6.3.31	ko:K10112,ko:K11072,ko:K17324	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00299,M00491,M00602,M00605,M00606,M00607			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.1,3.A.1.1.35,3.A.1.11.1			ABC_tran,TOBE_2	bb11818	ABC	binding	polyamine	3.A.1	K11072	potA; spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
pgaptmp_001317	Protein Homology	CDS	1609157	1610257		+	0	ID=cds-pgaptmp_001317;Parent=gene-pgaptmp_001317;Name=extdb:pgaptmp_001317;Ontology_term=GO:0016209,GO:0016491;gbkey=CDS;go_function=antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008640679.1;locus_tag=pgaptmp_001317;product=redoxin domain-containing protein;protein_id=extdb:pgaptmp_001317;transl_table=11	pgaptmp_001317	redoxin domain-containing protein	226186.BT_1292	2.51E-259	711	COG1225@1|root,COG1225@2|Bacteria,4P08Q@976|Bacteroidetes,2FWN9@200643|Bacteroidia,4AKZE@815|Bacteroidaceae	976|Bacteroidetes	O	Antioxidant, AhpC TSA family													AhpC-TSA,DUF4369,Thioredoxin_8							
pgaptmp_001318	Protein Homology	CDS	1610593	1613157		-	0	ID=cds-pgaptmp_001318;Parent=gene-pgaptmp_001318;Name=extdb:pgaptmp_001318;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009124230.1;locus_tag=pgaptmp_001318;product=glycosyltransferase family 1 protein;protein_id=extdb:pgaptmp_001318;transl_table=11	pgaptmp_001318	glycosyltransferase family 1 protein	226186.BT_1293	0	1762	COG0058@1|root,COG0058@2|Bacteria,4NGR1@976|Bacteroidetes,2FNN5@200643|Bacteroidia,4AP04@815|Bacteroidaceae	976|Bacteroidetes	G	COG0058 Glucan phosphorylase	glgP		2.4.1.1,2.4.1.11,2.4.1.8	ko:K00688,ko:K00691,ko:K16153	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931		R00292,R01555,R02111	RC00005,RC00049	ko00000,ko00001,ko01000,ko01003		GH65,GT3,GT35		DUF3417,Glycogen_syn,Phosphorylase						K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]
pgaptmp_001319	Protein Homology	CDS	1613195	1614856		-	0	ID=cds-pgaptmp_001319;Parent=gene-pgaptmp_001319;Name=extdb:pgaptmp_001319;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007662241.1;locus_tag=pgaptmp_001319;product=glycogen/starch synthase;protein_id=extdb:pgaptmp_001319;transl_table=11	pgaptmp_001319	glycogen/starch synthase	226186.BT_1294	0	1134	COG0297@1|root,COG0297@2|Bacteria,4PKEP@976|Bacteroidetes,2FNMM@200643|Bacteroidia,4AMQ0@815|Bacteroidaceae	976|Bacteroidetes	G	Starch synthase			2.4.1.11	ko:K00693	ko00500,ko01100,ko04151,ko04152,ko04910,ko04922,ko04931,map00500,map01100,map04151,map04152,map04910,map04922,map04931		R00292	RC00005	ko00000,ko00001,ko01000,ko01003		GT3		Glycogen_syn							
pgaptmp_001320	Protein Homology	CDS	1615062	1615523		-	0	ID=cds-pgaptmp_001320;Parent=gene-pgaptmp_001320;Name=extdb:pgaptmp_001320;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007560291.1;locus_tag=pgaptmp_001320;product=V-type ATP synthase subunit K;protein_id=extdb:pgaptmp_001320;transl_table=11	pgaptmp_001320	V-type ATP synthase subunit K	483215.BACFIN_06450	8.7E-95	277	COG0636@1|root,COG0636@2|Bacteria,4NPFU@976|Bacteroidetes,2FSVQ@200643|Bacteroidia,4AKZK@815|Bacteroidaceae	976|Bacteroidetes	C	COG COG0636 F0F1-type ATP synthase, subunit c Archaeal vacuolar-type H -ATPase, subunit K	ntpK			ko:K02124	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			ATP-synt_C	bb11818	F-ATPase		protons	3.A.2	K02124	ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K
pgaptmp_001321	Protein Homology	CDS	1615576	1617399		-	0	ID=cds-pgaptmp_001321;Parent=gene-pgaptmp_001321;Name=extdb:pgaptmp_001321;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010538525.1;locus_tag=pgaptmp_001321;product=V-type ATP synthase subunit I;protein_id=extdb:pgaptmp_001321;transl_table=11	pgaptmp_001321	V-type ATP synthase subunit I	226186.BT_1296	0	1171	COG1269@1|root,COG1269@2|Bacteria,4NGJ9@976|Bacteroidetes,2FMC6@200643|Bacteroidia,4AKR6@815|Bacteroidaceae	976|Bacteroidetes	C	Belongs to the V-ATPase 116 kDa subunit family				ko:K02123	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			V_ATPase_I	bb11818	F-ATPase		protons	3.A.2	K02123	ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I
pgaptmp_001322	Protein Homology	CDS	1617396	1618001		-	0	ID=cds-pgaptmp_001322;Parent=gene-pgaptmp_001322;Name=extdb:pgaptmp_001322;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007213463.1;locus_tag=pgaptmp_001322;product=V-type ATP synthase subunit D;protein_id=extdb:pgaptmp_001322;transl_table=11	pgaptmp_001322	V-type ATP synthase subunit D	226186.BT_1297	7.48E-133	377	COG1394@1|root,COG1394@2|Bacteria,4NMF2@976|Bacteroidetes,2FM0M@200643|Bacteroidia,4AKA5@815|Bacteroidaceae	976|Bacteroidetes	C	Psort location Cytoplasmic, score 8.96				ko:K02120	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			ATP-synt_D	bb11818	F-ATPase		protons	3.A.2	K02120	ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D
pgaptmp_001323	Protein Homology	CDS	1618044	1619369		-	0	ID=cds-pgaptmp_001323;Parent=gene-pgaptmp_001323;Name=extdb:pgaptmp_001323;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008762991.1;locus_tag=pgaptmp_001323;product=V-type ATP synthase subunit B;protein_id=extdb:pgaptmp_001323;transl_table=11	pgaptmp_001323	V-type ATP synthase subunit B	1077285.AGDG01000033_gene4596	0	868	COG1156@1|root,COG1156@2|Bacteria,4NIH8@976|Bacteroidetes,2FNPF@200643|Bacteroidia,4AKCM@815|Bacteroidaceae	976|Bacteroidetes	C	ATP synthase alpha beta family, nucleotide-binding domain protein	ntpB			ko:K02118	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			ATP-synt_ab,ATP-synt_ab_N	bb11818	F-ATPase		protons	3.A.2	K02118	ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B
pgaptmp_001324	Protein Homology	CDS	1619403	1621160		-	0	ID=cds-pgaptmp_001324;Parent=gene-pgaptmp_001324;Name=extdb:pgaptmp_001324;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005931174.1;locus_tag=pgaptmp_001324;product=V-type ATP synthase subunit A;protein_id=extdb:pgaptmp_001324;transl_table=11	pgaptmp_001324	V-type ATP synthase subunit A	1077285.AGDG01000033_gene4597	0	1167	COG1155@1|root,COG1155@2|Bacteria,4NIB6@976|Bacteroidetes,2FMQ6@200643|Bacteroidia,4AM1M@815|Bacteroidaceae	976|Bacteroidetes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type alpha chain is a catalytic subunit	atpA		3.6.3.14,3.6.3.15	ko:K02117	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002,ko01000	3.A.2.2,3.A.2.3			ATP-synt_ab,ATP-synt_ab_N,ATP-synt_ab_Xtn	bb11818	F-ATPase		protons	3.A.2	K02117	ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]
pgaptmp_001325	Protein Homology	CDS	1621178	1622020		-	0	ID=cds-pgaptmp_001325;Parent=gene-pgaptmp_001325;Name=extdb:pgaptmp_001325;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008022965.1;locus_tag=pgaptmp_001325;product=DUF2764 domain-containing protein;protein_id=extdb:pgaptmp_001325;transl_table=11	pgaptmp_001325	DUF2764 domain-containing protein	226186.BT_1300	2.32E-198	550	COG1527@1|root,COG1527@2|Bacteria,4NQJX@976|Bacteroidetes,2FN2E@200643|Bacteroidia,4AKU4@815|Bacteroidaceae	976|Bacteroidetes	C	Psort location Cytoplasmic, score 8.96													DUF2764							
pgaptmp_001326	Protein Homology	CDS	1622032	1622622		-	0	ID=cds-pgaptmp_001326;Parent=gene-pgaptmp_001326;Name=extdb:pgaptmp_001326;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007751954.1;locus_tag=pgaptmp_001326;product=hypothetical protein;protein_id=extdb:pgaptmp_001326;transl_table=11	pgaptmp_001326	hypothetical protein	1077285.AGDG01000033_gene4599	5.91E-107	311	COG1390@1|root,COG1390@2|Bacteria,4NP16@976|Bacteroidetes,2FMD8@200643|Bacteroidia,4ANAF@815|Bacteroidaceae	976|Bacteroidetes	C	COG NOG11642 non supervised orthologous group				ko:K02121	ko00190,ko01100,map00190,map01100	M00159			ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3			vATP-synt_E	bb11818	F-ATPase		protons	3.A.2	K02121	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E
pgaptmp_001327	Protein Homology	CDS	1622847	1623293		-	0	ID=cds-pgaptmp_001327;Parent=gene-pgaptmp_001327;Name=extdb:pgaptmp_001327;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008764969.1;locus_tag=pgaptmp_001327;product=hypothetical protein;protein_id=extdb:pgaptmp_001327;transl_table=11	pgaptmp_001327	hypothetical protein	226186.BT_1302	4.75E-101	293	2BUC0@1|root,32PMP@2|Bacteria,4PAR5@976|Bacteroidetes,2FXJD@200643|Bacteroidia,4ATW0@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_001328	Protein Homology	CDS	1623311	1624111		-	0	ID=cds-pgaptmp_001328;Parent=gene-pgaptmp_001328;Name=extdb:pgaptmp_001328;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011107697.1;locus_tag=pgaptmp_001328;product=hypothetical protein;protein_id=extdb:pgaptmp_001328;transl_table=11	pgaptmp_001328	hypothetical protein	997884.HMPREF1068_04382	1.48E-22	100	295P0@1|root,2ZT0D@2|Bacteria,4P850@976|Bacteroidetes,2FUAV@200643|Bacteroidia,4ARZB@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_001329	Protein Homology	CDS	1624126	1624497		-	0	ID=cds-pgaptmp_001329;Parent=gene-pgaptmp_001329;Name=extdb:pgaptmp_001329;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010538531.1;locus_tag=pgaptmp_001329;product=GntR family transcriptional regulator;protein_id=extdb:pgaptmp_001329;transl_table=11	pgaptmp_001329	GntR family transcriptional regulator	1077285.AGDG01000033_gene4602	2.86E-81	241	COG1725@1|root,COG1725@2|Bacteria,4NT1X@976|Bacteroidetes,2FTX9@200643|Bacteroidia,4AQYA@815|Bacteroidaceae	976|Bacteroidetes	K	Psort location Cytoplasmic, score 8.96													GntR							
pgaptmp_001330	Protein Homology	CDS	1624513	1625328		-	0	ID=cds-pgaptmp_001330;Parent=gene-pgaptmp_001330;Name=extdb:pgaptmp_001330;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011107698.1;locus_tag=pgaptmp_001330;product=hypothetical protein;protein_id=extdb:pgaptmp_001330;transl_table=11	pgaptmp_001330	hypothetical protein	226186.BT_1305	2.33E-198	549	2EFTR@1|root,339JU@2|Bacteria,4NXHX@976|Bacteroidetes,2FN45@200643|Bacteroidia,4APA5@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00																				
