"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"PT33_Early_R1"	"PT33_Early_R2"	"PT33_Early_R3"	"PT33_Late_R1"	"PT33_Late_R2"	"PT33_Late_R3"
"RVCYZ000327"	18972	23282	17020	9933	8191	8568	18690	20683	19912	7063	7077	7762
"RVCYZ000328"	3409	3977	2754	1364	1035	1042	3382	3662	3903	997	913	1064
"RVCYZ000329"	520	667	363	456	386	266	759	1247	822	2027	2248	2120
"RVCYZ000330"	1575	1785	1330	975	769	688	1807	2481	2566	3144	3471	3539
"RVCYZ000331"	1270	1591	1065	987	937	603	1637	2601	1383	3505	4088	3889
"RVCYZ000332"	689	822	558	490	383	348	780	1097	1496	2030	2018	2044
"RVCYZ000333"	1889	2410	1794	1230	1134	1164	2201	2619	2231	2806	3042	2765
"RVCYZ000334"	2709	3627	2619	1856	1578	1741	3055	3792	2417	3254	3236	3250
"RVCYZ000335"	1336	1523	1142	1064	953	873	1320	1864	1015	2358	2554	2303
"RVCYZ000336"	1084	1176	844	766	630	523	1351	1879	818	2557	2709	2741
"RVCYZ000337"	40730	55805	36347	54055	41020	41772	48843	55366	5682	18372	12821	11329
"RVCYZ000338"	23553	31975	22471	35855	31161	31238	31430	36439	3402	12724	10422	10396
"RVCYZ000339"	61867	83073	56851	89976	73403	79572	80848	88727	6320	28807	24081	23471
"RVCYZ000340"	50176	65453	49098	78756	67213	72731	70861	76858	6637	37459	29967	28433
"RVCYZ000342"	847.735	763	502.347	584.43	491.843	313.393	802	1486.22	4329	4287.23	3363.35	4522.19
"RVCYZ000343"	3059	3546	2810	1987	1839	1870	3867	4976	1914	4403	5176	5316
"RVCYZ000344"	1282	1466	964	939	822	601	1662	2666	919	3896	4860	5143
"RVCYZ000345"	1306	1055	945	660	628	526	1151	1615	943	2308	2346	2835
"RVCYZ000346"	2134	2278	1610	1388	1210	1035	2441	3349	506	3963	4468	4876
"RVCYZ000347"	1015	1008	646	492	333	343	949	1398	267	1772	1698	2071
"RVCYZ000348"	985	1322	1061	419	465	386	1292	1440	1552	1491	1362	1486
"RVCYZ000349"	4833	6105	4178	4448	3878	3907	4947	5992	5444	6306	6831	6761
"RVCYZ000350"	4025	4569	3541	2587	2288	2276	5233	6446	6443	5965	6574	7188
"RVCYZ000351"	1378	1675	1226	1132	999	805	1754	2667	617	2911	3551	3510
"RVCYZ000352"	6596	7301	6279	5662	5165	5691	6939	7975	9139	7161	7380	9466
"RVCYZ000353"	3194	3927	2862	2324	1955	1944	3697	4590	6889	5060	5428	5983
"RVCYZ000354"	929	1219	778	679	641	434	1284	1961	2887	3745	3776	4036
"RVCYZ000355"	889	1067	578	711	654	509	1142	1761	1324	3032	3198	3291
"RVCYZ000356"	1888	2290	1476	1228	892	915	2042	2402	3620	2888	2751	2999
"RVCYZ000357"	3663	4761	3273	1987	1575	1718	3431	3504	3590	2704	2124	2384
"RVCYZ000358"	6019	7250	5437	2552	2013	1867	4918	5827	10059	4135	4443	4428
"RVCYZ000359"	779	1004	745	553	469	376	871	1263	1995	1950	2115	2290
"RVCYZ000360"	4020	4786	3302	1815	1404	1389	3945	4736	4446	4150	4481	4873
"RVCYZ000361"	2897	3364	1945	2168	1719	1146	3539	5282	2938	7848	8711	9062
"RVCYZ000362"	2292	2009	1563	1303	1098	882	2371	3249	2580	5718	5655	6479
"RVCYZ000363"	3160	3537	2448	2539	2137	2207	3572	4711	2193	4603	4631	5063
"RVCYZ000364"	6943	7317	8681	2243	2095	1970	8191	8434	19917	21074	21462	25388
"RVCYZ000365"	4696	5104	3847	2800	2447	1938	5408	7048	9709	16460	16549	17462
"RVCYZ000366"	11500	14909	9774	6432	5277	4453	14824	19334	8568	27864	27068	28307
"RVCYZ000367"	183	206	135	121	116	76	236	448	679	826	847	827
"RVCYZ000368"	986	1123	827	513	430	379	1113	1625	2905	2034	2166	2445
"RVCYZ000369"	2575	2881	2091	942	868	741	2568	2887	5635	3219	2939	3609
"RVCYZ000370"	3568	4590	3391	1714	1416	1541	3991	4003	6412	3411	3283	3641
"RVCYZ000371"	1527	1476	1987	549	589	573	2022	1826	1193	536	487	683
"RVCYZ000372"	15513	18259	14310	7997	6561	7570	17480	15816	16099	3631	3625	4680
"RVCYZ000373"	4243	5047	3892	3499	2933	2571	5354	7974	2410	9230	10244	10650
"RVCYZ000374"	2368	2876	1918	1929	1648	1427	2586	3449	4787	4013	4499	4475
"RVCYZ000375"	2515	2910	2242	1947	1619	1469	2692	3277	2036	3365	3545	3464
"RVCYZ000376"	5112	5616	4270	3548	2966	3006	5649	6981	5602	5570	6076	6921
"RVCYZ000377"	6706	7784	5543	3985	3343	3271	6301	7445	6701	5907	6342	7327
"RVCYZ000378"	3369	3983	2750	2257	1921	1641	3822	5473	6248	6734	7193	8047
"RVCYZ000379"	1035	1384	1025	901	728	656	1112	1544	1604	1923	2027	2136
"RVCYZ000380"	1449	1501	1158	845	765	749	1284	1650	846	1681	1839	1885
"RVCYZ000381"	5157	5765	3955	2793	2452	2300	5216	6603	4412	6702	6884	7575
"RVCYZ000382"	2205	2219	1548	1230	945	886	2161	2694	2707	2660	2782	3242
"RVCYZ000383"	2770	2799	3144	1715	1750	1793	3175	2988	5377	1333	1568	1911
"RVCYZ000384"	916	1057	806	673	549	549	1059	1383	934	1565	1606	1892
"RVCYZ000385"	1439	1630	1455	1011	868	844	1611	2173	1435	1905	2105	2310
"RVCYZ000386"	857	1114	750	590	497	553	952	1130	942	1125	1187	1146
"RVCYZ000387"	469	550	460	326	294	249	435	649	558	849	835	956
"RVCYZ000388"	10849	14454	9988	9117	7140	7329	9374	9923	7392	5478	4902	5466
"RVCYZ000389"	5837	6164	4979	2781	2381	2356	5212	5997	3180	4453	4671	5255
"RVCYZ000390"	2794	3225	2470	1604	1283	1245	2520	3208	4036	2382	2813	2785
"RVCYZ000391"	4121	4673	3406	2501	2017	2075	4106	4306	9666	4447	4165	4457
"RVCYZ000392"	2287	2802	2083	1567	1372	1457	2254	2547	7072	2583	2567	3132
"RVCYZ000393"	2087	2279	1738	1247	1103	908	2501	3322	4943	3581	3648	3964
"RVCYZ000394"	1148	1377	980	675	683	461	1297	2057	1563	2674	2889	2937
"RVCYZ000395"	2807	2926	2285	1642	1479	1427	2763	3730	2461	4261	4327	5110
"RVCYZ000396"	57645	73027	53373	54807	44447	50377	54873	58888	29115	20659	19127	20313
"RVCYZ000397"	5177	6429	6110	3006	3135	3664	6381	6262	8710	3743	3763	4560
"RVCYZ000398"	1343	1767	1347	948	773	737	1690	2101	3923	2830	2811	3251
"RVCYZ000399"	513	647	397	402	335	260	777	1133	724	1861	2042	2361
"RVCYZ000400"	641	815	489	511	481	327	972	1390	2014	2829	3059	3297
"RVCYZ000401"	949	985	634	793	660	450	1166	2012	851	3328	3855	4030
"RVCYZ000402"	916	1151	780	593	451	461	1099	1610	697	2315	2440	2719
"RVCYZ000403"	1425	1769	1100	1152	1102	812	1821	2921	896	3496	4217	4193
"RVCYZ000404"	8581	10013	7312	5221	4474	3906	9913	12571	17780	15182	14617	16823
"RVCYZ000405"	8082	9801	7600	5995	4979	5606	8046	8248	17207	5413	4222	5249
"RVCYZ000406"	1371	1555	1494	943	922	1047	1450	1355	3407	1489	1395	1522
"RVCYZ000407"	2814	3050	2297	1615	1444	1344	3547	4536	6515	7113	7015	8211
"RVCYZ000408"	2764	3128	2281	1372	1278	1107	3369	4419	9536	8491	7515	9160
"RVCYZ000409"	7177	8523	6045	3441	3012	2890	8222	9122	14909	11049	10158	11696
"RVCYZ000410"	787	1056	838	465	438	424	871	866	5134	1303	1240	1332
"RVCYZ000411"	4701	5592	4430	3370	2914	3231	5248	5838	15534	8038	7577	8532
"RVCYZ000412"	10844	13967	10668	8383	6669	7230	11630	12208	19420	7169	6121	7429
"RVCYZ000413"	16574	20293	15028	12324	10198	11239	17349	17651	25869	13105	11048	13161
"RVCYZ000414"	1025	1014	715	542	467	380	1047	1337	1412	1919	1867	2178
"RVCYZ000415"	2075	2606	1727	1312	1080	1098	2291	2795	2218	2504	2570	2767
"RVCYZ000416"	2181	2736	1824	1328	1069	1098	2203	2379	1557	1863	1994	2114
"RVCYZ000417"	6935	7478	5334	3977	3458	3361	7042	8033	1946	4749	4929	5778
"RVCYZ000418"	3440	4207	3090	2144	1980	2013	4281	5136	651	3700	4340	4317
"RVCYZ000419"	32371	36890	26521	19956	17656	17839	30917	36179	5353	23559	25017	27511
"RVCYZ000420"	561	798	456	493	391	301	802	1012	201	1391	1768	1729
"RVCYZ000421"	1494	1612	1199	1030	724	714	1462	1953	903	1875	2122	2260
"RVCYZ000422"	2933	3614	2469	1470	1208	1167	3114	3820	738	2638	3104	2989
"RVCYZ000423"	4182	5357	4732	2643	2605	2753	5237	5552	10683	2861	2773	3551
"RVCYZ000424"	33660	43131	31444	25569	21407	22208	31567	32842	54653	25681	22635	24805
"RVCYZ000425"	830	939	663	841	669	635	999	1311	2184	1517	1621	1610
"RVCYZ000426"	3596	4176	2862	2505	2050	1924	4226	5213	21614	6970	6939	7522
"RVCYZ000427"	4444	5396	3638	3167	2511	2856	4414	4857	15392	3560	3404	3930
"RVCYZ000428"	11688	13722	9259	7029	5838	5554	10051	11096	55053	9498	8835	10318
"RVCYZ000429"	1504	1532	1401	944	769	692	1168	1467	8943	1301	1335	1630
"RVCYZ000430"	609	647	555	441	359	327	563	644	2431	640	751	784
"RVCYZ000431"	2831	3424	2484	2559	2237	2154	3129	3746	2291	3170	3452	3497
"RVCYZ000432"	3735	4181	3167	2353	2088	1921	3989	5018	5287	5050	5564	5765
"RVCYZ000433"	2668	3425	2655	2041	1735	1823	3109	3862	1641	3478	3693	3986
"RVCYZ000434"	3119	3390	2778	2278	1898	2042	2781	3259	1747	2491	2231	2878
"RVCYZ000435"	1254	1718	1194	853	717	793	1477	1778	842	1670	1889	1920
"RVCYZ000436"	12843	15853	11552	10286	8723	9549	12983	14721	17900	9066	9724	10234
"RVCYZ000437"	8493	10700	7403	5565	5032	5043	8369	9090	14246	6859	6516	7073
"RVCYZ000438"	2281	2803	1891	1626	1287	1142	2638	3225	5376	3957	4026	4245
"RVCYZ000439"	2202	2635	1972	1618	1372	1092	2572	3860	2979	5213	5830	5965
"RVCYZ000440"	1759	2090	1514	1145	1088	933	2085	2731	2497	4013	4141	4380
"RVCYZ000441"	929	1069	794	690	635	584	999	1337	1182	1793	1832	2185
"RVCYZ000442"	856	985	775	664	575	436	1172	1732	636	2665	2912	2974
"RVCYZ000443"	728	818	574	497	384	330	741	1086	608	1697	1585	1670
"RVCYZ000444"	3994	4939	3404	2254	1815	1868	3757	4274	6913	3593	3558	3971
"RVCYZ000445"	2386	2863	2106	1378	1124	1102	2215	2695	2132	2136	2395	2446
"RVCYZ000446"	2595	3358	2554	1529	1260	1228	2464	3060	1650	2249	2445	2540
"RVCYZ000447"	1819	2360	1633	1228	1145	1018	1848	2473	1225	2077	2218	2344
"RVCYZ000448"	11158	13735	9662	4692	4034	3802	10462	11210	15252	6894	6202	7228
"RVCYZ000449"	1676	1988	1450	1143	1068	960	1994	2469	1841	2360	2538	2531
"RVCYZ000450"	23482	31324	24874	19157	16224	19989	25278	24488	19347	6739	5515	5976
"RVCYZ000451"	14310	15907	14281	11002	10361	12443	13667	14328	11065	4412	4394	5587
"RVCYZ000452"	3754	4477	3145	2496	2116	2267	4409	5076	3171	4258	4753	5015
"RVCYZ000453"	11466	14517	10726	7321	6125	6309	12888	14357	4671	10313	10626	11197
"RVCYZ000454"	247	226	176	140	129	114	203	249	75	283	263	281
"RVCYZ000455"	511	605	402	335	294	212	625	919	552	1356	1571	1553
"RVCYZ000456"	993	1241	888	813	647	739	882	1066	2549	879	716	908
"RVCYZ000457"	641	787	528	589	452	339	844	1342	1089	2147	2312	2559
"RVCYZ000458"	611	786	598	506	428	359	796	1057	443	1360	1366	1633
"RVCYZ000459"	11157	13952	9774	5576	4444	4616	10476	11032	11238	5043	4886	5782
"RVCYZ000460"	3542	4012	3811	2547	2482	2952	4405	4416	3998	2080	1987	2267
"RVCYZ000461"	4858	5717	5015	2008	1874	1723	4683	4492	13622	3719	2895	3302
"RVCYZ000462"	5283	6658	5120	3927	3189	3326	5647	6201	6975	5380	5229	5308
"RVCYZ000463"	2700	3349	2343	1833	1438	1428	2890	3744	2014	4146	4515	4627
"RVCYZ000464"	1658	1699	1718	1340	1129	1277	1437	1726	2071	880	853	952
"RVCYZ000465"	1392	1616	1236	1121	1078	901	1545	2228	1699	2697	3064	3076
"RVCYZ000466"	2239	2898	2131	1304	982	902	2461	3387	4724	3963	4145	4174
"RVCYZ000467"	943	1105	659	548	532	409	1202	1704	2871	3190	3218	3232
"RVCYZ000468"	327	397	240	256	261	155	438	690	365	1137	1243	1168
"RVCYZ000469"	1262	1348	985	842	704	589	1419	1818	2146	2116	2252	2361
"RVCYZ000470"	19648	24945	18471	11158	9170	10179	20846	21934	15518	8678	8741	9141
"RVCYZ000471"	45182	60051	41078	22542	17805	18294	45556	44355	16363	10611	8200	9797
"RVCYZ000472"	7910	9443	8374	4066	3961	4381	10154	9393	6904	2628	2846	3233
"RVCYZ000473"	7155	9287	6248	4309	3408	3210	7457	9158	7297	7366	8172	8365
"RVCYZ000474"	1607	1946	1298	1061	906	689	1939	2805	3017	4232	4475	4562
"RVCYZ000475"	10199	11785	8169	9561	7601	7882	8559	10659	15643	9961	9631	10164
"RVCYZ000476"	546	663	416	478	414	262	750	1263	684	2184	2384	2355
"RVCYZ000477"	729	836	475	551	481	331	910	1521	644	2235	2647	2441
"RVCYZ000478"	22432	30449	22589	18302	15096	15431	18202	18781	26433	6666	4753	4975
"RVCYZ000479"	21313	28518	20950	18124	15627	16187	18680	18354	26791	8581	6891	7372
"RVCYZ000480"	27129	35109	26996	22042	19277	20248	21953	23506	38217	10988	9689	10591
"RVCYZ000481"	4608	5942	5471	3945	3396	3341	4065	3532	6004	1635	1680	1857
"RVCYZ000482"	41626	55338	37994	34137	27348	28085	33485	34731	64802	17921	14969	15893
"RVCYZ000483"	7139	10170	7287	6270	4833	4613	5324	5493	11219	3539	2416	2591
"RVCYZ000484"	8477	11007	8566	7451	6445	6330	7255	6980	14022	3706	3249	3585
"RVCYZ000485"	39722	49776	37751	31110	25854	26379	31789	32160	68447	17425	14298	15889
"RVCYZ000486"	11772	15660	13006	10513	8925	9121	9912	10356	24727	5832	5110	5674
"RVCYZ000487"	2278	3014	2658	1994	1666	1580	1882	1854	4545	981	846	1116
"RVCYZ000488"	7704	10296	8308	6563	4769	5194	7547	7133	7875	3186	2508	2759
"RVCYZ000489"	5337	7049	5945	4779	4056	4487	5230	4838	6754	2654	2312	2762
"RVCYZ000490"	4592	5497	4936	4078	3493	3498	4069	4038	6920	1960	1940	2182
"RVCYZ000491"	11705	14144	12045	9980	8732	9163	10135	9823	16528	4924	4346	5232
"RVCYZ000492"	1804	2245	1619	1379	1069	1311	1687	1454	1916	626	525	628
"RVCYZ000493"	15922	20907	15331	13845	11455	11576	12978	13143	20803	5986	5494	5847
"RVCYZ000494"	29923	40212	29574	26630	21461	21428	25258	25320	47059	13369	10881	12528
"RVCYZ000495"	10303	12847	10617	9010	7154	7207	8571	8608	15712	4348	4162	4676
"RVCYZ000496"	15773	19493	15261	12297	10631	12359	15406	14235	21948	7554	6902	7792
"RVCYZ000497"	1229	1705	1712	1211	1075	983	1186	1135	1839	652	557	730
"RVCYZ000498"	7485	8899	8375	6000	5907	6784	8901	7975	10489	3901	3927	4435
"RVCYZ000499"	3174	3938	3153	2311	1922	1991	3171	3758	4370	3610	3796	3696
"RVCYZ000500"	6422	7853	5542	6692	5289	5747	5181	6450	7394	3707	3377	3570
"RVCYZ000501"	8029	10465	8589	5011	4278	4201	8701	8172	7136	3325	2602	3106
"RVCYZ000502"	3608	4527	3695	2992	2557	2444	3081	3206	3069	1264	1096	1297
"RVCYZ000503"	14628	17755	14995	11621	9672	9116	11921	12317	12080	5187	4519	5124
"RVCYZ000504"	17877	23398	19209	14584	12918	13014	15590	15496	24612	8014	6864	7776
"RVCYZ000505"	25285	32874	24699	20285	17576	18292	22965	22853	33536	15888	12926	14421
"RVCYZ000506"	4518	5454	4603	3554	3044	3312	4353	4455	4273	2483	2521	2662
"RVCYZ000507"	1350	1580	1048	968	836	660	1696	2100	2925	2983	3478	3272
"RVCYZ000508"	970	1231	802	820	679	542	1149	1782	1780	2377	2599	2506
"RVCYZ000509"	3675	4441	3104	2728	2425	2313	3463	4335	4773	3535	3875	4012
"RVCYZ000510"	22353	26411	20271	10954	9795	10509	23237	23911	41706	16399	14729	17570
"RVCYZ000511"	2211	2538	1950	1496	1120	1186	2038	2429	5163	1962	2089	2295
"RVCYZ000512"	2027	2285	1514	1262	1045	904	1970	2632	3976	2703	2819	3048
"RVCYZ000513"	3684	4446	3352	2238	1983	2012	3845	4535	6627	4354	4323	4674
"RVCYZ000514"	2514	2967	2166	1631	1457	1445	2896	3668	6787	5008	5413	5590
"RVCYZ000515"	692	745	554	481	437	396	848	1193	654	1337	1742	1602
"RVCYZ000516"	190	149	421	85	77	71	200	200	97	82	105	125
"RVCYZ000517"	3006	3523	3104	2645	2339	2492	3171	3579	2925	2167	2242	2311
"RVCYZ000518"	1073	1257	898	785	637	560	1216	1951	887	2295	2426	2647
"RVCYZ000519"	6313	7861	6399	4076	3669	4261	7506	8307	9845	7115	6983	7457
"RVCYZ000520"	4030	4475	3290	2533	1954	1910	4348	5373	7480	5848	5362	5809
"RVCYZ000521"	18210	23333	17707	14544	12554	13916	18413	19176	10079	8363	8549	8757
"RVCYZ000522"	4337	5592	3856	2328	2031	1910	4562	5445	5762	4107	4413	4495
"RVCYZ000523"	438	589	422	393	304	242	576	926	220	1249	1416	1394
"RVCYZ000524"	2893	3745	2565	2235	1953	1837	2921	4134	3137	4833	5511	5330
"RVCYZ000525"	401	458	309	373	280	215	586	885	179	1465	1762	1763
"RVCYZ000526"	1257	1610	1048	1057	929	802	1718	2553	1285	3274	4148	4009
"RVCYZ000527"	1658	1850	1341	1331	1132	928	1958	2892	1898	4927	5469	5382
"RVCYZ000528"	597	747	493	514	464	361	626	958	470	1507	1752	1648
"RVCYZ000529"	869	1015	729	763	634	457	1160	1818	1684	3236	3468	3372
"RVCYZ000530"	260	324	202	226	229	116	371	645	221	1198	1281	1251
"RVCYZ000531"	137	189	129	66	76	48	196	256	258	475	431	450
"RVCYZ000532"	3358	3977	2886	2927	2408	2458	3905	4912	4857	4860	5640	5673
"RVCYZ000533"	17568	19467	15084	9539	7997	8950	15286	18515	10753	4806	4749	5426
"RVCYZ000534"	40136	53866	39169	27001	22076	23853	40368	40111	4029	10083	8798	8746
"RVCYZ000535"	24189	32500	26749	22374	19841	22763	27136	25727	1629	7699	7261	7103
"RVCYZ000536"	49931	68705	49894	41430	34628	37271	48695	50006	3455	16094	13966	13681
"RVCYZ000537"	24697	33815	25195	25787	22444	23186	24983	26262	1676	12318	11339	11928
"RVCYZ000538"	9901	12575	9428	7530	6097	6428	9114	10368	5513	5915	5568	5863
"RVCYZ000539"	902	1087	723	667	540	466	1107	1539	761	2077	2097	2213
"RVCYZ000540"	6219	7250	6217	5389	4862	5757	6993	7152	4592	2749	2993	3196
"RVCYZ000541"	30048	38832	28417	27215	22599	24489	29392	30906	16189	11052	9793	10681
"RVCYZ000542"	1203	1255	1393	899	992	1139	1177	1273	682.674	507	547	733
"RVCYZ000543"	1734	2102	1740	1600	1423	1462	2077	2241	1137.33	1936	2036	2058
"RVCYZ000544"	2215	2557	1919	1554	1278	1175	2593	3230	3036	3719	3859	4149
"RVCYZ000545"	104.468	105	125.542	76	77	46.437	130	152	127	249	234	238
"RVCYZ000546"	1910.53	2142	1567.46	1410	1157	1022.56	2061	2880	3240	3311	3834	3838
"RVCYZ000547"	1676	2010	1494	1804	1452	1538	1581	2060	4991	2530	2730	2751
"RVCYZ000548"	2143	2562	1962	1742	1429	1437	2308	3113	2666	3151	3414	3466
"RVCYZ000549"	3034	3509	2707	2596	2225	2182	2527	3356	10658	3879	3994	4255
"RVCYZ000550"	17213	20501	16269	7532	6273	6690	13582	14730	29150	6370	5904	6691
"RVCYZ000551"	5052	6454	4729	5117	3955	4194	4743	5640	6970	4175	4001	4407
"RVCYZ000552"	3863	4840	3654	4950	4172	4486	3920	4467	2971	2617	2213	2443
"RVCYZ000553"	2411	3056	2530	2153	1661	1748	2288	2839	4004	2289	2478	2228
"RVCYZ000554"	729	853	710	661	508	525	866	1001	1233	1166	1059	1118
"RVCYZ000555"	1171	1526	1017	1019	771	847	1158	1284	2944	1262	1239	1253
"RVCYZ000556"	6653	8452	6167	6848	5669	6317	5909	6438	5787	3911	4079	3970
"RVCYZ000557"	831	941	587	790	658	509	1113	1748	502	2246	2775	2797
"RVCYZ000558"	937	1303	776	877	670	502	1108	1662	3323	2722	2683	2543
"RVCYZ000559"	631	819	488	669	572	472	821	1507	393	2251	2387	2446
"RVCYZ000560"	713	984	686	422	388	326	630	698	2180	998	1006	937
"RVCYZ000561"	963	1358	878	745	638	461	1411	2072	2439	3499	3645	3758
"RVCYZ000562"	245	301	227	199	177	180	262	408	553	738	830	835
"RVCYZ000563"	299	330	208	289	237	160	362	676	285	1168	1306	1398
"RVCYZ000564"	705	1022	618	689	493	544	953	1550	502	2535	2561	2522
"RVCYZ000565"	2713	3388	2601	1582	1398	1311	3215	4057	2897	4025	4439	4414
"RVCYZ000566"	558	654	561	432	378	341	739	969	408	1271	1478	1624
"RVCYZ000567"	3387	4110	2829	2244	1957	1589	4096	5941	1268	7371	8232	8135
"RVCYZ000568"	866	1074	725	659	509	424	1148	1569	1238.16	2340	2710	2626
"RVCYZ000569"	246	391	235	208	193	184	251	409	932.835	511	421	493
"RVCYZ000570"	1124	1405	1031	781	652	704	1116	1267	1365	985	1002	942
"RVCYZ000571"	828	1140	579	838	609	411	1142	2069	140	3557	3873	3777
"RVCYZ000572"	1715	2206	1313	1594	1368	858	2452	4232	1246	7106	8061	7747
"RVCYZ000573"	1524	1892	1288	1321	1098	986	1644	2291	4390	3429	3460	3513
"RVCYZ000574"	1427	1747	1250	934	776	686	1441	1669	4002	2157	2105	2133
"RVCYZ000575"	3292	4216	3028	1513	1311	1444	3379	3228	3418	1392	1425	1242
"RVCYZ000576"	1036	1216	795	755	538	526	990	1177	1240	1322	1351	1303
"RVCYZ000577"	735	964	678	693	651	582	733	970	1038	1469	1241	1313
"RVCYZ000579"	4645	5753	4393	3217	2885	2620	4436	5767	3385	6132	6683	6383
"RVCYZ000580"	396	465	408	275	255	240	499	615	422	931	962	1097
"RVCYZ000581"	897	1166	899	653	569	649	800	969	2551	971	939	950
"RVCYZ000582"	3923	4683	3691	2430	2043	1866	4276	5283	4965	7247	7765	7419
"RVCYZ000583"	452	538	355	391	386	221	558	837	995	1828	1913	1891
"RVCYZ000584"	359	409	227	307	272	227	421	786	1042	1834	1759	1752
"RVCYZ000585"	734	785	614	521	469	385	885	1272	2600	2336	2699	2732
"RVCYZ000587"	37015	48876	38468	37613	31581	35809	31951	33094	12678	11083	10468	9048
"RVCYZ000588"	878	1040	843	770	621	607	905	1129	823	1035	1065	1076
"RVCYZ000589"	476	497	383	330	248	266	455	648	339	938	1034	937
"RVCYZ000590"	1616	2067	1562	1224	893	904	1519	1962	2107	2485	2397	2339
"RVCYZ000591"	437	535	348	286	253	201	453	627	994	1285	1266	1295
"RVCYZ000592"	1199	1452	1036	962	821	674	1409	1838	3387	3196	3218	3320
"RVCYZ000593"	493	511	525	522	474	509	616	676	407	761	772	912
"RVCYZ000594"	1084	1035	938	952	743	725	1022	1177	1231	1043	1094	1091
"RVCYZ000595"	1101	1214	960	875	658	686	1159	1478	7089	3474	3204	3721
"RVCYZ000596"	1295	1711	1140	952	882	819	1562	1995	1342	2523	2686	2508
"RVCYZ000597"	1086	1173	1623	1073	1039	1075	1122	1228	2224	899	774	921
"RVCYZ000598"	732	948	586	623	540	411	867	1379	655	2663	2821	2621
"RVCYZ000599"	1382	1833	1234	855	735	613	1225	1870	401	2219	2277	2014
"RVCYZ000600"	2130	2947	2003	1785	1367	1452	1941	2604	1949	3068	3077	2933
"RVCYZ000601"	5011	6876	5237	2472	2135	1993	5326	6475	2482	5675	5700	5637
"RVCYZ000602"	1465	1693	1384	964	819	751	1438	1853	1424	2452	2600	2412
"RVCYZ000603"	357	338	275	231	190	186	293	410	652	687	630	644
"RVCYZ000604"	686	801	562	590	466	589	740	899	2024	1609	1538	1517
"RVCYZ000605"	491	587	387	382	307	231	547	720	2670	1812	1493	1459
"RVCYZ000606"	2990	4110	3261	1605	1228	1115	2759	3067	2386	2354	2101	2216
"RVCYZ000607"	6797	8943	7241	4741	3833	4365	6142	6255	4703	2702	2227	2228
"RVCYZ000608"	11707	14985	11644	8052	6697	7211	10150	11304	3582	5063	4957	4788
"RVCYZ000609"	666	824	657	608	488	513	738	953	1563	1152	1000	1147
"RVCYZ000610"	168	194	139	137	88	92	241	376	329	730	725	769
"RVCYZ000611"	604	855	652	543	476	436	703	972	916	1431	1549	1532
"RVCYZ000612"	821	1217	785	942	737	721	859	1153	1210	1800	1758	1646
"RVCYZ000613"	1833	2309	1597	1367	1160	1005	1376	1857	1817	1871	1894	1800
"RVCYZ000614"	1272	1618	1066	1106	959	940	938	1306	1288	1991	2068	2058
"RVCYZ000615"	31113	40570	32309	19965	17089	19750	31265	31363	12091	9084	8075	8405
"RVCYZ000616"	609	660	513	315	267	255	585	775	403	1031	1010	1166
"RVCYZ000617"	2107	2771	1914	1657	1353	1228	2258	3110	2647	3935	4273	4077
"RVCYZ000618"	984	1176	870	621	567	610	926	1273	1134	1582	1651	1526
"RVCYZ000619"	20804	27866	20741	21936	18033	20082	19830	20996	22068	10406	9483	9585
"RVCYZ000620"	3451	3960	3244	2110	1821	1727	2348	2686	4789	1557	1710	1514
"RVCYZ000621"	3027	3845	3219	2534	2145	2285	2527	3381	6513	2338	1990	2338
"RVCYZ000622"	4412	5814	4296	3334	2696	2753	4070	5201	8728	6357	6318	6148
"RVCYZ000623"	1143	1564	1128	807	702	687	1148	1436	1463	1573	1550	1511
"RVCYZ000624"	459	643	448	396	276	293	521	613	510	966	999	910
"RVCYZ000625"	19883	28250	18750	9211	7286	7381	17237	16782	12381	4630	4217	3952
"RVCYZ000626"	1257	1764	1324	909	731	639	1288	1763	1268	1986	2016	1746
"RVCYZ000627"	960	1279	844	848	703	718	1079	1510	2079	2575	2716	2440
"RVCYZ000628"	11083	14092	10759	10687	8853	9324	8461	9415	4068	4888	4555	3982
"RVCYZ000629"	4735	6562	4566	5342	4637	4714	4160	5099	3148	4650	4425	4444
"RVCYZ000630"	141778	191874	149634	131124	110681	120308	113967	118759	40205	40526	35177	30694
"RVCYZ000631"	2557	3042	2295	2300	2004	2043	2174	3000	2794	3670	3900	4080
"RVCYZ000632"	55	89	39	48	45	30	86	152	26	304	395	340
"RVCYZ000633"	3263	4292	3541	1841	1544	1583	3009	3396	865	1306	1156	959
"RVCYZ000634"	1550	2136	1547	1205	954	920	1543	1864	2402	2351	2521	2117
"RVCYZ000635"	108	166	82	139	100	70	118	220	108	586	700	543
"RVCYZ000636"	170	250	138	223	171	129	211	375	210	1012	1018	946
"RVCYZ000637"	50	56	30	45	46	24	68	141	21	307	360	413
"RVCYZ000638"	233	245	158	175	204	121	281	464	81	912	1000	1036
"RVCYZ000639"	106	134	77	107	82	60	111	230	74	530	639	562
"RVCYZ000640"	167	225	127	171	120	73	171	319	86	564	673	534
"RVCYZ000641"	787	862	682	667	580	559	742	1138	567	1438	1585	1627
"RVCYZ000642"	348	453	284	375	315	214	354	780	98	1628	1732	1596
