-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Early_Replicate_1_HGF2_counts	tpm
RCHGF000773	1098	877.409	0	0
RCHGF000774	2265	2044.41	0	0
RCHGF000775	1611	1390.41	0	0
RCHGF000776	318	106.429	0	0
RCHGF000777	411	190.409	0	0
RCHGF000778	642	421.409	0	0
RCHGF000779	1218	997.409	0	0
RCHGF000780	537	316.409	0	0
RCHGF000781	129	130	0	0
RCHGF000782	129	130	0	0
RCHGF000783	687	466.409	0	0
RCHGF000784	1080	859.409	0	0
RCHGF000785	402	190.429	0	0
RCHGF000786	861	640.409	0	0
RCHGF000787	1857	1636.41	0	0
RCHGF000788	1722	1501.41	0	0
RCHGF000789	426	205.409	0	0
RCHGF000790	138	139	0	0
RCHGF000791	2001	1780.41	0	0
RCHGF000792	129	130	0	0
RCHGF000793	297	95.4211	0	0
RCHGF000794	654	433.409	0	0
RCHGF000795	459	238.409	0	0
RCHGF000796	609	388.409	0	0
RCHGF000797	183	27.6667	0	0
RCHGF000798	339	127.429	0	0
RCHGF000799	219	39.2857	0	0
RCHGF000800	3315	3094.41	0	0
RCHGF000801	666	445.409	0	0
RCHGF000802	1422	1201.41	0	0
RCHGF000803	3246	3025.41	0	0
RCHGF000804	702	481.409	0	0
RCHGF000805	330	118.429	0	0
RCHGF000806	678	457.409	0	0
RCHGF000807	774	553.409	0	0
RCHGF000808	159	16.5	0	0
RCHGF000809	2202	1981.41	0	0
RCHGF000810	1965	1744.41	0	0
RCHGF000811	363	151.429	0	0
RCHGF000812	111	112	0	0
RCHGF000813	132	133	0	0
RCHGF000814	1491	1270.41	0	0
RCHGF000815	129	130	0	0
RCHGF000816	1731	1510.41	0	0
RCHGF000817	450	229.409	0	0
RCHGF000818	159	16.5	0	0
RCHGF000819	1677	1456.41	0	0
RCHGF000820	141	2.5	0	0
RCHGF000821	165	22.5	0	0
RCHGF000822	801	580.409	0	0
RCHGF000823	843	622.409	0	0
RCHGF000824	855	634.409	0	0
RCHGF000825	2424	2203.41	0	0
RCHGF000826	627	406.409	0	0
RCHGF000827	885	664.409	0	0
RCHGF000828	609	388.409	0	0
RCHGF000829	861	640.409	0	0
RCHGF000830	1248	1027.41	0	0
RCHGF000831	840	619.409	0	0
RCHGF000832	759	538.409	0	0
RCHGF000833	471	250.409	0	0
RCHGF000834	468	247.409	0	0
RCHGF000835	435	214.409	0	0
RCHGF000836	306	99.55	0	0
RCHGF000837	1167	946.409	0	0
RCHGF000838	117	118	0	0
RCHGF000839	117	118	0	0
RCHGF000840	1998	1777.41	0	0
RCHGF000841	624	403.409	0	0
RCHGF000842	690	469.409	0	0
RCHGF000843	714	493.409	0	0
RCHGF000844	510	289.409	0	0
RCHGF000845	561	340.409	0	0
RCHGF000846	903	682.409	0	0
RCHGF000847	663	442.409	0	0
RCHGF000848	771	550.409	0	0
RCHGF000849	1371	1150.41	0	0
RCHGF000850	588	367.409	0	0
RCHGF000851	669	448.409	0	0
RCHGF000852	639	418.409	0	0
RCHGF000853	816	595.409	0	0
RCHGF000855	1593	1372.41	0	0
RCHGF000856	222	42.2857	0	0
RCHGF000857	303	96.55	0	0
RCHGF000858	153	10.5	0	0
RCHGF000860	1446	1225.41	0	0
RCHGF000861	576	355.409	0	0
RCHGF000862	1017	796.409	0	0
RCHGF000863	765	544.409	0	0
RCHGF000864	603	382.409	0	0
RCHGF000865	1182	961.409	0	0
RCHGF000866	792	571.409	0	0
RCHGF000867	1455	1234.41	0	0
RCHGF000868	591	370.409	0	0
RCHGF000869	666	445.409	0	0
RCHGF000870	411	190.409	0	0
RCHGF000871	423	202.409	0	0
RCHGF000872	696	475.409	0	0
RCHGF000873	282	80.4211	0	0
RCHGF000874	213	33.2857	0	0
RCHGF000875	399	187.429	0	0
RCHGF000876	888	667.409	0	0
RCHGF000877	384	172.429	0	0
RCHGF000878	348	136.429	0	0
RCHGF000879	915	694.409	0	0
RCHGF000880	666	445.409	0	0
RCHGF000881	801	580.409	0	0
RCHGF000882	225	45.2857	0	0
RCHGF000883	153	10.5	0	0
RCHGF000884	942	721.409	0	0
RCHGF000885	1128	907.409	0	0
RCHGF000886	135	136	0	0
RCHGF000887	1449	1228.41	0	0
RCHGF000888	600	379.409	0	0
RCHGF000889	1215	994.409	0	0
RCHGF000890	324	112.429	0	0
RCHGF000891	1920	1699.41	0	0
RCHGF000892	306	99.55	0	0
RCHGF000893	726	505.409	0	0
RCHGF000894	177	34.5	0	0
RCHGF000895	285	83.4211	0	0
RCHGF000896	327	115.429	0	0
RCHGF000897	1428	1207.41	0	0
RCHGF000898	1494	1273.41	0	0
RCHGF000899	240	56.7333	0	0
RCHGF000900	366	154.429	0	0
RCHGF000901	903	682.409	0	0
RCHGF000902	465	244.409	0	0
RCHGF000903	513	292.409	0	0
RCHGF000904	990	769.409	0	0
RCHGF000905	912	691.409	0	0
RCHGF000906	798	577.409	0	0
RCHGF000907	564	343.409	0	0
RCHGF000908	906	685.409	0	0
RCHGF000909	810	589.409	0	0
RCHGF000910	1830	1609.41	0	0
RCHGF000911	1731	1510.41	0	0
RCHGF000912	1170	949.409	0	0
RCHGF000913	795	574.409	0	0
RCHGF000914	1338	1117.41	0	0
RCHGF000915	729	508.409	0	0
RCHGF000916	198	28.2	0	0
RCHGF000917	1008	787.409	0	0
RCHGF000918	549	328.409	0	0
RCHGF000919	2622	2401.41	0	0
RCHGF000920	1098	877.409	0	0
RCHGF000921	798	577.409	0	0
RCHGF000922	114	115	0	0
RCHGF000923	246	62.7333	0	0
RCHGF000924	591	370.409	0	0
RCHGF000925	252	68.7333	0	0
RCHGF000926	252	68.7333	0	0
RCHGF000927	2595	2374.41	0	0
RCHGF000928	414	193.409	0	0
RCHGF000929	150	10	0	0
RCHGF000930	444	223.409	0	0
RCHGF000931	282	80.4211	0	0
RCHGF000932	1770	1549.41	0	0
RCHGF000933	1332	1111.41	0	0
RCHGF000935	1218	997.409	0	0
RCHGF000936	348	136.429	0	0
RCHGF000937	111	112	0	0
RCHGF000938	510	289.409	0	0
RCHGF000939	837	616.409	0	0
RCHGF000940	501	280.409	0	0
RCHGF000941	504	283.409	0	0
RCHGF000942	117	118	0	0
RCHGF000944	453	232.409	0	0
RCHGF000945	1164	943.409	0	0
RCHGF000946	2130	1909.41	2	41167.6
RCHGF000947	228	48.2857	0	0
RCHGF000948	1833	1612.41	0	0
RCHGF000949	1296	1075.41	0	0
RCHGF000950	762	541.409	0	0
RCHGF000951	189	29.4286	0	0
RCHGF000952	549	328.409	0	0
RCHGF000953	177	34.5	0	0
RCHGF000954	147	7	0	0
RCHGF000955	582	361.409	0	0
RCHGF000956	720	499.409	0	0
RCHGF000957	384	172.429	0	0
RCHGF000958	1335	1114.41	0	0
RCHGF000960	186	26.4286	0	0
RCHGF000961	1122	901.409	0	0
RCHGF000962	1011	790.409	0	0
RCHGF000963	567	346.409	0	0
RCHGF000964	483	262.409	0	0
RCHGF000965	1068	847.409	0	0
RCHGF000966	819	598.409	0	0
RCHGF000967	1047	826.409	0	0
RCHGF000968	672	451.409	0	0
RCHGF000969	672	451.409	0	0
RCHGF000970	1002	781.409	0	0
RCHGF000971	819	598.409	0	0
RCHGF000972	474	253.409	0	0
RCHGF000973	1179	958.409	0	0
RCHGF000974	180	37.5	0	0
RCHGF000975	303	96.55	0	0
RCHGF000976	426	205.409	0	0
RCHGF000977	1176	955.409	0	0
RCHGF000978	564	343.409	0	0
RCHGF000979	132	133	0	0
RCHGF000980	912	691.409	0	0
RCHGF000981	264	76.1875	0	0
RCHGF000982	552	331.409	0	0
RCHGF000983	936	715.409	0	0
RCHGF000984	945	724.409	0	0
RCHGF000985	852	631.409	0	0
RCHGF000986	429	208.409	0	0
RCHGF000987	915	694.409	0	0
RCHGF000988	918	697.409	0	0
RCHGF000989	1413	1192.41	0	0
RCHGF000990	1005	784.409	0	0
RCHGF000991	1266	1045.41	0	0
RCHGF000993	1203	982.409	0	0
RCHGF000994	273	85.1875	0	0
RCHGF000995	642	421.409	0	0
RCHGF000996	684	463.409	0	0
RCHGF000997	1128	907.409	0	0
RCHGF000998	1188	967.409	0	0
RCHGF000999	954	733.409	0	0
RCHGF001000	630	409.409	0	0
RCHGF001001	495	274.409	0	0
RCHGF001002	411	190.409	0	0
RCHGF001003	822	601.409	0	0
RCHGF001004	750	529.409	0	0
RCHGF001005	483	262.409	0	0
RCHGF001006	678	457.409	0	0
RCHGF001007	990	769.409	0	0
RCHGF001008	261	73.1875	0	0
RCHGF001009	114	115	0	0
RCHGF001010	951	730.409	0	0
RCHGF001011	1152	931.409	0	0
RCHGF001012	705	484.409	0	0
RCHGF001013	924	703.409	0	0
RCHGF001014	825	604.409	0	0
RCHGF001015	1053	832.409	0	0
RCHGF001016	2382	2161.41	0	0
RCHGF001017	645	424.409	0	0
RCHGF001018	939	718.409	0	0
RCHGF001019	768	547.409	0	0
RCHGF001020	120	121	0	0
RCHGF001021	141	2.5	0	0
RCHGF001022	1044	823.409	0	0
RCHGF001023	1176	955.409	0	0
RCHGF001024	645	424.409	0	0
RCHGF001025	471	250.409	0	0
RCHGF001026	927	706.409	0	0
RCHGF001027	825	604.409	0	0
RCHGF001028	765	544.409	0	0
RCHGF001029	417	196.409	0	0
RCHGF001030	2421	2200.41	0	0
RCHGF001031	267	79.1875	0	0
RCHGF001032	702	481.409	0	0
RCHGF001033	795	574.409	0	0
RCHGF001034	801	580.409	0	0
RCHGF001035	480	259.409	0	0
RCHGF001036	2730	2509.41	0	0
RCHGF001037	501	280.409	0	0
RCHGF001038	1437	1216.41	0	0
RCHGF001039	1113	892.409	0	0
RCHGF001040	1134	913.409	0	0
RCHGF001041	753	532.409	0	0
RCHGF001042	870	649.409	0	0
RCHGF001043	987	766.409	0	0
RCHGF001044	138	139	0	0
RCHGF001045	729	508.409	0	0
RCHGF001046	1272	1051.41	0	0
RCHGF001047	675	454.409	0	0
RCHGF001048	768	547.409	0	0
RCHGF001049	2370	2149.41	0	0
RCHGF001050	474	253.409	0	0
RCHGF001051	522	301.409	0	0
RCHGF001052	852	631.409	0	0
RCHGF001053	615	394.409	0	0
RCHGF001054	237	53.7333	0	0
RCHGF001055	351	139.429	0	0
RCHGF001056	1086	865.409	0	0
RCHGF001057	744	523.409	0	0
RCHGF001058	1344	1123.41	0	0
RCHGF001059	444	223.409	0	0
RCHGF001060	1995	1774.41	0	0
RCHGF001061	921	700.409	0	0
RCHGF001062	228	48.2857	0	0
RCHGF001063	474	253.409	0	0
RCHGF001064	291	89.4211	0	0
RCHGF001065	195	31.75	0	0
RCHGF001066	111	112	0	0
RCHGF001067	216	36.2857	0	0
RCHGF001068	654	433.409	0	0
RCHGF001069	1182	961.409	0	0
RCHGF001070	1101	880.409	0	0
RCHGF001071	1323	1102.41	0	0
RCHGF001072	330	118.429	0	0
RCHGF001073	318	106.429	0	0
RCHGF001074	1041	820.409	0	0
RCHGF001075	1896	1675.41	0	0
RCHGF001076	156	13.5	0	0
RCHGF001077	822	601.409	0	0
RCHGF001078	1353	1132.41	0	0
RCHGF001079	1311	1090.41	0	0
RCHGF001080	810	589.409	0	0
RCHGF001081	843	622.409	0	0
RCHGF001082	705	484.409	0	0
RCHGF001083	1023	802.409	0	0
RCHGF001084	297	95.4211	0	0
RCHGF001085	1470	1249.41	0	0
RCHGF001086	453	232.409	0	0
RCHGF001087	1110	889.409	0	0
RCHGF001088	795	574.409	0	0
RCHGF001089	801	580.409	0	0
RCHGF001090	300	93.55	0	0
RCHGF001091	672	451.409	0	0
RCHGF001092	795	574.409	0	0
RCHGF001093	366	154.429	0	0
RCHGF001094	1530	1309.41	0	0
RCHGF001095	1038	817.409	0	0
RCHGF001096	1290	1069.41	0	0
RCHGF001097	363	151.429	0	0
RCHGF001098	996	775.409	0	0
RCHGF001099	540	319.409	0	0
RCHGF001100	456	235.409	0	0
RCHGF001101	999	778.409	0	0
RCHGF001102	1257	1036.41	0	0
RCHGF001103	495	274.409	0	0
RCHGF001104	750	529.409	0	0
RCHGF001105	1338	1117.41	0	0
RCHGF001106	348	136.429	0	0
RCHGF001107	1260	1039.41	0	0
RCHGF001108	1443	1222.41	0	0
RCHGF001109	171	28.5	0	0
RCHGF001110	1086	865.409	0	0
RCHGF001111	1929	1708.41	0	0
RCHGF001112	174	31.5	0	0
RCHGF001113	375	163.429	0	0
RCHGF001114	264	76.1875	0	0
RCHGF001115	1248	1027.41	0	0
RCHGF001116	582	361.409	0	0
RCHGF001117	237	53.7333	0	0
RCHGF001118	216	36.2857	0	0
RCHGF001119	672	451.409	0	0
RCHGF001120	1011	790.409	0	0
RCHGF001121	204	29.1667	0	0
RCHGF001122	765	544.409	0	0
RCHGF001123	2040	1819.41	0	0
RCHGF001126	153	10.5	0	0
RCHGF001127	3351	3130.41	0	0
RCHGF001128	150	10	0	0
RCHGF001129	363	151.429	0	0
RCHGF001130	1386	1165.41	0	0
RCHGF001131	1035	814.409	0	0
RCHGF001132	822	601.409	0	0
RCHGF001133	753	532.409	0	0
RCHGF001134	495	274.409	0	0
RCHGF001135	408	196.429	0	0
RCHGF001136	2769	2548.41	0	0
RCHGF001137	114	115	0	0
RCHGF001138	1023	802.409	0	0
RCHGF001139	651	430.409	0	0
RCHGF001140	2697	2476.41	0	0
RCHGF001141	3207	2986.41	0	0
RCHGF001142	774	553.409	0	0
RCHGF001143	555	334.409	0	0
RCHGF001144	618	397.409	0	0
RCHGF001145	603	382.409	0	0
RCHGF001146	699	478.409	0	0
RCHGF001147	138	139	0	0
RCHGF001148	714	493.409	0	0
RCHGF001149	852	631.409	0	0
RCHGF001150	1338	1117.41	0	0
RCHGF001152	1281	1060.41	0	0
RCHGF001153	4032	3811.41	0	0
RCHGF001154	1128	907.409	0	0
RCHGF001155	1479	1258.41	0	0
RCHGF001156	465	244.409	0	0
RCHGF001157	333	121.429	0	0
RCHGF001158	972	751.409	0	0
RCHGF001159	129	130	0	0
RCHGF001160	906	685.409	0	0
RCHGF001161	999	778.409	0	0
RCHGF001162	171	28.5	0	0
RCHGF001163	129	130	0	0
RCHGF001164	312	105.55	0	0
RCHGF001165	1887	1666.41	0	0
RCHGF001166	1734	1513.41	0	0
RCHGF001167	426	205.409	0	0
RCHGF001168	126	127	0	0
RCHGF001169	1068	847.409	0	0
RCHGF001170	936	715.409	0	0
RCHGF001171	1104	883.409	0	0
RCHGF001172	252	68.7333	0	0
RCHGF001173	972	751.409	0	0
RCHGF001174	546	325.409	0	0
RCHGF001176	728	507.409	0	0
RCHGF001178	528	307.409	0	0
RCHGF001179	546	325.409	0	0
RCHGF001180	342	130.429	0	0
RCHGF001181	327	115.429	0	0
RCHGF001182	177	34.5	0	0
RCHGF001183	1509	1288.41	0	0
RCHGF001184	2004	1783.41	0	0
RCHGF001185	591	370.409	0	0
RCHGF001186	216	36.2857	0	0
RCHGF001187	432	211.409	0	0
RCHGF001188	543	322.409	0	0
RCHGF001189	1650	1429.41	0	0
RCHGF001190	855	634.409	0	0
RCHGF001191	1125	904.409	0	0
RCHGF001192	453	232.409	0	0
RCHGF001193	417	196.409	0	0
RCHGF001195	765	544.409	0	0
RCHGF001196	987	766.409	0	0
RCHGF001197	147	7	0	0
RCHGF001198	1434	1213.41	0	0
RCHGF001199	2376	2155.41	0	0
RCHGF001200	465	244.409	0	0
RCHGF001201	111	112	0	0
RCHGF001202	1785	1564.41	0	0
RCHGF001203	1596	1375.41	0	0
RCHGF001204	1578	1357.41	0	0
RCHGF001205	147	7	0	0
RCHGF001206	306	99.55	0	0
RCHGF001207	144	4	0	0
RCHGF001208	408	196.429	0	0
RCHGF001209	1680	1459.41	0	0
RCHGF001210	1206	985.409	0	0
RCHGF001211	855	634.409	0	0
RCHGF001212	612	391.409	0	0
RCHGF001213	324	112.429	0	0
RCHGF001214	252	68.7333	0	0
RCHGF001215	813	592.409	0	0
RCHGF001216	156	13.5	0	0
RCHGF001217	111	112	0	0
RCHGF001218	273	85.1875	0	0
RCHGF001219	330	118.429	0	0
RCHGF001220	810	589.409	0	0
RCHGF001221	363	151.429	0	0
RCHGF001222	273	85.1875	0	0
RCHGF001223	525	304.409	0	0
RCHGF001224	1131	910.409	0	0
RCHGF001225	756	535.409	0	0
RCHGF001226	819	598.409	0	0
RCHGF001227	699	478.409	0	0
RCHGF001228	606	385.409	0	0
RCHGF001229	1167	946.409	0	0
RCHGF001230	840	619.409	0	0
RCHGF001231	846	625.409	0	0
RCHGF001232	1110	889.409	0	0
RCHGF001233	576	355.409	0	0
RCHGF001234	420	199.409	0	0
RCHGF001235	747	526.409	0	0
RCHGF001236	681	460.409	0	0
RCHGF001237	336	124.429	0	0
RCHGF001238	432	211.409	0	0
RCHGF001239	1236	1015.41	0	0
RCHGF001240	729	508.409	0	0
RCHGF001241	936	715.409	0	0
RCHGF001242	1053	832.409	0	0
RCHGF001243	948	727.409	0	0
RCHGF001244	972	751.409	0	0
RCHGF001245	930	709.409	0	0
RCHGF001246	870	649.409	0	0
RCHGF001247	1365	1144.41	0	0
RCHGF001248	462	241.409	0	0
RCHGF001249	222	42.2857	0	0
RCHGF001250	1035	814.409	0	0
RCHGF001251	798	577.409	0	0
RCHGF001252	1002	781.409	0	0
RCHGF001253	156	13.5	0	0
RCHGF001254	366	154.429	0	0
RCHGF001255	1251	1030.41	0	0
RCHGF001256	1215	994.409	0	0
RCHGF001257	198	28.2	0	0
RCHGF001258	1527	1306.41	0	0
RCHGF001259	1200	979.409	0	0
RCHGF001260	777	556.409	0	0
RCHGF001261	459	238.409	0	0
RCHGF001262	1644	1423.41	0	0
RCHGF001263	186	26.4286	0	0
RCHGF001264	1158	937.409	0	0
RCHGF001265	846	625.409	0	0
RCHGF001266	633	412.409	0	0
RCHGF001267	354	142.429	0	0
RCHGF001268	651	430.409	0	0
RCHGF001269	579	358.409	0	0
RCHGF001270	2928	2707.41	0	0
RCHGF001271	1302	1081.41	0	0
RCHGF001272	183	27.6667	0	0
RCHGF001273	666	445.409	0	0
RCHGF001274	1716	1495.41	0	0
RCHGF001275	1917	1696.41	0	0
RCHGF001276	1749	1528.41	0	0
RCHGF001277	912	691.409	0	0
RCHGF001278	111	112	0	0
RCHGF001279	1326	1105.41	0	0
RCHGF001280	2448	2227.41	0	0
RCHGF001281	540	319.409	0	0
RCHGF001282	759	538.409	0	0
RCHGF001283	276	78.6111	0	0
RCHGF001284	546	325.409	0	0
RCHGF001285	1278	1057.41	0	0
RCHGF001286	744	523.409	0	0
RCHGF001287	1299	1078.41	0	0
RCHGF001288	1434	1213.41	0	0
RCHGF001289	1425	1204.41	0	0
RCHGF001290	813	592.409	0	0
RCHGF001291	747	526.409	0	0
RCHGF001292	372	160.429	0	0
RCHGF001293	705	484.409	0	0
RCHGF001294	1401	1180.41	0	0
RCHGF001295	1410	1189.41	0	0
RCHGF001296	930	709.409	0	0
RCHGF001297	129	130	0	0
RCHGF001298	618	397.409	0	0
RCHGF001299	465	244.409	0	0
RCHGF001300	213	33.2857	0	0
RCHGF001301	747	526.409	0	0
RCHGF001302	966	745.409	0	0
RCHGF001303	972	751.409	0	0
RCHGF001304	447	226.409	0	0
RCHGF001305	2208	1987.41	0	0
RCHGF001306	162	19.5	0	0
RCHGF001307	1068	847.409	0	0
RCHGF001308	1092	871.409	0	0
RCHGF001309	834	613.409	0	0
RCHGF001310	873	652.409	0	0
RCHGF001311	1278	1057.41	0	0
RCHGF001312	1332	1111.41	0	0
RCHGF001313	1008	787.409	0	0
RCHGF001314	966	745.409	0	0
RCHGF001315	1122	901.409	0	0
RCHGF001316	2082	1861.41	0	0
RCHGF001317	669	448.409	0	0
RCHGF001318	264	76.1875	0	0
RCHGF001319	180	37.5	0	0
RCHGF001320	633	412.409	0	0
RCHGF001321	810	589.409	0	0
RCHGF001322	1074	853.409	0	0
RCHGF001323	114	115	0	0
RCHGF001324	141	2.5	0	0
RCHGF001325	621	400.409	0	0
RCHGF001326	489	268.409	0	0
RCHGF001327	870	649.409	0	0
RCHGF001328	1368	1147.41	0	0
RCHGF001329	183	27.6667	0	0
RCHGF001330	1365	1144.41	0	0
RCHGF001331	498	277.409	0	0
RCHGF001332	477	256.409	0	0
RCHGF001333	915	694.409	0	0
RCHGF001334	948	727.409	0	0
RCHGF001335	948	727.409	0	0
RCHGF001336	117	118	0	0
RCHGF001337	348	136.429	0	0
RCHGF001338	132	133	0	0
RCHGF001339	1041	820.409	0	0
RCHGF001340	2514	2293.41	0	0
RCHGF001341	957	736.409	0	0
RCHGF001342	636	415.409	0	0
RCHGF001343	2625	2404.41	0	0
RCHGF001344	261	73.1875	0	0
RCHGF001345	2817	2596.41	0	0
RCHGF001346	1767	1546.41	0	0
RCHGF001347	969	748.409	0	0
RCHGF001348	1443	1222.41	0	0
RCHGF001349	198	28.2	0	0
RCHGF001350	480	259.409	0	0
RCHGF001351	111	112	0	0
RCHGF001352	642	421.409	0	0
RCHGF001353	612	391.409	0	0
RCHGF001354	1323	1102.41	0	0
RCHGF001355	840	619.409	0	0
RCHGF001356	378	166.429	0	0
RCHGF001357	639	418.409	0	0
RCHGF001358	828	607.409	0	0
RCHGF001359	807	586.409	0	0
RCHGF001360	483	262.409	0	0
RCHGF001361	1125	904.409	0	0
RCHGF001362	420	199.409	0	0
RCHGF001363	759	538.409	0	0
RCHGF001364	816	595.409	0	0
RCHGF001365	147	7	0	0
RCHGF001366	1332	1111.41	0	0
RCHGF001367	792	571.409	0	0
RCHGF001368	219	39.2857	0	0
RCHGF001369	369	157.429	0	0
RCHGF001370	453	232.409	0	0
RCHGF001371	165	22.5	0	0
RCHGF001372	1089	868.409	0	0
RCHGF001373	168	25.5	0	0
RCHGF001374	2169	1948.41	0	0
RCHGF001375	864	643.409	0	0
RCHGF001376	879	658.409	0	0
RCHGF001377	1332	1111.41	0	0
RCHGF001378	399	187.429	0	0
RCHGF001379	1455	1234.41	0	0
RCHGF001380	1398	1177.41	0	0
RCHGF001381	657	436.409	0	0
RCHGF001382	1332	1111.41	0	0
RCHGF001383	1380	1159.41	0	0
RCHGF001384	1398	1177.41	0	0
RCHGF001385	114	115	0	0
RCHGF001386	129	130	0	0
RCHGF001387	339	127.429	0	0
RCHGF001388	342	130.429	0	0
RCHGF001389	336	124.429	0	0
RCHGF001390	768	547.409	0	0
RCHGF001391	159	16.5	0	0
RCHGF001392	2211	1990.41	0	0
RCHGF001393	1164	943.409	0	0
RCHGF001394	1083	862.409	0	0
RCHGF001395	762	541.409	0	0
RCHGF001396	261	73.1875	0	0
RCHGF001397	330	118.429	0	0
RCHGF001398	687	466.409	0	0
RCHGF001399	1053	832.409	0	0
RCHGF001400	1251	1030.41	0	0
RCHGF001401	1071	850.409	0	0
RCHGF001402	828	607.409	0	0
RCHGF001403	612	391.409	0	0
RCHGF001404	1806	1585.41	0	0
RCHGF001405	429	208.409	0	0
RCHGF001406	822	601.409	0	0
RCHGF001407	528	307.409	0	0
RCHGF001408	789	568.409	0	0
RCHGF001409	120	121	0	0
RCHGF001410	438	217.409	0	0
RCHGF001411	648	427.409	0	0
RCHGF001412	1152	931.409	0	0
RCHGF001413	486	265.409	0	0
RCHGF001414	870	649.409	0	0
RCHGF001415	1143	922.409	0	0
RCHGF001416	888	667.409	0	0
RCHGF001417	423	202.409	0	0
RCHGF001418	474	253.409	0	0
RCHGF001419	492	271.409	0	0
RCHGF001420	585	364.409	0	0
RCHGF001421	243	59.7333	0	0
RCHGF001422	765	544.409	0	0
RCHGF001423	2247	2026.41	0	0
RCHGF001424	1458	1237.41	0	0
RCHGF001426	117	118	0	0
RCHGF001427	417	196.409	0	0
RCHGF001428	222	42.2857	0	0
RCHGF001430	1764	1543.41	0	0
RCHGF001431	576	355.409	0	0
RCHGF001432	663	442.409	0	0
RCHGF001433	867	646.409	0	0
RCHGF001434	1731	1510.41	0	0
RCHGF001435	747	526.409	0	0
RCHGF001436	1053	832.409	0	0
RCHGF001437	123	124	0	0
RCHGF001438	132	133	0	0
RCHGF001439	150	10	0	0
RCHGF001440	1329	1108.41	0	0
RCHGF001441	1395	1174.41	0	0
RCHGF001442	876	655.409	0	0
RCHGF001443	456	235.409	0	0
RCHGF001444	945	724.409	0	0
RCHGF001445	753	532.409	0	0
RCHGF001447	939	718.409	0	0
RCHGF001448	666	445.409	0	0
RCHGF001449	645	424.409	0	0
RCHGF001450	927	706.409	0	0
RCHGF001451	429	208.409	0	0
RCHGF001452	504	283.409	0	0
RCHGF001453	858	637.409	0	0
RCHGF001454	819	598.409	0	0
RCHGF001455	891	670.409	0	0
RCHGF001456	843	622.409	0	0
RCHGF001457	1188	967.409	0	0
RCHGF001458	1872	1651.41	0	0
RCHGF001459	351	139.429	0	0
RCHGF001460	738	517.409	0	0
RCHGF001461	858	637.409	0	0
RCHGF001462	1071	850.409	0	0
RCHGF001463	153	10.5	0	0
RCHGF001464	2274	2053.41	0	0
RCHGF001465	537	316.409	0	0
RCHGF001466	1611	1390.41	0	0
RCHGF001467	1359	1138.41	0	0
RCHGF001468	1533	1312.41	0	0
RCHGF001469	486	265.409	0	0
RCHGF001470	714	493.409	0	0
RCHGF001471	660	439.409	0	0
RCHGF001472	615	394.409	0	0
RCHGF001473	852	631.409	0	0
RCHGF001474	675	454.409	0	0
RCHGF001475	699	478.409	0	0
RCHGF001476	990	769.409	0	0
RCHGF001477	1005	784.409	0	0
RCHGF001478	666	445.409	0	0
RCHGF001479	630	409.409	0	0
RCHGF001480	510	289.409	0	0
RCHGF001481	1431	1210.41	0	0
RCHGF001482	1392	1171.41	0	0
RCHGF001483	987	766.409	0	0
RCHGF001484	1878	1657.41	0	0
RCHGF001485	2364	2143.41	0	0
RCHGF001486	738	517.409	0	0
RCHGF001487	1878	1657.41	0	0
RCHGF001488	843	622.409	0	0
RCHGF001489	666	445.409	0	0
RCHGF001490	1029	808.409	0	0
RCHGF001491	678	457.409	0	0
RCHGF001492	888	667.409	0	0
RCHGF001493	1506	1285.41	0	0
RCHGF001495	1692	1471.41	0	0
RCHGF001496	1014	793.409	0	0
RCHGF001497	888	667.409	0	0
RCHGF001498	453	232.409	0	0
RCHGF001499	606	385.409	0	0
RCHGF001501	897	676.409	0	0
RCHGF001502	1086	865.409	0	0
RCHGF001503	816	595.409	0	0
RCHGF001504	843	622.409	0	0
RCHGF001505	771	550.409	0	0
RCHGF001506	492	271.409	0	0
RCHGF001507	417	196.409	0	0
RCHGF001508	1953	1732.41	0	0
RCHGF001509	1371	1150.41	0	0
RCHGF001510	171	28.5	0	0
RCHGF001511	777	556.409	0	0
RCHGF001512	126	127	0	0
RCHGF001513	417	196.409	0	0
RCHGF001514	912	691.409	0	0
RCHGF001515	984	763.409	0	0
RCHGF001516	132	133	0	0
RCHGF001517	894	673.409	0	0
RCHGF001518	1371	1150.41	0	0
RCHGF001519	114	115	0	0
RCHGF001520	801	580.409	0	0
RCHGF001521	2607	2386.41	0	0
RCHGF001522	450	229.409	0	0
RCHGF001523	1470	1249.41	0	0
RCHGF001524	2022	1801.41	0	0
RCHGF001525	537	316.409	0	0
RCHGF001526	1218	997.409	0	0
RCHGF001527	771	550.409	0	0
RCHGF001528	288	86.4211	0	0
RCHGF001529	369	157.429	0	0
RCHGF001530	180	37.5	0	0
RCHGF001531	387	175.429	0	0
RCHGF001532	1866	1645.41	0	0
RCHGF001533	135	136	0	0
RCHGF001534	567	346.409	0	0
RCHGF001535	183	27.6667	0	0
RCHGF001536	1098	877.409	0	0
RCHGF001537	984	763.409	0	0
RCHGF001538	621	400.409	0	0
RCHGF001539	870	649.409	0	0
RCHGF001540	1578	1357.41	0	0
RCHGF001541	1671	1450.41	0	0
RCHGF001542	201	26.1667	0	0
RCHGF001543	153	10.5	0	0
RCHGF001544	972	751.409	0	0
RCHGF001545	1488	1267.41	0	0
