-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Early_Replicate_2_HGF2_counts	tpm
RCHGF000653	111	11.0914	85	155.219
RCHGF000654	1104	876.227	486	11.234
RCHGF000655	1167	939.227	477	10.2864
RCHGF000656	120	12.42	86	140.246
RCHGF000657	891	663.227	733	22.3849
RCHGF000658	117	11.9112	10	17.0043
RCHGF000659	2055	1827.23	5061	56.0994
RCHGF000660	309	103.16	395	77.5533
RCHGF000661	1239	1011.23	1012	20.2696
RCHGF000662	324	114.554	66	11.6694
RCHGF000663	1443	1215.23	496	8.26682
RCHGF000664	1188	960.227	6203	130.84
RCHGF000665	174	27.946	412	298.601
RCHGF000666	537	310.499	463	30.2019
RCHGF000667	1215	987.227	854	17.5208
RCHGF000668	2190	1962.23	3067	31.6576
RCHGF000669	123	13.1407	8	12.3307
RCHGF000670	528	301.639	660	44.317
RCHGF000671	144	18.2938	12	13.2859
RCHGF000672	813	585.256	979	33.8806
RCHGF000673	423	200.88	309	31.1555
RCHGF000674	141	17.4158	56	65.1267
RCHGF000675	765	537.317	10825	408.048
RCHGF000676	558	331.171	699	42.7503
RCHGF000677	849	621.256	1451	47.3054
RCHGF000678	1119	891.227	1720	39.089
RCHGF000679	144	18.2938	57	63.1082
RCHGF000680	1035	807.227	2022	50.7341
RCHGF000681	666	438.477	350	16.1672
RCHGF000682	918	690.227	710	20.8344
RCHGF000683	747	519.347	1194	46.5652
RCHGF000684	204	39.7241	56	28.5527
RCHGF000685	960	732.227	3802	105.167
RCHGF000686	798	570.256	4515	160.362
RCHGF000687	777	549.299	1023	37.7208
RCHGF000688	777	549.299	824	30.3831
RCHGF000689	123	13.1407	109	168.005
RCHGF000690	921	693.227	907	26.5
RCHGF000691	300	96.5016	82	17.2105
RCHGF000692	822	594.256	143	4.8739
RCHGF000693	780	552.299	158	5.79424
RCHGF000694	468	243.421	31	2.57939
RCHGF000695	738	510.352	129	5.11957
RCHGF000696	408	187.124	56	6.06138
RCHGF000697	2712	2484.23	1017	8.2917
RCHGF000698	1215	987.227	408	8.37061
RCHGF000699	1224	996.227	259	5.26569
RCHGF000700	600	372.835	371	20.1545
RCHGF000701	729	501.364	1537	62.0919
RCHGF000702	1737	1509.23	673	9.03181
RCHGF000703	552	325.262	159	9.90096
RCHGF000704	774	546.311	208	7.71147
RCHGF000705	756	528.329	180	6.90052
RCHGF000706	699	471.401	334	14.3506
RCHGF000707	858	630.256	516	16.5824
RCHGF000708	873	645.249	10652	334.363
RCHGF000709	309	103.16	476	93.4566
RCHGF000710	888	660.227	10034	307.819
RCHGF000711	837	609.256	12694	422.001
RCHGF000712	489	263.666	4542	348.905
RCHGF000713	426	203.683	7638	759.518
RCHGF000714	984	756.227	215	5.75838
RCHGF000715	891	663.227	457	13.9562
RCHGF000716	324	114.554	1641	290.143
RCHGF000717	819	591.256	618	21.1703
RCHGF000718	819	591.256	489	16.7513
RCHGF000719	531	304.585	1545	102.739
RCHGF000720	1152	924.227	448	9.81778
RCHGF000721	558	331.171	199	12.1707
RCHGF000722	624	396.703	187	9.54752
RCHGF000723	762	534.317	505	19.1428
RCHGF000724	882	654.234	510	15.7889
RCHGF000725	1356	1128.23	627	11.256
RCHGF000726	405	184.412	241	26.4692
RCHGF000727	540	313.44	1492	96.4114
RCHGF000728	1338	1110.23	18734	341.769
RCHGF000729	1065	837.227	3765	91.0827
RCHGF000730	624	396.703	138	7.04576
RCHGF000731	660	432.496	2078	97.3145
RCHGF000732	1005	777.227	1017	26.5025
RCHGF000733	192	34.9851	23	13.3155
RCHGF000734	684	456.427	161	7.14445
RCHGF000735	423	200.88	1074	108.288
RCHGF000736	2136	1908.23	7073	75.0737
RCHGF000737	930	702.227	2426	69.9725
RCHGF000738	936	708.227	2451	70.0947
RCHGF000739	642	414.594	648	31.6567
RCHGF000740	507	281.162	752	54.1721
RCHGF000741	939	711.227	2251	64.1035
RCHGF000742	225	49.6206	389	158.782
RCHGF000743	846	618.256	778	25.4874
RCHGF000744	393	173.397	63	7.35892
RCHGF000745	684	456.427	160	7.10007
RCHGF000746	378	159.976	69	8.7359
RCHGF000747	1068	840.227	317	7.64147
RCHGF000748	150	20.0366	64	64.6949
RCHGF000749	654	426.534	587	27.874
RCHGF000750	849	621.256	2093	68.2359
RCHGF000751	369	152.058	283	37.6956
RCHGF000752	123	13.1407	21	32.368
RCHGF000753	918	690.227	231	6.77851
RCHGF000754	117	11.9112	32	54.4137
RCHGF000755	1131	903.227	318	7.1309
RCHGF000756	693	465.417	227	9.87866
RCHGF000757	132	15.1697	42	56.0771
RCHGF000758	432	209.294	2074	200.709
RCHGF000759	510	284.111	178	12.6895
RCHGF000760	489	263.666	713	54.7708
RCHGF000762	996	768.227	2812	74.1378
RCHGF000763	411	189.873	264	28.1614
RCHGF000764	1065	837.227	872	21.0954
RCHGF000765	1944	1716.23	1241	14.6457
RCHGF000766	936	708.227	289	8.26494
RCHGF000767	552	325.262	191	11.8936
RCHGF000769	345	131.582	123	18.9331
RCHGF000770	1254	1026.23	222	4.38151
RCHGF000771	594	366.863	928	51.2339
RCHGF000772	528	301.639	1400	94.0058
RCHGF000773	1098	870.227	3122	72.6632
RCHGF000774	2265	2037.23	1755	17.4482
RCHGF000775	1611	1383.23	1693	24.7901
RCHGF000776	318	109.955	235	43.288
RCHGF000777	411	189.873	579	61.7631
RCHGF000778	642	414.594	1271	62.0921
RCHGF000779	1218	990.227	2257	46.1648
RCHGF000780	537	310.499	562	36.6598
RCHGF000781	129	14.4401	31	43.4815
RCHGF000782	129	14.4401	14	19.6368
RCHGF000783	687	459.422	423	18.6485
RCHGF000784	1080	852.227	633	15.044
RCHGF000785	402	181.626	21714	2421.46
RCHGF000786	861	633.249	11510	368.142
RCHGF000787	1857	1629.23	633	7.8693
RCHGF000788	1722	1494.23	462	6.26238
RCHGF000789	426	203.683	148	14.717
RCHGF000790	138	16.553	42	51.391
RCHGF000791	2001	1773.23	958	10.9425
RCHGF000792	129	14.4401	21	29.4552
RCHGF000793	297	94.3535	119	25.5448
RCHGF000794	654	426.534	791	37.561
RCHGF000795	459	234.84	678	58.4753
RCHGF000796	609	381.759	638	33.849
RCHGF000797	183	31.337	147	95.0109
RCHGF000798	339	126.613	194	31.034
RCHGF000799	219	46.7241	70	30.3439
RCHGF000800	3315	3087.23	4650	30.5069
RCHGF000801	666	438.477	141	6.51309
RCHGF000802	1422	1194.23	809	13.7207
RCHGF000803	3246	3018.23	4568	30.6541
RCHGF000804	702	474.401	722	30.8252
RCHGF000805	330	119.344	271	45.9922
RCHGF000806	678	450.437	1020	45.8649
RCHGF000807	774	546.311	2228	82.6017
RCHGF000808	159	22.8496	37	32.7973
RCHGF000809	2202	1974.23	7570	77.6628
RCHGF000810	1965	1737.23	4303	50.1682
RCHGF000811	363	146.834	789	108.834
RCHGF000812	111	11.0914	25	45.6528
RCHGF000813	132	15.1697	11	14.6869
RCHGF000814	1491	1263.23	447	7.16705
RCHGF000815	129	14.4401	54	75.742
RCHGF000816	1731	1503.23	4819	64.9302
RCHGF000817	450	226.238	232	20.77
RCHGF000818	159	22.8496	118	104.597
RCHGF000819	1677	1449.23	4554	63.6459
RCHGF000820	141	17.4158	68	79.0824
RCHGF000821	165	24.8453	67	54.6191
RCHGF000822	801	573.256	2690	95.0425
RCHGF000823	843	615.256	6207	204.334
RCHGF000824	855	627.256	2009	64.8708
RCHGF000825	2424	2196.23	2075	19.1362
RCHGF000826	627	399.698	143	7.24632
RCHGF000827	885	657.227	150	4.62264
RCHGF000828	609	381.759	128	6.79102
RCHGF000829	861	633.249	190	6.07706
RCHGF000830	1248	1020.23	241	4.78448
RCHGF000831	840	612.256	253	8.36954
RCHGF000832	759	531.329	200	7.62396
RCHGF000833	471	246.309	99	8.14083
RCHGF000834	468	243.421	143	11.8985
RCHGF000835	435	212.118	322	30.7463
RCHGF000836	306	100.919	90	18.0627
RCHGF000837	1167	939.227	441	9.51004
RCHGF000838	117	11.9112	15	25.5064
RCHGF000839	117	11.9112	32	54.4137
RCHGF000840	1998	1770.23	2405	27.5169
RCHGF000841	624	396.703	784	40.0281
RCHGF000842	690	462.422	4066	178.091
RCHGF000843	714	486.375	2811	117.059
RCHGF000844	510	284.111	253	18.0362
RCHGF000845	561	334.145	529	32.0652
RCHGF000846	903	675.227	386	11.5785
RCHGF000847	663	435.477	254	11.8136
RCHGF000848	771	543.311	203	7.56766
RCHGF000849	1371	1143.23	600	10.63
RCHGF000850	588	360.896	311	17.4539
RCHGF000851	669	441.477	282	12.9377
RCHGF000852	639	411.608	282	13.8765
RCHGF000853	816	588.256	729	25.1001
RCHGF000855	1593	1365.23	1194	17.7139
RCHGF000856	222	48.1768	2	0.840827
RCHGF000857	303	98.7491	23	4.71747
RCHGF000858	153	20.9287	47	45.4851
RCHGF000860	1446	1218.23	358	5.95208
RCHGF000861	576	348.979	124	7.19676
RCHGF000862	1017	789.227	234	6.00521
RCHGF000863	765	537.317	421	15.8696
RCHGF000864	603	375.818	232	12.5033
RCHGF000865	1182	954.227	328	6.96204
RCHGF000866	792	564.256	317	11.3788
RCHGF000867	1455	1227.23	695	11.4703
RCHGF000868	591	363.884	338	18.8134
RCHGF000869	666	438.477	482	22.2646
RCHGF000870	411	189.873	473	50.4558
RCHGF000871	423	200.88	605	61.0003
RCHGF000872	696	468.401	131.292	5.67722
RCHGF000873	282	83.9038	27.0667	6.53383
RCHGF000874	213	43.8069	16	7.39762
RCHGF000875	399	178.892	112	12.6807
RCHGF000876	888	660.227	270	8.28294
RCHGF000877	384	165.3	48	5.88141
RCHGF000878	348	134.094	52	7.8543
RCHGF000879	915	687.227	244	7.19124
RCHGF000880	666	438.477	385	17.784
RCHGF000881	801	573.256	634	22.4004
RCHGF000882	225	49.6206	17	6.93907
RCHGF000883	153	20.9287	69	66.776
RCHGF000884	942	714.227	2254	63.9193
RCHGF000885	1128	900.227	1575	35.4358
RCHGF000886	135	15.7958	41	52.5722
RCHGF000887	1449	1221.23	475	7.87792
RCHGF000888	600	372.835	2896	157.325
RCHGF000889	1215	987.227	3891	79.8286
RCHGF000890	324	114.554	47	8.30999
RCHGF000891	1920	1692.23	880	10.5327
RCHGF000892	306	100.919	127	25.4884
RCHGF000893	726	498.364	359	14.5902
RCHGF000894	177	29.1318	24	16.6862
RCHGF000895	285	85.9308	30	7.0711
RCHGF000896	327	116.946	114	19.744
RCHGF000897	1428	1200.23	396	6.68261
RCHGF000898	1494	1266.23	920	14.716
RCHGF000899	240	57.4433	7345	2589.8
RCHGF000900	366	149.468	278	37.6712
RCHGF000901	903	675.227	1396	41.8745
RCHGF000902	465	240.571	215	18.1013
RCHGF000903	513	287.032	446	31.4716
RCHGF000904	990	762.227	868	23.0648
RCHGF000905	912	684.227	1543	45.6751
RCHGF000906	798	570.256	1080	38.3591
RCHGF000907	564	337.1	2144	128.819
RCHGF000908	906	678.227	4006	119.633
RCHGF000909	810	582.256	273	9.49649
RCHGF000910	1830	1602.23	2379	30.0735
RCHGF000911	1731	1503.23	3824	51.5237
RCHGF000912	1170	942.227	2231	47.9577
RCHGF000913	795	567.256	1162	41.4898
RCHGF000914	1338	1110.23	4218	76.9501
RCHGF000915	729	501.364	3843	155.25
RCHGF000916	198	37.3265	639	346.735
RCHGF000917	1008	780.227	1867	48.466
RCHGF000918	549	322.309	1255	78.8651
RCHGF000919	2622	2394.23	18568	157.077
RCHGF000920	1098	870.227	873	20.3187
RCHGF000921	798	570.256	3767	133.795
RCHGF000922	114	11.3688	1321	2353.43
RCHGF000923	246	60.8691	5183	1724.64
RCHGF000924	591	363.884	298	16.587
RCHGF000925	252	64.4259	18	5.65882
RCHGF000926	252	64.4259	11	3.45817
RCHGF000927	2595	2367.23	21191	181.312
RCHGF000928	414	192.599	5030	528.966
RCHGF000929	150	20.0366	1021	1032.09
RCHGF000930	444	220.525	670	61.5363
RCHGF000931	282	83.9038	590	142.424
RCHGF000932	1770	1542.23	4216	55.369
RCHGF000933	1332	1104.23	1742	31.9524
RCHGF000935	1218	990.227	760	15.5451
RCHGF000936	348	134.094	2086	315.078
RCHGF000937	111	11.0914	136	248.351
RCHGF000938	510	284.111	4913	350.245
RCHGF000939	837	609.256	380	12.6328
RCHGF000940	501	275.326	557	40.9753
RCHGF000941	504	278.231	1054	76.7273
RCHGF000942	117	11.9112	204	346.888
RCHGF000944	453	229.097	460	40.6679
RCHGF000945	1164	936.227	1001	21.6554
RCHGF000946	2130	1902.23	5830	62.0755
RCHGF000947	228	51.1215	728	288.431
RCHGF000948	1833	1605.23	2187	27.5947
RCHGF000949	1296	1068.23	79055	1498.93
RCHGF000950	762	534.317	554	21.0003
RCHGF000951	189	33.7571	68	40.7998
RCHGF000952	549	322.309	1179	74.0892
RCHGF000953	177	29.1318	387	269.065
RCHGF000954	147	19.1835	394	415.99
RCHGF000955	582	354.939	1166	66.5363
RCHGF000956	720	492.375	1751	72.0285
RCHGF000957	384	165.3	233	28.5493
RCHGF000958	1335	1107.23	4006	73.2805
RCHGF000960	186	32.5834	2310	1435.92
RCHGF000961	1122	894.227	568	12.8651
RCHGF000962	1011	783.227	202033	5224.55
RCHGF000963	567	340.052	158	9.4108
RCHGF000964	483	257.85	4898	384.739
RCHGF000965	1068	840.227	460	11.0886
RCHGF000966	819	591.256	122	4.17925
RCHGF000967	1047	819.227	163.016	4.03033
RCHGF000968	672	444.462	235	10.709
RCHGF000969	672	444.462	2972	135.434
RCHGF000970	1002	774.227	28093	734.926
RCHGF000971	819	591.256	6700	229.516
RCHGF000972	474	249.198	52690	4282.5
RCHGF000973	1179	951.227	4228	90.0254
RCHGF000974	180	30.1565	139	93.3573
RCHGF000975	303	98.7491	359	73.6335
RCHGF000976	426	203.683	1242	123.504
RCHGF000977	1176	948.227	27726	592.228
RCHGF000978	564	337.1	7309	439.15
RCHGF000979	132	15.1697	0	0
RCHGF000980	912	684.227	2920	86.4364
RCHGF000981	264	72.0519	408	114.691
RCHGF000982	552	325.262	200	12.454
RCHGF000983	936	708.227	1751	50.0758
RCHGF000984	945	717.227	4145	117.053
RCHGF000985	852	624.256	1803	58.4989
RCHGF000986	429	206.486	55	5.39493
RCHGF000987	915	687.227	175	5.15765
RCHGF000988	918	690.227	176	5.16458
RCHGF000989	1413	1185.23	815	13.9274
RCHGF000990	1005	777.227	946	24.6523
RCHGF000991	1266	1038.23	351	6.84745
RCHGF000993	1203	975.227	183	3.80066
RCHGF000994	273	77.9466	23	5.97647
RCHGF000995	642	414.594	155	7.57221
RCHGF000996	684	456.427	50	2.21877
RCHGF000997	1128	900.227	129	2.90236
RCHGF000998	1188	960.227	155	3.26943
RCHGF000999	954	726.227	142	3.96032
RCHGF001000	630	402.676	123	6.18676
RCHGF001001	495	269.497	28	2.10435
RCHGF001002	411	189.873	69	7.36036
RCHGF001003	822	594.256	136	4.63532
RCHGF001004	750	522.347	106	4.11018
RCHGF001005	483	257.85	43	3.37766
RCHGF001006	678	450.437	87	3.912
RCHGF001007	990	762.227	138	3.66698
RCHGF001008	261	70.0859	18	5.20183
RCHGF001009	114	11.3688	74	131.835
RCHGF001010	951	723.227	375	10.502
RCHGF001011	1152	924.227	155	3.39678
RCHGF001012	705	477.391	93	3.94569
RCHGF001013	924	696.227	138	4.0146
RCHGF001014	825	597.256	137	4.64595
RCHGF001015	1053	825.227	213	5.22782
RCHGF001016	2382	2154.23	3456	32.4935
RCHGF001017	645	417.576	4206	204.008
RCHGF001018	939	711.227	180	5.126
RCHGF001019	768	540.317	380	14.2446
RCHGF001020	120	12.42	423	689.813
RCHGF001021	141	17.4158	151	175.61
RCHGF001022	1044	816.227	200	4.96287
RCHGF001023	1176	948.227	252	5.38273
RCHGF001024	645	417.576	160	7.76066
RCHGF001025	471	246.309	48	3.94707
RCHGF001026	927	699.227	171	4.95327
RCHGF001027	825	597.256	91	3.086
RCHGF001028	765	537.317	133	5.01343
RCHGF001029	417	195.377	53	5.49436
RCHGF001030	2421	2193.23	852	7.8681
RCHGF001031	267	74.0153	433	118.49
RCHGF001032	702	474.401	803	34.2834
RCHGF001033	795	567.256	703	25.101
RCHGF001034	801	573.256	1501	53.033
RCHGF001035	480	254.956	222	17.6361
RCHGF001036	2730	2502.23	2638	21.3532
RCHGF001037	501	275.326	825	60.6905
RCHGF001038	1437	1209.23	5857	98.1028
RCHGF001039	1113	885.227	5301	121.288
RCHGF001040	1134	906.227	11891	265.764
RCHGF001041	753	525.347	442	17.0408
RCHGF001042	870	642.249	605	19.0795
RCHGF001043	987	759.227	1466	39.109
RCHGF001044	138	16.553	351	429.482
RCHGF001045	729	501.364	1117	45.1247
RCHGF001046	1272	1044.23	862	16.7196
RCHGF001047	675	447.437	324	14.6665
RCHGF001048	768	540.317	200	7.49713
RCHGF001049	2370	2142.23	876	8.28233
RCHGF001050	474	249.198	731	59.4137
RCHGF001051	522	295.785	147	10.066
RCHGF001052	852	624.256	612	19.8565
RCHGF001053	615	387.742	282	14.7306
RCHGF001054	237	55.7643	34	12.3491
RCHGF001055	351	136.581	188	27.8793
RCHGF001056	1086	858.227	3251	76.7236
RCHGF001057	744	516.352	7345	288.111
RCHGF001058	1344	1116.23	8996	163.234
RCHGF001059	444	220.525	818	75.1294
RCHGF001060	1995	1767.23	5040	57.7633
RCHGF001061	921	693.227	1313	38.3622
RCHGF001062	228	51.1215	4493	1780.11
RCHGF001063	474	249.198	48004	3901.64
RCHGF001064	291	90.0816	17612	3959.92
RCHGF001065	195	36.105	639	358.465
RCHGF001066	111	11.0914	9	16.435
RCHGF001067	216	45.2323	128	57.316
RCHGF001068	654	426.534	201	9.54458
RCHGF001069	1182	954.227	298	6.32526
RCHGF001070	1101	873.227	139	3.22405
RCHGF001071	1323	1095.23	462	8.54382
RCHGF001072	330	119.344	64	10.8616
RCHGF001073	318	109.955	85	15.6574
RCHGF001074	1041	813.227	247	6.15176
RCHGF001075	1896	1668.23	630	7.64891
RCHGF001076	156	21.9113	193	178.403
RCHGF001077	822	594.256	673	22.938
RCHGF001078	1353	1125.23	2832	50.9762
RCHGF001079	1311	1083.23	8100	151.454
RCHGF001080	810	582.256	112	3.896
RCHGF001081	843	615.256	87	2.86403
RCHGF001082	705	477.391	117	4.96393
RCHGF001083	1023	795.227	144	3.66763
RCHGF001084	297	94.3535	360	77.2784
RCHGF001085	1470	1242.23	521	8.49476
RCHGF001086	453	229.097	45	3.97838
RCHGF001087	1110	882.227	396	9.09136
RCHGF001088	795	567.256	2418	86.3359
RCHGF001089	801	573.256	2407	85.0436
RCHGF001090	300	96.5016	158	33.1617
RCHGF001091	672	444.462	1672	76.1931
RCHGF001092	795	567.256	400	14.2822
RCHGF001093	366	149.468	273	36.9937
RCHGF001094	1530	1302.23	1491	23.1902
RCHGF001095	1038	810.227	469	11.7241
RCHGF001096	1290	1062.23	713	13.5952
RCHGF001097	363	146.834	54	7.4487
RCHGF001098	996	768.227	256	6.74939
RCHGF001099	540	313.44	115	7.43117
RCHGF001100	456	231.971	84	7.33433
RCHGF001101	999	771.227	263	6.90697
RCHGF001102	1257	1029.23	3252	63.9961
RCHGF001103	495	269.497	939	70.571
RCHGF001104	750	522.347	560	21.7142
RCHGF001105	1338	1110.23	2131	38.8764
RCHGF001106	348	134.094	5710	862.463
RCHGF001107	1260	1032.23	7183	140.943
RCHGF001108	1443	1215.23	51762	862.716
RCHGF001109	171	26.8268	35	26.4249
RCHGF001110	1086	858.227	1042	24.5912
RCHGF001111	1929	1701.23	787	9.36972
RCHGF001112	174	27.946	148	107.264
RCHGF001113	375	157.32	1015	130.676
RCHGF001114	264	72.0519	245	68.8707
RCHGF001115	1248	1020.23	620	12.3086
RCHGF001116	582	354.939	1587	90.5601
RCHGF001117	237	55.7643	2938	1067.11
RCHGF001118	216	45.2323	2281	1021.39
RCHGF001119	672	444.462	2507	114.244
RCHGF001120	1011	783.227	3276	84.717
RCHGF001121	204	39.7241	31	15.806
RCHGF001122	765	537.317	435	16.3973
RCHGF001123	2040	1812.23	2416	27.0022
RCHGF001126	153	20.9287	157	151.94
RCHGF001127	3351	3123.23	3343	21.6794
RCHGF001128	150	20.0366	45	45.4886
RCHGF001129	363	146.834	381	52.5547
RCHGF001130	1386	1158.23	342	5.98062
RCHGF001131	1035	807.227	159	3.98947
RCHGF001132	822	594.256	196	6.68031
RCHGF001133	753	525.347	185	7.13247
RCHGF001134	495	269.497	92	6.91431
RCHGF001135	408	187.124	51	5.52019
RCHGF001136	2769	2541.23	2558	20.3878
RCHGF001137	114	11.3688	219	390.159
RCHGF001138	1023	795.227	1673.5	42.6234
RCHGF001139	651	423.534	306	14.6335
RCHGF001140	2697	2469.23	5251	43.072
RCHGF001141	3207	2979.23	10545	71.6898
RCHGF001142	774	546.311	2570	95.2812
RCHGF001143	555	328.226	95538	5895.45
RCHGF001144	618	390.725	4968	257.528
RCHGF001145	603	375.818	115	6.19776
RCHGF001146	699	471.401	235	10.097
RCHGF001147	138	16.553	17	20.8011
RCHGF001148	714	486.375	188	7.82891
RCHGF001149	852	624.256	4756	154.31
RCHGF001150	1338	1110.23	9483	173.001
RCHGF001152	1281	1053.23	1495	28.7497
RCHGF001153	4032	3804.23	3596	19.1455
RCHGF001154	1128	900.227	373	8.39211
RCHGF001155	1479	1251.23	1660	26.8711
RCHGF001156	465	240.571	177	14.902
RCHGF001157	333	121.746	61	10.1482
RCHGF001158	972	744.227	5549	151.016
RCHGF001159	129	14.4401	479	671.86
RCHGF001160	906	678.227	1416	42.2866
RCHGF001161	999	771.227	1347	35.3753
RCHGF001162	171	26.8268	257	194.034
RCHGF001163	129	14.4401	92	129.042
RCHGF001164	312	105.397	619	118.953
RCHGF001165	1887	1659.23	583	7.11667
RCHGF001166	1734	1506.23	514	6.91173
RCHGF001167	426	203.683	242	24.0643
RCHGF001168	126	13.7551	5	7.36243
RCHGF001169	1068	840.227	285	6.87009
RCHGF001170	936	708.227	216	6.17725
RCHGF001171	1104	876.227	171	3.9527
RCHGF001172	252	64.4259	1192	374.74
RCHGF001173	972	744.227	13561	369.063
RCHGF001174	546	319.352	23441	1486.69
RCHGF001176	728	500.364	4885.59	197.763
RCHGF001178	528	301.639	1224	82.188
RCHGF001179	546	319.352	1637	103.823
RCHGF001180	342	129.06	1214	190.521
RCHGF001181	327	116.946	596	103.223
RCHGF001182	177	29.1318	1950	1355.75
RCHGF001183	1509	1281.23	16503	260.886
RCHGF001184	2004	1776.23	3140	35.8051
RCHGF001185	591	363.884	1076	59.8913
RCHGF001186	216	45.2323	154	68.9583
RCHGF001187	432	209.294	57	5.51611
RCHGF001188	543	316.405	90	5.7612
RCHGF001189	1650	1422.23	376	5.35467
RCHGF001190	855	627.256	153	4.94039
RCHGF001191	1125	897.227	159	3.58929
RCHGF001192	453	229.097	161	14.2338
RCHGF001193	417	195.377	61	6.3237
RCHGF001195	765	537.317	921	34.7171
RCHGF001196	987	759.227	2392	63.8122
RCHGF001197	147	19.1835	46	48.5674
RCHGF001198	1434	1206.23	1346	22.6011
RCHGF001199	2376	2148.23	3388	31.9431
RCHGF001200	465	240.571	1098	92.443
RCHGF001201	111	11.0914	11	20.0872
RCHGF001202	1785	1557.23	1022	13.2927
RCHGF001203	1596	1368.23	301	4.45577
RCHGF001204	1578	1350.23	617	9.25534
RCHGF001205	147	19.1835	20	21.1163
RCHGF001206	306	100.919	79	15.855
RCHGF001207	144	18.2938	1448.28	1603.49
RCHGF001208	408	187.124	37338.7	4041.5
RCHGF001209	1680	1452.23	4902	68.368
RCHGF001210	1206	978.227	4249	87.9754
RCHGF001211	855	627.256	1078	34.8087
RCHGF001212	612	384.755	1016	53.484
RCHGF001213	324	114.554	387	68.4249
RCHGF001214	252	64.4259	65	20.4346
RCHGF001215	813	585.256	993	34.3651
RCHGF001216	156	21.9113	109	100.756
RCHGF001217	111	11.0914	8	14.6089
RCHGF001218	273	77.9466	98	25.465
RCHGF001219	330	119.344	784	133.055
RCHGF001220	810	582.256	618	21.4975
RCHGF001221	363	146.834	272	37.5194
RCHGF001222	273	77.9466	214	55.6072
RCHGF001223	525	298.722	433	29.3585
RCHGF001224	1131	903.227	292	6.54787
RCHGF001225	756	528.329	789	30.2473
RCHGF001226	819	591.256	116	3.97372
RCHGF001227	699	471.401	93	3.99582
RCHGF001228	606	378.78	78	4.17082
RCHGF001229	1167	939.227	127	2.73872
RCHGF001230	840	612.256	68	2.24952
RCHGF001231	846	618.256	71	2.32597
RCHGF001232	1110	882.227	190	4.36202
RCHGF001233	576	348.979	58	3.36623
RCHGF001234	420	198.109	35	3.57831
RCHGF001235	747	519.347	1427	55.652
RCHGF001236	681	453.432	792	35.3775
RCHGF001237	336	124.149	466	76.0249
RCHGF001238	432	209.294	355	34.3547
RCHGF001239	1236	1008.23	2351	47.229
RCHGF001240	729	501.364	592	23.9157
RCHGF001241	936	708.227	829	23.7081
RCHGF001242	1053	825.227	2093	51.37
RCHGF001243	948	720.227	1273	35.7992
RCHGF001244	972	744.227	3306	89.9729
RCHGF001245	930	702.227	1353	39.0242
RCHGF001246	870	642.249	1253	39.515
RCHGF001247	1365	1137.23	2485	44.2582
RCHGF001248	462	237.688	1490	126.967
RCHGF001249	222	48.1768	395	166.063
RCHGF001250	1035	807.227	162	4.06475
RCHGF001251	798	570.256	140	4.97247
RCHGF001252	1002	774.227	306	8.00511
RCHGF001253	156	21.9113	3	2.77311
RCHGF001254	366	149.468	851	115.317
RCHGF001255	1251	1023.23	3851	76.2282
RCHGF001256	1215	987.227	12863	263.9
RCHGF001257	198	37.3265	38	20.6196
RCHGF001258	1527	1299.23	791	12.3312
RCHGF001259	1200	972.227	5334	111.122
RCHGF001260	777	549.299	2954	108.922
RCHGF001261	459	234.84	361	31.1351
RCHGF001262	1644	1416.23	6391.64	91.41
RCHGF001263	186	32.5834	27	16.7834
RCHGF001264	1158	930.227	1051	22.8838
RCHGF001265	846	618.256	292	9.56597
RCHGF001266	633	405.658	183	9.13703
RCHGF001267	354	139.122	38	5.53226
RCHGF001268	651	423.534	196	9.37307
RCHGF001269	579	351.963	747	42.9871
RCHGF001270	2928	2700.23	7158	53.6915
RCHGF001271	1302	1074.23	2829	53.3398
RCHGF001272	183	31.337	513	331.569
RCHGF001273	666	438.477	1915	88.4579
RCHGF001274	1716	1488.23	778	10.5883
RCHGF001275	1917	1689.23	1736	20.815
RCHGF001276	1749	1521.23	2733	36.3881
RCHGF001277	912	684.227	120	3.55218
RCHGF001278	111	11.0914	8	14.6089
RCHGF001279	1326	1098.23	1364	25.1557
RCHGF001280	2448	2220.23	3233	29.4932
RCHGF001281	540	313.44	6684	431.913
RCHGF001282	759	531.329	1832	69.8354
RCHGF001283	276	79.9923	743	188.129
RCHGF001284	546	319.352	1300	82.4494
RCHGF001285	1278	1050.23	425	8.19634
RCHGF001286	744	516.352	381	14.9449
RCHGF001287	1299	1071.23	693	13.1029
RCHGF001288	1434	1206.23	408	6.85086
RCHGF001289	1425	1197.23	239	4.0433
RCHGF001290	813	585.256	115	3.97985
RCHGF001291	747	519.347	222	8.65784
RCHGF001292	372	154.724	53	6.93797
RCHGF001293	705	477.391	2240	95.036
RCHGF001294	1401	1173.23	1404	24.2381
RCHGF001295	1410	1182.23	1393	23.8652
RCHGF001296	930	702.227	670	19.3246
RCHGF001297	129	14.4401	4	5.61052
RCHGF001298	618	390.725	425	22.0309
RCHGF001299	465	240.571	463	38.981
RCHGF001300	213	43.8069	85	39.2998
RCHGF001301	747	519.347	1363	53.156
RCHGF001302	966	738.227	558	15.3094
RCHGF001303	972	744.227	1958.16	53.2912
RCHGF001304	447	223.395	872	79.0601
RCHGF001305	2208	1980.23	892	9.12355
RCHGF001306	162	23.8329	3	2.54952
RCHGF001307	1068	840.227	190	4.58006
