-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Late_Replicate_2_HGF2_counts	tpm
RCHGF000654	1104	833.054	194	4.8922
RCHGF000655	1167	896.054	162	3.79801
RCHGF000656	120	17.1069	38	46.6647
RCHGF000657	891	620.068	293	9.92668
RCHGF000658	117	16.4558	0	0
RCHGF000659	2055	1784.05	4315	50.8099
RCHGF000660	309	92.4717	181	41.1192
RCHGF000661	1239	968.054	323	7.00936
RCHGF000662	324	101.619	30	6.20185
RCHGF000663	1443	1172.05	151	2.70648
RCHGF000664	1188	917.054	1817	41.6232
RCHGF000665	174	29.4144	220	157.122
RCHGF000666	537	271.169	234	18.128
RCHGF000667	1215	944.054	542	12.0608
RCHGF000668	2190	1919.05	2496	27.3233
RCHGF000669	123	17.6285	2	2.38337
RCHGF000670	528	262.873	342	27.331
RCHGF000671	144	20.8987	2	2.01042
RCHGF000672	813	542.079	522	20.2294
RCHGF000673	423	172.078	179	21.8526
RCHGF000674	141	20.2689	28	29.0205
RCHGF000675	765	494.084	4210	179.001
RCHGF000676	558	290.598	1155	83.4958
RCHGF000677	849	578.068	1294	47.0252
RCHGF000678	1119	848.054	1838	45.53
RCHGF000679	144	20.8987	9	9.04688
RCHGF000680	1035	764.054	1287	35.3859
RCHGF000681	666	395.501	306	16.2536
RCHGF000682	918	647.068	546	17.7263
RCHGF000683	747	476.108	635	28.0184
RCHGF000684	204	41.0657	20	10.2312
RCHGF000685	960	689.054	4034	122.987
RCHGF000686	798	527.079	5341	212.874
RCHGF000687	777	506.084	505	20.9625
RCHGF000688	777	506.084	582	24.1588
RCHGF000689	123	17.6285	32	38.1339
RCHGF000690	921	650.068	494	15.9641
RCHGF000691	300	87.2411	804	193.602
RCHGF000692	822	551.079	84	3.20214
RCHGF000693	780	509.084	78	3.2187
RCHGF000694	468	209.298	10	1.00372
RCHGF000695	738	467.127	25	1.1243
RCHGF000696	408	160.549	10	1.30848
RCHGF000697	2712	2441.05	618	5.31847
RCHGF000698	1215	944.054	225	5.00681
RCHGF000699	1224	953.054	514	11.3298
RCHGF000700	600	330.733	339	21.5327
RCHGF000701	729	458.159	1698	77.8568
RCHGF000702	1737	1466.05	1062	15.2177
RCHGF000703	552	285.098	342	25.2004
RCHGF000704	774	503.084	615	25.6809
RCHGF000705	756	485.084	128	5.5433
RCHGF000706	699	428.288	466	22.8573
RCHGF000707	858	587.068	659	23.5816
RCHGF000708	873	602.068	7134	248.922
RCHGF000709	309	92.4717	1704	387.111
RCHGF000710	888	617.068	83179	2831.76
RCHGF000711	837	566.073	94236	3497.19
RCHGF000712	489	227.639	25254	2330.55
RCHGF000713	426	174.489	28119	3385.39
RCHGF000714	984	713.054	297	8.75003
RCHGF000715	891	620.068	1143	38.7242
RCHGF000716	324	101.619	760	157.113
RCHGF000717	819	548.079	1041	39.9009
RCHGF000718	819	548.079	902	34.5731
RCHGF000719	531	265.617	2364	186.968
RCHGF000720	1152	881.054	546	13.0186
RCHGF000721	558	290.598	306	22.121
RCHGF000722	624	354.134	263	15.6014
RCHGF000723	762	491.084	697	29.8162
RCHGF000724	882	611.068	449	15.4359
RCHGF000725	1356	1085.05	408	7.89922
RCHGF000726	405	158.201	138	18.3251
RCHGF000727	540	274.011	756	57.96
RCHGF000728	1338	1067.05	7397	145.628
RCHGF000729	1065	794.054	3730	98.6811
RCHGF000730	624	354.134	85	5.04228
RCHGF000731	660	389.525	2164	116.707
RCHGF000732	1005	734.054	732	20.9488
RCHGF000733	192	35.9873	10	5.83749
RCHGF000734	684	413.38	347	17.6342
RCHGF000735	423	172.078	604	73.7372
RCHGF000736	2136	1865.05	6744	75.9629
RCHGF000737	930	659.068	2514	80.1328
RCHGF000738	936	665.068	2270	71.7027
RCHGF000739	642	371.836	633	35.7625
RCHGF000740	507	243.627	140	12.072
RCHGF000741	939	668.068	913	28.7095
RCHGF000742	225	49.6606	93	39.3411
RCHGF000743	846	575.068	1633	59.6544
RCHGF000744	393	149.12	3009	423.899
RCHGF000745	684	413.38	3114	158.25
RCHGF000746	378	138.084	13860	2108.61
RCHGF000747	1068	797.054	29844	786.583
RCHGF000748	150	22.4813	984	919.493
RCHGF000749	654	383.575	954	52.2484
RCHGF000750	849	578.068	1056	38.3761
RCHGF000751	369	131.706	156	24.8826
RCHGF000752	123	17.6285	14	16.6836
RCHGF000753	918	647.068	39	1.26616
RCHGF000754	117	16.4558	2	2.55321
RCHGF000755	1131	860.054	259	6.32629
RCHGF000756	693	422.3	256	12.7349
RCHGF000757	132	18.7191	11	12.3447
RCHGF000758	432	179.391	2161	253.064
RCHGF000759	510	246.321	214	18.251
RCHGF000760	489	227.639	1091	100.682
RCHGF000762	996	725.054	1245	36.0723
RCHGF000763	411	162.874	195	25.1511
RCHGF000764	1065	794.054	407	10.7676
RCHGF000765	1944	1673.05	546	6.8558
RCHGF000766	936	665.068	185	5.84361
RCHGF000767	552	285.098	117	8.62119
RCHGF000769	345	115.198	51	9.3004
RCHGF000770	1254	983.054	222	4.74407
RCHGF000771	594	324.937	508	32.8428
RCHGF000772	528	262.873	739	59.0574
RCHGF000773	1098	827.054	2603	66.1174
RCHGF000774	2265	1994.05	1346	14.1802
RCHGF000775	1611	1340.05	40201	630.217
RCHGF000776	318	97.8705	748	160.555
RCHGF000777	411	162.874	563	72.6157
RCHGF000778	642	371.836	544	30.7343
RCHGF000779	1218	947.054	2636	58.4717
RCHGF000780	537	271.169	327	25.3328
RCHGF000781	129	18.3611	11	12.5855
RCHGF000782	129	18.3611	6	6.86482
RCHGF000783	687	416.368	221	11.1504
RCHGF000784	1080	809.054	229	5.94612
RCHGF000785	402	155.913	11173	1505.43
RCHGF000786	861	590.068	1136	40.4438
RCHGF000787	1857	1586.05	1020	13.5101
RCHGF000788	1722	1451.05	670	9.69988
RCHGF000789	426	174.489	114	13.725
RCHGF000790	138	19.8198	26	27.5581
RCHGF000791	2001	1730.05	386	4.68709
RCHGF000792	129	18.3611	10	11.4414
RCHGF000793	297	85.5088	63	15.4777
RCHGF000794	654	383.575	597	32.6964
RCHGF000795	459	201.723	581	60.5056
RCHGF000796	609	339.407	489	30.2666
RCHGF000797	183	32.483	109	70.493
RCHGF000798	339	111.201	129	24.3701
RCHGF000799	219	47.483	34	15.0424
RCHGF000800	3315	3044.05	3414	23.5606
RCHGF000801	666	395.501	107	5.68344
RCHGF000802	1422	1151.05	479	8.74209
RCHGF000803	3246	2975.05	4540	32.058
RCHGF000804	702	431.288	525	25.5722
RCHGF000805	330	105.339	412	82.1643
RCHGF000806	678	407.4	1227	63.2701
RCHGF000807	774	503.084	2004	83.6821
RCHGF000808	159	24.7444	11	9.3388
RCHGF000809	2202	1931.05	5732	62.3573
RCHGF000810	1965	1694.05	6869	85.1808
RCHGF000811	363	127.443	387	63.7927
RCHGF000812	111	15.3984	2	2.72853
RCHGF000813	132	18.7191	3	3.36675
RCHGF000814	1491	1220.05	110	1.89404
RCHGF000815	129	18.3611	10	11.4414
RCHGF000816	1731	1460.05	2485	35.7547
RCHGF000817	450	194.23	111	12.0056
RCHGF000818	159	24.7444	57	48.3919
RCHGF000819	1677	1406.05	2059	30.7631
RCHGF000820	141	20.2689	15	15.5467
RCHGF000821	165	26.3616	20	15.938
RCHGF000822	801	530.079	2318	91.8646
RCHGF000823	843	572.068	3358	123.313
RCHGF000824	855	584.068	521	18.7391
RCHGF000825	2424	2153.05	424	4.13701
RCHGF000826	627	357.102	47	2.76491
RCHGF000827	885	614.068	51	1.74473
RCHGF000828	609	339.407	56	3.46611
RCHGF000829	861	590.068	71	2.52774
RCHGF000830	1248	977.054	81	1.74157
RCHGF000831	840	569.068	96	3.54391
RCHGF000832	759	488.084	63	2.71157
RCHGF000833	471	211.884	22	2.18122
RCHGF000834	468	209.298	20	2.00743
RCHGF000835	435	181.805	44	5.08418
RCHGF000836	306	90.7763	66	15.2738
RCHGF000837	1167	896.054	414	9.70603
RCHGF000838	117	16.4558	4	5.10642
RCHGF000839	117	16.4558	2	2.55321
RCHGF000840	1998	1727.05	1465	17.82
RCHGF000841	624	354.134	435	25.8046
RCHGF000842	690	419.338	685	34.3164
RCHGF000843	714	443.217	508	24.0781
RCHGF000844	510	246.321	105	8.95494
RCHGF000845	561	293.395	1284	91.9365
RCHGF000846	903	632.068	237	7.87699
RCHGF000847	663	392.509	125	6.69015
RCHGF000848	771	500.084	153	6.42723
RCHGF000849	1371	1100.05	474	9.0519
RCHGF000850	588	319.173	202	13.2954
RCHGF000851	669	398.501	147	7.74931
RCHGF000852	639	368.914	153	8.71249
RCHGF000853	816	545.079	366	14.1058
RCHGF000855	1593	1322.05	1170	18.5914
RCHGF000856	222	48.6714	10	4.3162
RCHGF000857	303	88.9618	15	3.54212
RCHGF000858	153	23.3089	5	4.50634
RCHGF000860	1446	1175.05	89	1.59114
RCHGF000861	576	307.532	28	1.91268
RCHGF000862	1017	746.054	180	5.06848
RCHGF000863	765	494.084	253	10.7571
RCHGF000864	603	333.619	139	8.75264
RCHGF000865	1182	911.054	355	8.18577
RCHGF000866	792	521.079	160	6.45048
RCHGF000867	1455	1184.05	2031	36.0341
RCHGF000868	591	322.044	466	30.3981
RCHGF000869	666	395.501	1021	54.2317
RCHGF000870	411	162.874	630	81.2574
RCHGF000871	423	172.078	1002	122.326
RCHGF000872	696	425.292	42.4024	2.09449
RCHGF000873	282	76.8512	11	3.00689
RCHGF000874	213	44.9249	10	4.67615
RCHGF000875	399	153.628	58	7.93109
RCHGF000876	888	617.068	180	6.12795
RCHGF000877	384	142.353	14	2.06604
RCHGF000878	348	117.201	36	6.4528
RCHGF000879	915	644.068	143	4.66423
RCHGF000880	666	395.501	363	19.2812
RCHGF000881	801	530.079	786	31.1499
RCHGF000882	225	49.6606	1	0.423023
RCHGF000883	153	23.3089	38	34.2482
RCHGF000884	942	671.068	2405	75.2877
RCHGF000885	1128	857.054	2445	59.9302
RCHGF000886	135	19.1523	6	6.5812
RCHGF000887	1449	1178.05	342	6.09869
RCHGF000888	600	330.733	1428	90.704
RCHGF000889	1215	944.054	1675	37.2729
RCHGF000890	324	101.619	13	2.68747
RCHGF000891	1920	1649.05	348	4.43322
RCHGF000892	306	90.7763	29	6.71121
RCHGF000893	726	455.159	149	6.87699
RCHGF000894	177	30.3632	7	4.84313
RCHGF000895	285	78.6241	10	2.6719
RCHGF000896	327	103.546	44	8.92678
RCHGF000897	1428	1157.05	200	3.63121
RCHGF000898	1494	1223.05	327	5.61665
RCHGF000899	240	55.993	4418	1657.55
RCHGF000900	366	129.533	116	18.8128
RCHGF000901	903	632.068	752	24.9936
RCHGF000902	465	206.753	80	8.12857
RCHGF000903	513	249.048	188	15.8581
RCHGF000904	990	719.054	1735	50.689
RCHGF000905	912	641.068	2843	93.164
RCHGF000906	798	527.079	1646	65.6039
RCHGF000907	564	296.291	1622	115.003
RCHGF000908	906	635.068	2998	99.1715
RCHGF000909	810	539.079	247	9.62543
RCHGF000910	1830	1559.05	2346	31.6113
RCHGF000911	1731	1460.05	4334	62.3585
RCHGF000912	1170	899.054	1290	30.1425
RCHGF000913	795	524.079	634	25.4137
RCHGF000914	1338	1067.05	5200	102.375
RCHGF000915	729	458.159	2671	122.471
RCHGF000916	198	38.397	5111	2796.3
RCHGF000917	1008	737.054	994	28.331
RCHGF000918	549	282.327	547	40.7014
RCHGF000919	2622	2351.05	6800	60.7605
RCHGF000920	1098	827.054	780	19.8124
RCHGF000921	798	527.079	3287	131.008
RCHGF000922	114	16.0025	1230	1614.71
RCHGF000923	246	58.6699	5578	1997.28
RCHGF000924	591	322.044	60730	3961.53
RCHGF000925	252	61.4857	6270	2142.24
RCHGF000926	252	61.4857	1294	442.115
RCHGF000927	2595	2324.05	6509	58.836
RCHGF000928	414	165.136	1353	172.12
RCHGF000929	150	22.4813	960	897.066
RCHGF000930	444	189.163	248	27.5417
RCHGF000931	282	76.8512	196	53.5773
RCHGF000932	1770	1499.05	2027	28.4061
RCHGF000933	1332	1061.05	1287	25.481
RCHGF000935	1218	947.054	524	11.6234
RCHGF000936	348	117.201	784	140.528
RCHGF000937	111	15.3984	31	42.2923
RCHGF000938	510	246.321	2868	244.598
RCHGF000939	837	566.073	160	5.93776
RCHGF000940	501	238.269	297	26.1857
RCHGF000941	504	240.907	401	34.9679
RCHGF000942	117	16.4558	103	131.49
RCHGF000944	453	196.644	407	43.48
RCHGF000945	1164	893.054	1147	26.9812
RCHGF000946	2130	1859.05	5260	59.4387
RCHGF000947	228	50.8783	462	190.759
RCHGF000948	1833	1562.05	1373	18.465
RCHGF000949	1296	1025.05	19066	390.74
RCHGF000950	762	491.084	1568	67.0758
RCHGF000951	189	34.788	393	237.322
RCHGF000952	549	282.327	749	55.7319
RCHGF000953	177	30.3632	181	125.23
RCHGF000954	147	21.6915	315	305.068
RCHGF000955	582	313.341	1202	80.5865
RCHGF000956	720	449.186	2274	106.35
RCHGF000957	384	142.353	285	42.0586
RCHGF000958	1335	1064.05	3002	59.2683
RCHGF000960	186	33.6081	907	566.941
RCHGF000961	1122	851.054	344	8.49135
RCHGF000962	1011	740.054	175825	4991.06
RCHGF000963	567	299.114	4433	311.341
RCHGF000964	483	222.43	6238	589.153
RCHGF000965	1068	797.054	242	6.37827
RCHGF000966	819	548.079	38	1.45652
RCHGF000967	1047	776.054	106.006	2.86954
RCHGF000968	672	401.473	63	3.29655
RCHGF000969	672	401.473	769	40.2388
RCHGF000970	1002	731.054	17962	516.155
RCHGF000971	819	548.079	5147	197.282
RCHGF000972	474	214.482	14681	1437.94
RCHGF000973	1179	908.054	2349	54.3434
RCHGF000974	180	31.302	64	42.952
RCHGF000975	303	88.9618	155	36.6019
RCHGF000976	426	174.489	652	78.4976
RCHGF000977	1176	905.054	13113	304.371
RCHGF000978	564	296.291	3567	252.906
RCHGF000979	132	18.7191	0	0
RCHGF000980	912	641.068	2313	75.7961
RCHGF000981	264	67.1421	274	85.7297
RCHGF000982	552	285.098	346	25.4951
RCHGF000983	936	665.068	2822	89.1387
RCHGF000984	945	674.068	6265	195.251
RCHGF000985	852	581.068	2109	76.2474
RCHGF000986	429	177.031	37	4.39063
RCHGF000987	915	644.068	258	8.41518
RCHGF000988	918	647.068	83	2.69466
RCHGF000989	1413	1142.05	737	13.5568
RCHGF000990	1005	734.054	569	16.2839
RCHGF000991	1266	995.054	118	2.49121
RCHGF000993	1203	932.054	116	2.61452
RCHGF000994	273	71.8447	3	0.877206
RCHGF000995	642	371.836	88	4.97172
RCHGF000996	684	413.38	29	1.47375
RCHGF000997	1128	857.054	78	1.91188
RCHGF000998	1188	917.054	37	0.847583
RCHGF000999	954	683.068	71	2.18358
RCHGF001000	630	360.044	48	2.80066
RCHGF001001	495	232.941	19	1.7135
RCHGF001002	411	162.874	12	1.54776
RCHGF001003	822	551.079	107	4.07892
RCHGF001004	750	479.103	48	2.10469
RCHGF001005	483	222.43	16	1.51113
RCHGF001006	678	407.4	39	2.01103
RCHGF001007	990	719.054	36	1.05176
RCHGF001008	261	65.5786	23	7.36786
RCHGF001009	114	16.0025	16	21.0043
RCHGF001010	951	680.068	285	8.80376
RCHGF001011	1152	881.054	57	1.35909
RCHGF001012	705	434.279	44	2.12843
RCHGF001013	924	653.068	62	1.99438
RCHGF001014	825	554.079	59	2.23695
RCHGF001015	1053	782.054	72	1.93407
RCHGF001016	2382	2111.05	1057	10.5184
RCHGF001017	645	374.754	1266	70.9681
RCHGF001018	939	668.068	44	1.38359
RCHGF001019	768	497.084	180	7.60708
RCHGF001020	120	17.1069	196	240.691
RCHGF001021	141	20.2689	58	60.1138
RCHGF001022	1044	773.054	83	2.2555
RCHGF001023	1176	905.054	106	2.46041
RCHGF001024	645	374.754	47	2.63468
RCHGF001025	471	211.884	19	1.88378
RCHGF001026	927	656.068	44	1.4089
RCHGF001027	825	554.079	98	3.71561
RCHGF001028	765	494.084	122	5.18722
RCHGF001029	417	167.399	63	7.90609
RCHGF001030	2421	2150.05	463	4.52384
RCHGF001031	267	68.6749	125	38.2373
RCHGF001032	702	431.288	425	20.7013
RCHGF001033	795	524.079	323	12.9474
RCHGF001034	801	530.079	709	28.0984
RCHGF001035	480	219.757	124	11.8537
RCHGF001036	2730	2459.05	1498	12.7973
RCHGF001037	501	238.269	822	72.4736
RCHGF001038	1437	1166.05	8068	145.353
RCHGF001039	1113	842.054	6670	166.403
RCHGF001040	1134	863.054	9117	221.916
RCHGF001041	753	482.084	293	12.7679
RCHGF001042	870	599.068	463	16.2361
RCHGF001043	987	716.054	491	14.4049
RCHGF001044	138	19.8198	115	121.892
RCHGF001045	729	458.159	681	31.2253
RCHGF001046	1272	1001.05	631	13.2418
RCHGF001047	675	404.441	203	10.5443
RCHGF001048	768	497.084	96	4.05711
RCHGF001049	2370	2099.05	302	3.02245
RCHGF001050	474	214.482	614	60.1386
RCHGF001051	522	257.325	189	15.4296
RCHGF001052	852	581.068	902	32.6103
RCHGF001053	615	345.243	149	9.06645
RCHGF001054	237	54.7419	8	3.07005
RCHGF001055	351	119.189	75	13.2191
RCHGF001056	1086	815.054	2584	66.6011
RCHGF001057	744	473.108	3894	172.906
RCHGF001058	1344	1073.05	7653	149.825
RCHGF001059	444	189.163	823	91.3986
RCHGF001060	1995	1724.05	4390	53.492
RCHGF001061	921	650.068	670	21.6517
RCHGF001062	228	50.8783	3442	1421.19
RCHGF001063	474	214.482	25011	2449.72
RCHGF001064	291	82.1352	10127	2590.16
RCHGF001065	195	37.1392	435	246.055
RCHGF001066	111	15.3984	2	2.72853
RCHGF001067	216	46.2227	62	28.1781
RCHGF001068	654	383.575	79	4.32665
RCHGF001069	1182	911.054	100	2.30585
RCHGF001070	1101	830.054	100	2.53087
RCHGF001071	1323	1052.05	203	4.05353
RCHGF001072	330	105.339	16	3.19085
RCHGF001073	318	97.8705	34	7.29797
RCHGF001074	1041	770.054	127	3.46464
RCHGF001075	1896	1625.05	185	2.39155
RCHGF001076	156	24.0812	127	110.79
RCHGF001077	822	551.079	1344	51.2343
RCHGF001078	1353	1082.05	1894	36.7711
RCHGF001079	1311	1040.05	2775	56.0509
RCHGF001080	810	539.079	113	4.40353
RCHGF001081	843	572.068	104	3.8191
RCHGF001082	705	434.279	46	2.22518
RCHGF001083	1023	752.054	44	1.22908
RCHGF001084	297	85.5088	456	112.029
RCHGF001085	1470	1199.05	338	5.92179
RCHGF001086	453	196.644	53	5.66202
RCHGF001087	1110	839.054	222	5.55825
RCHGF001088	795	524.079	361	14.4706
RCHGF001089	801	530.079	1128	44.7037
RCHGF001090	300	87.2411	46	11.0767
RCHGF001091	672	401.473	813	42.5411
RCHGF001092	795	524.079	138	5.53169
RCHGF001093	366	129.533	78	12.65
RCHGF001094	1530	1259.05	906	15.1168
RCHGF001095	1038	767.054	187	5.12143
RCHGF001096	1290	1019.05	115	2.3707
RCHGF001097	363	127.443	8	1.31871
RCHGF001098	996	725.054	65	1.88329
RCHGF001099	540	274.011	35	2.68333
RCHGF001100	456	199.23	9	0.948992
RCHGF001101	999	728.054	65	1.87553
RCHGF001102	1257	986.054	2519	53.6664
RCHGF001103	495	232.941	648	58.4393
RCHGF001104	750	479.103	292	12.8035
RCHGF001105	1338	1067.05	1354	26.6568
RCHGF001106	348	117.201	2955	529.667
RCHGF001107	1260	989.054	5857	124.403
RCHGF001108	1443	1172.05	16521	296.117
RCHGF001109	171	28.3616	8	5.92563
RCHGF001110	1086	815.054	474	12.2171
RCHGF001111	1929	1658.05	3667	46.4609
RCHGF001112	174	29.4144	3496	2496.82
RCHGF001113	375	135.977	1065	164.535
RCHGF001114	264	67.1421	161	50.374
RCHGF001115	1248	977.054	423	9.09488
RCHGF001116	582	313.341	1086	72.8094
RCHGF001117	237	54.7419	1177	451.681
RCHGF001118	216	46.2227	928	421.762
RCHGF001119	672	401.473	1536	80.3729
RCHGF001120	1011	740.054	1970	55.9214
RCHGF001121	204	41.0657	23	11.7659
RCHGF001122	765	494.084	208	8.84378
RCHGF001123	2040	1769.05	732	8.69251
RCHGF001126	153	23.3089	8	7.21014
RCHGF001127	3351	3080.05	2109	14.3845
RCHGF001128	150	22.4813	16	14.9511
RCHGF001129	363	127.443	272	44.8362
RCHGF001130	1386	1115.05	296	5.57662
RCHGF001131	1035	764.054	159	4.37168
RCHGF001132	822	551.079	78	2.97342
RCHGF001133	753	482.084	70	3.05036
RCHGF001134	495	232.941	22	1.98405
RCHGF001135	408	160.549	15	1.96272
RCHGF001136	2769	2498.05	2415	20.3091
RCHGF001137	114	16.0025	106	139.154
RCHGF001138	1023	752.054	516.253	14.4208
RCHGF001139	651	380.663	158	8.71951
RCHGF001140	2697	2426.05	2575	22.2973
RCHGF001141	3207	2936.05	4881	34.9237
RCHGF001142	774	503.084	369	15.4085
RCHGF001143	555	287.809	11017	804.146
RCHGF001144	618	348.211	2558	154.324
RCHGF001145	603	333.619	66	4.15593
RCHGF001146	699	428.288	55	2.69776
RCHGF001147	138	19.8198	12	12.7191
RCHGF001148	714	443.217	80	3.79183
RCHGF001149	852	581.068	2507	90.6365
RCHGF001150	1338	1067.05	3327	65.5001
RCHGF001152	1281	1010.05	1365	28.3899
RCHGF001153	4032	3761.05	4825	26.9503
RCHGF001154	1128	857.054	593	14.5352
RCHGF001155	1479	1208.05	1804	31.3708
RCHGF001156	465	206.753	300	30.4821
RCHGF001157	333	107.352	118	23.0912
RCHGF001158	972	701.054	2073	62.1188
RCHGF001159	129	18.3611	346	395.871
RCHGF001160	906	635.068	1056	34.9317
RCHGF001161	999	728.054	1151	33.2114
RCHGF001162	171	28.3616	148	109.624
RCHGF001163	129	18.3611	74	84.6661
RCHGF001164	312	94.1581	270	60.2395
RCHGF001165	1887	1616.05	331	4.30276
RCHGF001166	1734	1463.05	202	2.90046
RCHGF001167	426	174.489	96	11.5579
RCHGF001168	126	18.1807	0	0
RCHGF001169	1068	797.054	41511	1094.08
RCHGF001170	936	665.068	19557	617.749
RCHGF001171	1104	833.054	1404	35.4054
RCHGF001172	252	61.4857	517	176.641
RCHGF001173	972	701.054	7326	219.528
RCHGF001174	546	279.532	859	64.556
RCHGF001176	728	457.159	2494.83	114.644
RCHGF001178	528	262.873	1176	93.9804
RCHGF001179	546	279.532	1055	79.2859
RCHGF001180	342	113.23	819	151.949
RCHGF001181	327	103.546	485	98.3975
RCHGF001182	177	30.3632	1089	753.453
RCHGF001183	1509	1238.05	7868	133.506
RCHGF001184	2004	1733.05	1913	23.1888
RCHGF001185	591	322.044	636	41.4875
RCHGF001186	216	46.2227	193	87.7156
RCHGF001187	432	179.391	40	4.6842
RCHGF001188	543	276.755	35	2.65673
RCHGF001189	1650	1379.05	79	1.20343
RCHGF001190	855	584.068	19	0.683385
RCHGF001191	1125	854.054	96	2.36135
RCHGF001192	453	196.644	94	10.0421
RCHGF001193	417	167.399	35	4.39227
RCHGF001195	765	494.084	847	36.0129
RCHGF001196	987	716.054	2317	67.976
RCHGF001197	147	21.6915	7	6.77929
RCHGF001198	1434	1163.05	1232	22.2529
RCHGF001199	2376	2105.05	2988	29.819
RCHGF001200	465	206.753	637	64.7237
RCHGF001201	111	15.3984	4	5.45707
RCHGF001202	1785	1514.05	1242	17.2328
RCHGF001203	1596	1325.05	367	5.81846
RCHGF001204	1578	1307.05	438	7.03973
RCHGF001205	147	21.6915	7	6.77929
RCHGF001206	306	90.7763	22	5.09126
RCHGF001207	144	20.8987	339	340.766
RCHGF001208	408	160.549	8510	1113.52
RCHGF001209	1680	1409.05	3241	48.32
RCHGF001210	1206	935.054	3140	70.5453
RCHGF001211	855	584.068	432	15.538
RCHGF001212	612	342.329	925	56.7641
RCHGF001213	324	101.619	779	161.041
RCHGF001214	252	61.4857	8	2.73332
RCHGF001215	813	542.079	1187	46.0006
RCHGF001216	156	24.0812	39	34.0222
RCHGF001217	111	15.3984	7	9.54987
RCHGF001218	273	71.8447	37	10.8189
RCHGF001219	330	105.339	205	40.8827
RCHGF001220	810	539.079	288	11.2232
RCHGF001221	363	127.443	142	23.4071
RCHGF001222	273	71.8447	129	37.7199
RCHGF001223	525	260.093	88	7.1077
RCHGF001224	1131	860.054	135	3.29749
RCHGF001225	756	485.084	535	23.1693
RCHGF001226	819	548.079	237	9.08407
RCHGF001227	699	428.288	80	3.92401
RCHGF001228	606	336.499	148	9.23961
RCHGF001229	1167	896.054	59	1.38323
RCHGF001230	840	569.068	22	0.812146
RCHGF001231	846	575.068	40	1.46122
RCHGF001232	1110	839.054	105	2.6289
RCHGF001233	576	307.532	16	1.09296
RCHGF001234	420	169.728	9	1.11394
RCHGF001235	747	476.108	570	25.1504
RCHGF001236	681	410.392	2164	110.773
RCHGF001237	336	109.359	1125	216.109
RCHGF001238	432	179.391	949	111.133
RCHGF001239	1236	965.054	6675	145.303
RCHGF001240	729	458.159	1727	79.1865
RCHGF001241	936	665.068	3165	99.9731
RCHGF001242	1053	782.054	6769	181.829
RCHGF001243	948	677.068	3762	116.725
RCHGF001244	972	701.054	6682	200.231
RCHGF001245	930	659.068	3417	108.916
RCHGF001246	870	599.068	2712	95.1019
RCHGF001247	1365	1094.05	4227	81.165
RCHGF001248	462	204.156	1691	174.003
RCHGF001249	222	48.6714	1034	446.295
RCHGF001250	1035	764.054	1929	53.0376
RCHGF001251	798	527.079	3386	134.954
RCHGF001252	1002	731.054	5570	160.059
RCHGF001253	156	24.0812	11	9.596
RCHGF001254	366	129.533	1536	249.108
RCHGF001255	1251	980.054	4230	90.6704
RCHGF001256	1215	944.054	28709	638.847
RCHGF001257	198	38.397	11	6.01827
RCHGF001258	1527	1256.05	1050	17.5613
RCHGF001259	1200	929.054	8951	202.398
RCHGF001260	777	506.084	6742	279.86
RCHGF001261	459	201.723	287	29.8883
RCHGF001262	1644	1373.05	2584.6	39.544
RCHGF001263	186	33.6081	2	1.25015
RCHGF001264	1158	887.054	571	13.5226
RCHGF001265	846	575.068	133	4.85856
RCHGF001266	633	362.983	102	5.90323
RCHGF001267	354	121.171	25	4.33427
RCHGF001268	651	380.663	151	8.3332
RCHGF001269	579	310.448	1060	71.7287
RCHGF001270	2928	2657.05	11183	88.4165
RCHGF001271	1302	1031.05	4143	84.4129
RCHGF001272	183	32.483	415	268.391
RCHGF001273	666	395.501	1064	56.5157
RCHGF001274	1716	1445.05	309	4.4921
RCHGF001275	1917	1646.05	1212	15.468
RCHGF001276	1749	1478.05	2251	31.9934
RCHGF001277	912	641.068	33	1.0814
RCHGF001278	111	15.3984	3	4.0928
RCHGF001279	1326	1055.05	625	12.4446
RCHGF001280	2448	2177.05	1300	12.5444
RCHGF001281	540	274.011	14073	1078.93
RCHGF001282	759	488.084	1741	74.9341
RCHGF001283	276	73.5352	453	129.413
RCHGF001284	546	279.532	969	72.8228
RCHGF001285	1278	1007.05	304	6.34156
RCHGF001286	744	473.108	255	11.3228
RCHGF001287	1299	1028.05	543	11.0958
RCHGF001288	1434	1163.05	192	3.46798
RCHGF001289	1425	1154.05	126	2.29361
RCHGF001290	813	542.079	50	1.93768
RCHGF001291	747	476.108	105	4.63297
RCHGF001292	372	133.776	41	6.43843
RCHGF001293	705	434.279	6078	294.014
RCHGF001294	1401	1130.05	3987	74.1178
RCHGF001295	1410	1139.05	4720	87.0509
RCHGF001296	930	659.068	2751	87.6871
RCHGF001297	129	18.3611	0	0
RCHGF001298	618	348.211	652	39.3351
RCHGF001299	465	206.753	160	16.2571
RCHGF001300	213	44.9249	14	6.54661
RCHGF001301	747	476.108	910	40.1524
RCHGF001302	966	695.054	474	14.3263
RCHGF001303	972	701.054	962.346	28.8373
RCHGF001304	447	191.639	275	30.1456
RCHGF001305	2208	1937.05	877	9.51115
RCHGF001306	162	25.5151	8	6.58671
RCHGF001307	1068	797.054	246	6.4837
RCHGF001308	1092	821.054	429	10.9764
