-e target_id	length	eff_length	Coculture_PT33_HGF2_Late_Replicate_1_HGF2_counts	tpm
RCHGF000708	873	631.873	8	147.017
RCHGF000709	309	100.415	0	0
RCHGF000710	888	646.873	6	107.706
RCHGF000711	837	595.873	12	233.848
RCHGF000712	489	252.863	0	0
RCHGF000713	426	193.949	6	359.228
RCHGF000714	984	742.873	0	0
RCHGF000715	891	649.873	1	17.8681
RCHGF000716	324	111.83	0	0
RCHGF000717	819	577.931	0	0
RCHGF000718	819	577.931	2	40.1847
RCHGF000719	531	291.946	0	0
RCHGF000720	1152	910.873	0	0
RCHGF000721	558	318.416	1	36.4679
RCHGF000722	624	383.508	0	0
RCHGF000723	762	521.139	4	89.1277
RCHGF000724	882	640.873	2	36.238
RCHGF000725	1356	1114.87	2	20.831
RCHGF000726	405	175.522	0	0
RCHGF000727	540	300.803	0	0
RCHGF000728	1338	1096.87	13	137.624
RCHGF000729	1065	823.873	16	225.51
RCHGF000730	624	383.508	0	0
RCHGF000731	660	419.357	1	27.69
RCHGF000732	1005	763.873	1	15.2015
RCHGF000733	192	35.6168	0	0
RCHGF000734	684	443.231	2	52.397
RCHGF000735	423	191.608	0	0
RCHGF000736	2136	1894.87	14	85.7935
RCHGF000737	930	688.873	12	202.278
RCHGF000738	936	694.873	17	284.086
RCHGF000739	642	401.357	0	0
RCHGF000740	507	269.766	0	0
RCHGF000741	939	697.873	0	0
RCHGF000742	225	51.2925	0	0
RCHGF000743	846	604.873	0	0
RCHGF000744	393	164.97	0	0
RCHGF000745	684	443.231	0	0
RCHGF000746	378	153.679	1	75.5601
RCHGF000747	1068	826.873	3	42.1297
RCHGF000748	150	19.4273	0	0
RCHGF000749	654	413.357	1	28.0919
RCHGF000750	849	607.873	1	19.1026
RCHGF000751	369	146.363	0	0
RCHGF000752	123	13.0985	0	0
RCHGF000753	918	676.873	0	0
RCHGF000754	117	11.7169	0	0
RCHGF000755	1131	889.873	0	0
RCHGF000756	693	452.231	2	51.3542
RCHGF000757	132	15.0109	0	0
RCHGF000758	432	199.672	7	407.087
RCHGF000759	510	272.686	0	0
RCHGF000760	489	252.863	0	0
RCHGF000762	996	754.873	3	46.1481
RCHGF000763	411	180.802	0	0
RCHGF000764	1065	823.873	0	0
RCHGF000765	1944	1702.87	3	20.4572
RCHGF000766	936	694.873	0	0
RCHGF000767	552	312.447	1	37.1647
RCHGF000769	345	128.201	0	0
RCHGF000770	1254	1012.87	0	0
RCHGF000771	594	353.614	2	65.6761
RCHGF000772	528	289.284	4	160.562
RCHGF000773	1098	856.873	11	149.067
RCHGF000774	2265	2023.87	2	11.475
RCHGF000775	1611	1369.87	12	101.72
RCHGF000776	318	107.094	0	0
RCHGF000777	411	180.802	0	0
RCHGF000778	642	401.357	0	0
RCHGF000779	1218	976.873	4	47.5476
RCHGF000780	537	297.803	0	0
RCHGF000781	129	14.3734	0	0
RCHGF000782	129	14.3734	0	0
RCHGF000783	687	446.231	3	78.0671
RCHGF000784	1080	838.873	0	0
RCHGF000785	402	172.967	17	1141.28
RCHGF000786	861	619.873	18	337.191
RCHGF000787	1857	1615.87	2	14.3724
RCHGF000788	1722	1480.87	0	0
RCHGF000789	426	193.949	0	0
RCHGF000790	138	16.4062	0	0
RCHGF000791	2001	1759.87	10	65.9819
RCHGF000792	129	14.3734	0	0
RCHGF000793	297	92.8819	2	250.038
RCHGF000794	654	413.357	2	56.1839
RCHGF000795	459	224.231	3	155.357
RCHGF000796	609	368.544	0	0
RCHGF000797	183	32.0921	0	0
RCHGF000798	339	123.444	0	0
RCHGF000799	219	48.5684	0	0
RCHGF000800	3315	3073.87	11	41.554
RCHGF000801	666	425.357	0	0
RCHGF000802	1422	1180.87	1	9.83339
RCHGF000803	3246	3004.87	18	69.5589
RCHGF000804	702	461.187	2	50.357
RCHGF000805	330	116.711	2	198.986
RCHGF000806	678	437.231	2	53.116
RCHGF000807	774	533.038	6	130.707
RCHGF000808	159	22.8618	0	0
RCHGF000809	2202	1960.87	23	136.202
RCHGF000810	1965	1723.87	8	53.8879
RCHGF000811	363	141.694	1	81.9512
RCHGF000812	111	10.6861	0	0
RCHGF000813	132	15.0109	0	0
RCHGF000814	1491	1249.87	0	0
RCHGF000815	129	14.3734	0	0
RCHGF000816	1731	1489.87	5	38.9697
RCHGF000817	450	216.298	0	0
RCHGF000818	159	22.8618	1	507.921
RCHGF000819	1677	1435.87	8	64.6964
RCHGF000820	141	16.8398	0	0
RCHGF000821	165	25.1715	0	0
RCHGF000822	801	559.931	11	228.121
RCHGF000823	843	601.873	17	327.982
RCHGF000824	855	613.873	1	18.9159
RCHGF000825	2424	2182.87	0	0
RCHGF000826	627	386.508	1	30.0434
RCHGF000827	885	643.873	0	0
RCHGF000828	609	368.544	0	0
RCHGF000829	861	619.873	0	0
RCHGF000830	1248	1006.87	0	0
RCHGF000831	840	598.873	0	0
RCHGF000832	759	518.139	0	0
RCHGF000833	471	235.417	0	0
RCHGF000834	468	232.74	0	0
RCHGF000835	435	202.632	0	0
RCHGF000836	306	98.475	2	235.836
RCHGF000837	1167	925.873	3	37.625
RCHGF000838	117	11.7169	0	0
RCHGF000839	117	11.7169	0	0
RCHGF000840	1998	1756.87	5	33.0473
RCHGF000841	624	383.508	3	90.8351
RCHGF000842	690	449.231	41	1059.79
RCHGF000843	714	473.187	17	417.179
RCHGF000844	510	272.686	0	0
RCHGF000845	561	321.385	3	108.393
RCHGF000846	903	661.873	0	0
RCHGF000847	663	422.357	1	27.4933
RCHGF000848	771	530.038	0	0
RCHGF000849	1371	1129.87	1	10.2772
RCHGF000850	588	347.648	1	33.4016
RCHGF000851	669	428.357	0	0
RCHGF000852	639	398.357	1	29.1497
RCHGF000853	816	574.931	1	20.1972
RCHGF000855	1593	1351.87	4	34.3582
RCHGF000856	222	49.975	0	0
RCHGF000857	303	96.4976	0	0
RCHGF000858	153	20.5216	0	0
RCHGF000860	1446	1204.87	0	0
RCHGF000861	576	335.714	0	0
RCHGF000862	1017	775.873	0	0
RCHGF000863	765	524.038	0	0
RCHGF000864	603	362.579	1	32.0261
RCHGF000865	1182	940.873	2	24.6834
RCHGF000866	792	551.038	0	0
RCHGF000867	1455	1213.87	2	19.1321
RCHGF000868	591	350.648	2	66.2316
RCHGF000869	666	425.357	2	54.5988
RCHGF000870	411	180.802	0	0
RCHGF000871	423	191.608	1	60.6029
RCHGF000872	696	455.231	3	76.5237
RCHGF000873	282	83.4621	0	0
RCHGF000874	213	45.7218	0	0
RCHGF000875	399	170.316	0	0
RCHGF000876	888	646.873	3	53.8528
RCHGF000877	384	158.337	0	0
RCHGF000878	348	130.77	0	0
RCHGF000879	915	673.873	1	17.2317
RCHGF000880	666	425.357	0	0
RCHGF000881	801	559.931	2	41.4765
RCHGF000882	225	51.2925	0	0
RCHGF000883	153	20.5216	0	0
RCHGF000884	942	700.873	1	16.5679
RCHGF000885	1128	886.873	0	0
RCHGF000886	135	15.7644	0	0
RCHGF000887	1449	1207.87	1	9.61358
RCHGF000888	600	359.579	0	0
RCHGF000889	1215	973.873	10	119.235
RCHGF000890	324	111.83	0	0
RCHGF000891	1920	1678.87	1	6.91654
RCHGF000892	306	98.475	0	0
RCHGF000893	726	485.187	0	0
RCHGF000894	177	29.584	0	0
RCHGF000895	285	85.1645	0	0
RCHGF000896	327	114.119	0	0
RCHGF000897	1428	1186.87	0	0
RCHGF000898	1494	1252.87	3	27.8049
RCHGF000899	240	58.9242	21	4138.39
RCHGF000900	366	143.963	0	0
RCHGF000901	903	661.873	4	70.1765
RCHGF000902	465	229.763	1	50.539
RCHGF000903	513	275.176	3	126.595
RCHGF000904	990	748.873	1	15.5059
RCHGF000905	912	670.873	0	0
RCHGF000906	798	556.931	4	83.3999
RCHGF000907	564	324.323	17	608.665
RCHGF000908	906	664.873	14	244.509
RCHGF000909	810	568.931	1	20.4102
RCHGF000910	1830	1588.87	0	0
RCHGF000911	1731	1489.87	1	7.79394
RCHGF000912	1170	928.873	3	37.5035
RCHGF000913	795	553.931	3	62.8887
RCHGF000914	1338	1096.87	2	21.1729
RCHGF000915	729	488.187	7	166.502
RCHGF000916	198	38.6206	8	2405.34
RCHGF000917	1008	766.873	11	166.562
RCHGF000918	549	309.447	6	225.15
RCHGF000919	2622	2380.87	87	424.316
RCHGF000920	1098	856.873	4	54.2063
RCHGF000921	798	556.931	4	83.3999
RCHGF000922	114	11.1771	1	1038.9
RCHGF000923	246	62.1954	17	3173.93
RCHGF000924	591	350.648	10	331.158
RCHGF000925	252	65.0902	1	178.398
RCHGF000926	252	65.0902	0	0
RCHGF000927	2595	2353.87	46	226.924
RCHGF000928	414	183.287	14	886.956
RCHGF000929	150	19.4273	6	3586.29
RCHGF000930	444	210.743	2	110.2
RCHGF000931	282	83.4621	3	417.387
RCHGF000932	1770	1528.87	18	136.712
RCHGF000933	1332	1090.87	2	21.2893
RCHGF000935	1218	976.873	6	71.3213
RCHGF000936	348	130.77	1	88.7967
RCHGF000937	111	10.6861	0	0
RCHGF000938	510	272.686	13	553.588
RCHGF000939	837	595.873	0	0
RCHGF000940	501	264.054	2	87.9516
RCHGF000941	504	266.924	1	43.503
RCHGF000942	117	11.7169	0	0
RCHGF000944	453	218.867	1	53.055
RCHGF000945	1164	922.873	11	138.407
RCHGF000946	2130	1888.87	13	79.9185
RCHGF000947	228	52.6724	0	0
RCHGF000948	1833	1591.87	9	65.6509
RCHGF000949	1296	1054.87	448	4931.56
RCHGF000950	762	521.139	2	44.5639
RCHGF000951	189	34.2664	1	338.873
RCHGF000952	549	309.447	2	75.05
RCHGF000953	177	29.584	1	392.51
RCHGF000954	147	18.4094	1	630.765
RCHGF000955	582	341.648	1	33.9882
RCHGF000956	720	479.187	0	0
RCHGF000957	384	158.337	0	0
RCHGF000958	1335	1093.87	5	53.0774
RCHGF000960	186	33.2118	0	0
RCHGF000961	1122	880.873	1	13.1824
RCHGF000962	1011	769.873	246	3710.41
RCHGF000963	567	327.259	0	0
RCHGF000964	483	247.059	14	658.013
RCHGF000965	1068	826.873	1	14.0432
RCHGF000966	819	577.931	0	0
RCHGF000967	1047	805.873	0	0
RCHGF000968	672	431.273	0	0
RCHGF000969	672	431.273	0	0
RCHGF000970	1002	760.873	23	351.012
RCHGF000971	819	577.931	4	80.3694
RCHGF000972	474	238.37	17	828.139
RCHGF000973	1179	937.873	6	74.2871
RCHGF000974	180	30.82	1	376.768
RCHGF000975	303	96.4976	0	0
RCHGF000976	426	193.949	11	658.585
RCHGF000977	1176	934.873	93	1155.15
RCHGF000978	564	324.323	7	250.627
RCHGF000979	132	15.0109	0	0
RCHGF000980	912	670.873	6	103.853
RCHGF000981	264	72.1646	0	0
RCHGF000982	552	312.447	2	74.3294
RCHGF000983	936	694.873	6	100.266
RCHGF000984	945	703.873	14	230.962
RCHGF000985	852	610.873	3	57.0265
RCHGF000986	429	196.851	0	0
RCHGF000987	915	673.873	2	34.4634
RCHGF000988	918	676.873	0	0
RCHGF000989	1413	1171.87	3	29.7267
RCHGF000990	1005	763.873	2	30.4029
RCHGF000991	1266	1024.87	0	0
RCHGF000993	1203	961.873	2	24.1445
RCHGF000994	273	77.9196	0	0
RCHGF000995	642	401.357	0	0
RCHGF000996	684	443.231	0	0
RCHGF000997	1128	886.873	0	0
RCHGF000998	1188	946.873	0	0
RCHGF000999	954	712.873	0	0
RCHGF001000	630	389.395	1	29.8206
RCHGF001001	495	258.461	0	0
RCHGF001002	411	180.802	1	64.2249
RCHGF001003	822	580.931	0	0
RCHGF001004	750	509.139	0	0
RCHGF001005	483	247.059	0	0
RCHGF001006	678	437.231	2	53.116
RCHGF001007	990	748.873	0	0
RCHGF001008	261	70.3354	0	0
RCHGF001009	114	11.1771	0	0
RCHGF001010	951	709.873	0	0
RCHGF001011	1152	910.873	0	0
RCHGF001012	705	464.187	0	0
RCHGF001013	924	682.873	0	0
RCHGF001014	825	583.931	1	19.8859
RCHGF001015	1053	811.873	0	0
RCHGF001016	2382	2140.87	3	16.2718
RCHGF001017	645	404.357	2	57.4344
RCHGF001018	939	697.873	0	0
RCHGF001019	768	527.038	1	22.0326
RCHGF001020	120	12.1832	2	1906.24
RCHGF001021	141	16.8398	1	689.555
RCHGF001022	1044	802.873	0	0
RCHGF001023	1176	934.873	0	0
RCHGF001024	645	404.357	1	28.7172
RCHGF001025	471	235.417	1	49.3252
RCHGF001026	927	685.873	0	0
RCHGF001027	825	583.931	1	19.8859
RCHGF001028	765	524.038	0	0
RCHGF001029	417	186.064	0	0
RCHGF001030	2421	2179.87	8	42.6153
RCHGF001031	267	73.9913	0	0
RCHGF001032	702	461.187	4	100.714
RCHGF001033	795	553.931	4	83.8515
RCHGF001034	801	559.931	6	124.43
RCHGF001035	480	244.228	0	0
RCHGF001036	2730	2488.87	2	9.33112
RCHGF001037	501	264.054	4	175.903
RCHGF001038	1437	1195.87	17	165.071
RCHGF001039	1113	871.873	15	199.776
RCHGF001040	1134	892.873	28	364.145
RCHGF001041	753	512.139	1	22.6735
RCHGF001042	870	628.873	2	36.9295
RCHGF001043	987	745.873	2	31.1366
RCHGF001044	138	16.4062	0	0
RCHGF001045	729	488.187	1	23.7859
RCHGF001046	1272	1030.87	2	22.5284
RCHGF001047	675	434.231	1	26.7415
RCHGF001048	768	527.038	0	0
RCHGF001049	2370	2128.87	0	0
RCHGF001050	474	238.37	0	0
RCHGF001051	522	283.985	0	0
RCHGF001052	852	610.873	2	38.0177
RCHGF001053	615	374.544	2	62.006
RCHGF001054	237	57.4318	0	0
RCHGF001055	351	132.974	1	87.3252
RCHGF001056	1086	844.873	24	329.857
RCHGF001057	744	503.139	17	392.344
RCHGF001058	1344	1102.87	43	452.741
RCHGF001059	444	210.743	3	165.3
RCHGF001060	1995	1753.87	9	59.5869
RCHGF001061	921	679.873	1	17.0796
RCHGF001062	228	52.6724	6	1322.74
RCHGF001063	474	238.37	40	1948.56
RCHGF001064	291	88.988	4	521.958
RCHGF001065	195	36.9613	0	0
RCHGF001066	111	10.6861	0	0
RCHGF001067	216	47.1375	0	0
RCHGF001068	654	413.357	0	0
RCHGF001069	1182	940.873	0	0
RCHGF001070	1101	859.873	1	13.5043
RCHGF001071	1323	1081.87	0	0
RCHGF001072	330	116.711	0	0
RCHGF001073	318	107.094	0	0
RCHGF001074	1041	799.873	4	58.0691
RCHGF001075	1896	1654.87	5	35.0842
RCHGF001076	156	21.6849	0	0
RCHGF001077	822	580.931	4	79.9544
RCHGF001078	1353	1111.87	11	114.88
RCHGF001079	1311	1069.87	4	43.4144
RCHGF001080	810	568.931	0	0
RCHGF001081	843	601.873	0	0
RCHGF001082	705	464.187	0	0
RCHGF001083	1023	781.873	0	0
RCHGF001084	297	92.8819	3	375.056
RCHGF001085	1470	1228.87	0	0
RCHGF001086	453	218.867	1	53.055
RCHGF001087	1110	868.873	1	13.3644
RCHGF001088	795	553.931	5	104.814
RCHGF001089	801	559.931	5	103.691
RCHGF001090	300	94.8053	0	0
RCHGF001091	672	431.273	1	26.9249
RCHGF001092	795	553.931	0	0
RCHGF001093	366	143.963	0	0
RCHGF001094	1530	1288.87	1	9.00941
RCHGF001095	1038	796.873	1	14.5719
RCHGF001096	1290	1048.87	0	0
RCHGF001097	363	141.694	0	0
RCHGF001098	996	754.873	0	0
RCHGF001099	540	300.803	0	0
RCHGF001100	456	221.474	0	0
RCHGF001101	999	757.873	0	0
RCHGF001102	1257	1015.87	4	45.7222
RCHGF001103	495	258.461	5	224.637
RCHGF001104	750	509.139	0	0
RCHGF001105	1338	1096.87	2	21.1729
RCHGF001106	348	130.77	3	266.39
RCHGF001107	1260	1018.87	4	45.5876
RCHGF001108	1443	1201.87	24	231.878
RCHGF001109	171	27.5496	0	0
RCHGF001110	1086	844.873	0	0
RCHGF001111	1929	1687.87	6	41.2779
RCHGF001112	174	28.5134	1	407.247
RCHGF001113	375	151.111	3	230.532
RCHGF001114	264	72.1646	2	321.82
RCHGF001115	1248	1006.87	3	34.5982
RCHGF001116	582	341.648	6	203.929
RCHGF001117	237	57.4318	1	202.187
RCHGF001118	216	47.1375	8	1970.74
RCHGF001119	672	431.273	2	53.8498
RCHGF001120	1011	769.873	1	15.083
RCHGF001121	204	41.3296	0	0
RCHGF001122	765	524.038	2	44.3174
RCHGF001123	2040	1798.87	4	25.8206
RCHGF001126	153	20.5216	0	0
RCHGF001127	3351	3109.87	2	7.46782
RCHGF001128	150	19.4273	0	0
RCHGF001129	363	141.694	1	81.9512
RCHGF001130	1386	1144.87	0	0
RCHGF001131	1035	793.873	2	29.254
RCHGF001132	822	580.931	0	0
RCHGF001133	753	512.139	0	0
RCHGF001134	495	258.461	0	0
RCHGF001135	408	178.092	0	0
RCHGF001136	2769	2527.87	0	0
RCHGF001137	114	11.1771	0	0
RCHGF001138	1023	781.873	0	0
RCHGF001139	651	410.357	0	0
RCHGF001140	2697	2455.87	1	4.72825
RCHGF001141	3207	2965.87	13	50.8976
RCHGF001142	774	533.038	9	196.061
RCHGF001143	555	315.416	103	3791.92
RCHGF001144	618	377.508	23	707.471
RCHGF001145	603	362.579	0	0
RCHGF001146	699	458.187	3	76.03
RCHGF001147	138	16.4062	0	0
RCHGF001148	714	473.187	6	147.24
RCHGF001149	852	610.873	18	342.159
RCHGF001150	1338	1096.87	36	381.112
RCHGF001152	1281	1039.87	3	33.5002
RCHGF001153	4032	3790.87	7	21.442
RCHGF001154	1128	886.873	3	39.2795
RCHGF001155	1479	1237.87	4	37.5224
RCHGF001156	465	229.763	0	0
RCHGF001157	333	118.948	0	0
RCHGF001158	972	730.873	7	111.215
RCHGF001159	129	14.3734	1	807.881
RCHGF001160	906	664.873	7	122.255
RCHGF001161	999	757.873	5	76.609
RCHGF001162	171	27.5496	0	0
RCHGF001163	129	14.3734	0	0
RCHGF001164	312	102.514	3	339.818
RCHGF001165	1887	1645.87	0	0
RCHGF001166	1734	1492.87	1	7.77828
RCHGF001167	426	193.949	0	0
RCHGF001168	126	13.6888	0	0
RCHGF001169	1068	826.873	1	14.0432
RCHGF001170	936	694.873	4	66.8438
RCHGF001171	1104	862.873	0	0
RCHGF001172	252	65.0902	2	356.797
RCHGF001173	972	730.873	17	270.093
RCHGF001174	546	306.477	4	151.555
RCHGF001176	728	487.187	3	71.5043
RCHGF001178	528	289.284	1	40.1404
RCHGF001179	546	306.477	0	0
RCHGF001180	342	125.736	0	0
RCHGF001181	327	114.119	0	0
RCHGF001182	177	29.584	0	0
RCHGF001183	1509	1267.87	12	109.904
RCHGF001184	2004	1762.87	12	79.0436
RCHGF001185	591	350.648	4	132.463
RCHGF001186	216	47.1375	1	246.343
RCHGF001187	432	199.672	0	0
RCHGF001188	543	303.685	1	38.2369
RCHGF001189	1650	1408.87	0	0
RCHGF001190	855	613.873	0	0
RCHGF001191	1125	883.873	0	0
RCHGF001192	453	218.867	0	0
RCHGF001193	417	186.064	0	0
RCHGF001195	765	524.038	3	66.476
RCHGF001196	987	745.873	1	15.5683
RCHGF001197	147	18.4094	0	0
RCHGF001198	1434	1192.87	0	0
RCHGF001199	2376	2134.87	7	38.0743
RCHGF001200	465	229.763	6	303.234
RCHGF001201	111	10.6861	0	0
RCHGF001202	1785	1543.87	5	37.6067
RCHGF001203	1596	1354.87	5	42.8527
RCHGF001204	1578	1336.87	5	43.4296
RCHGF001205	147	18.4094	0	0
RCHGF001206	306	98.475	0	0
RCHGF001207	144	17.672	11	7227.91
RCHGF001208	408	178.092	375	24450.8
RCHGF001209	1680	1438.87	9	72.6317
RCHGF001210	1206	964.873	11	132.382
RCHGF001211	855	613.873	4	75.6637
RCHGF001212	612	371.544	0	0
RCHGF001213	324	111.83	0	0
RCHGF001214	252	65.0902	0	0
RCHGF001215	813	571.931	1	20.3031
RCHGF001216	156	21.6849	0	0
RCHGF001217	111	10.6861	0	0
RCHGF001218	273	77.9196	0	0
RCHGF001219	330	116.711	0	0
RCHGF001220	810	568.931	4	81.6408
RCHGF001221	363	141.694	0	0
RCHGF001222	273	77.9196	0	0
RCHGF001223	525	286.734	0	0
RCHGF001224	1131	889.873	1	13.049
RCHGF001225	756	515.139	1	22.5415
RCHGF001226	819	577.931	3	60.2771
RCHGF001227	699	458.187	1	25.3433
RCHGF001228	606	365.544	0	0
RCHGF001229	1167	925.873	0	0
RCHGF001230	840	598.873	0	0
RCHGF001231	846	604.873	1	19.1974
RCHGF001232	1110	868.873	0	0
RCHGF001233	576	335.714	0	0
RCHGF001234	420	188.818	1	61.4982
RCHGF001235	747	506.139	3	68.8268
RCHGF001236	681	440.231	2	52.7541
RCHGF001237	336	121.379	2	191.335
RCHGF001238	432	199.672	3	174.466
RCHGF001239	1236	994.873	7	81.7028
RCHGF001240	729	488.187	1	23.7859
RCHGF001241	936	694.873	0	0
RCHGF001242	1053	811.873	3	42.9081
RCHGF001243	948	706.873	6	98.5635
RCHGF001244	972	730.873	13	206.542
RCHGF001245	930	688.873	2	33.713
RCHGF001246	870	628.873	4	73.859
RCHGF001247	1365	1123.87	3	30.9963
RCHGF001248	462	226.808	0	0
RCHGF001249	222	49.975	0	0
RCHGF001250	1035	793.873	1	14.627
RCHGF001251	798	556.931	1	20.85
RCHGF001252	1002	760.873	1	15.2614
RCHGF001253	156	21.6849	0	0
RCHGF001254	366	143.963	4	322.638
RCHGF001255	1251	1009.87	10	114.985
RCHGF001256	1215	973.873	32	381.552
RCHGF001257	198	38.6206	0	0
RCHGF001258	1527	1285.87	1	9.03043
RCHGF001259	1200	958.873	4	48.4401
RCHGF001260	777	536.038	2	43.3253
RCHGF001261	459	224.231	3	155.357
RCHGF001262	1644	1402.87	15	124.159
RCHGF001263	186	33.2118	0	0
RCHGF001264	1158	916.873	5	63.3238
RCHGF001265	846	604.873	0	0
RCHGF001266	633	392.357	2	59.191
RCHGF001267	354	134.952	2	172.091
RCHGF001268	651	410.357	0	0
RCHGF001269	579	338.714	1	34.2826
RCHGF001270	2928	2686.87	20	86.4349
RCHGF001271	1302	1060.87	7	76.6198
RCHGF001272	183	32.0921	1	361.833
RCHGF001273	666	425.357	0	0
RCHGF001274	1716	1474.87	1	7.87321
RCHGF001275	1917	1675.87	0	0
RCHGF001276	1749	1507.87	6	46.2054
RCHGF001277	912	670.873	4	69.235
RCHGF001278	111	10.6861	0	0
RCHGF001279	1326	1084.87	3	32.1106
RCHGF001280	2448	2206.87	8	42.0939
RCHGF001281	540	300.803	9	347.43
RCHGF001282	759	518.139	0	0
RCHGF001283	276	80.0099	0	0
RCHGF001284	546	306.477	1	37.8887
RCHGF001285	1278	1036.87	1	11.199
RCHGF001286	744	503.139	1	23.0791
RCHGF001287	1299	1057.87	5	54.8836
RCHGF001288	1434	1192.87	0	0
RCHGF001289	1425	1183.87	0	0
RCHGF001290	813	571.931	0	0
RCHGF001291	747	506.139	0	0
RCHGF001292	372	148.505	0	0
RCHGF001293	705	464.187	15	375.236
RCHGF001294	1401	1159.87	3	30.0343
RCHGF001295	1410	1168.87	4	39.7374
RCHGF001296	930	688.873	2	33.713
RCHGF001297	129	14.3734	0	0
RCHGF001298	618	377.508	0	0
RCHGF001299	465	229.763	0	0
RCHGF001300	213	45.7218	0	0
RCHGF001301	747	506.139	7	160.596
RCHGF001302	966	724.873	7	112.135
RCHGF001303	972	730.873	4	63.5513
RCHGF001304	447	213.384	1	54.4183
RCHGF001305	2208	1966.87	1	5.90378
RCHGF001306	162	24.0909	0	0
RCHGF001307	1068	826.873	0	0
RCHGF001308	1092	850.873	0	0
RCHGF001309	834	592.873	0	0
RCHGF001310	873	631.873	0	0
RCHGF001311	1278	1036.87	0	0
RCHGF001312	1332	1090.87	0	0
RCHGF001313	1008	766.873	9	136.278
RCHGF001314	966	724.873	1	16.0193
RCHGF001315	1122	880.873	2	26.3647
RCHGF001316	2082	1840.87	10	63.0787
RCHGF001317	669	428.357	1	27.1082
RCHGF001318	264	72.1646	0	0
RCHGF001319	180	30.82	0	0
RCHGF001320	633	392.357	4	118.382
RCHGF001321	810	568.931	37	755.177
RCHGF001322	1074	832.873	0	0
RCHGF001323	114	11.1771	0	0
RCHGF001324	141	16.8398	0	0
RCHGF001325	621	380.508	32	976.547
RCHGF001326	489	252.863	33	1515.43
RCHGF001327	870	628.873	95	1754.15
RCHGF001328	1368	1126.87	279	2874.99
RCHGF001329	183	32.0921	0	0
RCHGF001330	1365	1123.87	8	82.6569
RCHGF001331	498	261.105	5	222.362
RCHGF001332	477	241.323	1	48.118
RCHGF001333	915	673.873	0	0
RCHGF001334	948	706.873	0	0
RCHGF001335	948	706.873	24	394.254
RCHGF001336	117	11.7169	0	0
RCHGF001337	348	130.77	1	88.7967
RCHGF001338	132	15.0109	0	0
RCHGF001339	1041	799.873	2	29.0346
RCHGF001340	2514	2272.87	1	5.10895
RCHGF001341	957	715.873	0	0
RCHGF001342	636	395.357	7	205.596
RCHGF001343	2625	2383.87	12	58.4527
RCHGF001344	261	70.3354	4	660.378
RCHGF001345	2817	2575.87	24	108.192
RCHGF001346	1767	1525.87	29	220.692
RCHGF001347	969	727.873	1	15.9533
RCHGF001348	1443	1201.87	22	212.555
RCHGF001349	198	38.6206	55.5882	16713.6
RCHGF001350	480	244.228	3	142.637
RCHGF001351	111	10.6861	0	0
RCHGF001352	642	401.357	0	0
RCHGF001353	612	371.544	0	0
RCHGF001354	1323	1081.87	1	10.7332
RCHGF001355	840	598.873	1	19.3897
RCHGF001356	378	153.679	0	0
RCHGF001357	639	398.357	0	0
RCHGF001358	828	586.931	0	0
RCHGF001359	807	565.931	0	0
RCHGF001360	483	247.059	0	0
RCHGF001361	1125	883.873	1	13.1376
RCHGF001362	420	188.818	0	0
RCHGF001363	759	518.139	4	89.6437
RCHGF001364	816	574.931	3	60.5916
RCHGF001365	147	18.4094	0	0
RCHGF001366	1332	1090.87	2	21.2893
RCHGF001367	792	551.038	1	21.0729
RCHGF001368	219	48.5684	0	0
RCHGF001369	369	146.363	2	158.674
RCHGF001370	453	218.867	0	0
RCHGF001371	165	25.1715	0	0
RCHGF001372	1089	847.873	0	0
RCHGF001373	168	26.4646	0	0
RCHGF001374	2169	1927.87	1	6.02321
RCHGF001375	864	622.873	0	0
RCHGF001376	879	637.873	1	18.2042
RCHGF001377	1332	1090.87	3	31.934
RCHGF001378	399	170.316	7	477.253
RCHGF001379	1455	1213.87	3	28.6982
RCHGF001380	1398	1156.87	28	281.047
RCHGF001381	657	416.357	15	418.343
RCHGF001382	1332	1090.87	16	170.315
RCHGF001383	1380	1138.87	13	132.548
RCHGF001384	1398	1156.87	3	30.1122
RCHGF001385	114	11.1771	0	0
RCHGF001386	129	14.3734	2	1615.76
RCHGF001387	339	123.444	1	94.0671
RCHGF001388	342	125.736	1	92.3519
RCHGF001389	336	121.379	3	287.002
RCHGF001390	768	527.038	1	22.0326
RCHGF001391	159	22.8618	5	2539.6
RCHGF001392	2211	1969.87	2	11.7896
RCHGF001393	1164	922.873	3	37.7473
RCHGF001394	1083	841.873	0	0
RCHGF001395	762	521.139	2	44.5639
RCHGF001396	261	70.3354	0	0
RCHGF001397	330	116.711	0	0
RCHGF001398	687	446.231	2	52.0447
RCHGF001399	1053	811.873	2	28.6054
RCHGF001400	1251	1009.87	0	0
RCHGF001401	1071	829.873	13	181.902
RCHGF001402	828	586.931	1	19.7843
RCHGF001403	612	371.544	0	0
RCHGF001404	1806	1564.87	4	29.6816
RCHGF001405	429	196.851	0	0
RCHGF001406	822	580.931	3	59.9658
RCHGF001407	528	289.284	6	240.842
RCHGF001408	789	548.038	2	42.3766
RCHGF001409	120	12.1832	0	0
RCHGF001410	438	205.305	1	56.5597
RCHGF001411	648	407.357	0	0
RCHGF001412	1152	910.873	2	25.4964
RCHGF001413	486	249.913	0	0
RCHGF001414	870	628.873	0	0
