-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Early_Replicate_3_HGF2_counts	tpm
RCHGF000653	111	15.1988	6	6.28094
RCHGF000654	1104	851.542	255	4.7645
RCHGF000655	1167	914.542	453	7.88094
RCHGF000656	120	16.8418	138	130.369
RCHGF000657	891	638.562	464	11.5611
RCHGF000658	117	16.4579	5	4.83371
RCHGF000659	2055	1802.54	4385	38.7051
RCHGF000660	309	101.459	353	55.3566
RCHGF000661	1239	986.542	1008	16.2566
RCHGF000662	324	111.78	42	5.97819
RCHGF000663	1443	1190.54	207	2.76636
RCHGF000664	1188	935.542	2326	39.5576
RCHGF000665	174	31.2358	406	206.803
RCHGF000666	537	288.862	394	21.7015
RCHGF000667	1215	962.542	588	9.71944
RCHGF000668	2190	1937.54	2712	22.2701
RCHGF000669	123	17.1772	4	3.70503
RCHGF000670	528	280.538	531	30.1152
RCHGF000671	144	21.1656	14	10.524
RCHGF000672	813	560.616	707	20.0649
RCHGF000673	423	187.504	193	16.3769
RCHGF000674	141	20.3282	44	34.4379
RCHGF000675	765	512.663	5211	161.723
RCHGF000676	558	308.737	319	16.4394
RCHGF000677	849	596.592	904	24.1087
RCHGF000678	1119	866.542	1566	28.7532
RCHGF000679	144	21.1656	24	18.0412
RCHGF000680	1035	782.542	1464	29.7658
RCHGF000681	666	413.983	369	14.1817
RCHGF000682	918	665.562	516	12.3352
RCHGF000683	747	494.724	614	19.7465
RCHGF000684	204	42.9052	41	15.204
RCHGF000685	960	707.542	2703	60.7823
RCHGF000686	798	545.616	3773	110.023
RCHGF000687	777	524.632	782	23.7157
RCHGF000688	777	524.632	554	16.8011
RCHGF000689	123	17.1772	32	29.6403
RCHGF000690	921	668.549	605	14.3981
RCHGF000691	300	95.4162	83	13.8401
RCHGF000692	822	569.616	97	2.7094
RCHGF000693	780	527.632	120	3.61854
RCHGF000694	468	225.672	23	1.62157
RCHGF000695	738	485.748	68	2.22731
RCHGF000696	408	175.23	29	2.63314
RCHGF000697	2712	2459.54	730	4.72229
RCHGF000698	1215	962.542	187	3.09105
RCHGF000699	1224	971.542	195	3.19342
RCHGF000700	600	349.218	252	11.4812
RCHGF000701	729	476.748	2147	71.6517
RCHGF000702	1737	1484.54	340	3.64393
RCHGF000703	552	303.07	108	5.66975
RCHGF000704	774	521.632	145	4.4227
RCHGF000705	756	503.679	159	5.02259
RCHGF000706	699	446.818	229	8.15434
RCHGF000707	858	605.562	300	7.88218
RCHGF000708	873	620.562	7437	190.676
RCHGF000709	309	101.459	496	77.7815
RCHGF000710	888	635.562	8065	201.897
RCHGF000711	837	584.61	7864	214.023
RCHGF000712	489	244.503	6114	397.856
RCHGF000713	426	190.018	6865	574.816
RCHGF000714	984	731.542	245	5.32857
RCHGF000715	891	638.562	281	7.00143
RCHGF000716	324	111.78	938	133.513
RCHGF000717	819	566.616	579	16.2582
RCHGF000718	819	566.616	700	19.6559
RCHGF000719	531	283.347	1695	95.1776
RCHGF000720	1152	899.542	282	4.98783
RCHGF000721	558	308.737	177	9.12154
RCHGF000722	624	372.723	169	7.21414
RCHGF000723	762	509.663	380	11.8627
RCHGF000724	882	629.562	494	12.4845
RCHGF000725	1356	1103.54	483	6.96373
RCHGF000726	405	172.898	171	15.7359
RCHGF000727	540	291.668	738	40.2579
RCHGF000728	1338	1085.54	9406	137.861
RCHGF000729	1065	812.542	2905	56.8832
RCHGF000730	624	372.723	125	5.3359
RCHGF000731	660	407.995	2488	97.0241
RCHGF000732	1005	752.542	836	17.675
RCHGF000733	192	38.4307	4	1.65602
RCHGF000734	684	431.928	120	4.42032
RCHGF000735	423	187.504	1278	108.444
RCHGF000736	2136	1883.54	2529	21.3628
RCHGF000737	930	677.542	1144	26.8642
RCHGF000738	936	683.542	1299	30.2362
RCHGF000739	642	390.393	464	18.9104
RCHGF000740	507	261.123	285	17.3653
RCHGF000741	939	686.542	750	17.3811
RCHGF000742	225	51.8354	97	29.7735
RCHGF000743	846	593.592	379	10.1586
RCHGF000744	393	163.446	23	2.23891
RCHGF000745	684	431.928	88	3.24157
RCHGF000746	378	151.436	63	6.61905
RCHGF000747	1068	815.542	187	3.6482
RCHGF000748	150	22.8766	48	33.3837
RCHGF000749	654	402.1	331	13.0972
RCHGF000750	849	596.592	1741	46.4307
RCHGF000751	369	144.576	572	62.9483
RCHGF000752	123	17.1772	15	13.8939
RCHGF000753	918	665.562	154	3.68142
RCHGF000754	117	16.4579	4	3.86697
RCHGF000755	1131	878.542	246	4.45509
RCHGF000756	693	440.88	291	10.5016
RCHGF000757	132	18.4886	23	19.7929
RCHGF000758	432	194.981	3523	287.478
RCHGF000759	510	263.815	131	7.90051
RCHGF000760	489	244.503	1029	66.96
RCHGF000762	996	743.542	2275	48.681
RCHGF000763	411	177.731	268	23.9914
RCHGF000764	1065	812.542	766	14.9991
RCHGF000765	1944	1691.54	605	5.69058
RCHGF000766	936	683.542	214	4.98118
RCHGF000767	552	303.07	144	7.55967
RCHGF000769	345	126.742	27	3.38943
RCHGF000770	1254	1001.54	193	3.066
RCHGF000771	594	343.326	750	34.7567
RCHGF000772	528	280.538	548	31.0794
RCHGF000773	1098	845.542	2246	42.2628
RCHGF000774	2265	2012.54	1113	8.79901
RCHGF000775	1611	1358.54	999	11.6997
RCHGF000776	318	107.475	110	16.2843
RCHGF000777	411	177.731	2054	183.874
RCHGF000778	642	390.393	929	37.8615
RCHGF000779	1218	965.542	2238	36.8784
RCHGF000780	537	288.862	435	23.9598
RCHGF000781	129	18.1027	22	19.3359
RCHGF000782	129	18.1027	17	14.9414
RCHGF000783	687	434.902	998	36.511
RCHGF000784	1080	827.542	317	6.09471
RCHGF000785	402	170.564	30196	2816.73
RCHGF000786	861	608.562	3774	98.669
RCHGF000787	1857	1604.54	477	4.72989
RCHGF000788	1722	1469.54	387	4.18999
RCHGF000789	426	190.018	115	9.62911
RCHGF000790	138	19.6481	32	25.9127
RCHGF000791	2001	1748.54	408	3.71251
RCHGF000792	129	18.1027	10	8.78904
RCHGF000793	297	93.4974	108	18.3784
RCHGF000794	654	402.1	512	20.2591
RCHGF000795	459	217.945	519	37.8882
RCHGF000796	609	358.038	447	19.8638
RCHGF000797	183	34.6512	122	56.0177
RCHGF000798	339	122.242	187	24.3391
RCHGF000799	219	49.6064	60	19.2441
RCHGF000800	3315	3062.54	3570	18.5468
RCHGF000801	666	413.983	140	5.38059
RCHGF000802	1422	1169.54	735	9.99897
RCHGF000803	3246	2993.54	3548	18.8574
RCHGF000804	702	449.818	1172	41.4548
RCHGF000805	330	115.902	312	42.8298
RCHGF000806	678	425.949	576	21.5154
RCHGF000807	774	521.632	905	27.6037
RCHGF000808	159	26.0972	23	14.0223
RCHGF000809	2202	1949.54	6643	54.2145
RCHGF000810	1965	1712.54	3826	35.5457
RCHGF000811	363	140.116	1295	147.051
RCHGF000812	111	15.1988	19	19.8897
RCHGF000813	132	18.4886	7	6.02392
RCHGF000814	1491	1238.54	190	2.44077
RCHGF000815	129	18.1027	35	30.7617
RCHGF000816	1731	1478.54	2474	26.6226
RCHGF000817	450	210.089	201	15.2222
RCHGF000818	159	26.0972	58	35.3605
RCHGF000819	1677	1424.54	4983	55.6544
RCHGF000820	141	20.3282	49	38.3513
RCHGF000821	165	28.0033	49	27.8401
RCHGF000822	801	548.616	2459	71.3139
RCHGF000823	843	590.61	4495	121.091
RCHGF000824	855	602.562	3059	80.7721
RCHGF000825	2424	2171.54	899	6.58681
RCHGF000826	627	375.711	112	4.74294
RCHGF000827	885	632.562	82	2.0625
RCHGF000828	609	358.038	77	3.42173
RCHGF000829	861	608.562	125	3.26805
RCHGF000830	1248	995.542	161	2.57306
RCHGF000831	840	587.61	155	4.19688
RCHGF000832	759	506.663	134	4.20794
RCHGF000833	471	228.355	122	8.50027
RCHGF000834	468	225.672	307	21.6444
RCHGF000835	435	197.516	474	38.1822
RCHGF000836	306	99.3408	82	13.1332
RCHGF000837	1167	914.542	342	5.94985
RCHGF000838	117	16.4579	14	13.5344
RCHGF000839	117	16.4579	33	31.9025
RCHGF000840	1998	1745.54	1347	12.2778
RCHGF000841	624	372.723	458	19.5508
RCHGF000842	690	437.88	983	35.7176
RCHGF000843	714	461.79	729	25.1169
RCHGF000844	510	263.815	92	5.54845
RCHGF000845	561	311.718	386	19.7019
RCHGF000846	903	650.562	320	7.82609
RCHGF000847	663	410.983	163	6.31027
RCHGF000848	771	518.658	177	5.4297
RCHGF000849	1371	1118.54	320	4.55178
RCHGF000850	588	337.606	167	7.87028
RCHGF000851	669	416.983	254	9.69169
RCHGF000852	639	387.455	210	8.62346
RCHGF000853	816	563.616	796	22.4705
RCHGF000855	1593	1340.54	847	10.0528
RCHGF000856	222	50.9552	16	4.99592
RCHGF000857	303	97.4106	17	2.77668
RCHGF000858	153	23.983	4	2.65363
RCHGF000860	1446	1193.54	195	2.59944
RCHGF000861	576	326.045	79	3.85508
RCHGF000862	1017	764.542	189	3.93318
RCHGF000863	765	512.663	172	5.33802
RCHGF000864	603	352.151	130	5.87351
RCHGF000865	1182	929.542	254	4.34759
RCHGF000866	792	539.632	163	4.80589
RCHGF000867	1455	1202.54	694	9.18212
RCHGF000868	591	340.47	192	8.97235
RCHGF000869	666	413.983	205	7.87872
RCHGF000870	411	177.731	142	12.7119
RCHGF000871	423	187.504	283	24.0138
RCHGF000872	696	443.875	126.434	4.53196
RCHGF000873	282	84.0964	7	1.32436
RCHGF000874	213	46.8167	15	5.0977
RCHGF000875	399	168.216	82	7.75588
RCHGF000876	888	635.562	258	6.4587
RCHGF000877	384	156.342	22	2.23888
RCHGF000878	348	129.019	49	6.04261
RCHGF000879	915	662.562	184	4.4185
RCHGF000880	666	413.983	405	15.5653
RCHGF000881	801	548.616	543	15.7476
RCHGF000882	225	51.8354	4	1.22777
RCHGF000883	153	23.983	39	25.8729
RCHGF000884	942	689.542	1160	26.7658
RCHGF000885	1128	875.542	1204	21.8793
RCHGF000886	135	19.0072	6	5.02246
RCHGF000887	1449	1196.54	423	5.62466
RCHGF000888	600	349.218	2773	126.339
RCHGF000889	1215	962.542	1329	21.9679
RCHGF000890	324	111.78	50	7.11689
RCHGF000891	1920	1667.54	666	6.3545
RCHGF000892	306	99.3408	248	39.7199
RCHGF000893	726	473.748	220	7.38854
RCHGF000894	177	32.1816	14	6.92155
RCHGF000895	285	85.9244	13	2.40719
RCHGF000896	327	113.821	48	6.70968
RCHGF000897	1428	1175.54	226	3.05882
RCHGF000898	1494	1241.54	412	5.27982
RCHGF000899	240	59.5512	29293	7826.32
RCHGF000900	366	142.402	152	16.9828
RCHGF000901	903	650.562	1347	32.9429
RCHGF000902	465	223.113	205	14.6188
RCHGF000903	513	266.667	309	18.4363
RCHGF000904	990	737.542	621	13.3964
RCHGF000905	912	659.562	904	21.807
RCHGF000906	798	545.616	583	17.0006
RCHGF000907	564	314.561	1823	92.2074
RCHGF000908	906	653.562	2853	69.4542
RCHGF000909	810	557.616	213	6.07755
RCHGF000910	1830	1577.54	1659	16.7321
RCHGF000911	1731	1478.54	2385	25.6648
RCHGF000912	1170	917.542	1274	22.0916
RCHGF000913	795	542.632	471	13.8102
RCHGF000914	1338	1085.54	3521	51.6063
RCHGF000915	729	476.748	5307	177.11
RCHGF000916	198	40.6744	466	182.284
RCHGF000917	1008	755.542	1253	26.3862
RCHGF000918	549	300.274	730	38.6802
RCHGF000919	2622	2369.54	9323	62.6001
RCHGF000920	1098	845.542	809	15.2229
RCHGF000921	798	545.616	2141	62.4329
RCHGF000922	114	15.9916	2280	2268.44
RCHGF000923	246	62.9612	11719	2961.43
RCHGF000924	591	340.47	224	10.4677
RCHGF000925	252	66.3967	31	7.42846
RCHGF000926	252	66.3967	37	8.86623
RCHGF000927	2595	2342.54	6502	44.1615
RCHGF000928	414	180.207	3029	267.43
RCHGF000929	150	22.8766	721	501.45
RCHGF000930	444	205.066	327	25.371
RCHGF000931	282	84.0964	277	52.4066
RCHGF000932	1770	1517.54	1470	15.412
RCHGF000933	1332	1079.54	933	13.7507
RCHGF000935	1218	965.542	546	8.99715
RCHGF000936	348	129.019	2204	271.794
RCHGF000937	111	15.1988	77	80.6054
RCHGF000938	510	263.815	4953	298.711
RCHGF000939	837	584.61	193	5.25261
RCHGF000940	501	255.564	337	20.9804
RCHGF000941	504	258.24	597	36.782
RCHGF000942	117	16.4579	171	165.313
RCHGF000944	453	212.7	407	30.4446
RCHGF000945	1164	911.542	836	14.5919
RCHGF000946	2130	1877.54	3646	30.8966
RCHGF000947	228	53.3546	1522	453.865
RCHGF000948	1833	1580.54	1670	16.811
RCHGF000949	1296	1043.54	44858	683.933
RCHGF000950	762	509.663	358	11.1759
RCHGF000951	189	37.206	26	11.1185
RCHGF000952	549	300.274	885	46.8931
RCHGF000953	177	32.1816	278	137.442
RCHGF000954	147	21.9659	359	260.034
RCHGF000955	582	331.774	1036	49.6823
RCHGF000956	720	467.763	1629	55.4089
RCHGF000957	384	156.342	286	29.1054
RCHGF000958	1335	1082.54	5520	81.1294
RCHGF000960	186	35.9567	2010	889.405
RCHGF000961	1122	869.542	544	9.95387
RCHGF000962	1011	758.542	101345	2125.72
RCHGF000963	567	317.446	138	6.9166
RCHGF000964	483	239.114	5392	358.78
RCHGF000965	1068	815.542	401	7.82315
RCHGF000966	819	566.616	113	3.17303
RCHGF000967	1047	794.542	103.015	2.06286
RCHGF000968	672	419.966	108	4.0916
RCHGF000969	672	419.966	3184	120.627
RCHGF000970	1002	749.542	18865	400.446
RCHGF000971	819	566.616	7266	204.028
RCHGF000972	474	230.974	86968	5990.73
RCHGF000973	1179	926.542	2498	42.8954
RCHGF000974	180	33.4335	169	80.4245
RCHGF000975	303	97.4106	390	63.7004
RCHGF000976	426	190.018	1318	110.358
RCHGF000977	1176	923.542	14604	251.593
RCHGF000978	564	314.561	4878	246.729
RCHGF000979	132	18.4886	2	1.72112
RCHGF000980	912	659.562	2784	67.1579
RCHGF000981	264	73.4953	359	77.7175
RCHGF000982	552	303.07	133	6.98219
RCHGF000983	936	683.542	1548	36.0321
RCHGF000984	945	692.542	2863	65.7747
RCHGF000985	852	599.574	1337	35.4791
RCHGF000986	429	192.438	43	3.55518
RCHGF000987	915	662.562	152	3.65006
RCHGF000988	918	665.562	82	1.96024
RCHGF000989	1413	1160.54	361	4.94914
RCHGF000990	1005	752.542	1045	22.0937
RCHGF000991	1266	1013.54	236	3.70471
RCHGF000993	1203	950.542	205	3.43136
RCHGF000994	273	78.8296	10	2.01834
RCHGF000995	642	390.393	81	3.30116
RCHGF000996	684	431.928	34	1.25243
RCHGF000997	1128	875.542	92	1.67184
RCHGF000998	1188	935.542	91	1.54761
RCHGF000999	954	701.542	110	2.49472
RCHGF001000	630	378.689	106	4.45356
RCHGF001001	495	250.105	33	2.0993
RCHGF001002	411	177.731	57	5.10265
RCHGF001003	822	569.616	93	2.59767
RCHGF001004	750	497.724	70	2.23766
RCHGF001005	483	239.114	46	3.06081
RCHGF001006	678	425.949	95	3.54854
RCHGF001007	990	737.542	112	2.4161
RCHGF001008	261	71.6924	20	4.43855
RCHGF001009	114	15.9916	53	52.7312
RCHGF001010	951	698.542	275	6.2636
RCHGF001011	1152	899.542	156	2.75922
RCHGF001012	705	452.8	81	2.84618
RCHGF001013	924	671.549	123	2.91414
RCHGF001014	825	572.616	98	2.72299
RCHGF001015	1053	800.542	143	2.84208
RCHGF001016	2382	2129.54	1591	11.8869
RCHGF001017	645	393.311	3278	132.604
RCHGF001018	939	686.542	163	3.7775
RCHGF001019	768	515.663	331	10.2128
RCHGF001020	120	16.8418	331	312.696
RCHGF001021	141	20.3282	193	151.057
RCHGF001022	1044	791.542	154	3.0955
RCHGF001023	1176	923.542	196	3.37663
RCHGF001024	645	393.311	92	3.72165
RCHGF001025	471	228.355	31	2.1599
RCHGF001026	927	674.549	111	2.61814
RCHGF001027	825	572.616	88	2.44514
RCHGF001028	765	512.663	116	3.60006
RCHGF001029	417	182.649	60	5.22658
RCHGF001030	2421	2168.54	533	3.9106
RCHGF001031	267	75.2403	278	58.7866
RCHGF001032	702	449.818	517	18.2868
RCHGF001033	795	542.632	198	5.80555
RCHGF001034	801	548.616	419	12.1515
RCHGF001035	480	236.557	71	4.77537
RCHGF001036	2730	2477.54	1641	10.5383
RCHGF001037	501	255.564	925	57.5871
RCHGF001038	1437	1184.54	4011	53.8748
RCHGF001039	1113	860.542	5367	99.23
RCHGF001040	1134	881.542	19538	352.631
RCHGF001041	753	500.724	236	7.4989
RCHGF001042	870	617.562	396	10.2023
RCHGF001043	987	734.542	1524	33.0105
RCHGF001044	138	19.6481	393	318.24
RCHGF001045	729	476.748	535	17.8545
RCHGF001046	1272	1019.54	538	8.39578
RCHGF001047	675	422.949	232	8.72738
RCHGF001048	768	515.663	134	4.13449
RCHGF001049	2370	2117.54	421	3.16325
RCHGF001050	474	230.974	356	24.5228
RCHGF001051	522	274.922	156	9.02817
RCHGF001052	852	599.574	487	12.9232
RCHGF001053	615	363.962	227	9.92326
RCHGF001054	237	57.8452	26	7.15137
RCHGF001055	351	131.284	114	13.8159
RCHGF001056	1086	833.542	2583	49.3038
RCHGF001057	744	491.744	3194	103.343
RCHGF001058	1344	1091.54	6019	87.7339
RCHGF001059	444	205.066	649	50.3541
RCHGF001060	1995	1742.54	3916	35.7555
RCHGF001061	921	668.549	846	20.1336
RCHGF001062	228	53.3546	9423	2809.97
RCHGF001063	474	230.974	69316	4774.79
RCHGF001064	291	89.5967	7195	1277.68
RCHGF001065	195	39.5184	631	254.047
RCHGF001066	111	15.1988	6	6.28094
RCHGF001067	216	48.2395	275	90.7013
RCHGF001068	654	402.1	93	3.67987
RCHGF001069	1182	929.542	132	2.25938
RCHGF001070	1101	848.542	122	2.28755
RCHGF001071	1323	1070.54	215	3.19535
RCHGF001072	330	115.902	45	6.17737
RCHGF001073	318	107.475	42	6.21764
RCHGF001074	1041	788.542	192	3.874
RCHGF001075	1896	1643.54	450	4.35628
RCHGF001076	156	25.0854	334	211.841
RCHGF001077	822	569.616	512	14.3012
RCHGF001078	1353	1100.54	1558	22.5239
RCHGF001079	1311	1058.54	7440	111.827
RCHGF001080	810	557.616	75	2.13998
RCHGF001081	843	590.61	64	1.7241
RCHGF001082	705	452.8	117	4.11115
RCHGF001083	1023	770.542	157	3.24181
RCHGF001084	297	93.4974	978	166.427
RCHGF001085	1470	1217.54	371	4.84812
RCHGF001086	453	212.7	54	4.03934
RCHGF001087	1110	857.542	365	6.77206
RCHGF001088	795	542.632	1525	44.7145
RCHGF001089	801	548.616	2914	84.5094
RCHGF001090	300	95.4162	74	12.3394
RCHGF001091	672	419.966	1565	59.2904
RCHGF001092	795	542.632	227	6.65586
RCHGF001093	366	142.402	117	13.0723
RCHGF001094	1530	1277.54	972	12.1053
RCHGF001095	1038	785.542	521	10.5524
RCHGF001096	1290	1037.54	307	4.70778
RCHGF001097	363	140.116	44	4.99631
RCHGF001098	996	743.542	111	2.3752
RCHGF001099	540	291.668	52	2.8366
RCHGF001100	456	215.383	68	5.02321
RCHGF001101	999	746.542	185	3.94277
RCHGF001102	1257	1004.54	2089	33.0867
RCHGF001103	495	250.105	971	61.7703
RCHGF001104	750	497.724	314	10.0375
RCHGF001105	1338	1085.54	1642	24.0663
RCHGF001106	348	129.019	2373	292.635
RCHGF001107	1260	1007.54	4878	77.0304
RCHGF001108	1443	1190.54	75679	1011.38
RCHGF001109	171	30.1573	12	6.33101
RCHGF001110	1086	833.542	504	9.62026
RCHGF001111	1929	1676.54	422	4.00481
RCHGF001112	174	31.2358	59	30.0527
RCHGF001113	375	149.179	327	34.8758
RCHGF001114	264	73.4953	94	20.3494
RCHGF001115	1248	995.542	308	4.92238
RCHGF001116	582	331.774	794	38.077
RCHGF001117	237	57.8452	1185	325.938
RCHGF001118	216	48.2395	1115	367.753
RCHGF001119	672	419.966	4791	181.508
RCHGF001120	1011	758.542	1615	33.8748
RCHGF001121	204	42.9052	15	5.56244
RCHGF001122	765	512.663	156	4.84146
RCHGF001123	2040	1787.54	652	5.8033
RCHGF001126	153	23.983	55	36.4875
RCHGF001127	3351	3098.54	2564	13.1657
RCHGF001128	150	22.8766	29	20.1693
RCHGF001129	363	140.116	553	62.7945
RCHGF001130	1386	1133.54	264	3.70553
RCHGF001131	1035	782.542	197	4.00537
RCHGF001132	822	569.616	126	3.51943
RCHGF001133	753	500.724	129	4.09898
RCHGF001134	495	250.105	30	1.90846
RCHGF001135	408	175.23	137	12.4393
RCHGF001136	2769	2516.54	2429	15.357
RCHGF001137	114	15.9916	182	181.077
RCHGF001138	1023	770.542	1663.4	34.3465
RCHGF001139	651	399.136	264	10.5237
RCHGF001140	2697	2444.54	2765	17.9962
RCHGF001141	3207	2954.54	5254	28.2933
RCHGF001142	774	521.632	1490	45.447
RCHGF001143	555	305.948	151194	7862.69
RCHGF001144	618	366.808	4975	215.794
RCHGF001145	603	352.151	67	3.02712
RCHGF001146	699	446.818	207.426	7.38613
RCHGF001147	138	19.6481	4	3.23908
RCHGF001148	714	461.79	64	2.20505
RCHGF001149	852	599.574	4602	122.12
RCHGF001150	1338	1085.54	8741	128.114
RCHGF001152	1281	1028.54	1017	15.732
RCHGF001153	4032	3779.54	1986	8.36034
RCHGF001154	1128	875.542	280	5.08821
RCHGF001155	1479	1226.54	754	9.78076
RCHGF001156	465	223.113	101	7.20245
RCHGF001157	333	118.029	73	9.84054
RCHGF001158	972	719.542	9783	216.321
RCHGF001159	129	18.1027	229	201.269
RCHGF001160	906	653.562	2337	56.8926
RCHGF001161	999	746.542	1070	22.8041
RCHGF001162	171	30.1573	105	55.3963
RCHGF001163	129	18.1027	169	148.535
RCHGF001164	312	103.344	449	69.1266
RCHGF001165	1887	1634.54	398	3.8741
RCHGF001166	1734	1481.54	281	3.0177
RCHGF001167	426	190.018	161	13.4808
RCHGF001168	126	17.6381	1	0.902052
RCHGF001169	1068	815.542	235	4.58464
RCHGF001170	936	683.542	232	5.40016
RCHGF001171	1104	851.542	137	2.55975
RCHGF001172	252	66.3967	1851	443.551
RCHGF001173	972	719.542	4679	103.462
RCHGF001174	546	297.395	10141	542.539
RCHGF001176	728	475.748	2373.53	79.3782
RCHGF001178	528	280.538	2796	158.573
RCHGF001179	546	297.395	2207	118.074
RCHGF001180	342	124.548	885	113.055
RCHGF001181	327	113.821	340	47.5269
RCHGF001182	177	32.1816	1481	732.202
RCHGF001183	1509	1256.54	20363	257.839
RCHGF001184	2004	1751.54	5932	53.8846
RCHGF001185	591	340.47	809	37.8054
RCHGF001186	216	48.2395	315	103.894
RCHGF001187	432	194.981	59	4.81442
RCHGF001188	543	294.485	66	3.56587
RCHGF001189	1650	1397.54	247	2.812
RCHGF001190	855	602.562	122	3.22138
RCHGF001191	1125	872.542	90	1.64112
RCHGF001192	453	212.7	79	5.9094
RCHGF001193	417	182.649	49	4.26837
RCHGF001195	765	512.663	672	20.8555
RCHGF001196	987	734.542	2013	43.6024
RCHGF001197	147	21.9659	18	13.0379
RCHGF001198	1434	1181.54	951	12.806
RCHGF001199	2376	2123.54	1851	13.8685
RCHGF001200	465	223.113	319	22.7483
RCHGF001201	111	15.1988	5	5.23412
RCHGF001202	1785	1532.54	921	9.56161
RCHGF001203	1596	1343.54	167	1.97765
RCHGF001204	1578	1325.54	264	3.16879
RCHGF001205	147	21.9659	6	4.34597
RCHGF001206	306	99.3408	49	7.84788
RCHGF001207	144	21.1656	332	249.569
RCHGF001208	408	175.23	10715	972.9
RCHGF001209	1680	1427.54	2910	32.4331
RCHGF001210	1206	953.542	3021	50.4074
RCHGF001211	855	602.562	279	7.36692
RCHGF001212	612	361.009	585	25.7823
RCHGF001213	324	111.78	1071	152.444
RCHGF001214	252	66.3967	21	5.03218
RCHGF001215	813	560.616	808	22.9314
RCHGF001216	156	25.0854	10	6.34253
RCHGF001217	111	15.1988	4	4.1873
RCHGF001218	273	78.8296	60	12.11
RCHGF001219	330	115.902	696	95.5434
RCHGF001220	810	557.616	344	9.81538
RCHGF001221	363	140.116	146	16.5787
RCHGF001222	273	78.8296	143	28.8623
RCHGF001223	525	277.756	254	14.5497
RCHGF001224	1131	878.542	118	2.13699
RCHGF001225	756	503.679	363	11.4667
RCHGF001226	819	566.616	82	2.30255
RCHGF001227	699	446.818	71	2.5282
RCHGF001228	606	355.07	34	1.52352
RCHGF001229	1167	914.542	78	1.35698
RCHGF001230	840	587.61	45	1.21845
RCHGF001231	846	593.592	62	1.66183
RCHGF001232	1110	857.542	111	2.05945
RCHGF001233	576	326.045	41	2.00074
RCHGF001234	420	185.12	16	1.37515
RCHGF001235	747	494.724	371	11.9315
RCHGF001236	681	428.932	365	13.5391
RCHGF001237	336	120.138	199	26.3547
RCHGF001238	432	194.981	171	13.9536
RCHGF001239	1236	983.542	1009	16.3223
RCHGF001240	729	476.748	315	10.5125
RCHGF001241	936	683.542	510	11.871
RCHGF001242	1053	800.542	955	18.9803
RCHGF001243	948	695.542	827	18.9176
RCHGF001244	972	719.542	1546	34.1851
RCHGF001245	930	677.542	625	14.6767
RCHGF001246	870	617.562	826	21.2806
RCHGF001247	1365	1112.54	1250	17.8763
RCHGF001248	462	220.474	646	46.6185
RCHGF001249	222	50.9552	759	236.994
RCHGF001250	1035	782.542	96	1.95185
RCHGF001251	798	545.616	99	2.8869
RCHGF001252	1002	749.542	171	3.62981
RCHGF001253	156	25.0854	4	2.53701
RCHGF001254	366	142.402	691	77.2049
RCHGF001255	1251	998.542	2756	43.9133
RCHGF001256	1215	962.542	28720	474.732
RCHGF001257	198	40.6744	13	5.08518
RCHGF001258	1527	1274.54	1122	14.0063
RCHGF001259	1200	947.542	5705	95.7946
RCHGF001260	777	524.632	3887	117.881
RCHGF001261	459	217.945	212	15.4765
RCHGF001262	1644	1391.54	4170.57	47.6851
RCHGF001263	186	35.9567	10	4.4249
RCHGF001264	1158	905.542	570	10.015
RCHGF001265	846	593.592	185	4.95869
RCHGF001266	633	381.586	173	7.21336
RCHGF001267	354	133.477	31	3.6952
RCHGF001268	651	399.136	141	5.62059
RCHGF001269	579	328.897	352	17.0281
RCHGF001270	2928	2675.54	3091	18.3811
RCHGF001271	1302	1049.54	1172	17.7669
RCHGF001272	183	34.6512	486	223.152
RCHGF001273	666	413.983	792	30.4388
RCHGF001274	1716	1463.54	269	2.92436
RCHGF001275	1917	1664.54	1000	9.55848
RCHGF001276	1749	1496.54	1494	15.8835
RCHGF001277	912	659.562	84	2.02632
RCHGF001278	111	15.1988	3	3.14047
RCHGF001279	1326	1073.54	915	13.5608
RCHGF001280	2448	2195.54	1351	9.79033
RCHGF001281	540	291.668	5206	283.987
RCHGF001282	759	506.663	1317	41.3571
RCHGF001283	276	80.5297	570	112.617
RCHGF001284	546	297.395	2079	111.226
RCHGF001285	1278	1025.54	256	3.97164
RCHGF001286	744	491.744	159	5.14449
RCHGF001287	1299	1046.54	295	4.48486
RCHGF001288	1434	1181.54	154	2.07374
RCHGF001289	1425	1172.54	128	1.73686
RCHGF001290	813	560.616	103	2.92318
RCHGF001291	747	494.724	118	3.79492
RCHGF001292	372	146.895	45	4.87405
RCHGF001293	705	452.8	1158	40.6899
RCHGF001294	1401	1148.54	798	11.0545
RCHGF001295	1410	1157.54	976	13.4152
RCHGF001296	930	677.542	569	13.3616
RCHGF001297	129	18.1027	3	2.63671
RCHGF001298	618	366.808	302	13.0994
RCHGF001299	465	223.113	502	35.7983
RCHGF001300	213	46.8167	73	24.8088
RCHGF001301	747	494.724	794	25.5353
RCHGF001302	966	713.542	324	7.22452
RCHGF001303	972	719.542	2840.21	62.8026
RCHGF001304	447	207.585	1074	82.3174
RCHGF001305	2208	1955.54	512	4.16569
RCHGF001306	162	26.9488	3	1.77119
RCHGF001307	1068	815.542	110	2.146
