-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Late_Replicate_1_HGF2_counts	tpm
RCHGF000759	510	293.688	0	0
RCHGF000760	489	274.375	0	0
RCHGF000762	996	779.688	0	0
RCHGF000763	411	199.838	0	0
RCHGF000764	1065	848.688	0	0
RCHGF000765	1944	1727.69	0	0
RCHGF000766	936	719.688	0	0
RCHGF000767	552	335.688	0	0
RCHGF000769	345	143.259	0	0
RCHGF000770	1254	1037.69	0	0
RCHGF000771	594	377.688	0	0
RCHGF000772	528	311.688	0	0
RCHGF000773	1098	881.688	0	0
RCHGF000774	2265	2048.69	0	0
RCHGF000775	1611	1394.69	2	836.391
RCHGF000776	318	119.195	0	0
RCHGF000777	411	199.838	0	0
RCHGF000778	642	425.688	0	0
RCHGF000779	1218	1001.69	0	0
RCHGF000780	537	320.688	0	0
RCHGF000781	129	11.9375	0	0
RCHGF000782	129	11.9375	0	0
RCHGF000783	687	470.688	0	0
RCHGF000784	1080	863.688	0	0
RCHGF000785	402	191.991	0	0
RCHGF000786	861	644.688	0	0
RCHGF000787	1857	1640.69	0	0
RCHGF000788	1722	1505.69	0	0
RCHGF000789	426	214.224	0	0
RCHGF000790	138	16.9767	0	0
RCHGF000791	2001	1784.69	0	0
RCHGF000792	129	11.9375	0	0
RCHGF000793	297	103.611	0	0
RCHGF000794	654	437.688	0	0
RCHGF000795	459	246.528	0	0
RCHGF000796	609	392.688	0	0
RCHGF000797	183	37.2661	0	0
RCHGF000798	339	137.702	0	0
RCHGF000799	219	54.3128	0	0
RCHGF000800	3315	3098.69	0	0
RCHGF000801	666	449.688	0	0
RCHGF000802	1422	1205.69	0	0
RCHGF000803	3246	3029.69	1	192.512
RCHGF000804	702	485.688	0	0
RCHGF000805	330	130.387	0	0
RCHGF000806	678	461.688	0	0
RCHGF000807	774	557.688	0	0
RCHGF000808	159	23.2386	0	0
RCHGF000809	2202	1985.69	0	0
RCHGF000810	1965	1748.69	0	0
RCHGF000811	363	156.694	1	3722.24
RCHGF000812	111	5.5	0	0
RCHGF000813	132	13.8571	0	0
RCHGF000814	1491	1274.69	0	0
RCHGF000815	129	11.9375	0	0
RCHGF000816	1731	1514.69	0	0
RCHGF000817	450	237.528	0	0
RCHGF000818	159	23.2386	0	0
RCHGF000819	1677	1460.69	0	0
RCHGF000820	141	18.4468	0	0
RCHGF000821	165	26.5152	0	0
RCHGF000822	801	584.688	0	0
RCHGF000823	843	626.688	0	0
RCHGF000824	855	638.688	0	0
RCHGF000825	2424	2207.69	0	0
RCHGF000826	627	410.688	0	0
RCHGF000827	885	668.688	0	0
RCHGF000828	609	392.688	0	0
RCHGF000829	861	644.688	0	0
RCHGF000830	1248	1031.69	0	0
RCHGF000831	840	623.688	0	0
RCHGF000832	759	542.688	0	0
RCHGF000833	471	256.375	0	0
RCHGF000834	468	253.375	0	0
RCHGF000835	435	223.224	0	0
RCHGF000836	306	110.161	0	0
RCHGF000837	1167	950.688	0	0
RCHGF000838	117	8.14286	0	0
RCHGF000839	117	8.14286	0	0
RCHGF000840	1998	1781.69	0	0
RCHGF000841	624	407.688	0	0
RCHGF000842	690	473.688	0	0
RCHGF000843	714	497.688	0	0
RCHGF000844	510	293.688	0	0
RCHGF000845	561	344.688	0	0
RCHGF000846	903	686.688	0	0
RCHGF000847	663	446.688	0	0
RCHGF000848	771	554.688	0	0
RCHGF000849	1371	1154.69	0	0
RCHGF000850	588	371.688	0	0
RCHGF000851	669	452.688	0	0
RCHGF000852	639	422.688	0	0
RCHGF000853	816	599.688	0	0
RCHGF000855	1593	1376.69	0	0
RCHGF000856	222	55.92	0	0
RCHGF000857	303	107.161	0	0
RCHGF000858	153	22.7101	0	0
RCHGF000860	1446	1229.69	0	0
RCHGF000861	576	359.688	0	0
RCHGF000862	1017	800.688	0	0
RCHGF000863	765	548.688	0	0
RCHGF000864	603	386.688	0	0
RCHGF000865	1182	965.688	0	0
RCHGF000866	792	575.688	0	0
RCHGF000867	1455	1238.69	0	0
RCHGF000868	591	374.688	0	0
RCHGF000869	666	449.688	0	0
RCHGF000870	411	199.838	0	0
RCHGF000871	423	211.224	0	0
RCHGF000872	696	479.688	0	0
RCHGF000873	282	90.2696	0	0
RCHGF000874	213	49.6579	0	0
RCHGF000875	399	190.698	0	0
RCHGF000876	888	671.688	0	0
RCHGF000877	384	176.228	0	0
RCHGF000878	348	144.466	0	0
RCHGF000879	915	698.688	0	0
RCHGF000880	666	449.688	0	0
RCHGF000881	801	584.688	0	0
RCHGF000882	225	56.7356	0	0
RCHGF000883	153	22.7101	0	0
RCHGF000884	942	725.688	0	0
RCHGF000885	1128	911.688	0	0
RCHGF000886	135	15.05	0	0
RCHGF000887	1449	1232.69	0	0
RCHGF000888	600	383.688	0	0
RCHGF000889	1215	998.688	0	0
RCHGF000890	324	124.799	0	0
RCHGF000891	1920	1703.69	0	0
RCHGF000892	306	110.161	0	0
RCHGF000893	726	509.688	0	0
RCHGF000894	177	34.4956	0	0
RCHGF000895	285	93.2696	0	0
RCHGF000896	327	127.799	0	0
RCHGF000897	1428	1211.69	0	0
RCHGF000898	1494	1277.69	0	0
RCHGF000899	240	63.2917	0	0
RCHGF000900	366	159.694	0	0
RCHGF000901	903	686.688	0	0
RCHGF000902	465	250.375	0	0
RCHGF000903	513	296.688	0	0
RCHGF000904	990	773.688	0	0
RCHGF000905	912	695.688	0	0
RCHGF000906	798	581.688	0	0
RCHGF000907	564	347.688	1	1677.52
RCHGF000908	906	689.688	0	0
RCHGF000909	810	593.688	0	0
RCHGF000910	1830	1613.69	0	0
RCHGF000911	1731	1514.69	0	0
RCHGF000912	1170	953.688	0	0
RCHGF000913	795	578.688	0	0
RCHGF000914	1338	1121.69	0	0
RCHGF000915	729	512.688	0	0
RCHGF000916	198	42.4187	0	0
RCHGF000917	1008	791.688	0	0
RCHGF000918	549	332.688	0	0
RCHGF000919	2622	2405.69	0	0
RCHGF000920	1098	881.688	0	0
RCHGF000921	798	581.688	0	0
RCHGF000922	114	6.81818	0	0
RCHGF000923	246	66.8996	0	0
RCHGF000924	591	374.688	1	1556.64
RCHGF000925	252	69.6935	0	0
RCHGF000926	252	69.6935	0	0
RCHGF000927	2595	2378.69	0	0
RCHGF000928	414	202.838	0	0
RCHGF000929	150	21.0154	1	27753.6
RCHGF000930	444	232.224	0	0
RCHGF000931	282	90.2696	0	0
RCHGF000932	1770	1553.69	0	0
RCHGF000933	1332	1115.69	0	0
RCHGF000935	1218	1001.69	0	0
RCHGF000936	348	144.466	0	0
RCHGF000937	111	5.5	0	0
RCHGF000938	510	293.688	0	0
RCHGF000939	837	620.688	0	0
RCHGF000940	501	286.375	0	0
RCHGF000941	504	289.375	0	0
RCHGF000942	117	8.14286	0	0
RCHGF000944	453	240.528	0	0
RCHGF000945	1164	947.688	0	0
RCHGF000946	2130	1913.69	0	0
RCHGF000947	228	57.3456	0	0
RCHGF000948	1833	1616.69	0	0
RCHGF000949	1296	1079.69	0	0
RCHGF000950	762	545.688	0	0
RCHGF000951	189	38.7214	0	0
RCHGF000952	549	332.688	0	0
RCHGF000953	177	34.4956	0	0
RCHGF000954	147	20.7719	0	0
RCHGF000955	582	365.688	0	0
RCHGF000956	720	503.688	0	0
RCHGF000957	384	176.228	0	0
RCHGF000958	1335	1118.69	0	0
RCHGF000960	186	37.947	0	0
RCHGF000961	1122	905.688	0	0
RCHGF000962	1011	794.688	6	4403.63
RCHGF000963	567	350.688	0	0
RCHGF000964	483	268.375	0	0
RCHGF000965	1068	851.688	0	0
RCHGF000966	819	602.688	0	0
RCHGF000967	1047	830.688	0	0
RCHGF000968	672	455.688	0	0
RCHGF000969	672	455.688	0	0
RCHGF000970	1002	785.688	0	0
RCHGF000971	819	602.688	0	0
RCHGF000972	474	259.375	0	0
RCHGF000973	1179	962.688	0	0
RCHGF000974	180	35.425	0	0
RCHGF000975	303	107.161	0	0
RCHGF000976	426	214.224	0	0
RCHGF000977	1176	959.688	0	0
RCHGF000978	564	347.688	0	0
RCHGF000979	132	13.8571	0	0
RCHGF000980	912	695.688	0	0
RCHGF000981	264	78.381	0	0
RCHGF000982	552	335.688	0	0
RCHGF000983	936	719.688	0	0
RCHGF000984	945	728.688	0	0
RCHGF000985	852	635.688	0	0
RCHGF000986	429	217.224	0	0
RCHGF000987	915	698.688	0	0
RCHGF000988	918	701.688	0	0
RCHGF000989	1413	1196.69	0	0
RCHGF000990	1005	788.688	0	0
RCHGF000991	1266	1049.69	0	0
RCHGF000993	1203	986.688	0	0
RCHGF000994	273	85.3214	0	0
RCHGF000995	642	425.688	0	0
RCHGF000996	684	467.688	0	0
RCHGF000997	1128	911.688	0	0
RCHGF000998	1188	971.688	0	0
RCHGF000999	954	737.688	0	0
RCHGF001000	630	413.688	0	0
RCHGF001001	495	280.375	0	0
RCHGF001002	411	199.838	0	0
RCHGF001003	822	605.688	0	0
RCHGF001004	750	533.688	0	0
RCHGF001005	483	268.375	0	0
RCHGF001006	678	461.688	0	0
RCHGF001007	990	773.688	0	0
RCHGF001008	261	75.9446	0	0
RCHGF001009	114	6.81818	0	0
RCHGF001010	951	734.688	0	0
RCHGF001011	1152	935.688	0	0
RCHGF001012	705	488.688	0	0
RCHGF001013	924	707.688	0	0
RCHGF001014	825	608.688	0	0
RCHGF001015	1053	836.688	0	0
RCHGF001016	2382	2165.69	0	0
RCHGF001017	645	428.688	0	0
RCHGF001018	939	722.688	0	0
RCHGF001019	768	551.688	0	0
RCHGF001020	120	9.11111	0	0
RCHGF001021	141	18.4468	0	0
RCHGF001022	1044	827.688	0	0
RCHGF001023	1176	959.688	0	0
RCHGF001024	645	428.688	0	0
RCHGF001025	471	256.375	0	0
RCHGF001026	927	710.688	0	0
RCHGF001027	825	608.688	0	0
RCHGF001028	765	548.688	0	0
RCHGF001029	417	205.838	0	0
RCHGF001030	2421	2204.69	0	0
RCHGF001031	267	81.0912	0	0
RCHGF001032	702	485.688	0	0
RCHGF001033	795	578.688	0	0
RCHGF001034	801	584.688	0	0
RCHGF001035	480	265.375	0	0
RCHGF001036	2730	2513.69	0	0
RCHGF001037	501	286.375	0	0
RCHGF001038	1437	1220.69	0	0
RCHGF001039	1113	896.688	0	0
RCHGF001040	1134	917.688	0	0
RCHGF001041	753	536.688	0	0
RCHGF001042	870	653.688	0	0
RCHGF001043	987	770.688	0	0
RCHGF001044	138	16.9767	0	0
RCHGF001045	729	512.688	0	0
RCHGF001046	1272	1055.69	0	0
RCHGF001047	675	458.688	0	0
RCHGF001048	768	551.688	0	0
RCHGF001049	2370	2153.69	0	0
RCHGF001050	474	259.375	0	0
RCHGF001051	522	305.688	0	0
RCHGF001052	852	635.688	0	0
RCHGF001053	615	398.688	0	0
RCHGF001054	237	62.4181	0	0
RCHGF001055	351	147.018	0	0
RCHGF001056	1086	869.688	0	0
RCHGF001057	744	527.688	0	0
RCHGF001058	1344	1127.69	0	0
RCHGF001059	444	232.224	0	0
RCHGF001060	1995	1778.69	0	0
RCHGF001061	921	704.688	0	0
RCHGF001062	228	57.3456	0	0
RCHGF001063	474	259.375	0	0
RCHGF001064	291	98.6203	0	0
RCHGF001065	195	41.0065	0	0
RCHGF001066	111	5.5	0	0
RCHGF001067	216	52.1198	0	0
RCHGF001068	654	437.688	0	0
RCHGF001069	1182	965.688	0	0
RCHGF001070	1101	884.688	0	0
RCHGF001071	1323	1106.69	0	0
RCHGF001072	330	130.387	0	0
RCHGF001073	318	119.195	0	0
RCHGF001074	1041	824.688	0	0
RCHGF001075	1896	1679.69	0	0
RCHGF001076	156	22.9744	0	0
RCHGF001077	822	605.688	0	0
RCHGF001078	1353	1136.69	0	0
RCHGF001079	1311	1094.69	0	0
RCHGF001080	810	593.688	0	0
RCHGF001081	843	626.688	0	0
RCHGF001082	705	488.688	0	0
RCHGF001083	1023	806.688	0	0
RCHGF001084	297	103.611	0	0
RCHGF001085	1470	1253.69	0	0
RCHGF001086	453	240.528	0	0
RCHGF001087	1110	893.688	0	0
RCHGF001088	795	578.688	0	0
RCHGF001089	801	584.688	0	0
RCHGF001090	300	105.913	0	0
RCHGF001091	672	455.688	0	0
RCHGF001092	795	578.688	0	0
RCHGF001093	366	159.694	0	0
RCHGF001094	1530	1313.69	0	0
RCHGF001095	1038	821.688	0	0
RCHGF001096	1290	1073.69	0	0
RCHGF001097	363	156.694	0	0
RCHGF001098	996	779.688	0	0
RCHGF001099	540	323.688	0	0
RCHGF001100	456	243.528	0	0
RCHGF001101	999	782.688	0	0
RCHGF001102	1257	1040.69	0	0
RCHGF001103	495	280.375	0	0
RCHGF001104	750	533.688	0	0
RCHGF001105	1338	1121.69	0	0
RCHGF001106	348	144.466	0	0
RCHGF001107	1260	1043.69	0	0
RCHGF001108	1443	1226.69	0	0
RCHGF001109	171	30.8571	0	0
RCHGF001110	1086	869.688	0	0
RCHGF001111	1929	1712.69	0	0
RCHGF001112	174	32.6881	0	0
RCHGF001113	375	167.228	0	0
RCHGF001114	264	78.381	0	0
RCHGF001115	1248	1031.69	0	0
RCHGF001116	582	365.688	0	0
RCHGF001117	237	62.4181	0	0
RCHGF001118	216	52.1198	1	11190.6
RCHGF001119	672	455.688	0	0
RCHGF001120	1011	794.688	0	0
RCHGF001121	204	44.9827	0	0
RCHGF001122	765	548.688	0	0
RCHGF001123	2040	1823.69	0	0
RCHGF001126	153	22.7101	0	0
RCHGF001127	3351	3134.69	0	0
RCHGF001128	150	21.0154	0	0
RCHGF001129	363	156.694	0	0
RCHGF001130	1386	1169.69	0	0
RCHGF001131	1035	818.688	0	0
RCHGF001132	822	605.688	0	0
RCHGF001133	753	536.688	0	0
RCHGF001134	495	280.375	0	0
RCHGF001135	408	197.423	0	0
RCHGF001136	2769	2552.69	0	0
RCHGF001137	114	6.81818	0	0
RCHGF001138	1023	806.688	0	0
RCHGF001139	651	434.688	0	0
RCHGF001140	2697	2480.69	0	0
RCHGF001141	3207	2990.69	0	0
RCHGF001142	774	557.688	0	0
RCHGF001143	555	338.688	1	1722.09
RCHGF001144	618	401.688	0	0
RCHGF001145	603	386.688	0	0
RCHGF001146	699	482.688	0	0
RCHGF001147	138	16.9767	0	0
RCHGF001148	714	497.688	0	0
RCHGF001149	852	635.688	0	0
RCHGF001150	1338	1121.69	0	0
RCHGF001152	1281	1064.69	0	0
RCHGF001153	4032	3815.69	0	0
RCHGF001154	1128	911.688	0	0
RCHGF001155	1479	1262.69	0	0
RCHGF001156	465	250.375	0	0
RCHGF001157	333	132.972	0	0
RCHGF001158	972	755.688	0	0
RCHGF001159	129	11.9375	0	0
RCHGF001160	906	689.688	0	0
RCHGF001161	999	782.688	0	0
RCHGF001162	171	30.8571	0	0
RCHGF001163	129	11.9375	0	0
RCHGF001164	312	113.949	0	0
RCHGF001165	1887	1670.69	0	0
RCHGF001166	1734	1517.69	0	0
RCHGF001167	426	214.224	0	0
RCHGF001168	126	12.25	0	0
RCHGF001169	1068	851.688	1	684.819
RCHGF001170	936	719.688	0	0
RCHGF001171	1104	887.688	0	0
RCHGF001172	252	69.6935	0	0
RCHGF001173	972	755.688	0	0
RCHGF001174	546	329.688	0	0
RCHGF001176	728	511.688	0	0
RCHGF001178	528	311.688	0	0
RCHGF001179	546	329.688	0	0
RCHGF001180	342	140.702	0	0
RCHGF001181	327	127.799	0	0
RCHGF001182	177	34.4956	0	0
RCHGF001183	1509	1292.69	0	0
RCHGF001184	2004	1787.69	0	0
RCHGF001185	591	374.688	0	0
RCHGF001186	216	52.1198	0	0
RCHGF001187	432	220.224	0	0
RCHGF001188	543	326.688	0	0
RCHGF001189	1650	1433.69	0	0
RCHGF001190	855	638.688	0	0
RCHGF001191	1125	908.688	0	0
RCHGF001192	453	240.528	0	0
RCHGF001193	417	205.838	0	0
RCHGF001195	765	548.688	0	0
RCHGF001196	987	770.688	0	0
RCHGF001197	147	20.7719	0	0
RCHGF001198	1434	1217.69	0	0
RCHGF001199	2376	2159.69	0	0
RCHGF001200	465	250.375	0	0
RCHGF001201	111	5.5	0	0
RCHGF001202	1785	1568.69	0	0
RCHGF001203	1596	1379.69	0	0
RCHGF001204	1578	1361.69	0	0
RCHGF001205	147	20.7719	0	0
RCHGF001206	306	110.161	0	0
RCHGF001207	144	19.5769	0	0
RCHGF001208	408	197.423	0	0
RCHGF001209	1680	1463.69	0	0
RCHGF001210	1206	989.688	0	0
RCHGF001211	855	638.688	0	0
RCHGF001212	612	395.688	0	0
RCHGF001213	324	124.799	0	0
RCHGF001214	252	69.6935	0	0
RCHGF001215	813	596.688	0	0
RCHGF001216	156	22.9744	0	0
RCHGF001217	111	5.5	0	0
RCHGF001218	273	85.3214	0	0
RCHGF001219	330	130.387	0	0
RCHGF001220	810	593.688	0	0
RCHGF001221	363	156.694	0	0
RCHGF001222	273	85.3214	0	0
RCHGF001223	525	308.688	0	0
RCHGF001224	1131	914.688	0	0
RCHGF001225	756	539.688	0	0
RCHGF001226	819	602.688	0	0
RCHGF001227	699	482.688	0	0
RCHGF001228	606	389.688	0	0
RCHGF001229	1167	950.688	0	0
RCHGF001230	840	623.688	0	0
RCHGF001231	846	629.688	0	0
RCHGF001232	1110	893.688	0	0
RCHGF001233	576	359.688	0	0
RCHGF001234	420	208.838	0	0
RCHGF001235	747	530.688	0	0
RCHGF001236	681	464.688	0	0
RCHGF001237	336	135.129	0	0
RCHGF001238	432	220.224	0	0
RCHGF001239	1236	1019.69	0	0
RCHGF001240	729	512.688	0	0
RCHGF001241	936	719.688	0	0
RCHGF001242	1053	836.688	0	0
RCHGF001243	948	731.688	0	0
RCHGF001244	972	755.688	0	0
RCHGF001245	930	713.688	0	0
RCHGF001246	870	653.688	0	0
RCHGF001247	1365	1148.69	0	0
RCHGF001248	462	247.375	0	0
RCHGF001249	222	55.92	0	0
RCHGF001250	1035	818.688	0	0
RCHGF001251	798	581.688	0	0
RCHGF001252	1002	785.688	0	0
RCHGF001253	156	22.9744	0	0
RCHGF001254	366	159.694	0	0
RCHGF001255	1251	1034.69	1	563.699
RCHGF001256	1215	998.688	0	0
RCHGF001257	198	42.4187	0	0
RCHGF001258	1527	1310.69	0	0
RCHGF001259	1200	983.688	0	0
RCHGF001260	777	560.688	0	0
RCHGF001261	459	246.528	0	0
RCHGF001262	1644	1427.69	0	0
RCHGF001263	186	37.947	0	0
RCHGF001264	1158	941.688	0	0
RCHGF001265	846	629.688	0	0
RCHGF001266	633	416.688	0	0
RCHGF001267	354	150.018	0	0
RCHGF001268	651	434.688	0	0
RCHGF001269	579	362.688	0	0
RCHGF001270	2928	2711.69	0	0
RCHGF001271	1302	1085.69	0	0
RCHGF001272	183	37.2661	0	0
RCHGF001273	666	449.688	0	0
RCHGF001274	1716	1499.69	0	0
RCHGF001275	1917	1700.69	0	0
RCHGF001276	1749	1532.69	0	0
RCHGF001277	912	695.688	0	0
RCHGF001278	111	5.5	0	0
RCHGF001279	1326	1109.69	0	0
RCHGF001280	2448	2231.69	0	0
RCHGF001281	540	323.688	0	0
RCHGF001282	759	542.688	0	0
RCHGF001283	276	87.7092	0	0
RCHGF001284	546	329.688	0	0
RCHGF001285	1278	1061.69	0	0
RCHGF001286	744	527.688	0	0
RCHGF001287	1299	1082.69	0	0
RCHGF001288	1434	1217.69	0	0
RCHGF001289	1425	1208.69	0	0
RCHGF001290	813	596.688	0	0
RCHGF001291	747	530.688	0	0
RCHGF001292	372	164.228	0	0
RCHGF001293	705	488.688	0	0
RCHGF001294	1401	1184.69	0	0
RCHGF001295	1410	1193.69	0	0
RCHGF001296	930	713.688	0	0
RCHGF001297	129	11.9375	0	0
RCHGF001298	618	401.688	0	0
RCHGF001299	465	250.375	0	0
RCHGF001300	213	49.6579	0	0
RCHGF001301	747	530.688	0	0
RCHGF001302	966	749.688	0	0
RCHGF001303	972	755.688	0	0
RCHGF001304	447	235.224	0	0
RCHGF001305	2208	1991.69	0	0
RCHGF001306	162	24.0206	0	0
RCHGF001307	1068	851.688	0	0
RCHGF001308	1092	875.688	0	0
RCHGF001309	834	617.688	0	0
RCHGF001310	873	656.688	0	0
RCHGF001311	1278	1061.69	0	0
RCHGF001312	1332	1115.69	0	0
RCHGF001313	1008	791.688	0	0
RCHGF001314	966	749.688	0	0
RCHGF001315	1122	905.688	0	0
RCHGF001316	2082	1865.69	1	312.621
RCHGF001317	669	452.688	0	0
RCHGF001318	264	78.381	0	0
RCHGF001319	180	35.425	0	0
RCHGF001320	633	416.688	0	0
RCHGF001321	810	593.688	0	0
RCHGF001322	1074	857.688	0	0
RCHGF001323	114	6.81818	0	0
RCHGF001324	141	18.4468	0	0
RCHGF001325	621	404.688	0	0
RCHGF001326	489	274.375	0	0
RCHGF001327	870	653.688	1	892.249
RCHGF001328	1368	1151.69	0	0
RCHGF001329	183	37.2661	0	0
RCHGF001330	1365	1148.69	0	0
RCHGF001331	498	283.375	0	0
RCHGF001332	477	262.375	0	0
RCHGF001333	915	698.688	0	0
RCHGF001334	948	731.688	0	0
RCHGF001335	948	731.688	0	0
RCHGF001336	117	8.14286	0	0
RCHGF001337	348	144.466	0	0
RCHGF001338	132	13.8571	0	0
RCHGF001339	1041	824.688	0	0
RCHGF001340	2514	2297.69	0	0
RCHGF001341	957	740.688	0	0
RCHGF001342	636	419.688	0	0
RCHGF001343	2625	2408.69	0	0
RCHGF001344	261	75.9446	0	0
RCHGF001345	2817	2600.69	0	0
RCHGF001346	1767	1550.69	0	0
RCHGF001347	969	752.688	0	0
RCHGF001348	1443	1226.69	0	0
RCHGF001349	198	42.4187	6	82499.2
RCHGF001350	480	265.375	1	2197.84
RCHGF001351	111	5.5	0	0
RCHGF001352	642	425.688	0	0
RCHGF001353	612	395.688	0	0
RCHGF001354	1323	1106.69	0	0
RCHGF001355	840	623.688	0	0
RCHGF001356	378	170.228	0	0
RCHGF001357	639	422.688	0	0
RCHGF001358	828	611.688	0	0
RCHGF001359	807	590.688	0	0
RCHGF001360	483	268.375	0	0
RCHGF001361	1125	908.688	0	0
RCHGF001362	420	208.838	0	0
RCHGF001363	759	542.688	0	0
RCHGF001364	816	599.688	0	0
RCHGF001365	147	20.7719	0	0
RCHGF001366	1332	1115.69	0	0
RCHGF001367	792	575.688	0	0
RCHGF001368	219	54.3128	0	0
RCHGF001369	369	161.72	0	0
RCHGF001370	453	240.528	0	0
RCHGF001371	165	26.5152	0	0
RCHGF001372	1089	872.688	0	0
RCHGF001373	168	28.9802	0	0
RCHGF001374	2169	1952.69	0	0
RCHGF001375	864	647.688	0	0
RCHGF001376	879	662.688	0	0
RCHGF001377	1332	1115.69	0	0
RCHGF001378	399	190.698	0	0
RCHGF001379	1455	1238.69	0	0
RCHGF001380	1398	1181.69	0	0
RCHGF001381	657	440.688	1	1323.5
RCHGF001382	1332	1115.69	1	522.774
RCHGF001383	1380	1163.69	0	0
RCHGF001384	1398	1181.69	0	0
RCHGF001385	114	6.81818	0	0
RCHGF001386	129	11.9375	0	0
RCHGF001387	339	137.702	0	0
RCHGF001388	342	140.702	0	0
RCHGF001389	336	135.129	0	0
RCHGF001390	768	551.688	0	0
RCHGF001391	159	23.2386	1	25098.4
RCHGF001392	2211	1994.69	0	0
RCHGF001393	1164	947.688	0	0
RCHGF001394	1083	866.688	0	0
RCHGF001395	762	545.688	0	0
RCHGF001396	261	75.9446	0	0
RCHGF001397	330	130.387	0	0
RCHGF001398	687	470.688	0	0
RCHGF001399	1053	836.688	0	0
RCHGF001400	1251	1034.69	0	0
RCHGF001401	1071	854.688	0	0
RCHGF001402	828	611.688	0	0
RCHGF001403	612	395.688	0	0
RCHGF001404	1806	1589.69	1	366.897
RCHGF001405	429	217.224	0	0
RCHGF001406	822	605.688	0	0
RCHGF001407	528	311.688	1	1871.27
RCHGF001408	789	572.688	0	0
RCHGF001409	120	9.11111	0	0
RCHGF001410	438	226.224	0	0
RCHGF001411	648	431.688	0	0
RCHGF001412	1152	935.688	0	0
RCHGF001413	486	271.375	0	0
RCHGF001414	870	653.688	0	0
RCHGF001415	1143	926.688	0	0
RCHGF001416	888	671.688	0	0
RCHGF001417	423	211.224	0	0
RCHGF001418	474	259.375	0	0
RCHGF001419	492	277.375	0	0
RCHGF001420	585	368.688	0	0
RCHGF001421	243	65.4938	0	0
RCHGF001422	765	548.688	0	0
RCHGF001423	2247	2030.69	0	0
RCHGF001424	1458	1241.69	4	1878.9
RCHGF001426	117	8.14286	0	0
RCHGF001427	417	205.838	0	0
RCHGF001428	222	55.92	0	0
RCHGF001430	1764	1547.69	1	376.854
RCHGF001431	576	359.688	0	0
RCHGF001432	663	446.688	0	0
RCHGF001433	867	650.688	0	0
RCHGF001434	1731	1514.69	0	0
RCHGF001435	747	530.688	0	0
RCHGF001436	1053	836.688	0	0
RCHGF001437	123	10.7143	0	0
RCHGF001438	132	13.8571	0	0
RCHGF001439	150	21.0154	0	0
RCHGF001440	1329	1112.69	0	0
RCHGF001441	1395	1178.69	0	0
RCHGF001442	876	659.688	0	0
RCHGF001443	456	243.528	0	0
RCHGF001444	945	728.688	0	0
RCHGF001445	753	536.688	0	0
RCHGF001447	939	722.688	0	0
RCHGF001448	666	449.688	0	0
RCHGF001449	645	428.688	0	0
RCHGF001450	927	710.688	0	0
RCHGF001451	429	217.224	0	0
RCHGF001452	504	289.375	0	0
RCHGF001453	858	641.688	0	0
RCHGF001454	819	602.688	0	0
RCHGF001455	891	674.688	0	0
RCHGF001456	843	626.688	0	0
RCHGF001457	1188	971.688	0	0
RCHGF001458	1872	1655.69	0	0
RCHGF001459	351	147.018	0	0
RCHGF001460	738	521.688	0	0
RCHGF001461	858	641.688	0	0
RCHGF001462	1071	854.688	0	0
RCHGF001463	153	22.7101	0	0
RCHGF001464	2274	2057.69	0	0
RCHGF001465	537	320.688	0	0
RCHGF001466	1611	1394.69	0	0
RCHGF001467	1359	1142.69	0	0
RCHGF001468	1533	1316.69	0	0
RCHGF001469	486	271.375	0	0
RCHGF001470	714	497.688	0	0
RCHGF001471	660	443.688	0	0
RCHGF001472	615	398.688	0	0
RCHGF001473	852	635.688	0	0
RCHGF001474	675	458.688	0	0
RCHGF001475	699	482.688	0	0
RCHGF001476	990	773.688	0	0
RCHGF001477	1005	788.688	0	0
RCHGF001478	666	449.688	0	0
RCHGF001479	630	413.688	0	0
RCHGF001480	510	293.688	1	1985.96
RCHGF001481	1431	1214.69	1	480.166
RCHGF001482	1392	1175.69	0	0
RCHGF001483	987	770.688	0	0
RCHGF001484	1878	1661.69	0	0
RCHGF001485	2364	2147.69	0	0
RCHGF001486	738	521.688	0	0
RCHGF001487	1878	1661.69	0	0
RCHGF001488	843	626.688	0	0
RCHGF001489	666	449.688	0	0
RCHGF001490	1029	812.688	0	0
RCHGF001491	678	461.688	0	0
RCHGF001492	888	671.688	0	0
RCHGF001493	1506	1289.69	0	0
RCHGF001495	1692	1475.69	0	0
RCHGF001496	1014	797.688	0	0
RCHGF001497	888	671.688	0	0
RCHGF001498	453	240.528	0	0
RCHGF001499	606	389.688	0	0
RCHGF001501	897	680.688	0	0
RCHGF001502	1086	869.688	0	0
RCHGF001503	816	599.688	0	0
RCHGF001504	843	626.688	0	0
RCHGF001505	771	554.688	0	0
RCHGF001506	492	277.375	0	0
RCHGF001507	417	205.838	0	0
RCHGF001508	1953	1736.69	0	0
RCHGF001509	1371	1154.69	0	0
RCHGF001510	171	30.8571	0	0
RCHGF001511	777	560.688	0	0
RCHGF001512	126	12.25	0	0
RCHGF001513	417	205.838	0	0
RCHGF001514	912	695.688	0	0
RCHGF001515	984	767.688	0	0
RCHGF001516	132	13.8571	0	0
RCHGF001517	894	677.688	0	0
RCHGF001518	1371	1154.69	0	0
RCHGF001519	114	6.81818	0	0
RCHGF001520	801	584.688	0	0
RCHGF001521	2607	2390.69	0	0
RCHGF001522	450	237.528	0	0
