-e target_id	length	eff_length	Coculture_PT33_HGF2_Early_Replicate_3_HGF2_counts	tpm
RCHGF000692	822	593.14	0	0
RCHGF000693	780	551.14	2	22.2635
RCHGF000694	468	246.076	0	0
RCHGF000695	738	509.14	0	0
RCHGF000696	408	192.126	0	0
RCHGF000697	2712	2482.95	15	37.0637
RCHGF000698	1215	985.947	3	18.6678
RCHGF000699	1224	994.947	2	12.3326
RCHGF000700	600	373.176	3	49.321
RCHGF000701	729	500.14	1	12.2669
RCHGF000702	1737	1507.95	1	4.06854
RCHGF000703	552	325.726	2	37.6705
RCHGF000704	774	545.14	2	22.5085
RCHGF000705	756	527.14	0	0
RCHGF000706	699	470.14	8	104.397
RCHGF000707	858	629.14	6	58.5098
RCHGF000708	873	644.14	12	114.295
RCHGF000709	309	112.707	0	0
RCHGF000710	888	659.14	2	18.6156
RCHGF000711	837	608.14	5	50.4419
RCHGF000712	489	265.747	0	0
RCHGF000713	426	207.985	0	0
RCHGF000714	984	754.947	3	24.3797
RCHGF000715	891	662.14	5	46.3281
RCHGF000716	324	123.942	1	49.5002
RCHGF000717	819	590.14	0	0
RCHGF000718	819	590.14	2	20.7922
RCHGF000719	531	305.379	1	20.0902
RCHGF000720	1152	922.947	0	0
RCHGF000721	558	331.602	1	18.5015
RCHGF000722	624	396.775	3	46.3875
RCHGF000723	762	533.14	0	0
RCHGF000724	882	653.14	0	0
RCHGF000725	1356	1126.95	6	32.6642
RCHGF000726	405	189.444	1	32.3849
RCHGF000727	540	314.115	2	39.063
RCHGF000728	1338	1108.95	70	387.268
RCHGF000729	1065	835.947	19	139.444
RCHGF000730	624	396.775	2	30.925
RCHGF000731	660	431.474	6	85.3141
RCHGF000732	1005	775.947	5	39.5332
RCHGF000733	192	40.2759	0	0
RCHGF000734	684	455.184	2	26.9568
RCHGF000735	423	205.227	9	269.049
RCHGF000736	2136	1906.95	65	209.122
RCHGF000737	930	700.947	25	218.816
RCHGF000738	936	706.947	36	312.421
RCHGF000739	642	413.798	3	44.4793
RCHGF000740	507	282.816	6	130.158
RCHGF000741	939	709.947	5	43.2084
RCHGF000742	225	57.3206	0	0
RCHGF000743	846	617.14	1	9.94125
RCHGF000744	393	179.025	1	34.2698
RCHGF000745	684	455.184	2	26.9568
RCHGF000746	378	167.209	0	0
RCHGF000747	1068	838.947	0	0
RCHGF000748	150	22.1394	0	0
RCHGF000749	654	425.798	7	100.86
RCHGF000750	849	620.14	3	29.6795
RCHGF000751	369	159.713	3	115.24
RCHGF000752	123	15.373	0	0
RCHGF000753	918	688.947	1	8.90509
RCHGF000754	117	13.9932	0	0
RCHGF000755	1131	901.947	0	0
RCHGF000756	693	464.184	7	92.5194
RCHGF000757	132	17.2427	0	0
RCHGF000758	432	213.412	4	114.992
RCHGF000759	510	285.789	0	0
RCHGF000760	489	265.747	1	23.0864
RCHGF000762	996	766.947	7	55.996
RCHGF000763	411	194.384	0	0
RCHGF000764	1065	835.947	4	29.3566
RCHGF000765	1944	1714.95	5	17.8873
RCHGF000766	936	706.947	2	17.3567
RCHGF000767	552	325.726	2	37.6705
RCHGF000769	345	140.114	1	43.7868
RCHGF000770	1254	1024.95	0	0
RCHGF000771	594	367.176	5	83.545
RCHGF000772	528	302.637	5	101.361
RCHGF000773	1098	868.947	28	197.692
RCHGF000774	2265	2035.95	12	36.1609
RCHGF000775	1611	1381.95	24	106.548
RCHGF000776	318	119.369	0	0
RCHGF000777	411	194.384	1	31.5619
RCHGF000778	642	413.798	0	0
RCHGF000779	1218	988.947	2	12.4074
RCHGF000780	537	311.262	1	19.7105
RCHGF000781	129	16.7391	0	0
RCHGF000782	129	16.7391	0	0
RCHGF000783	687	458.184	3	40.1704
RCHGF000784	1080	850.947	3	21.6293
RCHGF000785	402	186.834	19	623.911
RCHGF000786	861	632.14	37	359.098
RCHGF000787	1857	1627.95	5	18.8432
RCHGF000788	1722	1492.95	2	8.21883
RCHGF000789	426	207.985	1	29.498
RCHGF000790	138	18.7254	0	0
RCHGF000791	2001	1771.95	13	45.0108
RCHGF000792	129	16.7391	1	366.515
RCHGF000793	297	103.899	2	118.098
RCHGF000794	654	425.798	4	57.6343
RCHGF000795	459	237.769	3	77.4089
RCHGF000796	609	382.104	8	128.45
RCHGF000797	183	36.2667	0	0
RCHGF000798	339	135.35	0	0
RCHGF000799	219	54.237	0	0
RCHGF000800	3315	3085.95	12	23.8571
RCHGF000801	666	437.393	2	28.0532
RCHGF000802	1422	1192.95	5	25.7142
RCHGF000803	3246	3016.95	28	56.9397
RCHGF000804	702	473.14	3	38.9006
RCHGF000805	330	128.693	0	0
RCHGF000806	678	449.184	9	122.926
RCHGF000807	774	545.14	18	202.577
RCHGF000808	159	25.6145	0	0
RCHGF000809	2202	1972.95	31	96.3986
RCHGF000810	1965	1735.95	34	120.162
RCHGF000811	363	154.669	1	39.6664
RCHGF000812	111	13.6007	0	0
RCHGF000813	132	17.2427	0	0
RCHGF000814	1491	1261.95	1	4.86165
RCHGF000815	129	16.7391	0	0
RCHGF000816	1731	1501.95	18	73.5262
RCHGF000817	450	229.924	4	106.733
RCHGF000818	159	25.6145	1	239.518
RCHGF000819	1677	1447.95	20	84.7426
RCHGF000820	141	19.4826	0	0
RCHGF000821	165	27.7747	0	0
RCHGF000822	801	572.14	18	193.017
RCHGF000823	843	614.14	12	119.878
RCHGF000824	855	626.14	5	48.9918
RCHGF000825	2424	2194.95	8	22.361
RCHGF000826	627	399.438	0	0
RCHGF000827	885	656.14	0	0
RCHGF000828	609	382.104	0	0
RCHGF000829	861	632.14	0	0
RCHGF000830	1248	1018.95	1	6.02106
RCHGF000831	840	611.14	0	0
RCHGF000832	759	530.14	1	11.5727
RCHGF000833	471	248.649	0	0
RCHGF000834	468	246.076	0	0
RCHGF000835	435	216.286	0	0
RCHGF000836	306	110.45	0	0
RCHGF000837	1167	937.947	0	0
RCHGF000838	117	13.9932	0	0
RCHGF000839	117	13.9932	0	0
RCHGF000840	1998	1768.95	7	24.2777
RCHGF000841	624	396.775	2	30.925
RCHGF000842	690	461.184	85	1130.76
RCHGF000843	714	485.14	50	632.307
RCHGF000844	510	285.789	9	193.206
RCHGF000845	561	334.602	5	91.6782
RCHGF000846	903	674.14	1	9.1007
RCHGF000847	663	434.434	1	14.1222
RCHGF000848	771	542.14	2	22.6331
RCHGF000849	1371	1141.95	2	10.745
RCHGF000850	588	361.245	1	16.9833
RCHGF000851	669	440.393	0	0
RCHGF000852	639	410.798	3	44.8041
RCHGF000853	816	587.14	2	20.8984
RCHGF000855	1593	1363.95	4	17.9923
RCHGF000856	222	55.6805	0	0
RCHGF000857	303	108.258	0	0
RCHGF000858	153	23.321	0	0
RCHGF000860	1446	1216.95	1	5.04142
RCHGF000861	576	349.343	1	17.5619
RCHGF000862	1017	787.947	0	0
RCHGF000863	765	536.14	2	22.8863
RCHGF000864	603	376.176	0	0
RCHGF000865	1182	952.947	2	12.8761
RCHGF000866	792	563.14	4	43.5781
RCHGF000867	1455	1225.95	4	20.0176
RCHGF000868	591	364.211	2	33.6901
RCHGF000869	666	437.393	4	56.1065
RCHGF000870	411	194.384	6	189.372
RCHGF000871	423	205.227	5	149.472
RCHGF000872	696	467.184	2	26.2644
RCHGF000873	282	93.3741	2	131.41
RCHGF000874	213	50.9635	0	0
RCHGF000875	399	183.962	0	0
RCHGF000876	888	659.14	0	0
RCHGF000877	384	172.201	0	0
RCHGF000878	348	142.534	0	0
RCHGF000879	915	685.947	1	8.94404
RCHGF000880	666	437.393	1	14.0266
RCHGF000881	801	572.14	4	42.8926
RCHGF000882	225	57.3206	0	0
RCHGF000883	153	23.321	0	0
RCHGF000884	942	712.947	12	103.264
RCHGF000885	1128	898.947	3	20.4744
RCHGF000886	135	17.9059	0	0
RCHGF000887	1449	1219.95	6	30.1741
RCHGF000888	600	373.176	10	164.403
RCHGF000889	1215	985.947	8	49.7807
RCHGF000890	324	123.942	0	0
RCHGF000891	1920	1690.95	4	14.5129
RCHGF000892	306	110.45	0	0
RCHGF000893	726	497.14	2	24.6818
RCHGF000894	177	33.2529	0	0
RCHGF000895	285	95.282	0	0
RCHGF000896	327	126.424	0	0
RCHGF000897	1428	1198.95	1	5.11711
RCHGF000898	1494	1264.95	8	38.8009
RCHGF000899	240	66.4831	37	3414.41
RCHGF000900	366	157.364	1	38.9869
RCHGF000901	903	674.14	5	45.5035
RCHGF000902	465	243.146	1	25.2323
RCHGF000903	513	288.626	2	42.5128
RCHGF000904	990	760.947	1	8.0625
RCHGF000905	912	683.14	1	8.9808
RCHGF000906	798	569.14	3	32.339
RCHGF000907	564	337.602	27	490.663
RCHGF000908	906	677.14	37	335.234
RCHGF000909	810	581.14	1	10.5571
RCHGF000910	1830	1600.95	8	30.6575
RCHGF000911	1731	1501.95	8	32.6783
RCHGF000912	1170	940.947	9	58.6816
RCHGF000913	795	566.14	13	140.878
RCHGF000914	1338	1108.95	8	44.2592
RCHGF000915	729	500.14	9	110.402
RCHGF000916	198	43.2057	6	851.99
RCHGF000917	1008	778.947	19	149.648
RCHGF000918	549	322.726	15	285.155
RCHGF000919	2622	2392.95	253	648.652
RCHGF000920	1098	868.947	5	35.3021
RCHGF000921	798	569.14	17	183.254
RCHGF000922	114	13.7056	5	2238.19
RCHGF000923	246	69.7824	19	1670.44
RCHGF000924	591	364.211	3	50.5351
RCHGF000925	252	73.0874	0	0
RCHGF000926	252	73.0874	0	0
RCHGF000927	2595	2365.95	88	228.193
RCHGF000928	414	197.115	25	778.118
RCHGF000929	150	22.1394	12	3325.37
RCHGF000930	444	224.385	1	27.342
RCHGF000931	282	93.3741	3	197.115
RCHGF000932	1770	1540.95	70	278.699
RCHGF000933	1332	1102.95	10	55.625
RCHGF000935	1218	988.947	5	31.0185
RCHGF000936	348	142.534	19	817.824
RCHGF000937	111	13.6007	0	0
RCHGF000938	510	285.789	41	880.162
RCHGF000939	837	608.14	3	30.2651
RCHGF000940	501	277.03	0	0
RCHGF000941	504	279.977	2	43.8261
RCHGF000942	117	13.9932	0	0
RCHGF000944	453	232.656	2	52.7401
RCHGF000945	1164	934.947	14	91.8682
RCHGF000946	2130	1900.95	32	103.277
RCHGF000947	228	59.097	1	103.815
RCHGF000948	1833	1603.95	22	84.1506
RCHGF000949	1296	1066.95	1049	6031.94
RCHGF000950	762	533.14	0	0
RCHGF000951	189	38.9117	0	0
RCHGF000952	549	322.726	2	38.0207
RCHGF000953	177	33.2529	1	184.5
RCHGF000954	147	21.2598	0	0
RCHGF000955	582	355.245	2	34.5404
RCHGF000956	720	491.14	5	62.4582
RCHGF000957	384	172.201	0	0
RCHGF000958	1335	1105.95	7	38.8318
RCHGF000960	186	37.4792	1	163.694
RCHGF000961	1122	892.947	5	34.3533
RCHGF000962	1011	781.947	617	4840.97
RCHGF000963	567	340.602	1	18.0126
RCHGF000964	483	260.045	26	613.408
RCHGF000965	1068	838.947	2	14.6258
RCHGF000966	819	590.14	0	0
RCHGF000967	1047	817.947	0	0
RCHGF000968	672	443.393	0	0
RCHGF000969	672	443.393	2	27.6736
RCHGF000970	1002	772.947	51	404.804
RCHGF000971	819	590.14	4	41.5843
RCHGF000972	474	251.458	14	341.575
RCHGF000973	1179	949.947	21	135.626
RCHGF000974	180	34.7247	6	1060.08
RCHGF000975	303	108.258	3	170.015
RCHGF000976	426	207.985	5	147.49
RCHGF000977	1176	946.947	171	1107.89
RCHGF000978	564	337.602	6	109.036
RCHGF000979	132	17.2427	0	0
RCHGF000980	912	683.14	9	80.8272
RCHGF000981	264	80.4044	1	76.3035
RCHGF000982	552	325.726	1	18.8353
RCHGF000983	936	706.947	8	69.4268
RCHGF000984	945	715.947	39	334.201
RCHGF000985	852	623.14	3	29.5366
RCHGF000986	429	210.699	0	0
RCHGF000987	915	685.947	1	8.94404
RCHGF000988	918	688.947	0	0
RCHGF000989	1413	1183.95	5	25.9097
RCHGF000990	1005	775.947	2	15.8133
RCHGF000991	1266	1036.95	3	17.7496
RCHGF000993	1203	973.947	2	12.5985
RCHGF000994	273	87.0584	0	0
RCHGF000995	642	413.798	0	0
RCHGF000996	684	455.184	0	0
RCHGF000997	1128	898.947	1	6.8248
RCHGF000998	1188	958.947	0	0
RCHGF000999	954	724.947	0	0
RCHGF001000	630	401.987	0	0
RCHGF001001	495	271.082	0	0
RCHGF001002	411	194.384	1	31.5619
RCHGF001003	822	593.14	1	10.3435
RCHGF001004	750	521.14	0	0
RCHGF001005	483	260.045	0	0
RCHGF001006	678	449.184	0	0
RCHGF001007	990	760.947	0	0
RCHGF001008	261	78.4807	0	0
RCHGF001009	114	13.7056	2	895.278
RCHGF001010	951	721.947	2	16.9961
RCHGF001011	1152	922.947	1	6.64733
RCHGF001012	705	476.14	0	0
RCHGF001013	924	694.947	3	26.4846
RCHGF001014	825	596.14	2	20.5829
RCHGF001015	1053	823.947	0	0
RCHGF001016	2382	2152.95	4	11.3986
RCHGF001017	645	416.798	9	132.477
RCHGF001018	939	709.947	8	69.1335
RCHGF001019	768	539.14	1	11.3795
RCHGF001020	120	14.5436	1	421.846
RCHGF001021	141	19.4826	0	0
RCHGF001022	1044	814.947	0	0
RCHGF001023	1176	946.947	5	32.3943
RCHGF001024	645	416.798	0	0
RCHGF001025	471	248.649	0	0
RCHGF001026	927	697.947	2	17.5805
RCHGF001027	825	596.14	1	10.2914
RCHGF001028	765	536.14	1	11.4432
RCHGF001029	417	199.979	0	0
RCHGF001030	2421	2191.95	19	53.18
RCHGF001031	267	82.6334	2	148.491
RCHGF001032	702	473.14	7	90.7681
RCHGF001033	795	566.14	6	65.0208
RCHGF001034	801	572.14	17	182.294
RCHGF001035	480	257.168	5	119.283
RCHGF001036	2730	2500.95	13	31.8906
RCHGF001037	501	277.03	0	0
RCHGF001038	1437	1207.95	23	116.817
RCHGF001039	1113	883.947	21	145.753
RCHGF001040	1134	904.947	55	372.875
RCHGF001041	753	524.14	2	23.4103
RCHGF001042	870	641.14	4	38.2765
RCHGF001043	987	757.947	9	72.8497
RCHGF001044	138	18.7254	0	0
RCHGF001045	729	500.14	2	24.5337
RCHGF001046	1272	1042.95	3	17.6475
RCHGF001047	675	446.184	1	13.7503
RCHGF001048	768	539.14	1	11.3795
RCHGF001049	2370	2140.95	3	8.59686
RCHGF001050	474	251.458	2	48.7965
RCHGF001051	522	297.151	0	0
RCHGF001052	852	623.14	3	29.5366
RCHGF001053	615	387.813	5	79.0993
RCHGF001054	237	64.5343	0	0
RCHGF001055	351	145.053	3	126.887
RCHGF001056	1086	856.947	24	171.823
RCHGF001057	744	515.14	51	607.393
RCHGF001058	1344	1114.95	60	330.158
RCHGF001059	444	224.385	3	82.0261
RCHGF001060	1995	1765.95	21	72.9568
RCHGF001061	921	691.947	1	8.86648
RCHGF001062	228	59.097	13	1349.59
RCHGF001063	474	251.458	47	1146.72
RCHGF001064	291	99.7655	13	799.443
RCHGF001065	195	41.7147	0	0
RCHGF001066	111	13.6007	0	0
RCHGF001067	216	52.667	0	0
RCHGF001068	654	425.798	0	0
RCHGF001069	1182	952.947	1	6.43807
RCHGF001070	1101	871.947	0	0
RCHGF001071	1323	1093.95	3	16.8248
RCHGF001072	330	128.693	0	0
RCHGF001073	318	119.369	0	0
RCHGF001074	1041	811.947	0	0
RCHGF001075	1896	1666.95	0	0
RCHGF001076	156	24.5149	1	250.262
RCHGF001077	822	593.14	4	41.374
RCHGF001078	1353	1123.95	7	38.21
RCHGF001079	1311	1081.95	4	22.6818
RCHGF001080	810	581.14	2	21.1142
RCHGF001081	843	614.14	1	9.98981
RCHGF001082	705	476.14	0	0
RCHGF001083	1023	793.947	1	7.72739
RCHGF001084	297	103.899	6	354.294
RCHGF001085	1470	1240.95	2	9.88783
RCHGF001086	453	232.656	0	0
RCHGF001087	1110	880.947	0	0
RCHGF001088	795	566.14	25	270.92
RCHGF001089	801	572.14	11	117.955
RCHGF001090	300	105.847	1	57.9622
RCHGF001091	672	443.393	1	13.8368
RCHGF001092	795	566.14	0	0
RCHGF001093	366	157.364	0	0
RCHGF001094	1530	1300.95	1	4.7159
RCHGF001095	1038	808.947	0	0
RCHGF001096	1290	1060.95	2	11.5654
RCHGF001097	363	154.669	0	0
RCHGF001098	996	766.947	2	15.9989
RCHGF001099	540	314.115	2	39.063
RCHGF001100	456	235.521	0	0
RCHGF001101	999	769.947	0	0
RCHGF001102	1257	1027.95	21	125.335
RCHGF001103	495	271.082	5	113.16
RCHGF001104	750	521.14	3	35.3176
RCHGF001105	1338	1108.95	9	49.7916
RCHGF001106	348	142.534	15	645.651
RCHGF001107	1260	1030.95	11	65.4607
RCHGF001108	1443	1213.95	23	116.239
RCHGF001109	171	30.4915	0	0
RCHGF001110	1086	856.947	11	78.7523
RCHGF001111	1929	1699.95	2	7.21804
RCHGF001112	174	31.9369	0	0
RCHGF001113	375	164.917	14	520.82
RCHGF001114	264	80.4044	2	152.607
RCHGF001115	1248	1018.95	4	24.0842
RCHGF001116	582	355.245	13	224.512
RCHGF001117	237	64.5343	9	855.611
RCHGF001118	216	52.667	21	2446.27
RCHGF001119	672	443.393	2	27.6736
RCHGF001120	1011	781.947	16	125.536
RCHGF001121	204	46.2704	0	0
RCHGF001122	765	536.14	4	45.7727
RCHGF001123	2040	1810.95	29	98.2464
RCHGF001126	153	23.321	0	0
RCHGF001127	3351	3121.95	6	11.791
RCHGF001128	150	22.1394	0	0
RCHGF001129	363	154.669	0	0
RCHGF001130	1386	1156.95	1	5.30287
RCHGF001131	1035	805.947	0	0
RCHGF001132	822	593.14	0	0
RCHGF001133	753	524.14	1	11.7052
RCHGF001134	495	271.082	1	22.6321
RCHGF001135	408	192.126	0	0
RCHGF001136	2769	2539.95	9	21.7391
RCHGF001137	114	13.7056	0	0
RCHGF001138	1023	793.947	8	61.8191
RCHGF001139	651	422.798	0	0
RCHGF001140	2697	2467.95	19	47.2326
RCHGF001141	3207	2977.95	33	67.9863
RCHGF001142	774	545.14	27	303.865
RCHGF001143	555	328.726	146	2724.85
RCHGF001144	618	390.813	25	392.461
RCHGF001145	603	376.176	0	0
RCHGF001146	699	470.14	0	0
RCHGF001147	138	18.7254	0	0
RCHGF001148	714	485.14	0	0
RCHGF001149	852	623.14	29	285.52
RCHGF001150	1338	1108.95	51	282.152
RCHGF001152	1281	1051.95	7	40.8252
RCHGF001153	4032	3802.95	31	50.011
RCHGF001154	1128	898.947	2	13.6496
RCHGF001155	1479	1249.95	13	63.8081
RCHGF001156	465	243.146	0	0
RCHGF001157	333	130.827	0	0
RCHGF001158	972	742.947	26	214.704
RCHGF001159	129	16.7391	6	2199.09
RCHGF001160	906	677.14	5	45.3019
RCHGF001161	999	769.947	25	199.206
RCHGF001162	171	30.4915	4	804.834
RCHGF001163	129	16.7391	0	0
RCHGF001164	312	114.916	8	427.103
RCHGF001165	1887	1657.95	6	22.2027
RCHGF001166	1734	1504.95	0	0
RCHGF001167	426	207.985	1	29.498
RCHGF001168	126	15.8497	0	0
RCHGF001169	1068	838.947	0	0
RCHGF001170	936	706.947	0	0
RCHGF001171	1104	874.947	0	0
RCHGF001172	252	73.0874	7	587.598
RCHGF001173	972	742.947	71	586.307
RCHGF001174	546	319.726	15	287.831
RCHGF001176	728	499.14	4	49.1657
RCHGF001178	528	302.637	0	0
RCHGF001179	546	319.726	5	95.9437
RCHGF001180	342	137.743	1	44.5405
RCHGF001181	327	126.424	0	0
RCHGF001182	177	33.2529	2	368.999
RCHGF001183	1509	1279.95	20	95.8655
RCHGF001184	2004	1774.95	37	127.891
RCHGF001185	591	364.211	23	387.436
RCHGF001186	216	52.667	1	116.489
RCHGF001187	432	213.412	0	0
RCHGF001188	543	316.846	0	0
RCHGF001189	1650	1420.95	0	0
RCHGF001190	855	626.14	1	9.79836
RCHGF001191	1125	895.947	2	13.6953
RCHGF001192	453	232.656	0	0
RCHGF001193	417	199.979	0	0
RCHGF001195	765	536.14	3	34.3295
RCHGF001196	987	757.947	13	105.227
RCHGF001197	147	21.2598	0	0
RCHGF001198	1434	1204.95	5	25.4581
RCHGF001199	2376	2146.95	29	82.8707
RCHGF001200	465	243.146	11	277.555
RCHGF001201	111	13.6007	0	0
RCHGF001202	1785	1555.95	10	39.4303
RCHGF001203	1596	1366.95	3	13.4646
RCHGF001204	1578	1348.95	9	40.9329
RCHGF001205	147	21.2598	0	0
RCHGF001206	306	110.45	0	0
RCHGF001207	144	20.4641	50	14990
RCHGF001208	408	192.126	708	22608.5
RCHGF001209	1680	1450.95	28	118.394
RCHGF001210	1206	976.947	23	144.438
RCHGF001211	855	626.14	5	48.9918
RCHGF001212	612	385.104	5	79.6556
RCHGF001213	324	123.942	2	99.0004
RCHGF001214	252	73.0874	0	0
RCHGF001215	813	584.14	2	21.0057
RCHGF001216	156	24.5149	0	0
RCHGF001217	111	13.6007	3	1353.27
RCHGF001218	273	87.0584	0	0
RCHGF001219	330	128.693	1	47.6727
RCHGF001220	810	581.14	3	31.6713
RCHGF001221	363	154.669	1	39.6664
RCHGF001222	273	87.0584	1	70.4715
RCHGF001223	525	300.066	1	20.4459
RCHGF001224	1131	901.947	1	6.8021
RCHGF001225	756	527.14	2	23.2771
RCHGF001226	819	590.14	0	0
RCHGF001227	699	470.14	0	0
RCHGF001228	606	379.14	0	0
RCHGF001229	1167	937.947	1	6.54103
RCHGF001230	840	611.14	0	0
RCHGF001231	846	617.14	1	9.94125
RCHGF001232	1110	880.947	2	13.9285
RCHGF001233	576	349.343	0	0
RCHGF001234	420	202.545	0	0
RCHGF001235	747	518.14	7	82.8849
RCHGF001236	681	452.184	6	81.4069
RCHGF001237	336	133.137	7	322.569
RCHGF001238	432	213.412	2	57.4958
RCHGF001239	1236	1006.95	34	207.156
RCHGF001240	729	500.14	4	49.0674
RCHGF001241	936	706.947	7	60.7485
RCHGF001242	1053	823.947	15	111.691
RCHGF001243	948	718.947	6	51.201
RCHGF001244	972	742.947	13	107.352
RCHGF001245	930	700.947	0	0
RCHGF001246	870	641.14	6	57.4147
RCHGF001247	1365	1135.95	5	27.0045
RCHGF001248	462	240.517	1	25.5081
RCHGF001249	222	55.6805	0	0
RCHGF001250	1035	805.947	0	0
RCHGF001251	798	569.14	0	0
RCHGF001252	1002	772.947	2	15.8747
RCHGF001253	156	24.5149	0	0
RCHGF001254	366	157.364	7	272.908
RCHGF001255	1251	1021.95	13	78.044
RCHGF001256	1215	985.947	76	472.916
RCHGF001257	198	43.2057	0	0
RCHGF001258	1527	1297.95	8	37.8144
RCHGF001259	1200	970.947	3	18.9561
RCHGF001260	777	548.14	12	134.312
RCHGF001261	459	237.769	0	0
RCHGF001262	1644	1414.95	47	203.79
RCHGF001263	186	37.4792	0	0
RCHGF001264	1158	928.947	4	26.4176
RCHGF001265	846	617.14	2	19.8825
RCHGF001266	633	404.798	2	30.3121
RCHGF001267	354	147.353	3	124.907
RCHGF001268	651	422.798	0	0
RCHGF001269	579	352.245	5	87.0864
RCHGF001270	2928	2698.95	50	113.658
RCHGF001271	1302	1072.95	15	85.7704
RCHGF001272	183	36.2667	5	845.836
RCHGF001273	666	437.393	4	56.1065
RCHGF001274	1716	1486.95	4	16.504
RCHGF001275	1917	1687.95	2	7.26935
RCHGF001276	1749	1519.95	10	40.3642
RCHGF001277	912	683.14	0	0
RCHGF001278	111	13.6007	0	0
RCHGF001279	1326	1096.95	4	22.3717
RCHGF001280	2448	2218.95	12	33.1787
RCHGF001281	540	314.115	47	917.981
RCHGF001282	759	530.14	11	127.3
RCHGF001283	276	89.1079	4	275.403
RCHGF001284	546	319.726	1	19.1887
RCHGF001285	1278	1048.95	8	46.7908
RCHGF001286	744	515.14	8	95.2773
RCHGF001287	1299	1069.95	1	5.73406
RCHGF001288	1434	1204.95	1	5.09162
RCHGF001289	1425	1195.95	0	0
RCHGF001290	813	584.14	1	10.5029
RCHGF001291	747	518.14	3	35.5221
RCHGF001292	372	162.433	1	37.7703
RCHGF001293	705	476.14	24	309.244
RCHGF001294	1401	1171.95	17	88.9949
RCHGF001295	1410	1180.95	11	57.1461
RCHGF001296	930	700.947	0	0
RCHGF001297	129	16.7391	0	0
RCHGF001298	618	390.813	4	62.7937
RCHGF001299	465	243.146	0	0
RCHGF001300	213	50.9635	0	0
RCHGF001301	747	518.14	9	106.566
RCHGF001302	966	736.947	4	33.3003
RCHGF001303	972	742.947	5	41.2892
RCHGF001304	447	227.145	3	81.0296
RCHGF001305	2208	1978.95	1	3.1002
RCHGF001306	162	26.8635	0	0
RCHGF001307	1068	838.947	2	14.6258
RCHGF001308	1092	862.947	0	0
RCHGF001309	834	605.14	2	20.2768
RCHGF001310	873	644.14	1	9.52455
RCHGF001311	1278	1048.95	1	5.84885
RCHGF001312	1332	1102.95	1	5.5625
RCHGF001313	1008	778.947	11	86.6381
RCHGF001314	966	736.947	8	66.6006
RCHGF001315	1122	892.947	9	61.836
RCHGF001316	2082	1852.95	27	89.3975
RCHGF001317	669	440.393	15	208.966
RCHGF001318	264	80.4044	1	76.3035
RCHGF001319	180	34.7247	1	176.68
RCHGF001320	633	404.798	21	318.277
RCHGF001321	810	581.14	84	886.795
RCHGF001322	1074	844.947	15	108.915
RCHGF001323	114	13.7056	0	0
RCHGF001324	141	19.4826	0	0
RCHGF001325	621	393.813	128	1994.09
RCHGF001326	489	265.747	43	992.717
RCHGF001327	870	641.14	224	2143.48
RCHGF001328	1368	1138.95	769	4142.35
RCHGF001329	183	36.2667	1	169.167
RCHGF001330	1365	1135.95	19	102.617
RCHGF001331	498	274.082	10	223.843
RCHGF001332	477	254.168	6	144.829
RCHGF001333	915	685.947	2	17.8881
RCHGF001334	948	718.947	2	17.067
RCHGF001335	948	718.947	36	307.206
RCHGF001336	117	13.9932	0	0
RCHGF001337	348	142.534	12	516.521
RCHGF001338	132	17.2427	0	0
RCHGF001339	1041	811.947	5	37.7804
RCHGF001340	2514	2284.95	15	40.2754
RCHGF001341	957	727.947	3	25.284
RCHGF001342	636	407.798	21	315.936
RCHGF001343	2625	2395.95	56	143.395
RCHGF001344	261	78.4807	1	78.1738
RCHGF001345	2817	2587.95	47	111.421
RCHGF001346	1767	1537.95	70	279.242
RCHGF001347	969	739.947	5	41.4566
RCHGF001348	1443	1213.95	28	141.509
RCHGF001349	198	43.2057	79	11217.9
RCHGF001350	480	257.168	5	119.283
RCHGF001351	111	13.6007	0	0
RCHGF001352	642	413.798	6	88.9586
RCHGF001353	612	385.104	1	15.9311
RCHGF001354	1323	1093.95	2	11.2165
RCHGF001355	840	611.14	2	20.0777
RCHGF001356	378	167.209	0	0
RCHGF001357	639	410.798	3	44.8041
RCHGF001358	828	599.14	0	0
RCHGF001359	807	578.14	0	0
RCHGF001360	483	260.045	0	0
RCHGF001361	1125	895.947	2	13.6953
RCHGF001362	420	202.545	0	0
RCHGF001363	759	530.14	2	23.1454
RCHGF001364	816	587.14	5	52.246
RCHGF001365	147	21.2598	0	0
RCHGF001366	1332	1102.95	3	16.6875
RCHGF001367	792	563.14	2	21.7891
RCHGF001368	219	54.237	0	0
RCHGF001369	369	159.713	0	0
RCHGF001370	453	232.656	3	79.1101
RCHGF001371	165	27.7747	0	0
RCHGF001372	1089	859.947	2	14.2686
RCHGF001373	168	29.0627	1	211.1
RCHGF001374	2169	1939.95	2	6.32506
RCHGF001375	864	635.14	0	0
RCHGF001376	879	650.14	2	18.8733
RCHGF001377	1332	1102.95	15	83.4374
RCHGF001378	399	183.962	22	733.701
RCHGF001379	1455	1225.95	25	125.11
RCHGF001380	1398	1168.95	80	419.875
RCHGF001381	657	428.798	45	643.85
RCHGF001382	1332	1102.95	25	139.062
RCHGF001383	1380	1150.95	20	106.61
RCHGF001384	1398	1168.95	5	26.2422
RCHGF001385	114	13.7056	0	0
RCHGF001386	129	16.7391	2	733.03
