-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Early_Replicate_1_HGF2_counts	tpm
RCHGF000654	1104	867.418	476	10.3394
RCHGF000655	1167	930.418	341	6.90545
RCHGF000656	120	12.2634	64	98.3298
RCHGF000657	891	654.418	681	19.6068
RCHGF000658	117	11.7177	4	6.43183
RCHGF000659	2055	1818.42	5102	52.8643
RCHGF000660	309	98.1653	451	86.5634
RCHGF000661	1239	1002.42	985	18.5141
RCHGF000662	324	109.283	64	11.0343
RCHGF000663	1443	1206.42	453	7.07483
RCHGF000664	1188	951.418	5291	104.781
RCHGF000665	174	26.6781	304	214.701
RCHGF000666	537	302.307	473	29.48
RCHGF000667	1215	978.418	731	14.0769
RCHGF000668	2190	1953.42	3036	29.2834
RCHGF000669	123	12.8519	1	1.46605
RCHGF000670	528	293.52	721	46.2821
RCHGF000671	144	17.8109	3	3.17359
RCHGF000672	813	576.452	770	25.1677
RCHGF000673	423	193.523	264	25.7032
RCHGF000674	141	17.0367	35	38.7077
RCHGF000675	765	528.49	9717	346.427
RCHGF000676	558	322.907	610	35.5933
RCHGF000677	849	612.439	1297	39.9018
RCHGF000678	1119	882.418	1728	36.8965
RCHGF000679	144	17.8109	72	76.1662
RCHGF000680	1035	798.418	1989	46.9375
RCHGF000681	666	429.744	338	14.8191
RCHGF000682	918	681.418	685	18.9405
RCHGF000683	747	510.512	1005	37.0916
RCHGF000684	204	37.4011	65	32.745
RCHGF000685	960	723.418	4151	108.113
RCHGF000686	798	561.471	4547	152.585
RCHGF000687	777	540.49	855	29.8054
RCHGF000688	777	540.49	877	30.5723
RCHGF000689	123	12.8519	117	171.528
RCHGF000690	921	684.418	858	23.6201
RCHGF000691	300	91.6342	68	13.9819
RCHGF000692	822	585.446	141	4.53783
RCHGF000693	780	543.49	175	6.06684
RCHGF000694	468	235.631	41	3.27844
RCHGF000695	738	501.535	90	3.38109
RCHGF000696	408	179.934	48	5.02624
RCHGF000697	2712	2475.42	890	6.77419
RCHGF000698	1215	978.418	333	6.41262
RCHGF000699	1224	987.418	306	5.83897
RCHGF000700	600	364.272	342	17.6895
RCHGF000701	729	492.546	1441	55.123
RCHGF000702	1737	1500.42	558	7.00709
RCHGF000703	552	317.011	111	6.59728
RCHGF000704	774	537.49	206	7.22126
RCHGF000705	756	519.49	186	6.74608
RCHGF000706	699	462.625	331	13.4808
RCHGF000707	858	621.439	474	14.3713
RCHGF000708	873	636.425	11764	348.276
RCHGF000709	309	98.1653	415	79.6536
RCHGF000710	888	651.418	9525	275.499
RCHGF000711	837	600.439	10892	341.786
RCHGF000712	489	255.789	4803	353.791
RCHGF000713	426	196.283	7488	718.786
RCHGF000714	984	747.418	244	6.15094
RCHGF000715	891	654.418	424	12.2075
RCHGF000716	324	109.283	1989	342.925
RCHGF000717	819	582.446	718	23.2265
RCHGF000718	819	582.446	634	20.5092
RCHGF000719	531	296.454	1975	125.523
RCHGF000720	1152	915.418	380	7.82131
RCHGF000721	558	322.907	189	11.0281
RCHGF000722	624	387.997	187	9.08091
RCHGF000723	762	525.49	457	16.3858
RCHGF000724	882	645.425	473	13.808
RCHGF000725	1356	1119.42	632	10.6375
RCHGF000726	405	177.217	232	24.6659
RCHGF000727	540	305.263	1289	79.5599
RCHGF000728	1338	1101.42	16204	277.195
RCHGF000729	1065	828.418	4063	92.4087
RCHGF000730	624	387.997	149	7.23559
RCHGF000731	660	423.782	2284	101.548
RCHGF000732	1005	768.418	941	23.0732
RCHGF000733	192	33.073	11	6.26664
RCHGF000734	684	447.661	146	6.14497
RCHGF000735	423	193.523	1324	128.906
RCHGF000736	2136	1899.42	5613	55.6788
RCHGF000737	930	693.418	2258	61.3542
RCHGF000738	936	699.418	2010	54.147
RCHGF000739	642	405.86	575	26.6936
RCHGF000740	507	273.181	614	42.3481
RCHGF000741	939	702.418	2377	63.7601
RCHGF000742	225	46.63	296	119.603
RCHGF000743	846	609.439	680	21.023
RCHGF000744	393	166.406	55	6.22743
RCHGF000745	684	447.661	153	6.43959
RCHGF000746	378	153.246	36	4.42617
RCHGF000747	1068	831.418	245	5.55216
RCHGF000748	150	19.371	79	76.8405
RCHGF000749	654	417.805	572	25.7951
RCHGF000750	849	612.439	1720	52.9153
RCHGF000751	369	145.532	352	45.5722
RCHGF000752	123	12.8519	18	26.3889
RCHGF000753	918	681.418	141	3.89871
RCHGF000754	117	11.7177	11	17.6875
RCHGF000755	1131	894.418	311	6.55142
RCHGF000756	693	456.641	274	11.3055
RCHGF000757	132	14.5868	20	25.8336
RCHGF000758	432	201.805	2235	208.67
RCHGF000759	510	276.074	146	9.96423
RCHGF000760	489	255.789	856	63.0534
RCHGF000762	996	759.418	2649	65.7229
RCHGF000763	411	182.618	287	29.611
RCHGF000764	1065	828.418	880	20.0147
RCHGF000765	1944	1707.42	988	10.9027
RCHGF000766	936	699.418	265	7.13879
RCHGF000767	552	317.011	242	14.3833
RCHGF000769	345	125.586	92	13.8026
RCHGF000770	1254	1017.42	258	4.77789
RCHGF000771	594	358.316	995	52.3206
RCHGF000772	528	293.52	1250	80.2394
RCHGF000773	1098	861.418	2917	63.8025
RCHGF000774	2265	2028.42	1661	15.4286
RCHGF000775	1611	1374.42	1489	20.4123
RCHGF000776	318	104.738	178	32.0207
RCHGF000777	411	182.618	587	60.5633
RCHGF000778	642	405.86	1326	61.5578
RCHGF000779	1218	981.418	2272	43.6184
RCHGF000780	537	302.307	650	40.5117
RCHGF000781	129	13.8812	17	23.0747
RCHGF000782	129	13.8812	5	6.78668
RCHGF000783	687	450.661	487	20.3608
RCHGF000784	1080	843.418	588	13.1356
RCHGF000785	402	174.535	25966	2803.1
RCHGF000786	861	624.439	11712	353.392
RCHGF000787	1857	1620.42	671	7.80209
RCHGF000788	1722	1485.42	404	5.12446
RCHGF000789	426	196.283	126	12.095
RCHGF000790	138	16.21	46	53.4677
RCHGF000791	2001	1764.42	865	9.23698
RCHGF000792	129	13.8812	26	35.2907
RCHGF000793	297	89.478	128	26.9531
RCHGF000794	654	417.805	816	36.7987
RCHGF000795	459	227.031	698	57.9276
RCHGF000796	609	373.157	500	25.2461
RCHGF000797	183	29.8034	129	81.5529
RCHGF000798	339	120.809	152	23.706
RCHGF000799	219	44.0308	39	16.6888
RCHGF000800	3315	3078.42	3997	24.4637
RCHGF000801	666	429.744	108	4.73511
RCHGF000802	1422	1185.42	728	11.5711
RCHGF000803	3246	3009.42	4250	26.6086
RCHGF000804	702	465.61	696	28.1645
RCHGF000805	330	113.839	258	42.7018
RCHGF000806	678	441.7	901	38.4338
RCHGF000807	774	537.49	1887	66.1481
RCHGF000808	159	21.9869	24	20.5667
RCHGF000809	2202	1965.42	7062	67.7
RCHGF000810	1965	1728.42	3913	42.6557
RCHGF000811	363	140.441	824	110.547
RCHGF000812	111	10.6768	26	45.8828
RCHGF000813	132	14.5868	14	18.0835
RCHGF000814	1491	1254.42	324	4.86652
RCHGF000815	129	13.8812	60	81.4401
RCHGF000816	1731	1494.42	4512	56.8869
RCHGF000817	450	218.576	249	21.4641
RCHGF000818	159	21.9869	92	78.8389
RCHGF000819	1677	1440.42	4258	55.6971
RCHGF000820	141	17.0367	64	70.7798
RCHGF000821	165	23.6426	51	40.6435
RCHGF000822	801	564.471	2741	91.492
RCHGF000823	843	606.439	6220	193.25
RCHGF000824	855	618.439	2305	70.2246
RCHGF000825	2424	2187.42	1670	14.3847
RCHGF000826	627	390.971	162	7.80704
RCHGF000827	885	648.418	98	2.84765
RCHGF000828	609	373.157	88	4.44331
RCHGF000829	861	624.439	187	5.64244
RCHGF000830	1248	1011.42	219	4.07971
RCHGF000831	840	603.439	219	6.83795
RCHGF000832	759	522.49	200	7.2122
RCHGF000833	471	238.516	112	8.84741
RCHGF000834	468	235.631	142	11.3546
RCHGF000835	435	204.609	259	23.8501
RCHGF000836	306	96.004	74	14.5231
RCHGF000837	1167	930.418	460	9.31527
RCHGF000838	117	11.7177	18	28.9432
RCHGF000839	117	11.7177	17	27.3353
RCHGF000840	1998	1761.42	1851	19.7997
RCHGF000841	624	387.997	676	32.8272
RCHGF000842	690	453.651	3741	155.375
RCHGF000843	714	477.584	2571	101.43
RCHGF000844	510	276.074	166	11.3292
RCHGF000845	561	325.835	622	35.9674
RCHGF000846	903	666.418	342	9.6693
RCHGF000847	663	426.753	148	6.53432
RCHGF000848	771	534.49	162	5.71073
RCHGF000849	1371	1134.42	516	8.57022
RCHGF000850	588	352.383	312	16.6823
RCHGF000851	669	432.734	249	10.8416
RCHGF000852	639	402.9	273	12.7668
RCHGF000853	816	579.446	726	23.6069
RCHGF000855	1593	1356.42	1216	16.891
RCHGF000856	222	45.3906	7	2.90568
RCHGF000857	303	93.8416	42	8.43276
RCHGF000858	153	20.2202	23	21.4317
RCHGF000860	1446	1209.42	350	5.45264
RCHGF000861	576	340.553	135	7.46904
RCHGF000862	1017	780.418	239	5.77014
RCHGF000863	765	528.49	346	12.3355
RCHGF000864	603	367.211	187	9.59494
RCHGF000865	1182	945.418	286	5.69977
RCHGF000866	792	555.484	206	6.98734
RCHGF000867	1455	1218.42	633	9.78865
RCHGF000868	591	355.363	319	16.9135
RCHGF000869	666	429.744	530	23.2371
RCHGF000870	411	182.618	371	38.2776
RCHGF000871	423	193.523	536	52.1854
RCHGF000872	696	459.63	122.323	5.01435
RCHGF000873	282	79.3473	19	4.51167
RCHGF000874	213	41.2981	34	15.5119
RCHGF000875	399	171.8	133	14.5862
RCHGF000876	888	651.418	343	9.92087
RCHGF000877	384	158.438	39	4.63789
RCHGF000878	348	128.032	63	9.27125
RCHGF000879	915	678.418	201	5.58231
RCHGF000880	666	429.744	440	19.2912
RCHGF000881	801	564.471	638	21.2958
RCHGF000882	225	46.63	5	2.02032
RCHGF000883	153	20.2202	74	68.9542
RCHGF000884	942	705.418	1990	53.1523
RCHGF000885	1128	891.418	1727	36.5028
RCHGF000886	135	15.4266	24	29.3127
RCHGF000887	1449	1212.42	475	7.38171
RCHGF000888	600	364.272	2850	147.413
RCHGF000889	1215	978.418	2970	57.1936
RCHGF000890	324	109.283	32	5.51715
RCHGF000891	1920	1683.42	799	8.94274
RCHGF000892	306	96.004	142	27.8686
RCHGF000893	726	489.557	317	12.2003
RCHGF000894	177	27.696	29	19.7286
RCHGF000895	285	81.3251	19	4.40195
RCHGF000896	327	111.556	81	13.6807
RCHGF000897	1428	1191.42	377	5.96201
RCHGF000898	1494	1257.42	616	9.23032
RCHGF000899	240	54.2793	6289	2183.05
RCHGF000900	366	142.927	244	32.1656
RCHGF000901	903	666.418	1400	39.5819
RCHGF000902	465	232.757	188	15.2185
RCHGF000903	513	278.996	483	32.6186
RCHGF000904	990	753.418	819	20.4816
RCHGF000905	912	675.418	1332	37.1576
RCHGF000906	798	561.471	934	31.3426
RCHGF000907	564	328.766	2223	127.4
RCHGF000908	906	669.418	4421	124.434
RCHGF000909	810	573.459	272	8.93681
RCHGF000910	1830	1593.42	2176	25.7303
RCHGF000911	1731	1494.42	3322	41.8835
RCHGF000912	1170	933.418	1883	38.0093
RCHGF000913	795	558.471	945	31.8821
RCHGF000914	1338	1101.42	3650	62.439
RCHGF000915	729	492.546	4119	157.565
RCHGF000916	198	35.2127	702	375.624
RCHGF000917	1008	771.418	1790	43.7199
RCHGF000918	549	314.074	1121	67.2496
RCHGF000919	2622	2385.42	18456	145.777
RCHGF000920	1098	861.418	883	19.3136
RCHGF000921	798	561.471	3542	118.86
RCHGF000922	114	11.0875	1270	2158.16
RCHGF000923	246	57.5245	6458	2115.25
RCHGF000924	591	355.363	281	14.8987
RCHGF000925	252	60.7073	13	4.03476
RCHGF000926	252	60.7073	29	9.00062
RCHGF000927	2595	2358.42	17670	141.166
RCHGF000928	414	185.284	4572	464.927
RCHGF000929	150	19.371	907	882.206
RCHGF000930	444	212.997	564	49.8908
RCHGF000931	282	79.3473	424	100.681
RCHGF000932	1770	1533.42	3593	44.1481
RCHGF000933	1332	1095.42	1598	27.4861
RCHGF000935	1218	981.418	949	18.2191
RCHGF000936	348	128.032	2490	366.435
RCHGF000937	111	10.6768	125	220.59
RCHGF000938	510	276.074	6367	434.536
RCHGF000939	837	600.439	390	12.238
RCHGF000940	501	267.39	534	37.6281
RCHGF000941	504	270.293	1050	73.193
RCHGF000942	117	11.7177	256	411.637
RCHGF000944	453	221.377	551	46.8959
RCHGF000945	1164	927.418	972	19.7472
RCHGF000946	2130	1893.42	5115	50.8996
RCHGF000947	228	48.0973	1481	580.164
RCHGF000948	1833	1596.42	2194	25.8944
RCHGF000949	1296	1059.42	83626	1487.27
RCHGF000950	762	525.49	442	15.848
RCHGF000951	189	32.0154	98	57.6744
RCHGF000952	549	314.074	1418	85.0668
RCHGF000953	177	27.696	425	289.126
RCHGF000954	147	18.6168	436	441.263
RCHGF000955	582	346.484	855	46.4942
RCHGF000956	720	483.578	1700	66.2365
RCHGF000957	384	158.438	178	21.1678
RCHGF000958	1335	1098.42	3765	64.5822
RCHGF000960	186	30.9155	2726	1661.37
RCHGF000961	1122	885.418	524	11.1506
RCHGF000962	1011	774.418	176521	4294.74
RCHGF000963	567	331.718	114	6.47518
RCHGF000964	483	249.99	5086	383.327
RCHGF000965	1068	831.418	427	9.67663
RCHGF000966	819	582.446	91	2.94375
RCHGF000967	1047	810.418	160.02	3.72033
RCHGF000968	672	435.734	212	9.16705
RCHGF000969	672	435.734	3771	163.061
RCHGF000970	1002	765.418	29477	725.604
RCHGF000971	819	582.446	7318	236.73
RCHGF000972	474	241.392	57136	4459.67
RCHGF000973	1179	942.418	3901	77.9916
RCHGF000974	180	28.7347	118	77.3732
RCHGF000975	303	93.8416	350	70.273
RCHGF000976	426	196.283	1173	112.598
RCHGF000977	1176	939.418	25163	504.683
RCHGF000978	564	328.766	8549	489.942
RCHGF000979	132	14.5868	2	2.58336
RCHGF000980	912	675.418	3380	94.2887
RCHGF000981	264	67.805	444	123.378
RCHGF000982	552	317.011	193	11.4709
RCHGF000983	936	699.418	1614	43.4793
RCHGF000984	945	708.418	3876	103.088
RCHGF000985	852	615.439	1602	49.0448
RCHGF000986	429	199.046	54	5.11158
RCHGF000987	915	678.418	179	4.97131
RCHGF000988	918	681.418	132	3.64986
RCHGF000989	1413	1176.42	760	12.1722
RCHGF000990	1005	768.418	1008	24.716
RCHGF000991	1266	1029.42	353	6.46098
RCHGF000993	1203	966.418	185	3.6068
RCHGF000994	273	73.5418	9	2.30581
RCHGF000995	642	405.86	88	4.08528
RCHGF000996	684	447.661	54	2.2728
RCHGF000997	1128	891.418	138	2.91684
RCHGF000998	1188	951.418	149	2.95074
RCHGF000999	954	717.418	131	3.44044
RCHGF001000	630	393.953	135	6.45661
RCHGF001001	495	261.606	53	3.81719
RCHGF001002	411	182.618	54	5.57141
RCHGF001003	822	585.446	140	4.50565
RCHGF001004	750	513.495	67	2.45841
RCHGF001005	483	249.99	32	2.41181
RCHGF001006	678	441.7	85	3.62583
RCHGF001007	990	753.418	108	2.70087
RCHGF001008	261	65.9345	45	12.8592
RCHGF001009	114	11.0875	84	142.745
RCHGF001010	951	714.418	364	9.59985
RCHGF001011	1152	915.418	126	2.59338
RCHGF001012	705	468.605	84	3.37745
RCHGF001013	924	687.418	123	3.37132
RCHGF001014	825	588.439	110	3.52214
RCHGF001015	1053	816.418	155	3.57713
RCHGF001016	2382	2145.42	3193	28.0416
RCHGF001017	645	408.837	4556	209.966
RCHGF001018	939	702.418	123	3.29932
RCHGF001019	768	531.49	373	13.223
RCHGF001020	120	12.2634	345	530.059
RCHGF001021	141	17.0367	141	155.937
RCHGF001022	1044	807.418	170	3.96703
RCHGF001023	1176	939.418	226	4.53278
RCHGF001024	645	408.837	112	5.16159
RCHGF001025	471	238.516	33	2.60683
RCHGF001026	927	690.418	124	3.38396
RCHGF001027	825	588.439	109	3.49012
RCHGF001028	765	528.49	109	3.88603
RCHGF001029	417	188.038	80	8.01603
RCHGF001030	2421	2184.42	747	6.44318
RCHGF001031	267	69.6465	396	107.13
RCHGF001032	702	465.61	830	33.587
RCHGF001033	795	558.471	723	24.3923
RCHGF001034	801	564.471	1315	43.8934
RCHGF001035	480	247.113	222	16.9268
RCHGF001036	2730	2493.42	2524	19.0726
RCHGF001037	501	267.39	1053	74.1992
RCHGF001038	1437	1200.42	6176	96.9372
RCHGF001039	1113	876.418	5315	114.263
RCHGF001040	1134	897.418	11224	235.651
RCHGF001041	753	516.49	323	11.783
RCHGF001042	870	633.425	558	16.5979
RCHGF001043	987	750.418	1302	32.6906
RCHGF001044	138	16.21	427	496.32
RCHGF001045	729	492.546	996	38.1003
RCHGF001046	1272	1035.42	768	13.9753
RCHGF001047	675	438.72	298	12.7981
RCHGF001048	768	531.49	190	6.73557
RCHGF001049	2370	2133.42	809	7.14477
RCHGF001050	474	241.392	642	50.1104
RCHGF001051	522	287.695	159	10.4131
RCHGF001052	852	615.439	546	16.7156
RCHGF001053	615	379.082	315	15.6565
RCHGF001054	237	52.6477	25	8.94697
RCHGF001055	351	130.515	170	24.5417
RCHGF001056	1086	849.418	3279	72.7337
RCHGF001057	744	507.512	5393	200.216
RCHGF001058	1344	1107.42	8188	139.31
RCHGF001059	444	212.997	733	64.8404
RCHGF001060	1995	1758.42	4679	50.1356
RCHGF001061	921	684.418	1249	34.384
RCHGF001062	228	48.0973	4003	1568.13
RCHGF001063	474	241.392	54496	4253.61
RCHGF001064	291	85.2806	16413	3626.21
RCHGF001065	195	34.114	574	317.026
RCHGF001066	111	10.6768	11	19.4119
RCHGF001067	216	42.626	138	60.9987
RCHGF001068	654	417.805	175	7.89187
RCHGF001069	1182	945.418	265	5.28126
RCHGF001070	1101	864.418	137	2.98615
RCHGF001071	1323	1086.42	374	6.4862
RCHGF001072	330	113.839	68	11.2547
RCHGF001073	318	104.738	71	12.7723
RCHGF001074	1041	804.418	193	4.52055
RCHGF001075	1896	1659.42	609	6.91476
RCHGF001076	156	21.0612	222	198.603
RCHGF001077	822	585.446	704	22.657
RCHGF001078	1353	1116.42	2751	46.4279
RCHGF001079	1311	1074.42	8124	142.466
RCHGF001080	810	573.459	109	3.5813
RCHGF001081	843	606.439	76	2.36125
RCHGF001082	705	468.605	101	4.06098
RCHGF001083	1023	786.418	120	2.87504
RCHGF001084	297	89.478	459	96.6523
RCHGF001085	1470	1233.42	432	6.59917
RCHGF001086	453	221.377	59	5.02152
RCHGF001087	1110	873.418	402	8.672
RCHGF001088	795	558.471	2006	67.6777
RCHGF001089	801	564.471	2247	75.0027
RCHGF001090	300	91.6342	94	19.3279
RCHGF001091	672	435.734	2092	90.4598
RCHGF001092	795	558.471	342	11.5383
RCHGF001093	366	142.927	191	25.1788
RCHGF001094	1530	1293.42	1092	15.9074
RCHGF001095	1038	801.418	512	12.0372
RCHGF001096	1290	1053.42	521	9.31864
RCHGF001097	363	140.441	46	6.17132
RCHGF001098	996	759.418	203	5.03652
RCHGF001099	540	305.263	95	5.8636
RCHGF001100	456	224.204	74	6.21877
RCHGF001101	999	762.418	247	6.10407
RCHGF001102	1257	1020.42	2818	52.0329
RCHGF001103	495	261.606	941	67.7732
RCHGF001104	750	513.495	505	18.5298
RCHGF001105	1338	1101.42	2133	36.4884
RCHGF001106	348	128.032	5492	808.218
RCHGF001107	1260	1023.42	7225	133.015
RCHGF001108	1443	1206.42	48949	764.472
RCHGF001109	171	25.6745	17	12.4757
RCHGF001110	1086	849.418	1045	23.1798
RCHGF001111	1929	1692.42	684	7.6149
RCHGF001112	174	26.6781	98	69.213
RCHGF001113	375	150.683	941	117.663
RCHGF001114	264	67.805	182	50.5738
RCHGF001115	1248	1011.42	496	9.23988
RCHGF001116	582	346.484	1727	93.9128
RCHGF001117	237	52.6477	3165	1132.69
RCHGF001118	216	42.626	1849	817.294
RCHGF001119	672	435.734	3078	133.095
RCHGF001120	1011	774.418	3012	73.2816
RCHGF001121	204	37.4011	36	18.1357
RCHGF001122	765	528.49	358	12.7633
RCHGF001123	2040	1803.42	2026	21.167
RCHGF001126	153	20.2202	145	135.113
RCHGF001127	3351	3114.42	3298	19.9521
RCHGF001128	150	19.371	36	35.0159
RCHGF001129	363	140.441	442	59.2984
RCHGF001130	1386	1149.42	376	6.16347
RCHGF001131	1035	798.418	242	5.71085
RCHGF001132	822	585.446	161	5.18149
RCHGF001133	753	516.49	183	6.67583
RCHGF001134	495	261.606	103	7.41832
RCHGF001135	408	179.934	56	5.86394
RCHGF001136	2769	2532.42	2648	19.7014
RCHGF001137	114	11.0875	204	346.665
RCHGF001138	1023	786.418	1642.71	39.3571
RCHGF001139	651	414.819	274	12.4454
RCHGF001140	2697	2460.42	4270	32.699
RCHGF001141	3207	2970.42	8407	53.326
RCHGF001142	774	537.49	2491	87.3211
RCHGF001143	555	319.964	111122	6543.56
RCHGF001144	618	382.039	5802	286.144
RCHGF001145	603	367.211	93	4.77181
RCHGF001146	699	462.625	291	11.8517
RCHGF001147	138	16.21	13	15.1104
RCHGF001148	714	477.584	118	4.6553
RCHGF001149	852	615.439	5260	161.033
RCHGF001150	1338	1101.42	9890	169.184
RCHGF001152	1281	1044.42	1390	25.0759
RCHGF001153	4032	3795.42	3334	16.5509
RCHGF001154	1128	891.418	308	6.51006
RCHGF001155	1479	1242.42	1395	21.1554
RCHGF001156	465	232.757	161	13.0328
RCHGF001157	333	116.107	59	9.57433
RCHGF001158	972	735.418	6448	165.199
RCHGF001159	129	13.8812	448	608.086
RCHGF001160	906	669.418	1515	42.6413
RCHGF001161	999	762.418	1358	33.56
RCHGF001162	171	25.6745	236	173.191
RCHGF001163	129	13.8812	87	118.088
RCHGF001164	312	100.303	887	166.619
RCHGF001165	1887	1650.42	522	5.95926
RCHGF001166	1734	1497.42	493	6.20325
RCHGF001167	426	196.283	229	21.9821
RCHGF001168	126	13.4892	1	1.39678
RCHGF001169	1068	831.418	252	5.7108
RCHGF001170	936	699.418	144	3.87919
RCHGF001171	1104	867.418	138	2.99755
RCHGF001172	252	60.7073	1108	343.886
RCHGF001173	972	735.418	13211	338.467
RCHGF001174	546	311.123	17339	1050.05
RCHGF001176	728	491.551	4793.19	183.726
RCHGF001178	528	293.52	1570	100.781
RCHGF001179	546	311.123	1996	120.877
RCHGF001180	342	123.193	997	152.485
RCHGF001181	327	111.556	476	80.3953
RCHGF001182	177	27.696	2182	1484.41
RCHGF001183	1509	1272.42	18833	278.872
RCHGF001184	2004	1767.42	3039	32.3972
RCHGF001185	591	355.363	1228	65.109
RCHGF001186	216	42.626	224	99.0123
RCHGF001187	432	201.805	60	5.60189
RCHGF001188	543	308.188	72	4.40182
RCHGF001189	1650	1413.42	415	5.53214
RCHGF001190	855	618.439	153	4.66133
RCHGF001191	1125	888.418	147	3.11757
RCHGF001192	453	221.377	145	12.341
RCHGF001193	417	188.038	55	5.51102
RCHGF001195	765	528.49	969	34.5464
RCHGF001196	987	750.418	2380	59.7571
RCHGF001197	147	18.6168	47	47.5673
RCHGF001198	1434	1197.42	1188	18.6933
RCHGF001199	2376	2139.42	3137	27.627
RCHGF001200	465	232.757	827	66.9451
RCHGF001201	111	10.6768	18	31.765
RCHGF001202	1785	1548.42	1140	13.8718
RCHGF001203	1596	1359.42	282	3.90851
RCHGF001204	1578	1341.42	507	7.1213
RCHGF001205	147	18.6168	8	8.09657
RCHGF001206	306	96.004	84	16.4856
RCHGF001207	144	17.8109	1353.32	1431.62
RCHGF001208	408	179.934	29727.7	3112.88
RCHGF001209	1680	1443.42	4814	62.839
RCHGF001210	1206	969.418	4101	79.7066
RCHGF001211	855	618.439	872	26.5665
RCHGF001212	612	376.124	976	48.8917
RCHGF001213	324	109.283	464	79.9987
RCHGF001214	252	60.7073	41	12.725
RCHGF001215	813	576.452	1046	34.1888
RCHGF001216	156	21.0612	100	89.4608
RCHGF001217	111	10.6768	13	22.9414
RCHGF001218	273	73.5418	103	26.3887
RCHGF001219	330	113.839	723	119.664
RCHGF001220	810	573.459	520	17.0851
RCHGF001221	363	140.441	308	41.321
RCHGF001222	273	73.5418	205	52.5213
RCHGF001223	525	290.605	346	22.4331
RCHGF001224	1131	894.418	317	6.67781
RCHGF001225	756	519.49	650	23.575
RCHGF001226	819	582.446	111	3.59073
RCHGF001227	699	462.625	96	3.90983
RCHGF001228	606	370.182	69	3.51196
RCHGF001229	1167	930.418	120	2.43007
RCHGF001230	840	603.439	68	2.1232
RCHGF001231	846	609.439	77	2.38054
RCHGF001232	1110	873.418	143	3.08482
RCHGF001233	576	340.553	58	3.20892
RCHGF001234	420	190.777	20	1.97524
RCHGF001235	747	510.512	1209	44.6206
RCHGF001236	681	444.68	873	36.9898
RCHGF001237	336	118.419	450	71.5988
RCHGF001238	432	201.805	354	33.0511
RCHGF001239	1236	999.418	2332	43.964
RCHGF001240	729	492.546	592	22.646
RCHGF001241	936	699.418	840	22.6286
RCHGF001242	1053	816.418	1952	45.0488
RCHGF001243	948	711.418	1282	33.953
RCHGF001244	972	735.418	3235	82.8811
RCHGF001245	930	693.418	1616	43.9098
RCHGF001246	870	633.425	1390	41.3461
RCHGF001247	1365	1128.42	2761	46.1012
RCHGF001248	462	229.871	1606	131.636
RCHGF001249	222	45.3906	750	311.323
RCHGF001250	1035	798.418	143	3.37459
RCHGF001251	798	561.471	131	4.39602
RCHGF001252	1002	765.418	257	6.3263
RCHGF001253	156	21.0612	2	1.78922
RCHGF001254	366	142.927	899	118.512
RCHGF001255	1251	1014.42	3800	70.5801
RCHGF001256	1215	978.418	13361	257.294
RCHGF001257	198	35.2127	26	13.912
RCHGF001258	1527	1290.42	751	10.9654
RCHGF001259	1200	963.418	5007	97.9216
RCHGF001260	777	540.49	3044	106.114
RCHGF001261	459	227.031	311	25.8102
RCHGF001262	1644	1407.42	6584.68	88.1509
RCHGF001263	186	30.9155	14	8.53232
RCHGF001264	1158	921.418	1055	21.573
RCHGF001265	846	609.439	229	7.0798
RCHGF001266	633	396.931	182	8.63916
RCHGF001267	354	132.935	36	5.10246
RCHGF001268	651	414.819	195	8.8571
RCHGF001269	579	343.522	790	43.3299
RCHGF001270	2928	2691.42	6445	45.1188
RCHGF001271	1302	1065.42	2381	42.1071
RCHGF001272	183	29.8034	574	362.879
RCHGF001273	666	429.744	1837	80.5406
RCHGF001274	1716	1479.42	677	8.62211
RCHGF001275	1917	1680.42	1579	17.7044
RCHGF001276	1749	1512.42	2475	30.8332
RCHGF001277	912	675.418	113	3.15225
RCHGF001278	111	10.6768	8	14.1178
RCHGF001279	1326	1089.42	1367	23.6423
RCHGF001280	2448	2211.42	2793	23.7966
RCHGF001281	540	305.263	7510	463.533
RCHGF001282	759	522.49	1968	70.9681
RCHGF001283	276	75.4896	1055	263.318
RCHGF001284	546	311.123	1667	100.953
RCHGF001285	1278	1041.42	375	6.78456
RCHGF001286	744	507.512	291	10.8034
RCHGF001287	1299	1062.42	504	8.93821
RCHGF001288	1434	1197.42	307	4.83068
RCHGF001289	1425	1188.42	237	3.75746
RCHGF001290	813	576.452	110	3.59538
RCHGF001291	747	510.512	178	6.56945
RCHGF001292	372	148.098	53	6.74285
RCHGF001293	705	468.605	2273	91.3921
RCHGF001294	1401	1164.42	1412	22.8476
RCHGF001295	1410	1173.42	1332	21.3878
RCHGF001296	930	693.418	728	19.7812
RCHGF001297	129	13.8812	0	0
RCHGF001298	618	382.039	411	20.2698
RCHGF001299	465	232.757	500	40.4746
RCHGF001300	213	41.2981	92	41.9734
RCHGF001301	747	510.512	1244	45.9124
RCHGF001302	966	729.418	492	12.7088
RCHGF001303	972	735.418	2316.88	59.3588
RCHGF001304	447	215.781	804	70.2033
RCHGF001305	2208	1971.42	913	8.72585
RCHGF001306	162	22.8199	14	11.5593
RCHGF001307	1068	831.418	182	4.12446
RCHGF001308	1092	855.418	189	4.16293
RCHGF001309	834	597.439	126	3.97368
