-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Late_Replicate_3_HGF2_counts	tpm
RCHGF000655	1167	891.462	186	5.17425
RCHGF000656	120	12.9742	24	45.8742
RCHGF000657	891	615.475	258	10.3955
RCHGF000658	117	12.4744	2	3.97602
RCHGF000659	2055	1779.46	3306	46.0735
RCHGF000660	309	88.6722	163	45.5866
RCHGF000661	1239	963.462	263	6.76953
RCHGF000662	324	97.8974	21	5.31968
RCHGF000663	1443	1167.46	118	2.50655
RCHGF000664	1188	912.462	1716	46.638
RCHGF000665	174	26.0868	139	132.139
RCHGF000666	537	267.85	162	14.999
RCHGF000667	1215	939.462	433	11.43
RCHGF000668	2190	1914.46	2219	28.744
RCHGF000669	123	13.2708	1	1.8687
RCHGF000670	528	259.651	308	29.417
RCHGF000671	144	17.8758	1	1.38731
RCHGF000672	813	537.519	440	20.3
RCHGF000673	423	168.59	118	17.3575
RCHGF000674	141	17.1823	11	15.8763
RCHGF000675	765	489.63	3491	176.815
RCHGF000676	558	287.518	872	75.2123
RCHGF000677	849	573.481	1020	44.1081
RCHGF000678	1119	843.462	1372	40.3391
RCHGF000679	144	17.8758	16	22.1969
RCHGF000680	1035	759.462	1174	38.3353
RCHGF000681	666	391.57	194	12.2865
RCHGF000682	918	642.475	385	14.8608
RCHGF000683	747	471.63	461	24.2402
RCHGF000684	204	37.5768	34	22.4386
RCHGF000685	960	684.462	3417	123.803
RCHGF000686	798	522.519	4457	211.533
RCHGF000687	777	501.555	370	18.2945
RCHGF000688	777	501.555	527	26.0573
RCHGF000689	123	13.2708	43	80.354
RCHGF000690	921	645.475	440	16.9048
RCHGF000691	300	83.1851	540	160.985
RCHGF000692	822	546.509	52	2.35963
RCHGF000693	780	504.545	80	3.93212
RCHGF000694	468	205.971	17	2.04682
RCHGF000695	738	462.663	34	1.82243
RCHGF000696	408	156.946	24	3.79226
RCHGF000697	2712	2436.46	590	6.00523
RCHGF000698	1215	939.462	186	4.90988
RCHGF000699	1224	948.462	514	13.4394
RCHGF000700	600	327.212	256	19.402
RCHGF000701	729	453.791	1356	74.1039
RCHGF000702	1737	1461.46	916	15.5434
RCHGF000703	552	281.841	259	22.7894
RCHGF000704	774	498.59	457	22.7305
RCHGF000705	756	480.63	122	6.29486
RCHGF000706	699	423.948	388	22.6964
RCHGF000707	858	582.475	620	26.3968
RCHGF000708	873	597.475	5871	243.685
RCHGF000709	309	88.6722	1534	429.017
RCHGF000710	888	612.475	72854	2949.86
RCHGF000711	837	561.481	81354	3593.2
RCHGF000712	489	224.247	23732	2624.48
RCHGF000713	426	171.163	25393	3679.09
RCHGF000714	984	708.462	247	8.64605
RCHGF000715	891	615.475	1101	44.3623
RCHGF000716	324	97.8974	631	159.844
RCHGF000717	819	543.509	858	39.1487
RCHGF000718	819	543.509	668	30.4794
RCHGF000719	531	262.353	1737	164.192
RCHGF000720	1152	876.462	422	11.9403
RCHGF000721	558	287.518	229	19.7518
RCHGF000722	624	350.476	236	16.699
RCHGF000723	762	486.63	546	27.8247
RCHGF000724	882	606.475	381	15.5793
RCHGF000725	1356	1080.46	300	6.88571
RCHGF000726	405	154.513	120	19.2598
RCHGF000727	540	270.65	623	57.0844
RCHGF000728	1338	1062.46	6092	142.195
RCHGF000729	1065	789.462	3174	99.7041
RCHGF000730	624	350.476	57	4.03323
RCHGF000731	660	385.672	1866	119.986
RCHGF000732	1005	729.462	602	20.4659
RCHGF000733	192	32.755	13	9.84244
RCHGF000734	684	409.081	300	18.1865
RCHGF000735	423	168.59	423	62.2223
RCHGF000736	2136	1860.46	6014	80.1641
RCHGF000737	930	654.475	2031	76.958
RCHGF000738	936	660.475	1838	69.0122
RCHGF000739	642	367.961	443	29.8565
RCHGF000740	507	240.385	121	12.4829
RCHGF000741	939	663.468	736	27.5103
RCHGF000742	225	45.9962	48	25.8795
RCHGF000743	846	570.481	1188	51.6431
RCHGF000744	393	145.414	2299	392.077
RCHGF000745	684	409.081	2382	144.401
RCHGF000746	378	134.401	10825	1997.39
RCHGF000747	1068	792.462	24048	752.554
RCHGF000748	150	19.3094	816	1047.99
RCHGF000749	654	379.699	742	48.462
RCHGF000750	849	573.481	800	34.5946
RCHGF000751	369	127.861	148	28.7052
RCHGF000752	123	13.2708	10	18.687
RCHGF000753	918	642.475	32	1.23518
RCHGF000754	117	12.4744	2	3.97602
RCHGF000755	1131	855.462	232	6.7255
RCHGF000756	693	417.994	208	12.3404
RCHGF000757	132	15.0955	7	11.4997
RCHGF000758	432	176.154	1536	216.24
RCHGF000759	510	243.144	139	14.1771
RCHGF000760	489	224.247	810	89.5766
RCHGF000762	996	720.462	1098	37.7945
RCHGF000763	411	159.19	146	22.7444
RCHGF000764	1065	789.462	342	10.7432
RCHGF000765	1944	1668.46	540	8.02628
RCHGF000766	936	660.475	171	6.42062
RCHGF000767	552	281.841	112	9.85487
RCHGF000769	345	111.581	51	11.3349
RCHGF000770	1254	978.462	223	5.65195
RCHGF000771	594	321.487	440	33.9412
RCHGF000772	528	259.651	700	66.8567
RCHGF000773	1098	822.462	2296	69.2298
RCHGF000774	2265	1989.46	1315	16.3918
RCHGF000775	1611	1335.46	46576	864.904
RCHGF000776	318	94.0415	663	174.836
RCHGF000777	411	159.19	411	64.0269
RCHGF000778	642	367.961	388	26.1497
RCHGF000779	1218	942.462	2437	64.1252
RCHGF000780	537	267.85	244	22.591
RCHGF000781	129	14.6121	10	16.9716
RCHGF000782	129	14.6121	5	8.48582
RCHGF000783	687	412.069	172	10.3513
RCHGF000784	1080	804.462	153	4.71653
RCHGF000785	402	152.279	8462	1378.06
RCHGF000786	861	585.475	859	36.385
RCHGF000787	1857	1581.46	738	11.5727
RCHGF000788	1722	1446.46	450	7.71512
RCHGF000789	426	171.163	123	17.821
RCHGF000790	138	16.4182	22	33.2303
RCHGF000791	2001	1725.46	355	5.10223
RCHGF000792	129	14.6121	8	13.5773
RCHGF000793	297	81.3753	65	19.8088
RCHGF000794	654	379.699	548	35.7914
RCHGF000795	459	198.287	441	55.1546
RCHGF000796	609	335.783	378	27.9171
RCHGF000797	183	29.3248	102	86.2585
RCHGF000798	339	107.589	124	28.582
RCHGF000799	219	43.6432	35	19.8879
RCHGF000800	3315	3039.46	3078	25.1136
RCHGF000801	666	391.57	81	5.12994
RCHGF000802	1422	1146.46	375	8.11164
RCHGF000803	3246	2970.46	3851	32.1504
RCHGF000804	702	426.927	415	24.1064
RCHGF000805	330	101.65	340	82.9487
RCHGF000806	678	403.272	938	57.6822
RCHGF000807	774	498.59	1601	79.6315
RCHGF000808	159	21.3526	23	26.7125
RCHGF000809	2202	1926.46	4947	63.6823
RCHGF000810	1965	1689.46	5604	82.2596
RCHGF000811	363	123.709	374	74.9735
RCHGF000812	111	11.6813	1	2.12298
RCHGF000813	132	15.0955	5	8.21407
RCHGF000814	1491	1215.46	114	2.32595
RCHGF000815	129	14.6121	4	6.78865
RCHGF000816	1731	1455.46	2027	34.5374
RCHGF000817	450	190.943	74	9.61091
RCHGF000818	159	21.3526	34	39.4881
RCHGF000819	1677	1401.46	1783	31.5506
RCHGF000820	141	17.1823	15	21.6495
RCHGF000821	165	23.1808	8	8.55853
RCHGF000822	801	525.519	2004	94.5684
RCHGF000823	843	567.481	2848	124.459
RCHGF000824	855	579.481	416	17.8029
RCHGF000825	2424	2148.46	354	4.08613
RCHGF000826	627	353.381	45	3.15796
RCHGF000827	885	609.475	54	2.19723
RCHGF000828	609	335.783	51	3.76659
RCHGF000829	861	585.475	50	2.11787
RCHGF000830	1248	972.462	103	2.62665
RCHGF000831	840	564.481	68	2.98742
RCHGF000832	759	483.63	66	3.38429
RCHGF000833	471	208.679	21	2.49561
RCHGF000834	468	205.971	26	3.13044
RCHGF000835	435	178.638	57	7.91296
RCHGF000836	306	86.8087	53	15.1408
RCHGF000837	1167	891.462	374	10.4041
RCHGF000838	117	12.4744	0	0
RCHGF000839	117	12.4744	4	7.95204
RCHGF000840	1998	1722.46	1279	18.4144
RCHGF000841	624	350.476	391	27.6666
RCHGF000842	690	415.048	544	32.504
RCHGF000843	714	438.866	388	21.9249
RCHGF000844	510	243.144	93	9.48541
RCHGF000845	561	290.322	1069	91.3135
RCHGF000846	903	627.475	233	9.20866
RCHGF000847	663	388.633	127	8.10403
RCHGF000848	771	495.59	105	5.25416
RCHGF000849	1371	1095.46	432	9.77966
RCHGF000850	588	315.676	251	19.7183
RCHGF000851	669	394.468	104	6.5382
RCHGF000852	639	365.089	121	8.21908
RCHGF000853	816	540.509	285	13.0761
RCHGF000855	1593	1317.46	903	16.9976
RCHGF000856	222	44.8705	4	2.21073
RCHGF000857	303	84.9008	27	7.88658
RCHGF000858	153	20.037	10	12.3767
RCHGF000860	1446	1170.46	107	2.26706
RCHGF000861	576	304.293	26	2.11894
RCHGF000862	1017	741.462	127	4.24768
RCHGF000863	765	489.63	212	10.7375
RCHGF000864	603	330.017	109	8.19081
RCHGF000865	1182	906.462	260	7.11313
RCHGF000866	792	516.53	118	5.66531
RCHGF000867	1455	1179.46	1477	31.0552
RCHGF000868	591	318.57	327	25.4554
RCHGF000869	666	391.57	742	46.9928
RCHGF000870	411	159.19	482	75.0875
RCHGF000871	423	168.59	828	121.797
RCHGF000872	696	420.969	34.047	2.0057
RCHGF000873	282	72.9894	19	6.45552
RCHGF000874	213	41.1164	12	7.23774
RCHGF000875	399	149.948	58	9.59233
RCHGF000876	888	612.475	141	5.7091
RCHGF000877	384	138.713	9	1.60903
RCHGF000878	348	113.518	31	6.77225
RCHGF000879	915	639.475	128	4.9639
RCHGF000880	666	391.57	362	22.9264
RCHGF000881	801	525.519	577	27.2285
RCHGF000882	225	45.9962	0	0
RCHGF000883	153	20.037	28	34.6547
RCHGF000884	942	666.462	2442	90.8673
RCHGF000885	1128	852.462	2190	63.7098
RCHGF000886	135	15.7376	1	1.57579
RCHGF000887	1449	1173.46	303	6.4034
RCHGF000888	600	327.212	1126	85.3387
RCHGF000889	1215	939.462	1481	39.0943
RCHGF000890	324	97.8974	16	4.05309
RCHGF000891	1920	1644.46	318	4.79557
RCHGF000892	306	86.8087	40	11.427
RCHGF000893	726	450.791	172	9.46216
RCHGF000894	177	27.0367	8	7.33793
RCHGF000895	285	74.6309	15	4.98436
RCHGF000896	327	99.8377	42	10.4326
RCHGF000897	1428	1152.46	209	4.49735
RCHGF000898	1494	1218.46	373	7.59161
RCHGF000899	240	52.0677	3987	1898.96
RCHGF000900	366	125.829	101	19.9058
RCHGF000901	903	627.475	549	21.6977
RCHGF000902	465	203.457	57	6.94769
RCHGF000903	513	245.938	149	15.0244
RCHGF000904	990	714.462	1477	51.2671
RCHGF000905	912	636.475	2534	98.733
RCHGF000906	798	522.519	1426	67.679
RCHGF000907	564	293.201	1217	102.935
RCHGF000908	906	630.475	2580	101.482
RCHGF000909	810	534.519	177	8.21196
RCHGF000910	1830	1554.46	2339	37.3153
RCHGF000911	1731	1455.46	4354	74.1865
RCHGF000912	1170	894.462	1136	31.4959
RCHGF000913	795	519.53	607	28.9745
RCHGF000914	1338	1062.46	4285	100.017
RCHGF000915	729	453.791	2199	120.173
RCHGF000916	198	35.0841	3031	2142.46
RCHGF000917	1008	732.462	913	30.9117
RCHGF000918	549	279.003	506	44.9758
RCHGF000919	2622	2346.46	6424	67.8936
RCHGF000920	1098	822.462	632	19.0563
RCHGF000921	798	522.519	2853	135.406
RCHGF000922	114	11.8869	926	1931.88
RCHGF000923	246	54.5582	3987	1812.27
RCHGF000924	591	318.57	79746	6207.84
RCHGF000925	252	57.3505	8120	3511.2
RCHGF000926	252	57.3505	1634	706.564
RCHGF000927	2595	2319.46	5642	60.323
RCHGF000928	414	161.5	1252	192.252
RCHGF000929	150	19.3094	596	765.445
RCHGF000930	444	186.018	240	31.9959
RCHGF000931	282	72.9894	128	43.4898
RCHGF000932	1770	1494.46	1652	27.4134
RCHGF000933	1332	1056.46	1048	24.6005
RCHGF000935	1218	942.462	462	12.1567
RCHGF000936	348	113.518	649	141.78
RCHGF000937	111	11.6813	41	87.0423
RCHGF000938	510	243.144	1976	201.539
RCHGF000939	837	561.481	131	5.78593
RCHGF000940	501	234.948	216	22.7992
RCHGF000941	504	237.678	410	42.7792
RCHGF000942	117	12.4744	68	135.185
RCHGF000944	453	193.491	408	52.2922
RCHGF000945	1164	888.462	937	26.154
RCHGF000946	2130	1854.46	4397	58.7998
RCHGF000947	228	47.1962	340	178.652
RCHGF000948	1833	1557.46	1071	17.0533
RCHGF000949	1296	1020.46	15644	380.179
RCHGF000950	762	486.63	1637	83.4232
RCHGF000951	189	31.5735	366	287.472
RCHGF000952	549	279.003	513	45.598
RCHGF000953	177	27.0367	169	155.014
RCHGF000954	147	18.6506	230	305.824
RCHGF000955	582	309.927	1111	88.8978
RCHGF000956	720	444.8	1823	101.639
RCHGF000957	384	138.713	243	43.4437
RCHGF000958	1335	1059.46	2240	52.4324
RCHGF000960	186	30.3688	800	653.281
RCHGF000961	1122	846.462	284	8.32047
RCHGF000962	1011	735.462	157356	5305.91
RCHGF000963	567	296.01	3692	309.309
RCHGF000964	483	218.937	4660	527.842
RCHGF000965	1068	792.462	209	6.54041
RCHGF000966	819	543.509	24	1.09507
RCHGF000967	1047	771.462	99.0049	3.18258
RCHGF000968	672	397.44	57	3.55664
RCHGF000969	672	397.44	738	46.0491
RCHGF000970	1002	726.462	18802	641.842
RCHGF000971	819	543.509	4920	224.489
RCHGF000972	474	211.168	13199	1550.06
RCHGF000973	1179	903.462	2055	56.4078
RCHGF000974	180	28.0327	55	48.6558
RCHGF000975	303	84.9008	127	37.0962
RCHGF000976	426	171.163	585	84.7584
RCHGF000977	1176	900.462	11867	326.823
RCHGF000978	564	293.201	3128	264.569
RCHGF000979	132	15.0955	8	13.1425
RCHGF000980	912	636.475	2016	78.55
RCHGF000981	264	63.142	206	80.907
RCHGF000982	552	281.841	371	32.6443
RCHGF000983	936	660.475	2371	89.025
RCHGF000984	945	669.462	5541	205.258
RCHGF000985	852	576.481	1715	73.7762
RCHGF000986	429	173.583	25	3.57166
RCHGF000987	915	639.475	272	10.5483
RCHGF000988	918	642.475	111	4.28454
RCHGF000989	1413	1137.46	666	14.5203
RCHGF000990	1005	729.462	482	16.3863
RCHGF000991	1266	990.462	114	2.85433
RCHGF000993	1203	927.462	97	2.59366
RCHGF000994	273	67.8707	4	1.46155
RCHGF000995	642	367.961	62	4.17856
RCHGF000996	684	409.081	45	2.72797
RCHGF000997	1128	852.462	100	2.90912
RCHGF000998	1188	912.462	42	1.14149
RCHGF000999	954	678.462	52	1.90071
RCHGF001000	630	356.288	54	3.75863
RCHGF001001	495	229.548	16	1.72855
RCHGF001002	411	159.19	18	2.8041
RCHGF001003	822	546.509	81	3.67557
RCHGF001004	750	474.63	59	3.08272
RCHGF001005	483	218.937	14	1.58579
RCHGF001006	678	403.272	56	3.44371
RCHGF001007	990	714.462	48	1.66609
RCHGF001008	261	61.4944	8	3.2262
RCHGF001009	114	11.8869	19	39.6391
RCHGF001010	951	675.462	267	9.80274
RCHGF001011	1152	876.462	43	1.21667
RCHGF001012	705	429.91	39	2.2497
RCHGF001013	924	648.475	48	1.83563
RCHGF001014	825	549.509	48	2.16623
RCHGF001015	1053	777.462	71	2.26473
RCHGF001016	2382	2106.46	1008	11.8671
RCHGF001017	645	370.876	1086	72.617
RCHGF001018	939	663.468	32	1.1961
RCHGF001019	768	492.63	154	7.75242
RCHGF001020	120	12.9742	192	366.993
RCHGF001021	141	17.1823	41	59.1752
RCHGF001022	1044	768.462	64	2.06536
RCHGF001023	1176	900.462	90	2.47864
RCHGF001024	645	370.876	54	3.61079
RCHGF001025	471	208.679	22	2.61445
RCHGF001026	927	651.475	40	1.52265
RCHGF001027	825	549.509	85	3.83602
RCHGF001028	765	489.63	108	5.47007
RCHGF001029	417	163.873	55	8.32321
RCHGF001030	2421	2145.46	386	4.46173
RCHGF001031	267	64.7597	141	53.9947
RCHGF001032	702	426.927	424	24.6292
RCHGF001033	795	519.53	294	14.0338
RCHGF001034	801	525.519	610	28.7858
RCHGF001035	480	216.387	76	8.71002
RCHGF001036	2730	2454.46	1193	12.0537
RCHGF001037	501	234.948	685	72.3031
RCHGF001038	1437	1161.46	7314	156.166
RCHGF001039	1113	837.462	6249	185.047
RCHGF001040	1134	858.462	8290	239.481
RCHGF001041	753	477.63	238	12.3573
RCHGF001042	870	594.475	418	17.4373
RCHGF001043	987	711.462	453	15.7901
RCHGF001044	138	16.4182	89	134.432
RCHGF001045	729	453.791	540	29.5104
RCHGF001046	1272	996.462	571	14.2106
RCHGF001047	675	400.385	183	11.3347
RCHGF001048	768	492.63	91	4.58097
RCHGF001049	2370	2094.46	246	2.91273
RCHGF001050	474	211.168	522	61.3027
RCHGF001051	522	254.15	133	12.9777
RCHGF001052	852	576.481	599	25.7679
RCHGF001053	615	341.674	145	10.5243
RCHGF001054	237	50.9637	14	6.81246
RCHGF001055	351	115.59	73	15.6618
RCHGF001056	1086	810.462	2176	66.583
RCHGF001057	744	468.663	3687	195.097
RCHGF001058	1344	1068.46	7196	167.02
RCHGF001059	444	186.018	801	106.786
RCHGF001060	1995	1719.46	3954	57.0271
RCHGF001061	921	645.475	640	24.5888
RCHGF001062	228	47.1962	2494	1310.47
RCHGF001063	474	211.168	19429	2281.7
RCHGF001064	291	77.9832	8625	2742.8
RCHGF001065	195	33.9427	342	249.872
RCHGF001066	111	11.6813	1	2.12298
RCHGF001067	216	42.4381	19	11.1029
RCHGF001068	654	379.699	63	4.1147
RCHGF001069	1182	906.462	91	2.4896
RCHGF001070	1101	825.462	48	1.44205
RCHGF001071	1323	1047.46	157	3.71705
RCHGF001072	330	101.65	18	4.3914
RCHGF001073	318	94.0415	19	5.01038
RCHGF001074	1041	765.462	76	2.46222
RCHGF001075	1896	1620.46	139	2.12722
RCHGF001076	156	20.7604	96	114.676
RCHGF001077	822	546.509	1113	50.5051
RCHGF001078	1353	1077.46	1765	40.6237
RCHGF001079	1311	1035.46	2585	61.9104
RCHGF001080	810	534.519	113	5.24266
RCHGF001081	843	567.481	76	3.32123
RCHGF001082	705	429.91	38	2.19202
RCHGF001083	1023	747.462	51	1.69207
RCHGF001084	297	81.3753	312	95.0822
RCHGF001085	1470	1194.46	257	5.33578
RCHGF001086	453	193.491	36	4.61401
RCHGF001087	1110	834.462	134	3.98231
RCHGF001088	795	519.53	322	15.3703
RCHGF001089	801	525.519	785	37.044
RCHGF001090	300	83.1851	18	5.36616
RCHGF001091	672	397.44	640	39.9342
RCHGF001092	795	519.53	93	4.43925
RCHGF001093	366	125.829	93	18.3291
RCHGF001094	1530	1254.46	862	17.0407
RCHGF001095	1038	762.462	169	5.49675
RCHGF001096	1290	1014.46	100	2.44456
RCHGF001097	363	123.709	15	3.00696
RCHGF001098	996	720.462	48	1.65222
RCHGF001099	540	270.65	23	2.10745
RCHGF001100	456	195.876	11	1.39267
RCHGF001101	999	723.462	34	1.16547
RCHGF001102	1257	981.462	2276	57.509
RCHGF001103	495	229.548	477	51.5325
RCHGF001104	750	474.63	295	15.4136
RCHGF001105	1338	1062.46	1029	24.0181
RCHGF001106	348	113.518	2151	469.907
RCHGF001107	1260	984.462	5100	128.472
RCHGF001108	1443	1167.46	13724	291.525
RCHGF001109	171	25.1477	0	0
RCHGF001110	1086	810.462	544	16.6458
RCHGF001111	1929	1653.46	3315	49.7195
RCHGF001112	174	26.0868	4183	3976.53
RCHGF001113	375	132.264	947	177.56
RCHGF001114	264	63.142	149	58.5201
RCHGF001115	1248	972.462	377	9.61404
RCHGF001116	582	309.927	889	71.1342
RCHGF001117	237	50.9637	921	448.163
RCHGF001118	216	42.4381	718	419.571
RCHGF001119	672	397.44	1140	71.1328
RCHGF001120	1011	735.462	1774	59.8178
RCHGF001121	204	37.5768	14	9.23942
RCHGF001122	765	489.63	202	10.2311
RCHGF001123	2040	1764.46	728	10.2319
RCHGF001126	153	20.037	14	17.3274
RCHGF001127	3351	3075.46	1935	15.603
RCHGF001128	150	19.3094	14	17.9802
RCHGF001129	363	123.709	223	44.7034
RCHGF001130	1386	1110.46	264	5.89573
RCHGF001131	1035	759.462	109	3.55924
RCHGF001132	822	546.509	73	3.31255
RCHGF001133	753	477.63	79	4.10178
RCHGF001134	495	229.548	20	2.16069
RCHGF001135	408	156.946	16	2.52817
RCHGF001136	2769	2493.46	1935	19.2449
RCHGF001137	114	11.8869	98	204.454
RCHGF001138	1023	747.462	495.335	16.4341
RCHGF001139	651	376.756	154	10.1367
RCHGF001140	2697	2421.46	2360	24.1697
RCHGF001141	3207	2931.46	4289	36.2835
RCHGF001142	774	498.59	339	16.8614
RCHGF001143	555	284.689	9932	865.174
RCHGF001144	618	344.626	2350	169.105
RCHGF001145	603	330.017	47	3.53182
RCHGF001146	699	423.948	44	2.57381
RCHGF001147	138	16.4182	20	30.2094
RCHGF001148	714	438.866	56	3.16441
RCHGF001149	852	576.481	1794	77.1746
RCHGF001150	1338	1062.46	2383	55.6221
RCHGF001152	1281	1005.46	1227	30.2633
RCHGF001153	4032	3756.46	4153	27.417
RCHGF001154	1128	852.462	483	14.0511
RCHGF001155	1479	1203.46	1496	30.8274
RCHGF001156	465	203.457	211	25.7186
RCHGF001157	333	103.611	107	25.6104
RCHGF001158	972	696.462	1630	58.04
RCHGF001159	129	14.6121	388	658.5
RCHGF001160	906	630.475	929	36.5414
RCHGF001161	999	723.462	1187	40.6885
RCHGF001162	171	25.1477	156	153.838
RCHGF001163	129	14.6121	62	105.224
RCHGF001164	312	90.3774	241	66.1294
RCHGF001165	1887	1611.46	291	4.47827
RCHGF001166	1734	1458.46	168	2.85661
RCHGF001167	426	171.163	86	12.4602
RCHGF001168	126	13.9039	2	3.56723
RCHGF001169	1068	792.462	33382	1044.65
RCHGF001170	936	660.475	15230	571.848
RCHGF001171	1104	828.462	1262	37.7767
RCHGF001172	252	57.3505	428	185.073
RCHGF001173	972	696.462	5733	204.137
RCHGF001174	546	276.169	609	54.6864
RCHGF001176	728	452.791	1939.71	106.237
RCHGF001178	528	259.651	939	89.6835
RCHGF001179	546	276.169	839	75.3397
RCHGF001180	342	109.649	782	176.863
RCHGF001181	327	99.8377	459	114.013
RCHGF001182	177	27.0367	822	753.972
RCHGF001183	1509	1233.46	5992	120.471
RCHGF001184	2004	1728.46	1620	23.243
RCHGF001185	591	318.57	563	43.8268
RCHGF001186	216	42.4381	179	104.601
RCHGF001187	432	176.154	30	4.22343
RCHGF001188	543	273.393	47	4.26332
RCHGF001189	1650	1374.46	69	1.24495
RCHGF001190	855	579.481	42	1.79741
RCHGF001191	1125	849.462	92	2.68585
RCHGF001192	453	193.491	68	8.71536
RCHGF001193	417	163.873	26	3.93461
RCHGF001195	765	489.63	770	38.9996
RCHGF001196	987	711.462	1737	60.546
RCHGF001197	147	18.6506	8	10.6374
RCHGF001198	1434	1158.46	959	20.5293
RCHGF001199	2376	2100.46	2701	31.8894
RCHGF001200	465	203.457	627	76.4245
RCHGF001201	111	11.6813	1	2.12298
RCHGF001202	1785	1509.46	977	16.0513
RCHGF001203	1596	1320.46	298	5.59664
RCHGF001204	1578	1302.46	303	5.76919
RCHGF001205	147	18.6506	10	13.2967
RCHGF001206	306	86.8087	9	2.57108
RCHGF001207	144	17.8758	252	349.601
RCHGF001208	408	156.946	6330	1000.21
RCHGF001209	1680	1404.46	2570	45.3796
RCHGF001210	1206	930.462	2685	71.5621
RCHGF001211	855	579.481	367	15.7059
RCHGF001212	612	338.732	760	55.6409
RCHGF001213	324	97.8974	698	176.816
RCHGF001214	252	57.3505	2	0.864828
RCHGF001215	813	537.519	942	43.4604
RCHGF001216	156	20.7604	19	22.6962
RCHGF001217	111	11.6813	6	12.7379
RCHGF001218	273	67.8707	13	4.75005
RCHGF001219	330	101.65	163	39.7666
RCHGF001220	810	534.519	238	11.0421
RCHGF001221	363	123.709	104	20.8482
RCHGF001222	273	67.8707	67	24.481
RCHGF001223	525	256.946	81	7.81771
RCHGF001224	1131	855.462	153	4.43535
RCHGF001225	756	480.63	455	23.4767
RCHGF001226	819	543.509	197	8.9887
RCHGF001227	699	423.948	109	6.37604
RCHGF001228	606	332.934	136	10.1302
RCHGF001229	1167	891.462	34	0.94583
RCHGF001230	840	564.481	20	0.878654
RCHGF001231	846	570.481	31	1.34759
RCHGF001232	1110	834.462	105	3.12047
RCHGF001233	576	304.293	18	1.46696
RCHGF001234	420	166.299	13	1.93861
RCHGF001235	747	471.63	593	31.181
RCHGF001236	681	406.159	2451	149.653
RCHGF001237	336	105.619	1627	382.018
RCHGF001238	432	176.154	1266	178.229
RCHGF001239	1236	960.462	8809	227.449
RCHGF001240	729	453.791	2275	124.326
RCHGF001241	936	660.475	3520	132.167
RCHGF001242	1053	777.462	8136	259.519
RCHGF001243	948	672.462	4492	165.657
RCHGF001244	972	696.462	8040	286.283
RCHGF001245	930	654.475	3865	146.451
RCHGF001246	870	594.475	3182	132.741
RCHGF001247	1365	1089.46	4497	102.364
RCHGF001248	462	200.868	1696	209.388
RCHGF001249	222	44.8705	902	498.52
RCHGF001250	1035	759.462	1676	54.7274
RCHGF001251	798	522.519	3147	149.359
RCHGF001252	1002	726.462	5109	174.406
RCHGF001253	156	20.7604	10	11.9454
RCHGF001254	366	125.829	1305	257.198
RCHGF001255	1251	975.462	3684	93.6583
RCHGF001256	1215	939.462	25510	673.393
RCHGF001257	198	35.0841	15	10.6027
RCHGF001258	1527	1251.46	819	16.2294
RCHGF001259	1200	924.462	7262	194.807
RCHGF001260	777	501.555	5913	292.366
RCHGF001261	459	198.287	251	31.3918
RCHGF001262	1644	1368.46	2241.95	40.6285
RCHGF001263	186	30.3688	8	6.53281
RCHGF001264	1158	882.462	410	11.5219
RCHGF001265	846	570.481	119	5.17301
RCHGF001266	633	359.213	99	6.83472
RCHGF001267	354	117.555	18	3.79723
RCHGF001268	651	376.756	134	8.82028
RCHGF001269	579	307.117	929	75.0151
RCHGF001270	2928	2652.46	9641	90.1384
RCHGF001271	1302	1026.46	3378	81.612
RCHGF001272	183	29.3248	379	320.509
RCHGF001273	666	391.57	895	56.6826
RCHGF001274	1716	1440.46	229	3.94249
RCHGF001275	1917	1641.46	956	14.4432
RCHGF001276	1749	1473.46	1837	30.9177
RCHGF001277	912	636.475	32	1.24683
RCHGF001278	111	11.6813	3	6.36895
RCHGF001279	1326	1050.46	563	13.2912
RCHGF001280	2448	2172.46	1015	11.5865
RCHGF001281	540	270.65	10664	977.123
RCHGF001282	759	483.63	1382	70.865
RCHGF001283	276	69.6018	255	90.8566
RCHGF001284	546	276.169	637	57.2007
RCHGF001285	1278	1002.46	282	6.97619
RCHGF001286	744	468.663	246	13.017
RCHGF001287	1299	1023.46	429	10.395
RCHGF001288	1434	1158.46	177	3.78903
RCHGF001289	1425	1149.46	106	2.28691
RCHGF001290	813	537.519	46	2.12227
RCHGF001291	747	471.63	68	3.57557
RCHGF001292	372	129.932	20	3.81725
RCHGF001293	705	429.91	5557	320.553
RCHGF001294	1401	1125.46	3363	74.1025
RCHGF001295	1410	1134.46	4129	90.2593
RCHGF001296	930	654.475	2167	82.1113
RCHGF001297	129	14.6121	2	3.39433
RCHGF001298	618	344.626	504	36.2677
RCHGF001299	465	203.457	147	17.9177
RCHGF001300	213	41.1164	25	15.0786
RCHGF001301	747	471.63	858	45.1152
RCHGF001302	966	690.462	462	16.5936
RCHGF001303	972	696.462	781	27.8093
RCHGF001304	447	188.396	245	32.2502
RCHGF001305	2208	1932.46	803	10.3048
RCHGF001306	162	22.1849	4	4.47136
RCHGF001307	1068	792.462	206	6.44653
RCHGF001308	1092	816.462	367	11.1472
RCHGF001309	834	558.481	108	4.79571
RCHGF001310	873	597.475	193	8.01078
RCHGF001311	1278	1002.46	240	5.93718
