-e target_id	length	eff_length	Coculture_PT33_HGF2_Early_Replicate_1_HGF2_counts	tpm
RCHGF000687	777	527.792	1	11.0929
RCHGF000688	777	527.792	4	44.3714
RCHGF000689	123	14.3709	0	0
RCHGF000690	921	671.039	6	52.3491
RCHGF000691	300	92.4742	0	0
RCHGF000692	822	572.282	1	10.2305
RCHGF000693	780	530.792	2	22.0603
RCHGF000694	468	226.672	0	0
RCHGF000695	738	488.84	0	0
RCHGF000696	408	173.899	2	67.3347
RCHGF000697	2712	2461.97	5	11.8903
RCHGF000698	1215	964.973	3	18.2017
RCHGF000699	1224	973.973	3	18.0335
RCHGF000700	600	352.014	1	16.632
RCHGF000701	729	479.84	4	48.8056
RCHGF000702	1737	1486.97	9	35.4361
RCHGF000703	552	304.862	1	19.2045
RCHGF000704	774	524.792	0	0
RCHGF000705	756	506.84	1	11.5514
RCHGF000706	699	449.971	5	65.0566
RCHGF000707	858	608.282	4	38.5
RCHGF000708	873	623.282	31	291.194
RCHGF000709	309	98.9086	0	0
RCHGF000710	888	638.282	21	192.625
RCHGF000711	837	587.282	17	169.476
RCHGF000712	489	245.643	5	119.171
RCHGF000713	426	189.533	5	154.451
RCHGF000714	984	733.973	1	7.97675
RCHGF000715	891	641.282	3	27.3891
RCHGF000716	324	109.298	1	53.5665
RCHGF000717	819	569.282	1	10.2844
RCHGF000718	819	569.282	0	0
RCHGF000719	531	285.097	1	20.5359
RCHGF000720	1152	901.973	6	38.9461
RCHGF000721	558	310.833	5	94.178
RCHGF000722	624	375.738	2	31.1639
RCHGF000723	762	512.84	3	34.2488
RCHGF000724	882	632.282	3	27.779
RCHGF000725	1356	1105.97	4	21.1749
RCHGF000726	405	171.227	2	68.3853
RCHGF000727	540	293.878	5	99.6112
RCHGF000728	1338	1087.97	59	317.497
RCHGF000729	1065	814.973	24	172.415
RCHGF000730	624	375.738	7	109.074
RCHGF000731	660	411.404	8	113.849
RCHGF000732	1005	754.973	2	15.5097
RCHGF000733	192	34.6129	0	0
RCHGF000734	684	435.054	1	13.4575
RCHGF000735	423	186.793	1	31.3434
RCHGF000736	2136	1885.97	48	149.009
RCHGF000737	930	680.039	18	154.969
RCHGF000738	936	686.039	18	153.614
RCHGF000739	642	393.666	0	0
RCHGF000740	507	262.548	3	66.8988
RCHGF000741	939	689.039	7	59.4785
RCHGF000742	225	49.4765	0	0
RCHGF000743	846	596.282	0	0
RCHGF000744	393	162.146	0	0
RCHGF000745	684	435.054	1	13.4575
RCHGF000746	378	150.481	2	77.8134
RCHGF000747	1068	817.973	6	42.9456
RCHGF000748	150	20.2849	0	0
RCHGF000749	654	405.404	1	14.4417
RCHGF000750	849	599.282	16	156.313
RCHGF000751	369	143.121	0	0
RCHGF000752	123	14.3709	0	0
RCHGF000753	918	668.039	1	8.76404
RCHGF000754	117	13.6716	0	0
RCHGF000755	1131	880.973	5	33.2287
RCHGF000756	693	443.971	2	26.3743
RCHGF000757	132	16.2843	0	0
RCHGF000758	432	194.683	3	90.219
RCHGF000759	510	265.221	0	0
RCHGF000760	489	245.643	6	143.006
RCHGF000762	996	745.973	9	70.6359
RCHGF000763	411	176.497	0	0
RCHGF000764	1065	814.973	2	14.3679
RCHGF000765	1944	1693.97	8	27.6496
RCHGF000766	936	686.039	6	51.2045
RCHGF000767	552	304.862	0	0
RCHGF000769	345	124.381	0	0
RCHGF000770	1254	1003.97	2	11.6631
RCHGF000771	594	346.178	13	219.862
RCHGF000772	528	282.151	7	145.252
RCHGF000773	1098	847.973	12	82.8524
RCHGF000774	2265	2014.97	11	31.9617
RCHGF000775	1611	1360.97	22	94.641
RCHGF000776	318	105.167	6	334.023
RCHGF000777	411	176.497	5	165.859
RCHGF000778	642	393.666	0	0
RCHGF000779	1218	967.973	1	6.04843
RCHGF000780	537	290.934	2	40.2478
RCHGF000781	129	15.5606	0	0
RCHGF000782	129	15.5606	2	752.507
RCHGF000783	687	438.054	2	26.7306
RCHGF000784	1080	829.973	2	14.1082
RCHGF000785	402	169.097	42	1454.19
RCHGF000786	861	611.282	31	296.911
RCHGF000787	1857	1606.97	9	32.7899
RCHGF000788	1722	1471.97	0	0
RCHGF000789	426	189.533	3	92.6705
RCHGF000790	138	17.7395	0	0
RCHGF000791	2001	1750.97	10	33.4369
RCHGF000792	129	15.5606	0	0
RCHGF000793	297	90.4989	1	64.6938
RCHGF000794	654	405.404	3	43.3251
RCHGF000795	459	218.903	2	53.4914
RCHGF000796	609	360.913	1	16.222
RCHGF000797	183	31.0515	4	754.194
RCHGF000798	339	119.925	1	48.8199
RCHGF000799	219	46.7707	0	0
RCHGF000800	3315	3064.97	10	19.102
RCHGF000801	666	417.054	0	0
RCHGF000802	1422	1171.97	1	4.99561
RCHGF000803	3246	2995.97	26	50.8091
RCHGF000804	702	452.971	4	51.7006
RCHGF000805	330	113.284	0	0
RCHGF000806	678	429.054	3	40.9369
RCHGF000807	774	524.792	4	44.6251
RCHGF000808	159	23.1965	0	0
RCHGF000809	2202	1951.97	28	83.9828
RCHGF000810	1965	1714.97	41	139.969
RCHGF000811	363	138.744	0	0
RCHGF000812	111	13.748	1	425.859
RCHGF000813	132	16.2843	0	0
RCHGF000814	1491	1240.97	2	9.43569
RCHGF000815	129	15.5606	0	0
RCHGF000816	1731	1480.97	16	63.2527
RCHGF000817	450	211.16	1	27.7265
RCHGF000818	159	23.1965	0	0
RCHGF000819	1677	1426.97	16	65.6463
RCHGF000820	141	18.2145	0	0
RCHGF000821	165	24.993	0	0
RCHGF000822	801	551.334	27	286.718
RCHGF000823	843	593.282	19	187.499
RCHGF000824	855	605.282	3	29.0181
RCHGF000825	2424	2173.97	12	32.3172
RCHGF000826	627	378.738	0	0
RCHGF000827	885	635.282	1	9.21594
RCHGF000828	609	360.913	1	16.222
RCHGF000829	861	611.282	0	0
RCHGF000830	1248	997.973	4	23.4664
RCHGF000831	840	590.282	0	0
RCHGF000832	759	509.84	2	22.9669
RCHGF000833	471	229.562	1	25.5039
RCHGF000834	468	226.672	0	0
RCHGF000835	435	197.51	0	0
RCHGF000836	306	96.713	0	0
RCHGF000837	1167	916.973	1	6.38483
RCHGF000838	117	13.6716	0	0
RCHGF000839	117	13.6716	0	0
RCHGF000840	1998	1747.97	12	40.1932
RCHGF000841	624	375.738	5	77.9097
RCHGF000842	690	440.971	56	743.505
RCHGF000843	714	464.884	22	277.067
RCHGF000844	510	265.221	2	44.1498
RCHGF000845	561	313.833	5	93.2778
RCHGF000846	903	653.039	0	0
RCHGF000847	663	414.093	0	0
RCHGF000848	771	521.792	2	22.4408
RCHGF000849	1371	1120.97	4	20.8916
RCHGF000850	588	340.308	0	0
RCHGF000851	669	420.054	2	27.876
RCHGF000852	639	390.666	4	59.9461
RCHGF000853	816	566.282	4	41.3555
RCHGF000855	1593	1342.97	12	52.3143
RCHGF000856	222	48.2164	0	0
RCHGF000857	303	94.6095	0	0
RCHGF000858	153	21.0613	0	0
RCHGF000860	1446	1195.97	1	4.89536
RCHGF000861	576	328.562	0	0
RCHGF000862	1017	766.973	0	0
RCHGF000863	765	515.792	1	11.3509
RCHGF000864	603	355.014	4	65.966
RCHGF000865	1182	931.973	10	62.8207
RCHGF000866	792	542.386	0	0
RCHGF000867	1455	1204.97	5	24.294
RCHGF000868	591	343.276	0	0
RCHGF000869	666	417.054	4	56.1531
RCHGF000870	411	176.497	6	199.031
RCHGF000871	423	186.793	4	125.373
RCHGF000872	696	446.971	1	13.0987
RCHGF000873	282	80.7826	0	0
RCHGF000874	213	43.7669	0	0
RCHGF000875	399	166.843	0	0
RCHGF000876	888	638.282	4	36.6905
RCHGF000877	384	154.832	0	0
RCHGF000878	348	127.038	0	0
RCHGF000879	915	665.039	2	17.6071
RCHGF000880	666	417.054	0	0
RCHGF000881	801	551.334	2	21.2384
RCHGF000882	225	49.4765	0	0
RCHGF000883	153	21.0613	0	0
RCHGF000884	942	692.039	12	101.521
RCHGF000885	1128	877.973	13	86.6898
RCHGF000886	135	17.0838	0	0
RCHGF000887	1449	1198.97	8	39.0649
RCHGF000888	600	352.014	20	332.641
RCHGF000889	1215	964.973	22	133.479
RCHGF000890	324	109.298	0	0
RCHGF000891	1920	1669.97	2	7.01175
RCHGF000892	306	96.713	0	0
RCHGF000893	726	476.84	1	12.2782
RCHGF000894	177	28.856	0	0
RCHGF000895	285	82.3319	0	0
RCHGF000896	327	111.239	0	0
RCHGF000897	1428	1177.97	3	14.9105
RCHGF000898	1494	1243.97	2	9.41294
RCHGF000899	240	57.0879	54	5538.04
RCHGF000900	366	140.779	6	249.529
RCHGF000901	903	653.039	1	8.96534
RCHGF000902	465	224.217	5	130.559
RCHGF000903	513	268.069	4	87.3614
RCHGF000904	990	739.973	4	31.6483
RCHGF000905	912	662.039	7	61.9043
RCHGF000906	798	548.386	4	42.7051
RCHGF000907	564	316.713	25	462.146
RCHGF000908	906	656.039	29	258.806
RCHGF000909	810	560.282	0	0
RCHGF000910	1830	1579.97	5	18.5279
RCHGF000911	1731	1480.97	11	43.4862
RCHGF000912	1170	919.973	8	50.9121
RCHGF000913	795	545.386	16	171.76
RCHGF000914	1338	1087.97	10	53.8131
RCHGF000915	729	479.84	16	195.222
RCHGF000916	198	37.1512	6	945.549
RCHGF000917	1008	757.973	20	154.484
RCHGF000918	549	302.177	3	58.1254
RCHGF000919	2622	2371.97	212	523.278
RCHGF000920	1098	847.973	8	55.235
RCHGF000921	798	548.386	11	117.439
RCHGF000922	114	13.4695	3	1303.99
RCHGF000923	246	59.946	22	2148.66
RCHGF000924	591	343.276	12	204.665
RCHGF000925	252	63.1759	3	278.02
RCHGF000926	252	63.1759	0	0
RCHGF000927	2595	2344.97	92	229.697
RCHGF000928	414	178.932	20	654.409
RCHGF000929	150	20.2849	7	2020.37
RCHGF000930	444	205.443	4	113.992
RCHGF000931	282	80.7826	6	434.85
RCHGF000932	1770	1519.97	59	227.26
RCHGF000933	1332	1081.97	18	97.4007
RCHGF000935	1218	967.973	5	30.2422
RCHGF000936	348	127.038	10	460.863
RCHGF000937	111	13.748	0	0
RCHGF000938	510	265.221	31	684.322
RCHGF000939	837	587.282	0	0
RCHGF000940	501	257.068	2	45.55
RCHGF000941	504	259.821	5	112.668
RCHGF000942	117	13.6716	0	0
RCHGF000944	453	213.619	1	27.4072
RCHGF000945	1164	913.973	9	57.6521
RCHGF000946	2130	1879.97	37	115.228
RCHGF000947	228	51.0509	2	229.368
RCHGF000948	1833	1582.97	6	22.1914
RCHGF000949	1296	1045.97	930	5205.57
RCHGF000950	762	512.84	3	34.2488
RCHGF000951	189	33.1887	3	529.221
RCHGF000952	549	302.177	3	58.1254
RCHGF000953	177	28.856	0	0
RCHGF000954	147	19.5619	0	0
RCHGF000955	582	334.5	3	52.5087
RCHGF000956	720	470.84	6	74.6077
RCHGF000957	384	154.832	0	0
RCHGF000958	1335	1084.97	3	16.1886
RCHGF000960	186	32.1101	3	546.997
RCHGF000961	1122	871.973	0	0
RCHGF000962	1011	760.973	495	3808.39
RCHGF000963	567	319.654	1	18.3158
RCHGF000964	483	240.342	24	584.638
RCHGF000965	1068	817.973	5	35.788
RCHGF000966	819	569.282	5	51.422
RCHGF000967	1047	796.973	0	0
RCHGF000968	672	423.054	0	0
RCHGF000969	672	423.054	2	27.6784
RCHGF000970	1002	751.973	40	311.432
RCHGF000971	819	569.282	7	71.9907
RCHGF000972	474	232.071	42	1059.58
RCHGF000973	1179	928.973	47	296.211
RCHGF000974	180	30.1036	0	0
RCHGF000975	303	94.6095	3	185.649
RCHGF000976	426	189.533	7	216.231
RCHGF000977	1176	925.973	154	973.707
RCHGF000978	564	316.713	8	147.887
RCHGF000979	132	16.2843	0	0
RCHGF000980	912	662.039	7	61.9043
RCHGF000981	264	70.3651	0	0
RCHGF000982	552	304.862	1	19.2045
RCHGF000983	936	686.039	14	119.477
RCHGF000984	945	695.039	29	244.284
RCHGF000985	852	602.282	7	68.0462
RCHGF000986	429	192.045	1	30.4862
RCHGF000987	915	665.039	3	26.4107
RCHGF000988	918	668.039	4	35.0561
RCHGF000989	1413	1162.97	3	15.1028
RCHGF000990	1005	754.973	0	0
RCHGF000991	1266	1015.97	1	5.76267
RCHGF000993	1203	952.973	1	6.14364
RCHGF000994	273	76.0503	2	153.97
RCHGF000995	642	393.666	1	14.8723
RCHGF000996	684	435.054	0	0
RCHGF000997	1128	877.973	0	0
RCHGF000998	1188	937.973	2	12.4838
RCHGF000999	954	703.973	0	0
RCHGF001000	630	381.702	0	0
RCHGF001001	495	251.31	1	23.2968
RCHGF001002	411	176.497	0	0
RCHGF001003	822	572.282	0	0
RCHGF001004	750	500.84	0	0
RCHGF001005	483	240.342	0	0
RCHGF001006	678	429.054	1	13.6456
RCHGF001007	990	739.973	0	0
RCHGF001008	261	68.5087	0	0
RCHGF001009	114	13.4695	0	0
RCHGF001010	951	701.039	3	25.0545
RCHGF001011	1152	901.973	5	32.4551
RCHGF001012	705	455.971	0	0
RCHGF001013	924	674.039	1	8.68602
RCHGF001014	825	575.282	1	10.1771
RCHGF001015	1053	802.973	5	36.4565
RCHGF001016	2382	2131.97	11	30.2077
RCHGF001017	645	396.666	13	191.878
RCHGF001018	939	689.039	0	0
RCHGF001019	768	518.792	0	0
RCHGF001020	120	13.8024	1	424.182
RCHGF001021	141	18.2145	0	0
RCHGF001022	1044	793.973	1	7.37395
RCHGF001023	1176	925.973	4	25.2911
RCHGF001024	645	396.666	1	14.7598
RCHGF001025	471	229.562	0	0
RCHGF001026	927	677.039	3	25.9426
RCHGF001027	825	575.282	5	50.8856
RCHGF001028	765	515.792	4	45.4037
RCHGF001029	417	181.538	3	96.7522
RCHGF001030	2421	2170.97	7	18.8777
RCHGF001031	267	72.1618	0	0
RCHGF001032	702	452.971	8	103.401
RCHGF001033	795	545.386	4	42.94
RCHGF001034	801	551.334	19	201.765
RCHGF001035	480	237.686	4	98.5286
RCHGF001036	2730	2479.97	18	42.4944
RCHGF001037	501	257.068	4	91.1
RCHGF001038	1437	1186.97	35	172.637
RCHGF001039	1113	862.973	26	176.393
RCHGF001040	1134	883.973	50	331.159
RCHGF001041	753	503.84	2	23.2404
RCHGF001042	870	620.282	2	18.8776
RCHGF001043	987	736.973	8	63.5542
RCHGF001044	138	17.7395	1	330.038
RCHGF001045	729	479.84	4	48.8056
RCHGF001046	1272	1021.97	7	40.1019
RCHGF001047	675	426.054	0	0
RCHGF001048	768	518.792	2	22.5706
RCHGF001049	2370	2119.97	7	19.3319
RCHGF001050	474	232.071	3	75.6845
RCHGF001051	522	276.657	5	105.812
RCHGF001052	852	602.282	2	19.4418
RCHGF001053	615	366.913	5	79.7835
RCHGF001054	237	55.7221	0	0
RCHGF001055	351	129.268	0	0
RCHGF001056	1086	835.973	38	266.132
RCHGF001057	744	494.84	32	378.609
RCHGF001058	1344	1093.97	57	305.052
RCHGF001059	444	205.443	3	85.494
RCHGF001060	1995	1744.97	16	53.6831
RCHGF001061	921	671.039	5	43.6243
RCHGF001062	228	51.0509	10	1146.84
RCHGF001063	474	232.071	49	1236.18
RCHGF001064	291	86.5118	19	1285.83
RCHGF001065	195	35.9031	0	0
RCHGF001066	111	13.748	0	0
RCHGF001067	216	45.354	4	516.357
RCHGF001068	654	405.404	1	14.4417
RCHGF001069	1182	931.973	1	6.28207
RCHGF001070	1101	850.973	1	6.88003
RCHGF001071	1323	1072.97	3	16.3696
RCHGF001072	330	113.284	0	0
RCHGF001073	318	105.167	0	0
RCHGF001074	1041	790.973	9	66.6173
RCHGF001075	1896	1645.97	11	39.127
RCHGF001076	156	22.0633	4	1061.44
RCHGF001077	822	572.282	6	61.3829
RCHGF001078	1353	1102.97	13	69.0056
RCHGF001079	1311	1060.97	5	27.5913
RCHGF001080	810	560.282	0	0
RCHGF001081	843	593.282	1	9.86836
RCHGF001082	705	455.971	5	64.2005
RCHGF001083	1023	772.973	0	0
RCHGF001084	297	90.4989	5	323.469
RCHGF001085	1470	1219.97	6	28.7943
RCHGF001086	453	213.619	0	0
RCHGF001087	1110	859.973	1	6.80803
RCHGF001088	795	545.386	12	128.82
RCHGF001089	801	551.334	11	116.811
RCHGF001090	300	92.4742	2	126.624
RCHGF001091	672	423.054	5	69.1959
RCHGF001092	795	545.386	6	64.41
RCHGF001093	366	140.779	0	0
RCHGF001094	1530	1279.97	4	18.2964
RCHGF001095	1038	787.973	1	7.4301
RCHGF001096	1290	1039.97	0	0
RCHGF001097	363	138.744	0	0
RCHGF001098	996	745.973	2	15.6969
RCHGF001099	540	293.878	2	39.8445
RCHGF001100	456	216.284	0	0
RCHGF001101	999	748.973	2	15.634
RCHGF001102	1257	1006.97	13	75.5843
RCHGF001103	495	251.31	8	186.375
RCHGF001104	750	500.84	2	23.3796
RCHGF001105	1338	1087.97	3	16.1439
RCHGF001106	348	127.038	16	737.381
RCHGF001107	1260	1009.97	8	46.3752
RCHGF001108	1443	1192.97	33	161.953
RCHGF001109	171	26.7274	0	0
RCHGF001110	1086	835.973	6	42.0209
RCHGF001111	1929	1678.97	4	13.9483
RCHGF001112	174	27.9217	0	0
RCHGF001113	375	147.888	7	277.123
RCHGF001114	264	70.3651	6	499.23
RCHGF001115	1248	997.973	10	58.6661
RCHGF001116	582	334.5	13	227.538
RCHGF001117	237	55.7221	12	1260.84
RCHGF001118	216	45.354	9	1161.8
RCHGF001119	672	423.054	7	96.8742
RCHGF001120	1011	760.973	6	46.1624
RCHGF001121	204	39.7946	0	0
RCHGF001122	765	515.792	2	22.7019
RCHGF001123	2040	1789.97	37	121.021
RCHGF001126	153	21.0613	0	0
RCHGF001127	3351	3100.97	18	33.9845
RCHGF001128	150	20.2849	0	0
RCHGF001129	363	138.744	1	42.1979
RCHGF001130	1386	1135.97	2	10.3078
RCHGF001131	1035	784.973	0	0
RCHGF001132	822	572.282	0	0
RCHGF001133	753	503.84	2	23.2404
RCHGF001134	495	251.31	0	0
RCHGF001135	408	173.899	0	0
RCHGF001136	2769	2518.97	6	13.9455
RCHGF001137	114	13.4695	0	0
RCHGF001138	1023	772.973	19	143.911
RCHGF001139	651	402.404	11	160.043
RCHGF001140	2697	2446.97	13	31.1043
RCHGF001141	3207	2956.97	19	37.6194
RCHGF001142	774	524.792	20	223.125
RCHGF001143	555	307.833	146	2776.8
RCHGF001144	618	369.878	40	633.151
RCHGF001145	603	355.014	0	0
RCHGF001146	699	449.971	0	0
RCHGF001147	138	17.7395	0	0
RCHGF001148	714	464.884	0	0
RCHGF001149	852	602.282	21	204.139
RCHGF001150	1338	1087.97	65	349.785
RCHGF001152	1281	1030.97	15	85.1824
RCHGF001153	4032	3781.97	31	47.9898
RCHGF001154	1128	877.973	1	6.66845
RCHGF001155	1479	1228.97	12	57.1669
RCHGF001156	465	224.217	2	52.2237
RCHGF001157	333	115.509	1	50.6864
RCHGF001158	972	721.973	25	202.733
RCHGF001159	129	15.5606	1	376.254
RCHGF001160	906	656.039	9	80.3191
RCHGF001161	999	748.973	18	140.706
RCHGF001162	171	26.7274	2	438.107
RCHGF001163	129	15.5606	1	376.254
RCHGF001164	312	101.021	1	57.9552
RCHGF001165	1887	1636.97	3	10.7297
RCHGF001166	1734	1483.97	2	7.8906
RCHGF001167	426	189.533	3	92.6705
RCHGF001168	126	14.7652	0	0
RCHGF001169	1068	817.973	10	71.5759
RCHGF001170	936	686.039	7	59.7386
RCHGF001171	1104	853.973	0	0
RCHGF001172	252	63.1759	5	463.366
RCHGF001173	972	721.973	53	429.795
RCHGF001174	546	299.32	13	254.281
RCHGF001176	728	478.84	16	195.63
RCHGF001178	528	282.151	7	145.252
RCHGF001179	546	299.32	1	19.5601
RCHGF001180	342	121.964	0	0
RCHGF001181	327	111.239	1	52.6321
RCHGF001182	177	28.856	5	1014.47
RCHGF001183	1509	1258.97	28	130.211
RCHGF001184	2004	1753.97	20	66.7595
RCHGF001185	591	343.276	16	272.887
RCHGF001186	216	45.354	1	129.089
RCHGF001187	432	194.683	0	0
RCHGF001188	543	296.32	0	0
RCHGF001189	1650	1399.97	5	20.9101
RCHGF001190	855	605.282	3	29.0181
RCHGF001191	1125	874.973	1	6.69131
RCHGF001192	453	213.619	0	0
RCHGF001193	417	181.538	1	32.2507
RCHGF001195	765	515.792	5	56.7547
RCHGF001196	987	736.973	5	39.7214
RCHGF001197	147	19.5619	0	0
RCHGF001198	1434	1183.97	9	44.5048
RCHGF001199	2376	2125.97	36	99.1404
RCHGF001200	465	224.217	21	548.349
RCHGF001201	111	13.748	0	0
RCHGF001202	1785	1534.97	8	30.5137
RCHGF001203	1596	1345.97	9	39.1482
RCHGF001204	1578	1327.97	8	35.2701
RCHGF001205	147	19.5619	0	0
RCHGF001206	306	96.713	0	0
RCHGF001207	144	18.7588	20	6242.11
RCHGF001208	408	173.899	555	18685.4
RCHGF001209	1680	1429.97	21	85.98
RCHGF001210	1206	955.973	17	104.114
RCHGF001211	855	605.282	0	0
RCHGF001212	612	363.913	3	48.2647
RCHGF001213	324	109.298	2	107.133
RCHGF001214	252	63.1759	0	0
RCHGF001215	813	563.282	3	31.1818
RCHGF001216	156	22.0633	0	0
RCHGF001217	111	13.748	0	0
RCHGF001218	273	76.0503	0	0
RCHGF001219	330	113.284	5	258.41
RCHGF001220	810	560.282	4	41.7984
RCHGF001221	363	138.744	0	0
RCHGF001222	273	76.0503	1	76.9848
RCHGF001223	525	279.657	2	41.8707
RCHGF001224	1131	880.973	2	13.2915
RCHGF001225	756	506.84	3	34.6542
RCHGF001226	819	569.282	0	0
RCHGF001227	699	449.971	0	0
RCHGF001228	606	358.014	0	0
RCHGF001229	1167	916.973	2	12.7697
RCHGF001230	840	590.282	0	0
RCHGF001231	846	596.282	1	9.81871
RCHGF001232	1110	859.973	4	27.2321
RCHGF001233	576	328.562	1	17.8192
RCHGF001234	420	183.995	0	0
RCHGF001235	747	497.84	2	23.5205
RCHGF001236	681	432.054	8	108.407
RCHGF001237	336	117.88	5	248.334
RCHGF001238	432	194.683	7	210.511
RCHGF001239	1236	985.973	18	106.884
RCHGF001240	729	479.84	3	36.6042
RCHGF001241	936	686.039	9	76.8068
RCHGF001242	1053	802.973	9	65.6217
RCHGF001243	948	698.039	4	33.5495
RCHGF001244	972	721.973	15	121.64
RCHGF001245	930	680.039	5	43.0469
RCHGF001246	870	620.282	6	56.6328
RCHGF001247	1365	1114.97	7	36.757
RCHGF001248	462	221.477	5	132.175
RCHGF001249	222	48.2164	0	0
RCHGF001250	1035	784.973	5	37.2925
RCHGF001251	798	548.386	2	21.3526
RCHGF001252	1002	751.973	1	7.78581
RCHGF001253	156	22.0633	0	0
RCHGF001254	366	140.779	8	332.705
RCHGF001255	1251	1000.97	11	64.3393
RCHGF001256	1215	964.973	94	570.32
RCHGF001257	198	37.1512	0	0
RCHGF001258	1527	1276.97	13	59.6029
RCHGF001259	1200	949.973	6	36.9782
RCHGF001260	777	527.792	13	144.207
RCHGF001261	459	218.903	1	26.7457
RCHGF001262	1644	1393.97	46	193.201
RCHGF001263	186	32.1101	0	0
RCHGF001264	1158	907.973	8	51.585
RCHGF001265	846	596.282	0	0
RCHGF001266	633	384.702	5	76.0942
RCHGF001267	354	131.803	0	0
RCHGF001268	651	402.404	1	14.5494
RCHGF001269	579	331.531	1	17.6596
RCHGF001270	2928	2677.97	40	87.45
RCHGF001271	1302	1051.97	14	77.9165
RCHGF001272	183	31.0515	1	188.548
RCHGF001273	666	417.054	1	14.0383
RCHGF001274	1716	1465.97	3	11.9812
RCHGF001275	1917	1666.97	6	21.0731
RCHGF001276	1749	1498.97	13	50.7757
RCHGF001277	912	662.039	1	8.84346
RCHGF001278	111	13.748	0	0
RCHGF001279	1326	1075.97	3	16.324
RCHGF001280	2448	2197.97	7	18.6458
RCHGF001281	540	293.878	35	697.279
RCHGF001282	759	509.84	6	68.9007
RCHGF001283	276	77.6186	1	75.4293
RCHGF001284	546	299.32	0	0
RCHGF001285	1278	1027.97	5	28.477
RCHGF001286	744	494.84	1	11.8315
RCHGF001287	1299	1048.97	8	44.6511
RCHGF001288	1434	1183.97	1	4.94498
RCHGF001289	1425	1174.97	7	34.88
RCHGF001290	813	563.282	0	0
RCHGF001291	747	497.84	0	0
RCHGF001292	372	145.256	0	0
RCHGF001293	705	455.971	22	282.482
RCHGF001294	1401	1150.97	5	25.4338
RCHGF001295	1410	1159.97	13	65.6148
RCHGF001296	930	680.039	4	34.4375
RCHGF001297	129	15.5606	0	0
RCHGF001298	618	369.878	2	31.6575
RCHGF001299	465	224.217	1	26.1119
RCHGF001300	213	43.7669	1	133.77
RCHGF001301	747	497.84	20	235.205
RCHGF001302	966	715.973	8	65.4183
RCHGF001303	972	721.973	10	81.0933
RCHGF001304	447	208.282	2	56.2192
RCHGF001305	2208	1957.97	0	0
RCHGF001306	162	24.0353	0	0
RCHGF001307	1068	817.973	3	21.4728
RCHGF001308	1092	841.973	0	0
RCHGF001309	834	584.282	0	0
RCHGF001310	873	623.282	1	9.39337
RCHGF001311	1278	1027.97	1	5.6954
RCHGF001312	1332	1081.97	4	21.6446
RCHGF001313	1008	757.973	17	131.311
RCHGF001314	966	715.973	9	73.5956
RCHGF001315	1122	871.973	5	33.5717
RCHGF001316	2082	1831.97	38	121.442
RCHGF001317	669	420.054	7	97.5661
RCHGF001318	264	70.3651	2	166.41
RCHGF001319	180	30.1036	0	0
RCHGF001320	633	384.702	8	121.751
RCHGF001321	810	560.282	82	856.867
RCHGF001322	1074	823.973	8	56.8438
RCHGF001323	114	13.4695	1	434.665
RCHGF001324	141	18.2145	0	0
RCHGF001325	621	372.843	120	1884.35
RCHGF001326	489	245.643	31	738.862
RCHGF001327	870	620.282	216	2038.78
RCHGF001328	1368	1117.97	691	3618.7
RCHGF001329	183	31.0515	0	0
RCHGF001330	1365	1114.97	25	131.275
RCHGF001331	498	254.117	9	207.355
RCHGF001332	477	234.846	3	74.7902
RCHGF001333	915	665.039	3	26.4107
RCHGF001334	948	698.039	6	50.3243
RCHGF001335	948	698.039	55	461.306
RCHGF001336	117	13.6716	0	0
RCHGF001337	348	127.038	11	506.95
RCHGF001338	132	16.2843	0	0
RCHGF001339	1041	790.973	8	59.2154
RCHGF001340	2514	2263.97	9	23.2743
RCHGF001341	957	706.973	4	33.1256
RCHGF001342	636	387.666	24	362.46
RCHGF001343	2625	2374.97	53	130.654
RCHGF001344	261	68.5087	0	0
RCHGF001345	2817	2566.97	77	175.621
RCHGF001346	1767	1516.97	72	277.882
RCHGF001347	969	718.973	0	0
RCHGF001348	1443	1192.97	43	211.03
RCHGF001349	198	37.1512	104.867	16526.1
RCHGF001350	480	237.686	6	147.793
RCHGF001351	111	13.748	0	0
RCHGF001352	642	393.666	2	29.7446
RCHGF001353	612	363.913	0	0
RCHGF001354	1323	1072.97	0	0
RCHGF001355	840	590.282	4	39.674
RCHGF001356	378	150.481	0	0
RCHGF001357	639	390.666	0	0
RCHGF001358	828	578.282	1	10.1243
RCHGF001359	807	557.282	1	10.5058
RCHGF001360	483	240.342	0	0
RCHGF001361	1125	874.973	5	33.4566
RCHGF001362	420	183.995	2	63.64
RCHGF001363	759	509.84	5	57.4172
RCHGF001364	816	566.282	8	82.711
RCHGF001365	147	19.5619	0	0
RCHGF001366	1332	1081.97	2	10.8223
RCHGF001367	792	542.386	4	43.1775
RCHGF001368	219	46.7707	1	125.179
RCHGF001369	369	143.121	0	0
RCHGF001370	453	213.619	0	0
RCHGF001371	165	24.993	0	0
RCHGF001372	1089	838.973	4	27.9137
RCHGF001373	168	25.9137	2	451.863
RCHGF001374	2169	1918.97	4	12.2039
RCHGF001375	864	614.282	1	9.531
RCHGF001376	879	629.282	0	0
RCHGF001377	1332	1081.97	13	70.345
RCHGF001378	399	166.843	19	666.733
RCHGF001379	1455	1204.97	20	97.1759
