locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	locus_tag	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000714	Protein Homology	CDS	672390	672665		+	0	ID=cds-pgaptmp_000714;Parent=gene-pgaptmp_000714;Name=extdb:pgaptmp_000714;Ontology_term=GO:0030261,GO:0003677,GO:0030527;gbkey=CDS;go_function=DNA binding|0003677||IEA,structural constituent of chromatin|0030527||IEA;go_process=chromosome condensation|0030261||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013274629.1;locus_tag=pgaptmp_000714;product=HU family DNA-binding protein;protein_id=extdb:pgaptmp_000714;transl_table=11	pgaptmp_000714	HU family DNA-binding protein	742741.HMPREF9475_03262	2.1E-50	160	COG0776@1|root,COG0776@2|Bacteria,1V9XQ@1239|Firmicutes,24MM0@186801|Clostridia,220J7@1506553|Lachnoclostridium	186801|Clostridia	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hup			ko:K03530					ko00000,ko03032,ko03036,ko03400				Bac_DNA_binding						K03530	hupB; DNA-binding protein HU-beta
pgaptmp_000715	Protein Homology	CDS	672670	672909		+	0	ID=cds-pgaptmp_000715;Parent=gene-pgaptmp_000715;Name=extdb:pgaptmp_000715;Ontology_term=GO:0003723;gbkey=CDS;go_function=RNA binding|0003723||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003504841.1;locus_tag=pgaptmp_000715;product=RNA-binding S4 domain-containing protein;protein_id=extdb:pgaptmp_000715;transl_table=11	pgaptmp_000715	RNA-binding S4 domain-containing protein	742741.HMPREF9475_03261	2.58E-41	136	COG1188@1|root,COG1188@2|Bacteria,1VEI5@1239|Firmicutes,24QNF@186801|Clostridia,220TA@1506553|Lachnoclostridium	186801|Clostridia	J	S4 domain protein	hslR												S4							
pgaptmp_000716	Protein Homology	CDS	672972	673256		+	0	ID=cds-pgaptmp_000716;Parent=gene-pgaptmp_000716;Name=extdb:pgaptmp_000716;Ontology_term=GO:0030435;gbkey=CDS;gene=yabP;go_process=sporulation resulting in formation of a cellular spore|0030435||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396765.1;locus_tag=pgaptmp_000716;product=sporulation protein YabP;protein_id=extdb:pgaptmp_000716;transl_table=11	pgaptmp_000716	sporulation protein YabP	742741.HMPREF9475_03260	3.05E-49	157	2E3ZZ@1|root,32YWW@2|Bacteria,1VEIW@1239|Firmicutes,24QNQ@186801|Clostridia,220WW@1506553|Lachnoclostridium	186801|Clostridia	S	Sporulation protein YabP	yabP												YabP							
pgaptmp_000717	Protein Homology	CDS	673267	673593		+	0	ID=cds-pgaptmp_000717;Parent=gene-pgaptmp_000717;Name=extdb:pgaptmp_000717;Ontology_term=GO:0034301;gbkey=CDS;gene=yabQ;go_process=endospore formation|0034301||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396763.1;locus_tag=pgaptmp_000717;product=spore cortex biosynthesis protein YabQ;protein_id=extdb:pgaptmp_000717;transl_table=11	pgaptmp_000717	spore cortex biosynthesis protein YabQ	742741.HMPREF9475_03259	9.2E-24	97.4	2EFTM@1|root,32YR5@2|Bacteria,1VEV2@1239|Firmicutes,25E28@186801|Clostridia,2212R@1506553|Lachnoclostridium	186801|Clostridia	S	Spore cortex protein YabQ (Spore_YabQ)													Spore_YabQ							
pgaptmp_000718	Protein Homology	CDS	673651	673971		+	0	ID=cds-pgaptmp_000718;Parent=gene-pgaptmp_000718;Name=extdb:pgaptmp_000718;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396761.1;locus_tag=pgaptmp_000718;product=septum formation initiator;protein_id=extdb:pgaptmp_000718;transl_table=11	pgaptmp_000718	septum formation initiator	742741.HMPREF9475_03258	5.12E-33	117	COG2919@1|root,COG2919@2|Bacteria,1VGPP@1239|Firmicutes,24R6M@186801|Clostridia,220K1@1506553|Lachnoclostridium	186801|Clostridia	D	Septum formation initiator													DivIC							
pgaptmp_000719	Protein Homology	CDS	674113	675522		+	0	ID=cds-pgaptmp_000719;Parent=gene-pgaptmp_000719;Name=extdb:pgaptmp_000719;Ontology_term=GO:0016791;gbkey=CDS;go_function=phosphatase activity|0016791||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396759.1;locus_tag=pgaptmp_000719;product=SpoIIE family protein phosphatase;protein_id=extdb:pgaptmp_000719;transl_table=11	pgaptmp_000719	SpoIIE family protein phosphatase	742741.HMPREF9475_03257	4.6E-245	684	COG2208@1|root,COG2208@2|Bacteria,1TQ92@1239|Firmicutes,247XG@186801|Clostridia,21ZA8@1506553|Lachnoclostridium	186801|Clostridia	KT	serine phosphatase RsbU, regulator of sigma subunit K06382	spoIIE		3.1.3.16	ko:K06382					ko00000,ko01000				SpoIIE						K06382	spoIIE; stage II sporulation protein E [EC:3.1.3.16]
pgaptmp_000720	Protein Homology	CDS	675620	677014		+	0	ID=cds-pgaptmp_000720;Parent=gene-pgaptmp_000720;Name=extdb:pgaptmp_000720;Ontology_term=GO:0008033,GO:0000166,GO:0005524,GO:0016879;gbkey=CDS;gene=tilS;go_function=nucleotide binding|0000166||IEA,ATP binding|0005524||IEA,ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA;go_process=tRNA processing|0008033||IEA;inference=COORDINATES: protein motif:HMM:TIGR02432.1;locus_tag=pgaptmp_000720;product=tRNA lysidine(34) synthetase TilS;protein_id=extdb:pgaptmp_000720;transl_table=11	pgaptmp_000720	tRNA lysidine(34) synthetase TilS	679200.HMPREF9333_00469	3.74E-101	318	COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,248TY@186801|Clostridia	186801|Clostridia	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS		6.3.4.19	ko:K04075			R09597	RC02633,RC02634	ko00000,ko01000,ko03016				ATP_bind_3,TilS,TilS_C						K04075	tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
pgaptmp_000721	Protein Homology	CDS	676992	677531		+	0	ID=cds-pgaptmp_000721;Parent=gene-pgaptmp_000721;Name=extdb:pgaptmp_000721;Ontology_term=GO:0006166;gbkey=CDS;gene=hpt;go_process=purine ribonucleoside salvage|0006166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396757.1;locus_tag=pgaptmp_000721;product=hypoxanthine phosphoribosyltransferase;protein_id=extdb:pgaptmp_000721;transl_table=11	pgaptmp_000721	hypoxanthine phosphoribosyltransferase	742741.HMPREF9475_03255	2.06E-109	316	COG0634@1|root,COG0634@2|Bacteria,1V1C9@1239|Firmicutes,24FR4@186801|Clostridia,21ZBC@1506553|Lachnoclostridium	186801|Clostridia	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt		2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110		R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000				Pribosyltran						K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
pgaptmp_000722	Protein Homology	CDS	677598	679391		+	0	ID=cds-pgaptmp_000722;Parent=gene-pgaptmp_000722;Name=extdb:pgaptmp_000722;Ontology_term=GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0016020;gbkey=CDS;gene=ftsH;go_component=membrane|0016020||IEA;go_function=metalloendopeptidase activity|0004222||IEA,ATP hydrolysis activity|0016887||IEA;go_process=proteolysis|0006508||IEA,cell division|0051301||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396756.1;locus_tag=pgaptmp_000722;product=ATP-dependent zinc metalloprotease FtsH;protein_id=extdb:pgaptmp_000722;transl_table=11	pgaptmp_000722	ATP-dependent zinc metalloprotease FtsH	742741.HMPREF9475_03254	0	889	COG0465@1|root,COG0465@2|Bacteria,1TPTV@1239|Firmicutes,247WQ@186801|Clostridia,21YA2@1506553|Lachnoclostridium	186801|Clostridia	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH			ko:K03798		M00742			ko00000,ko00002,ko01000,ko01002,ko03110				AAA,FtsH_ext,Peptidase_M41						K03798	ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]
pgaptmp_000723	Protein Homology	CDS	679857	682055		+	0	ID=cds-pgaptmp_000723;Parent=gene-pgaptmp_000723;Name=extdb:pgaptmp_000723;Ontology_term=GO:0005975,GO:0004553;gbkey=CDS;go_function=hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396754.1;locus_tag=pgaptmp_000723;product=glycoside hydrolase family 13 protein;protein_id=extdb:pgaptmp_000723;transl_table=11	pgaptmp_000723	glycoside hydrolase family 13 protein	742741.HMPREF9475_03253	0	1025	COG0366@1|root,COG0366@2|Bacteria,1TNZ0@1239|Firmicutes,247YM@186801|Clostridia,21Y6K@1506553|Lachnoclostridium	186801|Clostridia	G	Belongs to the glycosyl hydrolase 13 family	tvaI		3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100		R02112,R03122,R11262		ko00000,ko00001,ko01000		GH13		Alpha-amylase,Alpha-amylase_C,Alpha-amylase_N						K01187	malZ; alpha-glucosidase [EC:3.2.1.20]
pgaptmp_000726	Protein Homology	CDS	682615	684327		+	0	ID=cds-pgaptmp_000726;Parent=gene-pgaptmp_000726;Name=extdb:pgaptmp_000726;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396752.1;locus_tag=pgaptmp_000726;product=hypothetical protein;protein_id=extdb:pgaptmp_000726;transl_table=11	pgaptmp_000726	hypothetical protein	742741.HMPREF9475_03245	1.54E-95	316	2BZEU@1|root,30VT8@2|Bacteria,1V54M@1239|Firmicutes,24SSI@186801|Clostridia,21Z1Q@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location Cytoplasmic, score																				
pgaptmp_000727	Protein Homology	CDS	684340	685035		-	0	ID=cds-pgaptmp_000727;Parent=gene-pgaptmp_000727;Name=extdb:pgaptmp_000727;Ontology_term=GO:0009265,GO:0051353,GO:0051539;gbkey=CDS;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=2'-deoxyribonucleotide biosynthetic process|0009265||IEA,positive regulation of oxidoreductase activity|0051353||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015572822.1;locus_tag=pgaptmp_000727;product=anaerobic ribonucleoside-triphosphate reductase activating protein;protein_id=extdb:pgaptmp_000727;transl_table=11	pgaptmp_000727	anaerobic ribonucleoside-triphosphate reductase activating protein	742733.HMPREF9469_05609	3.48E-107	315	COG1180@1|root,COG1180@2|Bacteria,1V1GP@1239|Firmicutes,24G76@186801|Clostridia,21Z2G@1506553|Lachnoclostridium	186801|Clostridia	O	anaerobic ribonucleoside-triphosphate reductase activating protein			1.97.1.4	ko:K04069			R04710		ko00000,ko01000				Fer4_12,Fer4_14,Radical_SAM						K04069	pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]
pgaptmp_000728	Protein Homology	CDS	685543	686082		+	0	ID=cds-pgaptmp_000728;Parent=gene-pgaptmp_000728;Name=extdb:pgaptmp_000728;Ontology_term=GO:0002100,GO:0008251,GO:0008270;gbkey=CDS;gene=tadA;go_function=tRNA-specific adenosine deaminase activity|0008251||IEA,zinc ion binding|0008270||IEA;go_process=tRNA wobble adenosine to inosine editing|0002100||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015554022.1;locus_tag=pgaptmp_000728;product=tRNA adenosine(34) deaminase TadA;protein_id=extdb:pgaptmp_000728;transl_table=11	pgaptmp_000728	tRNA adenosine(34) deaminase TadA	1304866.K413DRAFT_1161	8.93E-86	256	COG0590@1|root,COG0590@2|Bacteria,1V3HZ@1239|Firmicutes,24JM2@186801|Clostridia,36IRD@31979|Clostridiaceae	186801|Clostridia	FJ	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA		3.5.4.33	ko:K11991			R10223	RC00477	ko00000,ko01000,ko03016				MafB19-deam						K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
pgaptmp_000730	Protein Homology	CDS	686782	687864		+	0	ID=cds-pgaptmp_000730;Parent=gene-pgaptmp_000730;Name=extdb:pgaptmp_000730;Ontology_term=GO:0006002,GO:0003872,GO:0046872;gbkey=CDS;go_function=6-phosphofructokinase activity|0003872||IEA,metal ion binding|0046872||IEA;go_process=fructose 6-phosphate metabolic process|0006002||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396742.1;locus_tag=pgaptmp_000730;product=6-phosphofructokinase;protein_id=extdb:pgaptmp_000730;transl_table=11	pgaptmp_000730	6-phosphofructokinase	742741.HMPREF9475_03241	3.74E-228	632	COG0205@1|root,COG0205@2|Bacteria,1TPF4@1239|Firmicutes,249AM@186801|Clostridia,21Z77@1506553|Lachnoclostridium	186801|Clostridia	F	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	pfkA		2.7.1.11,2.7.1.90	ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130		R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000				PFK						K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
pgaptmp_000731	Protein Homology	CDS	687895	689562		+	0	ID=cds-pgaptmp_000731;Parent=gene-pgaptmp_000731;Name=extdb:pgaptmp_000731;Ontology_term=GO:0006260,GO:0003677,GO:0003887,GO:0005524,GO:0009360;gbkey=CDS;gene=dnaX;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,ATP binding|0005524||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396741.1;locus_tag=pgaptmp_000731;product=DNA polymerase III subunit gamma/tau;protein_id=extdb:pgaptmp_000731;transl_table=11	pgaptmp_000731	DNA polymerase III subunit gamma/tau	742735.HMPREF9467_04385	3.94E-255	716	COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,247J7@186801|Clostridia,21Y0N@1506553|Lachnoclostridium	186801|Clostridia	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX		2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				DNA_pol3_delta2,DNA_pol3_gamma3						K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
pgaptmp_000732	Protein Homology	CDS	689688	690053		+	0	ID=cds-pgaptmp_000732;Parent=gene-pgaptmp_000732;Name=extdb:pgaptmp_000732;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008121055.1;locus_tag=pgaptmp_000732;product=YbaB/EbfC family nucleoid-associated protein;protein_id=extdb:pgaptmp_000732;transl_table=11	pgaptmp_000732	YbaB/EbfC family nucleoid-associated protein	610130.Closa_0175	5.03E-46	151	COG0718@1|root,COG0718@2|Bacteria,1VA1S@1239|Firmicutes,24MXH@186801|Clostridia,2205C@1506553|Lachnoclostridium	186801|Clostridia	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection				ko:K09747					ko00000				YbaB_DNA_bd						K09747	ebfC; nucleoid-associated protein EbfC
pgaptmp_000733	Protein Homology	CDS	690055	690654		+	0	ID=cds-pgaptmp_000733;Parent=gene-pgaptmp_000733;Name=extdb:pgaptmp_000733;Ontology_term=GO:0006281,GO:0006310,GO:0003677,GO:0046872;gbkey=CDS;gene=recR;go_function=DNA binding|0003677||IEA,metal ion binding|0046872||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009005226.1;locus_tag=pgaptmp_000733;product=recombination mediator RecR;protein_id=extdb:pgaptmp_000733;transl_table=11	pgaptmp_000733	recombination mediator RecR	742741.HMPREF9475_03238	2.06E-129	369	COG0353@1|root,COG0353@2|Bacteria,1TR87@1239|Firmicutes,2487H@186801|Clostridia,21XW2@1506553|Lachnoclostridium	186801|Clostridia	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR			ko:K06187	ko03440,map03440				ko00000,ko00001,ko03400				HHH,RecR,Toprim_4						K06187	recR; recombination protein RecR
pgaptmp_000734	Protein Homology	CDS	690697	693210		+	0	ID=cds-pgaptmp_000734;Parent=gene-pgaptmp_000734;Name=extdb:pgaptmp_000734;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396736.1;locus_tag=pgaptmp_000734;product=hypothetical protein;protein_id=extdb:pgaptmp_000734;transl_table=11	pgaptmp_000734	hypothetical protein	742741.HMPREF9475_03237	7.24E-223	653	COG0457@1|root,COG0464@1|root,COG0457@2|Bacteria,COG0464@2|Bacteria,1TY3C@1239|Firmicutes,248IE@186801|Clostridia,21YRG@1506553|Lachnoclostridium	186801|Clostridia	O	Psort location Cytoplasmic, score	SpoVK												TPR_8							
pgaptmp_000735	Protein Homology	CDS	693327	694154		+	0	ID=cds-pgaptmp_000735;Parent=gene-pgaptmp_000735;Name=extdb:pgaptmp_000735;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396735.1;locus_tag=pgaptmp_000735;product=Cof-type HAD-IIB family hydrolase;protein_id=extdb:pgaptmp_000735;transl_table=11	pgaptmp_000735	Cof-type HAD-IIB family hydrolase	610130.Closa_0178	5.21E-85	262	COG0561@1|root,COG0561@2|Bacteria,1U3W2@1239|Firmicutes,2486H@186801|Clostridia,21YTF@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87													Hydrolase_3							
pgaptmp_000736	Protein Homology	CDS	694200	694904		+	0	ID=cds-pgaptmp_000736;Parent=gene-pgaptmp_000736;Name=extdb:pgaptmp_000736;Ontology_term=GO:0009403,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=toxin biosynthetic process|0009403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008396734.1;locus_tag=pgaptmp_000736;product=CvpA family protein;protein_id=extdb:pgaptmp_000736;transl_table=11	pgaptmp_000736	CvpA family protein	1163671.JAGI01000002_gene3900	9.06E-74	231	2DMJ6@1|root,32RY3@2|Bacteria,1VBBI@1239|Firmicutes,24FS1@186801|Clostridia,36KRU@31979|Clostridiaceae	186801|Clostridia	S	Colicin V production protein													Colicin_V							
pgaptmp_000737	Protein Homology	CDS	695677	695877		+	0	ID=cds-pgaptmp_000737;Parent=gene-pgaptmp_000737;Name=extdb:pgaptmp_000737;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: protein motif:HMM:NF025304.6;locus_tag=pgaptmp_000737;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000737;transl_table=11	pgaptmp_000737	helix-turn-helix domain-containing protein	457421.CBFG_03683	4.06E-14	67	28WN0@1|root,2ZIMU@2|Bacteria,1W3TI@1239|Firmicutes,2561P@186801|Clostridia	186801|Clostridia	S	Helix-turn-helix domain													HTH_38							
pgaptmp_000738	GeneMarkS-2+	CDS	695896	696321		+	0	ID=cds-pgaptmp_000738;Parent=gene-pgaptmp_000738;Name=extdb:pgaptmp_000738;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000738;product=hypothetical protein;protein_id=extdb:pgaptmp_000738;transl_table=11	pgaptmp_000738	hypothetical protein																											
pgaptmp_000739	Protein Homology	CDS	696739	696891		+	0	ID=cds-pgaptmp_000739;Parent=gene-pgaptmp_000739;Name=extdb:pgaptmp_000739;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF046128.2;locus_tag=pgaptmp_000739;product=DUF6906 family protein;protein_id=extdb:pgaptmp_000739;transl_table=11	pgaptmp_000739	DUF6906 family protein																											
pgaptmp_000740	Protein Homology	CDS	696911	697630		+	0	ID=cds-pgaptmp_000740;Parent=gene-pgaptmp_000740;Name=extdb:pgaptmp_000740;Ontology_term=GO:0030435,GO:0071555,GO:0016787,GO:0005576;gbkey=CDS;go_component=extracellular region|0005576||IEA;go_function=hydrolase activity|0016787||IEA;go_process=sporulation resulting in formation of a cellular spore|0030435||IEA,cell wall organization|0071555||IEA;inference=COORDINATES: protein motif:HMM:NF019128.6;locus_tag=pgaptmp_000740;product=cell wall hydrolase;protein_id=extdb:pgaptmp_000740;transl_table=11	pgaptmp_000740	cell wall hydrolase	478749.BRYFOR_07508	6.24E-53	177	COG3773@1|root,COG3773@2|Bacteria,1UFDA@1239|Firmicutes,24QV4@186801|Clostridia	186801|Clostridia	M	Cell Wall Hydrolase													Hydrolase_2							
pgaptmp_000741	GeneMarkS-2+	CDS	697660	697902		+	0	ID=cds-pgaptmp_000741;Parent=gene-pgaptmp_000741;Name=extdb:pgaptmp_000741;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000741;product=hypothetical protein;protein_id=extdb:pgaptmp_000741;transl_table=11	pgaptmp_000741	hypothetical protein																											
pgaptmp_000742	GeneMarkS-2+	CDS	697923	698294		+	0	ID=cds-pgaptmp_000742;Parent=gene-pgaptmp_000742;Name=extdb:pgaptmp_000742;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000742;product=hypothetical protein;protein_id=extdb:pgaptmp_000742;transl_table=11	pgaptmp_000742	hypothetical protein	887325.HMPREF0381_0361	1.08E-57	181	2E237@1|root,32XAJ@2|Bacteria,1VCG7@1239|Firmicutes,24Q4K@186801|Clostridia	186801|Clostridia																						
pgaptmp_000743	GeneMarkS-2+	CDS	698291	698608		+	0	ID=cds-pgaptmp_000743;Parent=gene-pgaptmp_000743;Name=extdb:pgaptmp_000743;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000743;product=hypothetical protein;protein_id=extdb:pgaptmp_000743;transl_table=11	pgaptmp_000743	hypothetical protein																										K07060	nob1; endoribonuclease Nob1 [EC:3.1.-.-]
pgaptmp_000744	GeneMarkS-2+	CDS	698611	698823		+	0	ID=cds-pgaptmp_000744;Parent=gene-pgaptmp_000744;Name=extdb:pgaptmp_000744;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000744;product=hypothetical protein;protein_id=extdb:pgaptmp_000744;transl_table=11	pgaptmp_000744	hypothetical protein																											
pgaptmp_000745	Protein Homology	CDS	698820	700463		+	0	ID=cds-pgaptmp_000745;Parent=gene-pgaptmp_000745;Name=extdb:pgaptmp_000745;Ontology_term=GO:0006304,GO:0003677,GO:0003886,GO:0008168,GO:1904047;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA (cytosine-5-)-methyltransferase activity|0003886||IEA,methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014119949.1;locus_tag=pgaptmp_000745;product=DNA cytosine methyltransferase;protein_id=extdb:pgaptmp_000745;transl_table=11	pgaptmp_000745	DNA cytosine methyltransferase	887325.HMPREF0381_0364	2.99E-181	531	COG0270@1|root,COG0270@2|Bacteria,1TR36@1239|Firmicutes,249XY@186801|Clostridia	186801|Clostridia	L	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family			2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036				DNA_methylase						K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
pgaptmp_000746	GeneMarkS-2+	CDS	700450	700605		+	0	ID=cds-pgaptmp_000746;Parent=gene-pgaptmp_000746;Name=extdb:pgaptmp_000746;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000746;product=hypothetical protein;protein_id=extdb:pgaptmp_000746;transl_table=11	pgaptmp_000746	hypothetical protein																											
pgaptmp_000747	Protein Homology	CDS	700589	701938		+	0	ID=cds-pgaptmp_000747;Parent=gene-pgaptmp_000747;Name=extdb:pgaptmp_000747;Ontology_term=GO:0003676,GO:0004386,GO:0005524,GO:0016887;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005923817.1;locus_tag=pgaptmp_000747;product=DEAD/DEAH box helicase;protein_id=extdb:pgaptmp_000747;transl_table=11	pgaptmp_000747	DEAD/DEAH box helicase	887325.HMPREF0381_0366	8E-282	775	COG0553@1|root,COG0553@2|Bacteria,1TPFZ@1239|Firmicutes,248ZJ@186801|Clostridia,1HUYT@1164882|Lachnoanaerobaculum	186801|Clostridia	L	SNF2 family N-terminal domain													Helicase_C,SNF2_N							
pgaptmp_000748	GeneMarkS-2+	CDS	701938	703080		+	0	ID=cds-pgaptmp_000748;Parent=gene-pgaptmp_000748;Name=extdb:pgaptmp_000748;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000748;product=hypothetical protein;protein_id=extdb:pgaptmp_000748;transl_table=11	pgaptmp_000748	hypothetical protein	1235790.C805_00025	4.76E-199	560	2F7JT@1|root,3400E@2|Bacteria,1VN25@1239|Firmicutes	1239|Firmicutes																						
